point_id,parent_id,label,level,point_kind,text,source_line,source_document
art_13_p3_a,art_13_p3,a,1,point,"the identity and the contact details of the provider and, where applicable, of its authorised representative;",4032,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_13_p3_b,art_13_p3,b,1,point,"the characteristics, capabilities and limitations of performance of the high-risk AI system, including:",4034,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_13_p3_b_i,art_13_p3_b,i,2,point,its intended purpose;,4036,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_13_p3_b_ii,art_13_p3_b,ii,2,point,"the level of accuracy, including its metrics, robustness and cybersecurity referred to in Article 15 against which the high-risk AI system has been tested and validated and which can be expected, and any known and foreseeable circumstances that may have an impact on that expected level of accuracy, robustness and cybersecurity;",4038,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_13_p3_b_iii,art_13_p3_b,iii,2,point,"any known or foreseeable circumstance, related to the use of the high-risk AI system in accordance with its intended purpose or under conditions of reasonably foreseeable misuse, which may lead to risks to the health and safety or fundamental rights referred to in Article 9(2);",4042,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_13_p3_b_iv,art_13_p3_b,iv,2,point,"where applicable, the technical capabilities and characteristics of the high-risk AI system to provide information that is relevant to explain its output;",4046,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_13_p3_b_v,art_13_p3_b,v,2,point,"when appropriate, its performance regarding specific persons or groups of persons on which the system is intended to be used;",4052,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_13_p3_b_vi,art_13_p3_b,vi,2,point,"when appropriate, specifications for the input data, or any other relevant information in terms of the training, validation and testing data sets used, taking into account the intended purpose of the high-risk AI system;",4056,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_13_p3_b_vii,art_13_p3_b,vii,2,point,"where applicable, information to enable deployers to interpret the output of the high-risk AI system and use it appropriately;",4060,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_13_p3_c,art_13_p3,c,1,point,"the changes to the high-risk AI system and its performance which have been pre-determined by the provider at the moment of the initial conformity assessment, if any;",4064,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_13_p3_d,art_13_p3,d,1,point,"the human oversight measures referred to in Article 14, including the technical measures put in place to facilitate the interpretation of the outputs of the high-risk AI systems by the deployers;",4068,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_13_p3_e,art_13_p3,e,1,point,"the computational and hardware resources needed, the expected lifetime of the high-risk AI system and any necessary maintenance and care measures, including their frequency, to ensure the proper functioning of that AI system, including as regards software updates;",4072,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_13_p3_f,art_13_p3,f,1,point,"where relevant, a description of the mechanisms included within the high-risk AI system that allows deployers to properly collect, store and interpret the logs in accordance with Article 12.",4077,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_14_p3_a,art_14_p3,a,1,point,"measures identified and built, when technically feasible, into the high-risk AI system by the provider before it is placed on the market or put into service;",4100,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_14_p3_b,art_14_p3,b,1,point,measures identified by the provider before placing the high-risk AI system on the market or putting it into service and that are appropriate to be implemented by the deployer.,4104,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_14_p4_a,art_14_p4,a,1,point,"to properly understand the relevant capacities and limitations of the high-risk AI system and be able to duly monitor its operation, including in view of detecting and addressing anomalies, dysfunctions and unexpected performance;",4112,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_14_p4_b,art_14_p4,b,1,point,"to remain aware of the possible tendency of automatically relying or over-relying on the output produced by a high-risk AI system (automation bias), in particular for high-risk AI systems used to provide information or recommendations for decisions to be taken by natural persons;",4116,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_14_p4_c,art_14_p4,c,1,point,"to correctly interpret the high-risk AI system’s output, taking into account, for example, the interpretation tools and methods available;",4121,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_14_p4_d,art_14_p4,d,1,point,"to decide, in any particular situation, not to use the high-risk AI system or to otherwise disregard, override or reverse the output of the high-risk AI system;",4126,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_14_p4_e,art_14_p4,e,1,point,to intervene in the operation of the high-risk AI system or interrupt the system through a ‘stop’ button or a similar procedure that allows the system to come to a halt in a safe state.,4130,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_16_p0_a,art_16_p0,a,1,point,ensure that their high-risk AI systems are compliant with the requirements set out in Section 2;,4205,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_16_p0_b,art_16_p0,b,1,point,"indicate on the high-risk AI system or, where that is not possible, on its packaging or its accompanying documentation, as applicable, their name, registered trade name or registered trade mark, the address at which they can be contacted;",4207,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_16_p0_c,art_16_p0,c,1,point,have a quality management system in place which complies with Article 17;,4210,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_16_p0_d,art_16_p0,d,1,point,keep the documentation referred to in Article 18;,4212,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_16_p0_e,art_16_p0,e,1,point,"when under their control, keep the logs automatically generated by their high-risk AI systems as referred to in Article 19;",4214,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_16_p0_f,art_16_p0,f,1,point,"ensure that the high-risk AI system undergoes the relevant conformity assessment procedure as referred to in Article 43, prior to its being placed on the market or put into service;",4217,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_16_p0_g,art_16_p0,g,1,point,draw up an EU declaration of conformity in accordance with Article 47;,4220,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_16_p0_h,art_16_p0,h,1,point,"affix the CE marking to the high-risk AI system or, where that is not possible, on its packaging or its accompanying documentation, to indicate conformity with this Regulation, in accordance with Article 48;",4222,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_16_p0_i,art_16_p0,i,1,point,comply with the registration obligations referred to in Article 49(1);,4225,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_16_p0_j,art_16_p0,j,1,point,take the necessary corrective actions and provide information as required in Article 20;,4227,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_16_p0_k,art_16_p0,k,1,point,"upon a reasoned request of a national competent authority, demonstrate the conformity of the high-risk AI system with the requirements set out in Section 2;",4229,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_16_p0_l,art_16_p0,l,1,point,ensure that the high-risk AI system complies with accessibility requirements in accordance with Directives (EU) 2016/2102 and (EU) 2019/882.,4232,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_17_p1_a,art_17_p1,a,1,point,"a strategy for regulatory compliance, including compliance with conformity assessment procedures and procedures for the management of modifications to the high-risk AI system;",4244,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_17_p1_b,art_17_p1,b,1,point,"techniques, procedures and systematic actions to be used for the design, design control and design verification of the high-risk AI system;",4247,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_17_p1_c,art_17_p1,c,1,point,"techniques, procedures and systematic actions to be used for the development, quality control and quality assurance of the high-risk AI system;",4250,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_17_p1_d,art_17_p1,d,1,point,"examination, test and validation procedures to be carried out before, during and after the development of the high-risk AI system, and the frequency with which they have to be carried out;",4253,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_17_p1_e,art_17_p1,e,1,point,"technical specifications, including standards, to be applied and, where the relevant harmonised standards are not applied in full or do not cover all of the relevant requirements set out in Section 2, the means to be used to ensure that the high-risk AI system complies with those requirements;",4258,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_17_p1_f,art_17_p1,f,1,point,"systems and procedures for data management, including data acquisition, data collection, data analysis, data labelling, data storage, data filtration, data mining, data aggregation, data retention and any other operation regarding the data that is performed before and for the purpose of the placing on the market or the putting into service of high-risk AI systems;",4262,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_17_p1_g,art_17_p1,g,1,point,the risk management system referred to in Article 9;,4267,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_17_p1_h,art_17_p1,h,1,point,"the setting-up, implementation and maintenance of a post-market monitoring system, in accordance with Article 72;",4269,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_17_p1_i,art_17_p1,i,1,point,procedures related to the reporting of a serious incident in accordance with Article 73;,4271,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_17_p1_j,art_17_p1,j,1,point,"the handling of communication with national competent authorities, other relevant authorities, including those providing or supporting the access to data, notified bodies, other operators, customers or other interested parties;",4273,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_17_p1_k,art_17_p1,k,1,point,systems and procedures for record-keeping of all relevant documentation and information;,4276,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_17_p1_l,art_17_p1,l,1,point,"resource management, including security-of-supply related measures;",4278,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_17_p1_m,art_17_p1,m,1,point,an accountability framework setting out the responsibilities of the management and other staff with regard to all the aspects listed in this paragraph.,4280,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_18_p1_a,art_18_p1,a,1,point,the technical documentation referred to in Article 11;,4305,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_18_p1_b,art_18_p1,b,1,point,the documentation concerning the quality management system referred to in Article 17;,4307,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_18_p1_c,art_18_p1,c,1,point,"the documentation concerning the changes approved by notified bodies, where applicable;",4309,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_18_p1_d,art_18_p1,d,1,point,"the decisions and other documents issued by the notified bodies, where applicable;",4311,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_18_p1_e,art_18_p1,e,1,point,the EU declaration of conformity referred to in Article 47.,4313,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_22_p3_a,art_22_p3,a,1,point,verify that the EU declaration of conformity referred to in Article 47 and the technical documentation referred to in Article 11 have been drawn up and that an appropriate conformity assessment procedure has been carried out by the provider;,4403,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_22_p3_b,art_22_p3,b,1,point,"keep at the disposal of the competent authorities and national authorities or bodies referred to in Article 74(10), for a period of 10 years after the high-risk AI system has been placed on the market or put into service, the contact details of the provider that appointed the authorised representative, a copy of the EU declaration of conformity referred to in Article 47, the technical documentation and, if applicable, the certificate issued by the notified body;",4407,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_22_p3_c,art_22_p3,c,1,point,"provide a competent authority, upon a reasoned request, with all the information and documentation, including that referred to in point (b) of this subparagraph, necessary to demonstrate the conformity of a high-risk AI system with the requirements set out in Section 2, including access to the logs, as referred to in Article 12(1), automatically generated by the high-risk AI system, to the extent such logs are under the control of the provider;",4412,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_22_p3_d,art_22_p3,d,1,point,"cooperate with competent authorities, upon a reasoned request, in any action the latter take in relation to the high-risk AI system, in particular to reduce and mitigate the risks posed by the high-risk AI system;",4417,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_22_p3_e,art_22_p3,e,1,point,"where applicable, comply with the registration obligations referred to in Article 49(1), or, if the registration is carried out by the provider itself, ensure that the information referred to in point 3 of Section A of Annex VIII is correct.",4420,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_23_p1_a,art_23_p1,a,1,point,the relevant conformity assessment procedure referred to in Article 43 has been carried out by the provider of the high-risk AI system;,4439,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_23_p1_b,art_23_p1,b,1,point,the provider has drawn up the technical documentation in accordance with Article 11 and Annex IV;,4442,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_23_p1_c,art_23_p1,c,1,point,the system bears the required CE marking and is accompanied by the EU declaration of conformity referred to in Article 47 and instructions for use;,4444,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_23_p1_d,art_23_p1,d,1,point,the provider has appointed an authorised representative in accordance with Article 22(1).,4447,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_25_p1_a,art_25_p1,a,1,point,"they put their name or trademark on a high-risk AI system already placed on the market or put into service, without prejudice to contractual arrangements stipulating that the obligations are otherwise allocated;",4532,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_25_p1_b,art_25_p1,b,1,point,they make a substantial modification to a high-risk AI system that has already been placed on the market or has already been put into service in such a way that it remains a high-risk AI system pursuant to Article 6;,4535,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_25_p1_c,art_25_p1,c,1,point,"they modify the intended purpose of an AI system, including a general-purpose AI system, which has not been classified as high-risk and has already been placed on the market or put into service in such a way that the AI system concerned becomes a high-risk AI system in accordance with Article 6.",4538,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_25_p3_a,art_25_p3,a,1,point,the high-risk AI system is placed on the market together with the product under the name or trademark of the product manufacturer;,4555,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_25_p3_b,art_25_p3,b,1,point,the high-risk AI system is put into service under the name or trademark of the product manufacturer after the product has been placed on the market.,4558,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_27_p1_a,art_27_p1,a,1,point,a description of the deployer’s processes in which the high-risk AI system will be used in line with its intended purpose;,4710,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_27_p1_b,art_27_p1,b,1,point,"a description of the period of time within which, and the frequency with which, each high-risk AI system is intended to be used;",4713,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_27_p1_c,art_27_p1,c,1,point,the categories of natural persons and groups likely to be affected by its use in the specific context;,4717,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_27_p1_d,art_27_p1,d,1,point,"the specific risks of harm likely to have an impact on the categories of natural persons or groups of persons identified pursuant to point (c) of this paragraph, taking into account the information given by the provider pursuant to Article 13;",4720,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_27_p1_e,art_27_p1,e,1,point,"a description of the implementation of human oversight measures, according to the instructions for use;",4725,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_27_p1_f,art_27_p1,f,1,point,"the measures to be taken in the case of the materialisation of those risks, including the arrangements for internal governance and complaint mechanisms.",4728,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_36_p7_a,art_36_p7,a,1,point,assess the impact on the certificates issued by the notified body;,5026,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_36_p7_b,art_36_p7,b,1,point,submit a report on its findings to the Commission and the other Member States within three months of having notified the changes to the designation;,5029,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_36_p7_c,art_36_p7,c,1,point,"require the notified body to suspend or withdraw, within a reasonable period of time determined by the authority, any certificates which were unduly issued, in order to ensure the continuing conformity of high-risk AI systems on the market;",5033,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_36_p7_d,art_36_p7,d,1,point,inform the Commission and the Member States about certificates the suspension or withdrawal of which it has required;,5038,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_36_p7_e,art_36_p7,e,1,point,"provide the national competent authorities of the Member State in which the provider has its registered place of business with all relevant information about the certificates of which it has required the suspension or withdrawal; that authority shall take the appropriate measures, where necessary, to avoid a potential risk to health, safety or fundamental rights.",5041,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_36_p8_a,art_36_p8,a,1,point,"the notifying authority has confirmed, within one month of the suspension or restriction, that there is no risk to health, safety or fundamental rights in relation to certificates affected by the suspension or restriction, and the notifying authority has outlined a timeline for actions to remedy the suspension or restriction; or",5051,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_36_p8_b,art_36_p8,b,1,point,"the notifying authority has confirmed that no certificates relevant to the suspension will be issued, amended or re-issued during the course of the suspension or restriction, and states whether the notified body has the capability of continuing to monitor and remain responsible for existing certificates issued for the period of the suspension or restriction; in the event that the notifying authority determines that the notified body does not have the capability to support existing certificates issued, the provider of the system covered by the certificate shall confirm in writing to the national competent authorities of the Member State in which it has its registered place of business, within three months of the suspension or restriction, that another qualified notified body is temporarily assuming the functions of the notified body to monitor and remain responsible for the certificates during the period of suspension or restriction.",5056,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_36_p9_a,art_36_p9,a,1,point,"the national competent authority of the Member State in which the provider of the high-risk AI system covered by the certificate has its registered place of business has confirmed that there is no risk to health, safety or fundamental rights associated with the high-risk AI systems concerned; and",5071,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_36_p9_b,art_36_p9,b,1,point,another notified body has confirmed in writing that it will assume immediate responsibility for those AI systems and completes its assessment within 12 months of the withdrawal of the designation.,5076,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_41_p1_a,art_41_p1,a,1,point,"the Commission has requested, pursuant to Article 10(1) of Regulation (EU) No 1025/2012, one or more European standardisation organisations to draft a harmonised standard for the requirements set out in Section 2 of this Chapter, or, as applicable, for the obligations set out in Sections 2 and 3 of Chapter V, and:",5192,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_41_p1_a_i,art_41_p1_a,i,2,point,the request has not been accepted by any of the European standardisation organisations; or,5196,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_41_p1_a_ii,art_41_p1_a,ii,2,point,the harmonised standards addressing that request are not delivered within the deadline set in accordance with Article 10(1) of Regulation (EU) No 1025/2012; or,5200,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_41_p1_a_iii,art_41_p1_a,iii,2,point,the relevant harmonised standards insufficiently address fundamental rights concerns; or,5204,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_41_p1_a_iv,art_41_p1_a,iv,2,point,the harmonised standards do not comply with the request; and,5207,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_41_p1_b,art_41_p1,b,1,point,"no reference to harmonised standards covering the requirements referred to in Section 2 of this Chapter or, as applicable, the obligations referred to in Sections 2 and 3 of Chapter V has been published in the Official Journal of the European Union in accordance with Regulation (EU) No 1025/2012, and no such reference is expected to be published within a reasonable period.",5210,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_43_p1_a,art_43_p1,a,1,point,the internal control referred to in Annex VI; or,5281,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_43_p1_b,art_43_p1,b,1,point,"the assessment of the quality management system and the assessment of the technical documentation, with the involvement of a notified body, referred to in Annex VII.",5283,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_43_p1_sub1_a,art_43_p1_sub1,a,1,point,"harmonised standards referred to in Article 40 do not exist, and common specifications referred to in Article 41 are not available;",5289,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_43_p1_sub1_b,art_43_p1_sub1,b,1,point,"the provider has not applied, or has applied only part of, the harmonised standard;",5292,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_43_p1_sub1_c,art_43_p1_sub1,c,1,point,"the common specifications referred to in point (a) exist, but the provider has not applied them;",5294,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_43_p1_sub1_d,art_43_p1_sub1,d,1,point,"one or more of the harmonised standards referred to in point (a) has been published with a restriction, and only on the part of the standard that was restricted.",5296,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_45_p1_a,art_45_p1,a,1,point,"any Union technical documentation assessment certificates, any supplements to those certificates, and any quality management system approvals issued in accordance with the requirements of Annex VII;",5380,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_45_p1_b,art_45_p1,b,1,point,"any refusal, restriction, suspension or withdrawal of a Union technical documentation assessment certificate or a quality management system approval issued in accordance with the requirements of Annex VII;",5384,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_45_p1_c,art_45_p1,c,1,point,any circumstances affecting the scope of or conditions for notification;,5388,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_45_p1_d,art_45_p1,d,1,point,any request for information which they have received from market surveillance authorities regarding conformity assessment activities;,5391,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_45_p1_e,art_45_p1,e,1,point,"on request, conformity assessment activities performed within the scope of their notification and any other activity performed, including cross-border activities and subcontracting.",5395,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_45_p2_a,art_45_p2,a,1,point,"quality management system approvals which it has refused, suspended or withdrawn, and, upon request, of quality system approvals which it has issued;",5402,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_45_p2_b,art_45_p2,b,1,point,"Union technical documentation assessment certificates or any supplements thereto which it has refused, withdrawn, suspended or otherwise restricted, and, upon request, of the certificates and/or supplements thereto which it has issued.",5406,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_49_p4_a,art_49_p4,a,1,point,"Section A, points 1 to 10, of Annex VIII, with the exception of points 6, 8 and 9;",5564,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_49_p4_b,art_49_p4,b,1,point,"Section B, points 1 to 5, and points 8 and 9 of Annex VIII;",5566,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_49_p4_c,art_49_p4,c,1,point,"Section C, points 1 to 3, of Annex VIII;",5568,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_49_p4_d,art_49_p4,d,1,point,"points 1, 2, 3 and 5, of Annex IX.",5570,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_51_p1_a,art_51_p1,a,1,point,"it has high impact capabilities evaluated on the basis of appropriate technical tools and methodologies, including indicators and benchmarks;",5657,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_51_p1_b,art_51_p1,b,1,point,"based on a decision of the Commission, ex officio or following a qualified alert from the scientific panel, it has capabilities or an impact equivalent to those set out in point (a) having regard to the criteria set out in Annex XIII.",5660,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_53_p1_a,art_53_p1,a,1,point,"draw up and keep up-to-date the technical documentation of the model, including its training and testing process and the results of its evaluation, which shall contain, at a minimum, the information set out in Annex XI for the purpose of providing it, upon request, to the AI Office and the national competent authorities;",5734,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_53_p1_b,art_53_p1,b,1,point,"draw up, keep up-to-date and make available information and documentation to providers of AI systems who intend to integrate the general-purpose AI model into their AI systems. Without prejudice to the need to observe and protect intellectual property rights and confidential business information or trade secrets in accordance with Union and national law, the information and documentation shall:",5739,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_53_p1_b_i,art_53_p1_b,i,2,point,enable providers of AI systems to have a good understanding of the capabilities and limitations of the general-purpose AI model and to comply with their obligations pursuant to this Regulation; and,5745,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_53_p1_b_ii,art_53_p1_b,ii,2,point,"contain, at a minimum, the elements set out in Annex XII;",5749,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_53_p1_c,art_53_p1,c,1,point,"put in place a policy to comply with Union law on copyright and related rights, and in particular to identify and comply with, including through state-of-the-art technologies, a reservation of rights expressed pursuant to Article 4(3) of Directive (EU) 2019/790;",5752,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_53_p1_d,art_53_p1,d,1,point,"draw up and make publicly available a sufficiently detailed summary about the content used for training of the general-purpose AI model, according to a template provided by the AI Office.",5757,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_54_p3_a,art_54_p3,a,1,point,"verify that the technical documentation specified in Annex XI has been drawn up and all obligations referred to in Article 53 and, where applicable, Article 55 have been fulfilled by the provider;",5813,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_54_p3_b,art_54_p3,b,1,point,"keep a copy of the technical documentation specified in Annex XI at the disposal of the AI Office and national competent authorities, for a period of 10 years after the general-purpose AI model has been placed on the market, and the contact details of the provider that appointed the authorised representative;",5817,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_54_p3_c,art_54_p3,c,1,point,"provide the AI Office, upon a reasoned request, with all the information and documentation, including that referred to in point (b), necessary to demonstrate compliance with the obligations in this Chapter;",5822,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_54_p3_d,art_54_p3,d,1,point,"cooperate with the AI Office and competent authorities, upon a reasoned request, in any action they take in relation to the general-purpose AI model, including when the model is integrated into AI systems placed on the market or put into service in the Union.",5826,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_55_p1_a,art_55_p1,a,1,point,"perform model evaluation in accordance with standardised protocols and tools reflecting the state of the art, including conducting and documenting adversarial testing of the model with a view to identifying and mitigating systemic risks;",5859,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_55_p1_b,art_55_p1,b,1,point,"assess and mitigate possible systemic risks at Union level, including their sources, that may stem from the development, the placing on the market, or the use of general-purpose AI models with systemic risk;",5862,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_55_p1_c,art_55_p1,c,1,point,"keep track of, document, and report, without undue delay, to the AI Office and, as appropriate, to national competent authorities, relevant information about serious incidents and possible corrective measures to address them;",5865,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_55_p1_d,art_55_p1,d,1,point,ensure an adequate level of cybersecurity protection for the general-purpose AI model with systemic risk and the physical infrastructure of the model.,5868,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_56_p2_a,art_56_p2,a,1,point,"the means to ensure that the information referred to in Article 53(1), points (a) and (b), is kept up to date in light of market and technological developments;",5899,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_56_p2_b,art_56_p2,b,1,point,the adequate level of detail for the summary about the content used for training;,5903,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_56_p2_c,art_56_p2,c,1,point,"the identification of the type and nature of the systemic risks at Union level, including their sources, where appropriate;",5906,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_56_p2_d,art_56_p2,d,1,point,"the measures, procedures and modalities for the assessment and management of the systemic risks at Union level, including the documentation thereof, which shall be proportionate to the risks, take into consideration their severity and probability and take into account the specific challenges of tackling those risks in light of the possible ways in which such risks may emerge and materialise along the AI value chain.",5909,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_57_p9_a,art_57_p9,a,1,point,"improving legal certainty to achieve regulatory compliance with this Regulation or, where relevant, other applicable Union and national law;",6025,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_57_p9_b,art_57_p9,b,1,point,supporting the sharing of best practices through cooperation with the authorities involved in the AI regulatory sandbox;,6030,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_57_p9_c,art_57_p9,c,1,point,fostering innovation and competitiveness and facilitating the development of an AI ecosystem;,6034,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_57_p9_d,art_57_p9,d,1,point,contributing to evidence-based regulatory learning;,6037,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_57_p9_e,art_57_p9,e,1,point,"facilitating and accelerating access to the Union market for AI systems, in particular when provided by SMEs, including start-ups.",6040,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_58_p1_a,art_58_p1,a,1,point,eligibility and selection criteria for participation in the AI regulatory sandbox;,6108,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_58_p1_b,art_58_p1,b,1,point,"procedures for the application, participation, monitoring, exiting from and termination of the AI regulatory sandbox, including the sandbox plan and the exit report;",6110,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_58_p1_c,art_58_p1,c,1,point,the terms and conditions applicable to the participants.,6113,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_58_p2_a,art_58_p2,a,1,point,"that AI regulatory sandboxes are open to any applying provider or prospective provider of an AI system who fulfils eligibility and selection criteria, which shall be transparent and fair, and that national competent authorities inform applicants of their decision within three months of the application;",6119,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_58_p2_b,art_58_p2,b,1,point,that AI regulatory sandboxes allow broad and equal access and keep up with demand for participation; providers and prospective providers may also submit applications in partnerships with deployers and other relevant third parties;,6123,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_58_p2_c,art_58_p2,c,1,point,"that the detailed arrangements for, and conditions concerning AI regulatory sandboxes support, to the best extent possible, flexibility for national competent authorities to establish and operate their AI regulatory sandboxes;",6126,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_58_p2_d,art_58_p2,d,1,point,"that access to the AI regulatory sandboxes is free of charge for SMEs, including start-ups, without prejudice to exceptional costs that national competent authorities may recover in a fair and proportionate manner;",6129,KB 2/Europe/EU Artificial Intelligence Act.pdf
