prohibited_practice_id,label,text,point_id,source_line,source_document
proh_a,a,"the placing on the market, the putting into service or the use of an AI system that deploys subliminal techniques beyond a person’s consciousness or purposefully manipulative or deceptive techniques, with the objective, or the effect of materially distorting the behaviour of a person or a group of persons by appreciably impairing their ability to make an informed decision, thereby causing them to take a decision that they would not have otherwise taken in a manner that causes or is reasonably likely to cause that person, another person or group of persons significant harm;",art_5_p1_a,3463,KB 2/Europe/EU Artificial Intelligence Act.pdf
proh_b,b,"the placing on the market, the putting into service or the use of an AI system that exploits any of the vulnerabilities of a natural person or a specific group of persons due to their age, disability or a specific social or economic situation, with the objective, or the effect, of materially distorting the behaviour of that person or a person belonging to that group in a manner that causes or is reasonably likely to cause that person or another person significant harm;",art_5_p1_b,3470,KB 2/Europe/EU Artificial Intelligence Act.pdf
proh_c,c,"the placing on the market, the putting into service or the use of AI systems for the evaluation or classification of natural persons or groups of persons over a certain period of time based on their social behaviour or known, inferred or predicted personal or personality characteristics, with the social score leading to either or both of the following:",art_5_p1_c,3476,KB 2/Europe/EU Artificial Intelligence Act.pdf
proh_d,d,"the placing on the market, the putting into service for this specific purpose, or the use of an AI system for making risk assessments of natural persons in order to assess or predict the risk of a natural person committing a criminal offence, based solely on the profiling of a natural person or on assessing their personality traits and characteristics; this prohibition shall not apply to AI systems used to support the human assessment of the involvement of a person in a criminal activity, which is already based on objective and verifiable facts directly linked to a criminal activity;",art_5_p1_d,3489,KB 2/Europe/EU Artificial Intelligence Act.pdf
proh_e,e,"the placing on the market, the putting into service for this specific purpose, or the use of AI systems that create or expand facial recognition databases through the untargeted scraping of facial images from the internet or CCTV footage;",art_5_p1_e,3496,KB 2/Europe/EU Artificial Intelligence Act.pdf
proh_f,f,"the placing on the market, the putting into service for this specific purpose, or the use of AI systems to infer emotions of a natural person in the areas of workplace and education institutions, except where the use of the AI system is intended to be put in place or into the market for medical or safety reasons;",art_5_p1_f,3500,KB 2/Europe/EU Artificial Intelligence Act.pdf
proh_g,g,"the placing on the market, the putting into service for this specific purpose, or the use of biometric categorisation systems that categorise individually natural persons based on their biometric data to deduce or infer their race, political opinions, trade union membership, religious or philosophical beliefs, sex life or sexual orientation; this prohibition does not cover any labelling or filtering of lawfully acquired biometric datasets, such as images, based on biometric data or categorizing of biometric data in the area of law enforcement;",art_5_p1_g,3507,KB 2/Europe/EU Artificial Intelligence Act.pdf
proh_h,h,"the use of ‘real-time’ remote biometric identification systems in publicly accessible spaces for the purposes of law enforcement, unless and in so far as such use is strictly necessary for one of the following objectives:",art_5_p1_h,3514,KB 2/Europe/EU Artificial Intelligence Act.pdf
