clause_id,section_id,clause_path,label,level,text,reserved,parent_id,part_id,source_document
SEC-127.12(b)(2),SEC-127.12,(b)(2),2,2,"The provisions of this section apply only when information is received by the Directorate of Defense Trade Controls for review prior to such time that either the Department of State or any other agency, bureau, or department of the United States Government obtains knowledge of either the same or substantially similar information from another source and commences an investigation or inquiry that involves that information, and that is intended to determine whether the Arms Export Control Act or these regulations, or any other license, order, or other authorization issued under the Arms Export Control Act has been violated.",,SEC-127.12(b),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(b)(3),SEC-127.12,(b)(3),3,2,"The violation(s) in question, despite the voluntary nature of the disclosure, may merit penalties, administrative actions, sanctions, or referrals to the Department of Justice to consider criminal prosecution. In the latter case, the Directorate of Defense Trade Controls will notify the Department of Justice of the voluntary nature of the disclosure, although the Department of Justice is not required to give that fact any weight. The Directorate of Defense Trade Controls has the sole discretion to consider whether “voluntary disclosure,” in context with other relevant information in a particular case, should be a mitigating factor in determining what, if any, administrative action will be imposed. Some of the mitigating factors the Directorate of Defense Trade Controls may consider are:",,SEC-127.12(b),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(b)(3)(i),SEC-127.12,(b)(3)(i),i,3,"Whether the transaction would have been authorized, and under what conditions, had a proper license request been made;",,SEC-127.12(b)(3),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(b)(3)(ii),SEC-127.12,(b)(3)(ii),ii,3,Why the violation occurred;,,SEC-127.12(b)(3),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(b)(3)(iii),SEC-127.12,(b)(3)(iii),iii,3,The degree of cooperation with the ensuing investigation;,,SEC-127.12(b)(3),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(b)(3)(iv),SEC-127.12,(b)(3)(iv),iv,3,Whether the person has instituted or improved an internal compliance program to reduce the likelihood of future violation;,,SEC-127.12(b)(3),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(b)(3)(v),SEC-127.12,(b)(3)(v),v,3,"Whether the person making the disclosure did so with the full knowledge and authorization of the person's senior management. (If not, then the Directorate will not deem the disclosure voluntary as covered in this section.)",,SEC-127.12(b)(3),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(b)(4),SEC-127.12,(b)(4),4,2,"The provisions of this section do not, nor should they be relied on to, create, confer, or grant any rights, benefits, privileges, or protection enforceable at law or in equity by any person in any civil, criminal, administrative, or other matter.",,SEC-127.12(b),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(b)(5),SEC-127.12,(b)(5),5,2,"Nothing in this section shall be interpreted to negate or lessen the affirmative duty pursuant to §§ 126.1(e), 126.16(h)(5), and 126.17(h)(5) of this subchapter upon persons to inform the Directorate of Defense Trade Controls of the actual or final sale, export, transfer, reexport, or retransfer of a defense article, technical data, or defense service to any country referred to in § 126.1 of this subchapter, any citizen of such country, or any person acting on its behalf.",,SEC-127.12(b),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(c),SEC-127.12,(c),c,1,Notification.,,SEC-127.12,PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(c)(1),SEC-127.12,(c)(1),1,2,"Any person wanting to disclose information that constitutes a voluntary disclosure should, in the manner outlined below, initially notify the Directorate of Defense Trade Controls immediately after a violation is discovered and then conduct a thorough review of all defense trade transactions where a violation is suspected.",,SEC-127.12(c),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(c)(1)(i),SEC-127.12,(c)(1)(i),i,3,"If the notification does not contain all the information required by Paragraph(c)(2) of this section, a full disclosure must be submitted within 60 calendar days of the notification, or the Directorate of Defense Trade Controls will not deem the notification to qualify as a voluntary disclosure.",,SEC-127.12(c)(1),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(c)(1)(ii),SEC-127.12,(c)(1)(ii),ii,3,"If the person is unable to provide a full disclosure within the 60-calendar day deadline, an empowered official (see § 120.67 of this subchapter) or a senior officer may request an extension of time in writing. A request for an extension must specify what information required by paragraph(c)(2), of this section could not be immediately provided and the reasons why.",,SEC-127.12(c)(1),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(c)(1)(iii),SEC-127.12,(c)(1)(iii),iii,3,"Before approving an extension of time to provide the full disclosure, the Directorate of Defense Trade Controls may require the requester to certify in writing that they will provide the full disclosure within a specific time period.",,SEC-127.12(c)(1),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(c)(1)(iv),SEC-127.12,(c)(1)(iv),iv,3,"Failure to provide a full disclosure within a reasonable time may result in a decision by the Directorate of Defense Trade Controls not to consider the notification as a mitigating factor in determining the appropriate disposition of the violation. In addition, the Directorate of Defense Trade Controls may direct the requester to furnish all relevant information surrounding the violation.",,SEC-127.12(c)(1),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(c)(2),SEC-127.12,(c)(2),2,2,Notification of a violation must be in writing and should include the following information:,,SEC-127.12(c),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(c)(2)(i),SEC-127.12,(c)(2)(i),i,3,"A precise description of the nature and extent of the violation (e.g., an unauthorized shipment, doing business with a party denied U.S. export privileges, etc.);",,SEC-127.12(c)(2),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(c)(2)(ii),SEC-127.12,(c)(2)(ii),ii,3,"The exact circumstances surrounding the violation (a thorough explanation of why, when, where, and how the violation occurred);",,SEC-127.12(c)(2),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(c)(2)(iii),SEC-127.12,(c)(2)(iii),iii,3,"The complete identities and addresses of all persons known or suspected to be involved in the activities giving rise to the violation (including mailing, shipping, and e-mail addresses; telephone and fax/facsimile numbers; and any other known identifying information);",,SEC-127.12(c)(2),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(c)(2)(iv),SEC-127.12,(c)(2)(iv),iv,3,"Department of State license numbers, exemption citation, or description of any other authorization, if applicable;",,SEC-127.12(c)(2),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(c)(2)(v),SEC-127.12,(c)(2)(v),v,3,"U.S. Munitions List category and subcategory, product description, quantity, and characteristics or technological capability of the hardware, technical data or defense service involved;",,SEC-127.12(c)(2),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(c)(2)(vi),SEC-127.12,(c)(2)(vi),vi,3,A description of corrective actions already undertaken that clearly identifies the new compliance initiatives implemented to address the causes of the violations set forth in the voluntary disclosure and any internal disciplinary action taken; and how these corrective actions are designed to deter those particular violations from occurring again;,,SEC-127.12(c)(2),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(c)(2)(vii),SEC-127.12,(c)(2)(vii),vii,3,"The name and address of the person making the disclosure and a point of contact, if different, should further information be needed.",,SEC-127.12(c)(2),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(c)(3),SEC-127.12,(c)(3),3,2,"Factors to be addressed in the voluntary disclosure include, for example, whether the violation was intentional or inadvertent; the degree to which the person responsible for the violation was familiar with the laws and regulations, and whether the person was the subject of prior administrative or criminal action under the AECA; whether the violations are systemic; and the details of compliance measures, processes and programs, including training, that were in place to prevent such violations, if any. In addition to immediately providing written notification, persons are strongly urged to conduct a thorough review of all export-related transactions where a possible violation is suspected.",,SEC-127.12(c),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(d),SEC-127.12,(d),d,1,"Documentation. The written disclosure should be accompanied by copies of substantiating documents. Where appropriate, the documentation should include, but not be limited to:",,SEC-127.12,PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(d)(1),SEC-127.12,(d)(1),1,2,"Licensing documents (e.g., license applications, export licenses, and end-user statements), exemption citation, or other authorization description, if any;",,SEC-127.12(d),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(d)(2),SEC-127.12,(d)(2),2,2,"Shipping documents (e.g., Electronic Export Information filing, including the Internal Transaction Number, air waybills, and bills of laden, invoices, and any other associated documents); and",,SEC-127.12(d),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(d)(3),SEC-127.12,(d)(3),3,2,Any other relevant documents must be retained by the person making the disclosure until the Directorate of Defense Trade Controls requests them or until a final decision on the disclosed information has been made.,,SEC-127.12(d),PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(e),SEC-127.12,(e),e,1,"Certification. A certification must be submitted stating that all of the representations made in connection with the voluntary disclosure are true and correct to the best of that person's knowledge and belief. Certifications should be executed by an empowered official (see § 120.67 of this subchapter), or by a senior officer (e.g. chief executive officer, president, vice- president, comptroller, treasurer, general counsel, or member of the board of directors). If the violation is a major violation, reveals a systemic pattern of violations, or reflects the absence of an effective compliance program, the Directorate of Defense Trade Controls may require that such certification be made by a senior officer of the company.",,SEC-127.12,PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(f),SEC-127.12,(f),f,1,"Oral presentations. Oral presentation is generally not necessary to augment the written presentation. However, if the person making the disclosure believes a meeting is desirable, a request should be included with the written presentation.",,SEC-127.12,PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12(g),SEC-127.12,(g),g,1,"Send voluntary disclosures to the Office of Defense Trade Controls Compliance, Directorate of Defense Trade Controls. Consult the Directorate of Defense Trade Controls Web site at http://www.pmddtc.state.gov for the appropriate street address. [58 FR 39316, July 22, 1993, as amended at 70 FR 34655, June 15, 2005; 71 FR 20550, Apr. 21, 2006; 72 FR 70778, Dec. 13, 2007; 77 FR 16642, Mar. 21, 2012] ; 87 FR 16425, Mar. 23, 2022]",,SEC-127.12,PART-127,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.3(a),SEC-128.3,(a),a,1,"Charging letters. The Deputy Assistant Secretary of State for Defense Trade Controls or the Director, Office of Defense Trade Controls Compliance, with the concurrence of the Office of the Legal Adviser, Department of State, may initiate proceedings to impose debarment or civil penalties in accordance with § 127.7 or § 127.10 of this subchapter, respectively. Administrative proceedings shall be initiated by means of a charging letter. The charging letter will state the essential facts constituting the alleged violation and refer to the regulatory or other provision involved. It will give notice to the respondent to answer the charges within 30 days, as provided in § 128.5(a), and indicate that a failure to answer will be taken as an admission of the truth of the charges. It will inform the respondent that he or she is entitled to an oral hearing if a written demand for one is filed with the answer or within seven days after service of the answer. The respondent will also be informed that he or she may, if so desired, be represented by counsel of his or her choosing. Charging letters may be amended from time to time, upon reasonable notice.",,SEC-128.3,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.3(b),SEC-128.3,(b),b,1,Service. A charging letter is served upon a respondent:,,SEC-128.3,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.3(b)(1),SEC-128.3,(b)(1),1,2,"If the respondent is a resident of the United States, when it is mailed postage prepaid in a wrapper addressed to the respondent at that person's last known address; or when left with the respondent or the agent or employee of the respondent; or when left at the respondent's dwelling with some person of suitable age and discretion then residing herein; or",,SEC-128.3(b),PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.3(b)(2),SEC-128.3,(b)(2),2,2,"If the respondent is a non-resident of the United States, when served upon the respondent by any of the foregoing means. If such methods of service are not practicable or appropriate, the charging letter may be tendered for service on the respondent to an official of the government of the country wherein the respondent resides, provided that there is an agreement or understanding between the United States Government and the government of the country wherein the respondent resident permitting this action.",,SEC-128.3(b),PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.4(a),SEC-128.4,(a),a,1,"Failure to answer. If the respondent fails to answer the charging letter, the respondent may be held in default. The case shall then be referred to the Administrative Law Judge for consideration in a manner as the Administrative Law Judge may consider appropriate. Any order issued shall have the same effect as an order issued following the disposition of contested charges.",,SEC-128.4,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.4(b),SEC-128.4,(b),b,1,"Petition to set aside defaults. Upon showing good cause, any respondent against whom a default order has been issued may apply to set aside the default and vacate the order entered thereon. The petition shall be submitted to duplicate to the Assistant Secretary for Political- Military Affairs, U.S. Department of State, 2201 C Street, NW., Washington, DC 20520. The Director will refer the petition to the Administrative Law Judge for consideration and a recommendation. The Administrative law Judge will consider the application and may order a hearing and require the respondent to submit further evidence in support of his or her petition. The filing of a petition to set aside a default does not in any manner affect an order entered upon default and such order continues in full force and effect unless a further order is made modifying or terminating it.",,SEC-128.4,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.5(a),SEC-128.5,(a),a,1,When to answer. The respondent is required to answer the charging letter within 30 days after service.,,SEC-128.5,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.5(b),SEC-128.5,(b),b,1,"Contents of answer. An answer must be responsive to the charging letter. It must fully set forth the nature of the respondent's defense or defenses. In the answer, the respondent must admit or deny specifically each separate allegation of the charging letter, unless the respondent is without knowledge, in which case the respondent's answer shall so state and the statement shall operate as denial. Failure to deny or controvert any particular allegation will be deemed an admission thereof. The answer may set forth such additional or new matter as the respondent believes support a defense or claim of mitigation. Any defense or partial defense not specifically set forth in an answer shall be deemed waived. Evidence offered thereon by the respondent at a hearing may be refused except upon good cause being shown. If the respondent does not demand an oral hearing, he or she shall transmit, within seven (7) days after the service of his or her answer, original or photocopies of all correspondence, papers, records, affidavits, and other documentary or written evidence having any bearing upon or connection with the matters in issue. If any such materials are in language other than English, translations into English shall be submitted at the same time.",,SEC-128.5,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.5(c),SEC-128.5,(c),c,1,"Submission of answer. The answer, written demand for oral hearing (if any) and supporting evidence required by paragraph (b) of this section shall be in duplicate and mailed or delivered to the designated Administrative Law Judge. A copy shall be simultaneously mailed to the Deputy Assistant Secretary of State for Defense Trade Controls, SA-1, Room 1200, Department of State, Washington, DC 20522-0112, or delivered to 2401 Street NW., Washington, DC addressed to the Deputy Assistant Secretary of State for Defense Trade Controls, SA-1, Room 1200, Department of State, Washington, DC 20037. [58 FR 39320, July 22, 1993, as amended at 61 FR 48832, Sept. 17, 1996; 71 FR 20551, Apr. 21, 2006; 79 FR 8089, Feb. 11, 2014]",,SEC-128.5,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.6(a),SEC-128.6,(a),a,1,"Discovery by the respondent. The respondent, through the Administrative Law Judge, may request from the Directorate of Defense Trade Controls any relevant information, not privileged, or otherwise not authorized for release, that may be necessary or helpful in preparing a defense. The Directorate of Defense Trade Controls may provide any relevant information, not privileged, or otherwise not authorized for release, that may be necessary or helpful in preparing a defense. The Directorate of Defense Trade Controls may supply summaries in place of original documents and may withhold information from discovery if the interests of national security or foreign policy so require, or if necessary to comply with any statute, executive order or regulation requiring that the information not be disclosed. The respondent may request the Administrative Law Judge to request any relevant information, books, records, or other evidence, from any other person or government agency so long as the request is reasonable in scope and not unduly burdensome.",,SEC-128.6,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.6(b),SEC-128.6,(b),b,1,"Discovery by the Directorate of Defense Trade Controls. The Directorate of Defense Trade Controls or the Administrative Law Judge may make reasonable requests from the respondent of admissions of facts, answers to interrogatories, the production of books, records, or other relevant evidence, so long as the request is relevant and material.",,SEC-128.6,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.6(c),SEC-128.6,(c),c,1,"Subpoenas. At the request of any party, the Administrative Law Judge may issue subpoenas, returnable before him, requiring the attendance of witnesses and the production of books, records, and other documentary or physical evidence determined by the Administrative Law Judge to be relevant and material to the proceedings, reasonable in scope, and not unduly burdensome.",,SEC-128.6,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.6(d),SEC-128.6,(d),d,1,"Enforcement of discovery rights. If the Directorate of Defense Trade Controls fails to provide the respondent with information in its possession which is not otherwise available and which is necessary to the respondent's defense, the Administrative Law Judge may dismiss the charges on her or his own motion or on a motion of the respondent. If the respondent fails to respond with reasonable diligence to the requests for discovery by the Directorate of Defense Trade Controls or the Administrative Law Judge, on her or his own motion or motion of the Directorate of Defense Trade Controls, and upon such notice to the respondent as the Administrative Law Judge may direct, may strike respondent's answer and declare the respondent in default, or make any other ruling which the Administrative Law Judge deems necessary and just under the circumstances. If a third party fails to respond to the request for information, the Administrative Law Judge shall consider whether the evidence sought is necessary to a fair hearing, and if it is so necessary that a fair hearing may not be held without it, the Administrative Law Judge shall determine whether substitute information is adequate to protect the rights of the respondent. If the Administrative Law Judge decides that a fair hearing may be held with the substitute information, then the proceedings may continue. If not, then the Administrative Law Judge may dismiss the charges.",,SEC-128.6,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.7(a),SEC-128.7,(a),a,1,,,SEC-128.7,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.7(a)(1),SEC-128.7,(a)(1),1,2,"The Administrative Law Judge may, upon his own motion or upon motion of any party, request the parties or their counsel to a prehearing conference to consider:",,SEC-128.7(a),PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.7(a)(1)(i),SEC-128.7,(a)(1)(i),i,3,Simplification of issues;,,SEC-128.7(a)(1),PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.7(a)(1)(ii),SEC-128.7,(a)(1)(ii),ii,3,The necessity or desirability of amendments to pleadings;,,SEC-128.7(a)(1),PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.7(a)(1)(iii),SEC-128.7,(a)(1)(iii),iii,3,Obtaining stipulations of fact and of documents to avoid unnecessary proof; or,,SEC-128.7(a)(1),PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.7(a)(1)(iv),SEC-128.7,(a)(1)(iv),iv,3,Such other matter as may expedite the disposition of the proceeding.,,SEC-128.7(a)(1),PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.7(a)(2),SEC-128.7,(a)(2),2,2,The Administrative Law Judge will prepare a summary of the action agreed upon or taken at the conference and will incorporate therein any written stipulations or agreements made by the parties.,,SEC-128.7(a),PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.7(a)(3),SEC-128.7,(a)(3),3,2,The conference proceedings may be recorded magnetically or taken by a reporter and transcribed and filed with the Administrative Law Judge.,,SEC-128.7(a),PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.7(b),SEC-128.7,(b),b,1,"If a conference is impracticable, the Administrative Law Judge may request the parties to correspond with the person to achieve the purposes of a conference. The Administrative Law Judge shall prepare a summary of action taken as in the case of a conference.",,SEC-128.7,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.8(a),SEC-128.8,(a),a,1,"A respondent who had not filed a timely written answer is not entitled to a hearing, and the case may be considered by the Administrative Law Judge as provided in § 128.4(a). If any answer is filed, but no oral hearing demanded, the Administrative Law Judge may proceed to consider the case upon the written pleadings and evidence available. The Administrative Law Judge may provide for the making of the record in such manner as the Administrative Law Judge deems appropriate. If respondent answers and demands an oral hearing, the Administrative Law Judge, upon due notice, shall set the case for hearing, unless a respondent has raised in his answer no issues of material fact to be determined. If respondent fails to appear at a scheduled hearing, the hearing nevertheless may proceed in respondent's absence. The respondent's failure to appear will not affect the validity of the hearing or any proceedings or action thereafter.",,SEC-128.8,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.8(b),SEC-128.8,(b),b,1,"The Administrative Law Judge may administer oaths and affirmations. Respondent may be represented by counsel. Unless otherwise agreed by the parties and the Administrative Law Judge the proceeding will be taken by a reporter or by magnetic recording, transcribed, and filed with the Administrative Law Judge. Respondent may examine the transcript and may obtain a copy upon payment of proper costs.",,SEC-128.8,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.9(a),SEC-128.9,(a),a,1,The Administrative Law Judge may conform any part of the proceedings before him or her to the Federal Rules of Civil Procedure. The record may be made available in any other administrative or other proceeding involving the same respondent.,,SEC-128.9,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.9(b),SEC-128.9,(b),b,1,"The Administrative Law Judge, after considering the record, will prepare a written report. The report will include findings of fact, findings of law, a finding whether a law or regulation has been violated, and the Administrative Law Judge's recommendations. It shall be transmitted to the Assistant Secretary for Political-Military Affairs, Department of State.",,SEC-128.9,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.11(a),SEC-128.11,(a),a,1,"The Directorate of Defense Trade Controls and the respondent may, by agreement, submit to the Administrative Law Judge a proposal for the issuance of a consent order. The Administrative Law Judge will review the facts of the case and the proposal and may conduct conferences with the parties and may require the presentation of evidence in the case. If the Administrative Law Judge does not approve the proposal, the Administrative Law Judge will notify the parties and the case will proceed as though no consent proposal had been made. If the proposal is approved, the Administrative Law Judge will report the facts of the case along with recommendations to the Assistant Secretary of State for Political-Military Affairs. If the Assistant Secretary of State for Political-Military Affairs does not approve the proposal, the case will proceed as though no consent proposal had been made. If the Assistant Secretary of State for Political-Military Affairs approves the proposal, an appropriate order may be issued.",,SEC-128.11,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.11(b),SEC-128.11,(b),b,1,"Cases may also be settled prior to service of a charging letter. In such an event, a proposed charging letter shall be prepared, and a consent agreement and order shall be submitted for the approval and signature of the Assistant Secretary for Political-Military Affairs, and no action by the Administrative Law Judge shall be required. Cases which are settled may not be reopened or appealed.",,SEC-128.11,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.13(a),SEC-128.13,(a),a,1,"Filing of appeals. An appeal must be in writing and be addressed to and filed with the Under Secretary of State for Arms Control and International Security, Department of State, Washington, DC 20520. An appeal from a final order denying export privileges or imposing civil penalties must be filed within 30 days after receipt of a copy of the order. If the Under Secretary cannot for any reason act on the appeal, he or she may designate another Department of State official to receive and act on the appeal.",,SEC-128.13,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.13(b),SEC-128.13,(b),b,1,Grounds and conditions for appeal. The respondent may appeal from the debarment or from the imposition of a civil penalty (except the imposition of civil penalties pursuant to a consent order pursuant to § 128.11) upon the ground:,,SEC-128.13,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.13(b)(1),SEC-128.13,(b)(1),1,2,That the findings of a violation are not supported by any substantial evidence;,,SEC-128.13(b),PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.13(b)(2),SEC-128.13,(b)(2),2,2,That a prejudicial error of law was committed; or,,SEC-128.13(b),PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
