section_id,section_number,section_number_end,title,part_id,subpart_id,reserved,lead_text,source_document
SEC-124.10,124.10,,Non-transfer and use assurances.,PART-124,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.11,124.11,,Congressional certification pursuant to Section 36(d) of the Arms Export Control Act.,PART-124,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.12,124.12,,Required information in letters of transmittal.,PART-124,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.13,124.13,,Procurement by the U.S. persons in foreign countries (offshore procurement).,PART-124,,,"Notwithstanding the other provisions in part 124 of this subchapter, the Directorate of Defense Trade Controls may authorize by means of a license (DSP-5) the export of unclassified technical data to foreign persons for offshore procurement of defense articles, provided that:","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.14,124.14,,Exports to warehouses or distribution points outside the United States.,PART-124,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.15,124.15,,Special Export Controls for Defense Articles and Defense Services Controlled under Category XV: Space Systems and Space Launches.,PART-124,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.16,124.16,,[Reserved],PART-124,,yes,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.1,125.1,,Exports subject to this part.,PART-125,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.2,125.2,,Exports of unclassified technical data.,PART-125,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.3,125.3,,Exports of classified technical data and classified defense articles.,PART-125,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4,125.4,,Exemptions of general applicability.,PART-125,,,"§ 125.4(c). Transmission of classified information must comply with the requirements of the Department of Defense National Industrial Security Program Operating Manual (unless such requirements are in direct conflict with guidance provided by the Directorate of Defense Trade controls, in which case the latter guidance must be followed) and the exporter must certify to the transmittal authority that the technical data does not exceed the technical limitation of the authorized export.","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.5,125.5,,Exemptions for plant visits.,PART-125,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.6,125.6,,[Reserved],PART-125,,yes,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.7,125.7,,Procedures for the export of classified technical data and other classified defense articles.,PART-125,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.8,125.8,,[Reserved],PART-125,,yes,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.9,125.9,,Filing of licenses and other authorizations for exports of classified technical data and classified defense articles.,PART-125,,,"Licenses and other authorizations for the export of classified technical data or classified defense articles will be forwarded by the Directorate of Defense Trade Controls to the Defense Security Service of the Department of Defense in accordance with the provisions of the Department of Defense National Industrial Security Program Operating Manual (unless such requirements are in direct conflict with guidance provided by the Directorate of Defense Trade Controls, in which case the latter guidance must be followed). The Directorate of Defense Trade Controls will forward a copy of the license to the applicant for the applicant's information. The Defense Security Service will return the endorsed license to the Directorate of Defense Trade Controls upon completion of the authorized export or expiration of the license, whichever occurs first.","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.1,126.1,,"Prohibited exports, imports, and sales to or from certain countries.",PART-126,,,"Cross Reference Link to an amendment published at 90 FR 43389, Sept. 9, 2025.","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.2,126.2,,Temporary suspension or modification of this subchapter.,PART-126,,,The Deputy Assistant Secretary for Defense Trade Controls may order the temporary suspension or modification of any or all of the regulations of this subchapter in the interest of the security and foreign policy of the United States.,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.3,126.3,,Exceptions.,PART-126,,,"In a case of exceptional or undue hardship, or when it is otherwise in the interest of the United States Government, the Deputy Assistant Secretary of State for Defense Trade Controls may make an exception to the provisions of this subchapter.","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.4,126.4,,Transfers by or for the United States Government.,PART-126,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.5,126.5,,Canadian exemptions.,PART-126,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.6,126.6,,"Foreign-owned military aircraft and naval vessels, and the Foreign Military Sales program.",PART-126,,,"[65 FR 45287, July 21, 2000, as amended at 70 FR 50964, Aug. 29, 2005; 71 FR 20546, Apr. 21, 2006; 79 FR 77885, Dec. 29, 2014; 82 FR 19, Jan. 3, 2017]","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.7,126.7,,"Exemption for defense trade and cooperation among Australia, the United Kingdom, and the United States.",PART-126,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.8,126.8,,[Reserved],PART-126,,yes,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.9,126.9,,Exemptions for certain activities involving defense articles.,PART-126,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.10-126.12,126.10,126.12,[Reserved],PART-126,,yes,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.13,126.13,,Required Information.,PART-126,,,"§ 123.9 of this subchapter. [58 FR 39312, July 22, 1993, as amended at 70 FR 50965, Aug. 29, 2005; 71 FR 20547, Apr. 21, 2006; 75 FR 52624, Aug. 27, 2010; 77 FR 16601, Mar. 21, 2012; 78 FR 52688, Aug. 26, 2013; 87 FR 16424, Mar. 23, 2022]","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.14,126.14,,"Special comprehensive export authorizations for NATO, Australia, Japan, and Sweden.",PART-126,,,§§ 123.9 and 126.13).,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.15,126.15,,Expedited processing of license applications for the export of defense articles and defense services to Australia or the United Kingdom.,PART-126,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.16,126.16,,Exemption pursuant to the Defense Trade Cooperation Treaty between the United States and Australia.,PART-126,,,"[78 FR 21526, Apr. 11, 2013, as amended at 81 FR 62008, Sept. 8, 2016; 82 FR 19, Jan. 3, 2017; 87 FR 16424, Mar. 23, 2022]","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.17,126.17,,Exemption pursuant to the Defense Trade Cooperation Treaty between the United States and the United Kingdom.,PART-126,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.18,126.18,,"Exemptions regarding intra-company, intra-organization, and intra-governmental transfers to employees who are dual nationals or third- country nationals.",PART-126,,,"§ 120.63 of this subchapter, that receives a defense article, must have effective procedures to prevent diversion to destinations, entities, or for purposes other than those authorized by the applicable export license or other authorization (e.g., written approval or exemption) in order to comply with the applicable provisions of the Arms Export Control Act and the ITAR. § 126.1(d)(1) shall be presumed to raise a risk of diversion, unless DDTC determines otherwise. End-users and consignees must maintain a technology security/clearance plan that includes procedures for screening employees for such substantive contacts and maintain records of such screening for five years. The technology security/clearance plan and screening records shall be made available to DDTC or its agents for civil and criminal law enforcement purposes upon request. [Supplement No. 1* - *An “X” in the chart indicates that the item is excluded from use under the exemption referenced in the top of the column. An item excluded in any one row is excluded regardless of whether other rows may contain a description that would include the item.] USML Exclusion (CA) (AS) (UK) Category § § § 126.5 126.16 126.17 I-XXI Classified defense articles and services. See Note 1 X X X I-XXI Defense articles listed in the Missile Technology X X X Control Regime (MTCR) Annex I-XXI U.S. origin defense articles and services used for X X marketing purposes and not previously licensed for export in accordance with this subchapter I-XXI Defense services for or technical data related to X defense articles identified in this supplement as excluded from the Canadian exemption I-XXI Any transaction involving the export of defense articles and X services for which congressional notification is required in accordance with § 123.15 and § 124.11 of this subchapter. See Note 17 I-XXI U.S. origin defense articles and services specific to X X developmental systems that have not obtained written Milestone B approval from the U.S. Department of Defense milestone approval authority, unless such export is pursuant to a written solicitation or contract issued or awarded by the U.S. Department of Defense for an end-use identified in paragraph (e)(1), (e)(2), or This supplement lists the defense articles and defense services excluded from the scope of the exemption provided at § 126.7. The United States Munitions List (USML), see 22 CFR 121.1, entries in column 1 represent the location of the excluded defense articles and defense services within the USML and does not indicate the entire USML entry in column 1 is excluded; only the portions of those entries that are further described in column 2 are excluded. USML entry Exclusion I through XV, and XX Missile Technology Control Regime (MTCR) articles, as annotated on the USML by an “MT” designation, except for articles described in USML Category VIII(h)(12); and directly related technical data and defense services. I through XX Articles having anti-tamper features developed in accordance with a U.S. Department of Defense X(a)(7)(ii), (d)(2) and (3), and (e) Articles described in USML Category X(a)(7)(ii); articles specially designed therefor; and directly related technical data and defense services. XI(a)(1)(i) and (ii), and (d) Articles described in USML Category XI(a)(1)(i) or XIII(b) and (l) Classified articles described in USML Category XIII(b); and classified, directly related technical data and defense services. XIII(d)(2) and (l) Articles described in USML Category XIII(d)(2); and directly related technical data and defense services. XIV(a), (b), (c)(5), (f)(1), (i), and (m) Articles described in USML Category XIV(a), (b),","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.1,127.1,,Violations.,PART-127,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.2,127.2,,Misrepresentation and omission of facts.,PART-127,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.3,127.3,,Penalties for violations.,PART-127,,,Any person who willfully:,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.4,127.4,,Authority of U.S. Immigration and Customs Enforcement and U.S.,PART-127,,,Customs and Border Protection officers.,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.5,127.5,,Authority of the Defense Security Service.,PART-127,,,"In the case of exports involving classified technical data or defense articles, the Defense Security Service may take appropriate action to ensure compliance with the Department of Defense National Industrial Security Program Operating Manual (unless such requirements are in direct conflict with guidance provided by the Directorate of Defense Trade Controls, in which case the latter guidance must be followed). Upon a request to the Defense Security Service regarding the export of any classified defense article or technical data, the Defense Security Service official or a designated government transmittal authority may require the production of other relevant documents and information relating to the proposed export.","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.6,127.6,,Seizure and forfeiture in attempts at illegal exports.,PART-127,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.7,127.7,,Debarment.,PART-127,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.8,127.8,,[Reserved],PART-127,,yes,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.9,127.9,,Applicability of orders.,PART-127,,,"For the purpose of preventing evasion, orders of the Assistant Secretary of State for Political- Military Affairs debarring a person under § 127.7 may be made applicable to any other person who may then or thereafter (during the term of the order) be related to the debarred person by affiliation, ownership, control, position of responsibility, or other commercial connection. Appropriate notice and opportunity to respond to the basis for the suspension will be given.","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.10,127.10,,Civil penalty.,PART-127,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.11,127.11,,Past violations.,PART-127,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-127.12,127.12,,Voluntary disclosures.,PART-127,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.1,128.1,,Exclusion of functions from the Administrative Procedure Act.,PART-128,,,"The Arms Export Control Act (AECA) authorizes the President to control the import and export of defense articles and services in furtherance of world peace and the security and foreign policy of the United States. Pursuant to delegated authorities the Secretary of State is authorized to make decisions on whether license applications or other written requests for approval shall be granted, or whether exemptions may be used. The Secretary of State is also authorized to revoke, suspend, or amend licenses or other written approvals whenever such action is deemed to be advisable. The administration of the (AECA) is a foreign affairs function encompassed within the meaning of the military and foreign affairs exclusion of the Administrative Procedure Act and is thereby expressly exempt from various provisions of that Act. Because the exercising of the foreign affairs function, including the decisions required to implement the Arms Export Control Act, is highly discretionary, it is excluded from review under the (AECA).","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.2,128.2,,Administrative Law Judge.,PART-128,,,The Administrative Law Judge referred to in this part is an Administrative Law Judge appointed by the Department of State. The Administrative Law Judge is authorized to exercise the powers and perform the duties provided for in §§128.3 through 128.16.,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.3,128.3,,Institution of Administrative Proceedings.,PART-128,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.4,128.4,,Default.,PART-128,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.5,128.5,,Answer and demand for oral hearing.,PART-128,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.6,128.6,,Discovery.,PART-128,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.7,128.7,,Prehearing conference.,PART-128,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.8,128.8,,Hearings.,PART-128,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.9,128.9,,Proceedings before and report of Administrative Law Judge.,PART-128,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.10,128.10,,Disposition of proceedings.,PART-128,,,"Where the evidence is not sufficient to support the charges, the Deputy Assistant Secretary of State for Defense Trade Controls or the Administrative Law Judge will dismiss the charges. Where the Administrative Law Judge finds that a violation has been committed, the Administrative Law Judge's recommendation shall be advisory only. The Assistant Secretary of State for Political- Military Affairs will review the record, consider the report of the Administrative Law Judge, and make an appropriate disposition of the case. The Deputy Assistant Secretary of State for Defense Trade Controls may issue an order debarring the respondent from participating in the export of defense articles or technical data or the furnishing of defense services as provided in § 127.7 of this subchapter, impose a civil penalty as provided in § 127.10 of this subchapter, or take such action as the Administrative Law Judge may recommend. Any debarment order will be effective for the period of time specified therein and may contain such additional terms and conditions as are deemed appropriate. A copy of the order together with a copy of the Administrative Law Judge's report will be served upon the respondent.","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.11,128.11,,Consent agreements.,PART-128,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.12,128.12,,Rehearings.,PART-128,,,The Administrative Law Judge may grant a rehearing or reopen a proceeding at any time for the purpose of hearing any relevant and material evidence which was not known or obtainable at the time of the original hearing. A report for rehearing or reopening must contain a summary of such evidence and must explain the reasons why it could not have been presented at the original hearing. The Administrative Law Judge will inform the parties of any further hearing and will conduct such hearing and submit a report and recommendations in the same manner as provided for the original proceeding (Described in § 128.10).,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.13,128.13,,Appeals.,PART-128,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.14,128.14,,Confidentiality of proceedings.,PART-128,,,"Proceedings under this part are confidential. The documents referred to in § 128.17 are not, however, deemed to be confidential. Reports of the Administrative Law Judge and copies of transcripts or recordings of hearings will be available to parties and, to the extent of their own testimony, to witnesses. All records are available to any U.S. Government agency showing a proper interest therein.","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.15,128.15,,Orders containing probationary periods.,PART-128,,,"[61 FR 48834, Sept. 17, 1996, as amended at 71 FR 20552, Apr. 21, 2006; 78 FR 52689, Aug. 26, 2013; 79 FR 8089, Feb. 11, 2014]","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.16,128.16,,Extension of time.,PART-128,,,"The Administrative Law Judge, for good cause shown, may extend the time within which to prepare and submit an answer to a charging letter or to perform any other act required by this part.","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.17,128.17,,Availability of orders.,PART-128,,,"All charging letters, debarment orders, and orders imposing civil penalties and probationary periods are available for public inspection in the Public Reading Room of the Department of State.","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-129.1,129.1,,Purpose.,PART-129,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-129.2,129.2,,Definitions.,PART-129,,,As used in this part:,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-129.3,129.3,,Requirement to register.,PART-129,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-129.4,129.4,,Requirement for approval.,PART-129,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-129.5,129.5,,Exemption from requirement for approval.,PART-129,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-129.6,129.6,,Procedures for obtaining approval.,PART-129,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-129.7,129.7,,Policy on embargoes and other proscriptions.,PART-129,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-129.8,129.8,,"Submission of Statement of Registration, registration fees, and notification of changes in information furnished by registrants.",PART-129,,,"§ 129.3(d), changes to combine an existing broker registration with an existing manufacturer/exporter registration, and pursuant to § 129.8(a), changes to an existing registration to remove partially owned and not otherwise controlled subsidiaries or affiliates, which are not the subject of an internal reorganization, merger, acquisition, or divestiture.","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-129.9,129.9,,Guidance.,PART-129,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-129.10,129.10,,Reports.,PART-129,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-129.11,129.11,,Maintenance of brokering records by registrants.,PART-129,,,A person who is required to register pursuant to this part (including those registered in accordance with § 129.3(d)) must maintain records concerning brokering activities in accordance with § 122.5 of this subchapter.,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-130.1,130.1,,Purpose.,PART-130,,,Section 39(a) of the Arms Export Control Act (22 U.S.C. 2779) provides that the Secretary of State shall prescribe regulations with respect to reporting on certain payments relating to sales of defense articles and defense services. The provisions of this part implement that requirement. Definitions which apply to this part are contained in §§ 130.2 through 130.8.,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-130.2,130.2,,Applicant.,PART-130,,,"Applicant means any person who applies to the Directorate of Defense Trade Controls for any license or approval required under this subchapter for the export, reexport, or retransfer of defense articles or defense services valued in an amount of $500,000 or more which are being sold commercially to or for the use of the armed forces of a foreign country or international organization. This term also includes a person to whom the required license or approval has been given.","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-130.3,130.3,,Armed forces.,PART-130,,,"Armed forces means the army, navy, marine, air force, or coast guard, as well as the national guard and national police, of a foreign country. This term also includes any military unit or military personnel organized under or assigned to an international organization.","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-130.4,130.4,,Defense articles and defense services.,PART-130,,,"Defense articles and defense services have the meaning given those terms in paragraphs (3), (4) and","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-130.5,130.5,,Fee or commission.,PART-130,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-130.6,130.6,,Political contribution.,PART-130,,,"Political contribution means any loan, gift, donation, or other payment of $1,000 or more made, or offered or agreed to be made, directly or indirectly, whether in cash or in kind, which is:","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-130.7,130.7,,Supplier.,PART-130,,,"Supplier means any person who enters into a contract with the Department of Defense for the sale of defense articles or defense services valued in an amount of $500,000 or more under section 22 of the Arms Export Control Act (22 U.S.C. 2762).","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-130.8,130.8,,Vendor.,PART-130,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-130.9,130.9,,Obligation to furnish information to the Directorate of Defense Trade Controls.,PART-130,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-130.10,130.10,,Information to be furnished by applicant or supplier to the Directorate of Defense Trade Controls.,PART-130,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-130.11,130.11,,Supplementary reports.,PART-130,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-130.12,130.12,,Information to be furnished by vendor to applicant or supplier.,PART-130,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-130.13,130.13,,"Information to be furnished to applicant, supplier, or vendor by a recipient of a fee or commission.",PART-130,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-130.14,130.14,,Recordkeeping.,PART-130,,,"Each applicant, supplier and vendor must maintain a record of any information it was required to furnish or obtain under this part and all records upon which its reports are based for a period of not less than five years following the date of the report to which they pertain.","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-130.15,130.15,,Confidential business information.,PART-130,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-130.16,130.16,,Other reporting requirements.,PART-130,,,"The submission of reports under this part does not relieve any person of any requirements to furnish information to any federal, state, or municipal agency, department or other instrumentality as required by law, regulation, or contract.","International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-130.17,130.17,,Utilization of an access to reports and records.,PART-130,,,,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
