source_id,target_id,rel_type,target_kind
SEC-126.17(l)(2)(iv),SEC-126.17,CROSS_REFERENCES,section
SEC-126.17(l)(2)(iv),SEC-123.22,CROSS_REFERENCES,section
SEC-126.17(m),SEC-130.10,CROSS_REFERENCES,section
SEC-126.17(n)(1),SEC-127.1,CROSS_REFERENCES,section
SEC-126.17(o)(1)(ii),CAT-I,CROSS_REFERENCES,usml_category
SEC-126.17(o)(1)(iii),SEC-120.36,CROSS_REFERENCES,section
SEC-126.17(o)(2)(i),SEC-130.10,CROSS_REFERENCES,section
SEC-126.17(o)(2)(i),SEC-130.11,CROSS_REFERENCES,section
SEC-126.18(b),SEC-127.1,CROSS_REFERENCES,section
SEC-126.18(c)(2),SEC-126.1,CROSS_REFERENCES,section
SEC-126.18(d)(4),SEC-124.1,CROSS_REFERENCES,section
SEC-126.18(e)(2),SEC-126.7,CROSS_REFERENCES,section
SEC-126.18,SEC-126.5,CROSS_REFERENCES,section
SEC-126.18,SEC-123.15,CROSS_REFERENCES,section
SEC-126.18,SEC-124.11,CROSS_REFERENCES,section
SEC-126.18(e)(4)(ii)(e),SEC-126.16,CROSS_REFERENCES,section
SEC-126.18(e)(4)(ii)(e),SEC-126.17,CROSS_REFERENCES,section
SEC-126.18(e)(4)(ii)(e),SEC-123.20,CROSS_REFERENCES,section
SEC-126.18(e)(4)(ii)(e),SEC-120.43,CROSS_REFERENCES,section
SEC-126.18(e)(4)(ii)(e),CAT-II,CROSS_REFERENCES,usml_category
SEC-126.18(e)(4)(ii)(e),CAT-X,CROSS_REFERENCES,usml_category
SEC-126.18(e)(4)(ii)(e),CAT-I,CROSS_REFERENCES,usml_category
SEC-126.18(e)(4)(ii)(e),CAT-III,CROSS_REFERENCES,usml_category
SEC-126.18(e)(4)(ii)(e),CAT-IV,CROSS_REFERENCES,usml_category
SEC-126.18(e)(4)(ii)(e),CAT-V,CROSS_REFERENCES,usml_category
SEC-126.18(e)(4)(ii)(e),CAT-VI,CROSS_REFERENCES,usml_category
SEC-126.18(e)(4)(ii)(e),CAT-VIII,CROSS_REFERENCES,usml_category
SEC-126.18(e)(4)(ii)(e),CAT-IX,CROSS_REFERENCES,usml_category
SEC-126.18(e)(4)(ii)(e),SEC-125.4,CROSS_REFERENCES,section
SEC-126.18(e)(4)(ii)(e),SEC-126.5,CROSS_REFERENCES,section
SEC-126.18(e)(4)(ii)(e),CAT-XII,CROSS_REFERENCES,usml_category
SEC-126.18(e)(4)(ii)(e),CAT-XIV,CROSS_REFERENCES,usml_category
SEC-126.18(e)(4)(ii)(e),CAT-XV,CROSS_REFERENCES,usml_category
SEC-126.18(e)(4)(ii)(e),CAT-XX,CROSS_REFERENCES,usml_category
NOTE-0230,CAT-XVII,CROSS_REFERENCES,usml_category
NOTE-0233,SEC-126.16,CROSS_REFERENCES,section
NOTE-0233,SEC-126.17,CROSS_REFERENCES,section
NOTE-0234,SEC-120.43,CROSS_REFERENCES,section
NOTE-0236,CAT-VI,CROSS_REFERENCES,usml_category
NOTE-0241,SEC-120.43,CROSS_REFERENCES,section
SEC-126.18(3),SEC-126.5,CROSS_REFERENCES,section
SEC-126.18(5),SEC-126.5,CROSS_REFERENCES,section
NOTE-0245,CAT-XI,CROSS_REFERENCES,usml_category
NOTE-0246,SEC-123.15,CROSS_REFERENCES,section
NOTE-0246,SEC-124.11,CROSS_REFERENCES,section
NOTE-0246,SEC-126.16,CROSS_REFERENCES,section
NOTE-0246,SEC-126.17,CROSS_REFERENCES,section
SEC-126.18,SEC-126.7,CROSS_REFERENCES,section
SEC-126.18,CAT-VIII,CROSS_REFERENCES,usml_category
SEC-126.18(DoD),SEC-120.43,CROSS_REFERENCES,section
SEC-126.18(10),CAT-V,CROSS_REFERENCES,usml_category
SEC-126.18(10),CAT-VI,CROSS_REFERENCES,usml_category
SEC-126.18(10),CAT-XX,CROSS_REFERENCES,usml_category
SEC-126.18,CAT-X,CROSS_REFERENCES,usml_category
SEC-126.18,CAT-XI,CROSS_REFERENCES,usml_category
SEC-126.18(ii),CAT-XI,CROSS_REFERENCES,usml_category
SEC-126.18,CAT-XIII,CROSS_REFERENCES,usml_category
SEC-126.18,CAT-XIV,CROSS_REFERENCES,usml_category
SEC-127.1(a)(2),SEC-126.16,CROSS_REFERENCES,section
SEC-127.1(a)(2),SEC-126.17,CROSS_REFERENCES,section
SEC-127.1(b)(2),SEC-129.2,CROSS_REFERENCES,section
SEC-127.1(d),SEC-120.16,CROSS_REFERENCES,section
SEC-127.1(d)(1),SEC-127.2,CROSS_REFERENCES,section
SEC-127.6(b),SEC-123.2,CROSS_REFERENCES,section
SEC-127.7(c)(1),SEC-127.3,CROSS_REFERENCES,section
SEC-127.7(d),SEC-128.13,CROSS_REFERENCES,section
SEC-127.9,SEC-127.7,CROSS_REFERENCES,section
SEC-127.11(a),SEC-120.6,CROSS_REFERENCES,section
SEC-127.11(c),SEC-127.7,CROSS_REFERENCES,section
SEC-127.12(a),SEC-120.14,CROSS_REFERENCES,section
SEC-127.12(b)(5),SEC-126.1,CROSS_REFERENCES,section
SEC-127.12(c)(1)(ii),SEC-120.67,CROSS_REFERENCES,section
SEC-127.12(e),SEC-120.67,CROSS_REFERENCES,section
SEC-128.2,SEC-128.3,CROSS_REFERENCES,section
SEC-128.3(a),SEC-127.7,CROSS_REFERENCES,section
SEC-128.3(a),SEC-127.10,CROSS_REFERENCES,section
SEC-128.3(a),SEC-128.5,CROSS_REFERENCES,section
SEC-128.8(a),SEC-128.4,CROSS_REFERENCES,section
SEC-128.10,SEC-127.7,CROSS_REFERENCES,section
SEC-128.10,SEC-127.10,CROSS_REFERENCES,section
SEC-128.12,SEC-128.10,CROSS_REFERENCES,section
SEC-128.13(b),SEC-128.11,CROSS_REFERENCES,section
SEC-128.13(b)(3),SEC-128.4,CROSS_REFERENCES,section
SEC-128.14,SEC-128.17,CROSS_REFERENCES,section
SEC-129.1(b),SEC-121.1,CROSS_REFERENCES,section
SEC-129.2(a),SEC-120.61,CROSS_REFERENCES,section
SEC-129.2(a)(1),SEC-120.62,CROSS_REFERENCES,section
SEC-129.2(a)(2),SEC-120.63,CROSS_REFERENCES,section
SEC-129.2(b)(2)(iii),SEC-120.64,CROSS_REFERENCES,section
SEC-129.2(b)(2)(iii),SEC-126.18,CROSS_REFERENCES,section
NOTE-0248,SEC-126.1,CROSS_REFERENCES,section
SEC-129.2(b)(2)(v),SEC-120.66,CROSS_REFERENCES,section
SEC-129.2(b)(2)(vi),SEC-120.64,CROSS_REFERENCES,section
SEC-129.2(b)(2)(vi),SEC-123.9,CROSS_REFERENCES,section
SEC-129.3(a),SEC-129.2,CROSS_REFERENCES,section
SEC-129.3(c),SEC-129.3,CROSS_REFERENCES,section
SEC-129.3(c),SEC-129.7,CROSS_REFERENCES,section
SEC-129.3(d),SEC-120.66,CROSS_REFERENCES,section
SEC-129.4(a),SEC-129.5,CROSS_REFERENCES,section
SEC-129.4(a),SEC-129.3,CROSS_REFERENCES,section
SEC-129.4(a),SEC-129.2,CROSS_REFERENCES,section
SEC-129.4(a)(1),SEC-120.39,CROSS_REFERENCES,section
SEC-129.4(a)(1),SEC-129.5,CROSS_REFERENCES,section
SEC-129.4(a)(2)(i),SEC-121.1,CROSS_REFERENCES,section
SEC-129.4(a)(2)(i),CAT-I,CROSS_REFERENCES,usml_category
SEC-129.4(a)(2)(i),CAT-II,CROSS_REFERENCES,usml_category
SEC-129.4(a)(2)(i),CAT-III,CROSS_REFERENCES,usml_category
SEC-129.4(a)(2)(ii),SEC-121.1,CROSS_REFERENCES,section
SEC-129.4(a)(2)(ii),CAT-IV,CROSS_REFERENCES,usml_category
SEC-129.4(a)(2)(iii),SEC-121.1,CROSS_REFERENCES,section
SEC-129.4(a)(2)(iii),CAT-VI,CROSS_REFERENCES,usml_category
SEC-129.4(a)(2)(iv),SEC-121.1,CROSS_REFERENCES,section
SEC-129.4(a)(2)(iv),CAT-VII,CROSS_REFERENCES,usml_category
SEC-129.4(a)(2)(v),SEC-121.1,CROSS_REFERENCES,section
SEC-129.4(a)(2)(v),CAT-VIII,CROSS_REFERENCES,usml_category
SEC-129.4(a)(2)(vi),SEC-121.1,CROSS_REFERENCES,section
SEC-129.4(a)(2)(vi),CAT-XII,CROSS_REFERENCES,usml_category
SEC-129.4(a)(2)(vii),SEC-121.1,CROSS_REFERENCES,section
SEC-129.4(a)(2)(vii),CAT-XIV,CROSS_REFERENCES,usml_category
SEC-129.4(a)(2)(vii)(e),SEC-121.1,CROSS_REFERENCES,section
SEC-129.4(a)(2)(viii),SEC-121.1,CROSS_REFERENCES,section
SEC-129.4(a)(2)(viii),CAT-XX,CROSS_REFERENCES,usml_category
SEC-129.4(a)(2)(ix),SEC-121.1,CROSS_REFERENCES,section
SEC-129.4(a)(2)(ix),CAT-XXI,CROSS_REFERENCES,usml_category
SEC-129.5(b),SEC-120.39,CROSS_REFERENCES,section
SEC-129.5(b),SEC-129.4,CROSS_REFERENCES,section
SEC-129.5(c)(1),SEC-129.3,CROSS_REFERENCES,section
SEC-129.5(c)(2),SEC-120.16,CROSS_REFERENCES,section
SEC-129.5(c)(3),SEC-126.1,CROSS_REFERENCES,section
SEC-129.5(c)(3),SEC-129.7,CROSS_REFERENCES,section
SEC-129.6(a)(2)(i),SEC-120.6,CROSS_REFERENCES,section
SEC-129.6(a)(2)(iii),SEC-129.2,CROSS_REFERENCES,section
SEC-129.6(a)(2)(iii),SEC-120.6,CROSS_REFERENCES,section
SEC-129.6(b)(3)(i),SEC-121.1,CROSS_REFERENCES,section
SEC-129.7(a),SEC-129.2,CROSS_REFERENCES,section
SEC-129.7(a),SEC-129.3,CROSS_REFERENCES,section
SEC-129.7(a),SEC-129.5,CROSS_REFERENCES,section
SEC-129.7(b),SEC-126.1,CROSS_REFERENCES,section
SEC-129.7(c),SEC-127.7,CROSS_REFERENCES,section
SEC-129.7(c),SEC-127.1,CROSS_REFERENCES,section
SEC-129.8(a),SEC-120.66,CROSS_REFERENCES,section
SEC-129.8(b)(1),SEC-122.3,CROSS_REFERENCES,section
SEC-129.8(b)(1),SEC-129.3,CROSS_REFERENCES,section
SEC-129.8(c)(1)(i),SEC-120.6,CROSS_REFERENCES,section
SEC-129.8(c)(2),SEC-120.65,CROSS_REFERENCES,section
SEC-129.8(d)(1),SEC-129.8,CROSS_REFERENCES,section
SEC-129.8(d)(1),SEC-120.6,CROSS_REFERENCES,section
SEC-129.9(b),SEC-129.4,CROSS_REFERENCES,section
SEC-129.10(a),SEC-129.3,CROSS_REFERENCES,section
SEC-129.11,SEC-129.3,CROSS_REFERENCES,section
SEC-129.11,SEC-122.5,CROSS_REFERENCES,section
SEC-130.1,SEC-130.2,CROSS_REFERENCES,section
SEC-130.4(7),SEC-120.31,CROSS_REFERENCES,section
SEC-130.5(b)(1),SEC-130.6,CROSS_REFERENCES,section
SEC-130.8(a),SEC-120.45,CROSS_REFERENCES,section
SEC-130.9(a)(1)(ii),SEC-130.10,CROSS_REFERENCES,section
SEC-130.9(a)(2),SEC-130.10,CROSS_REFERENCES,section
SEC-130.9(b)(2),SEC-130.10,CROSS_REFERENCES,section
SEC-130.9(d),SEC-130.10,CROSS_REFERENCES,section
SEC-130.10(a),SEC-130.9,CROSS_REFERENCES,section
SEC-130.10(c),SEC-130.9,CROSS_REFERENCES,section
SEC-130.11(a),SEC-130.9,CROSS_REFERENCES,section
SEC-130.11(a),SEC-130.10,CROSS_REFERENCES,section
SEC-130.11(a)(3),SEC-130.10,CROSS_REFERENCES,section
SEC-130.11(b)(1),SEC-130.10,CROSS_REFERENCES,section
SEC-130.12(a),SEC-130.9,CROSS_REFERENCES,section
SEC-130.12(a),SEC-130.10,CROSS_REFERENCES,section
SEC-130.12(d)(2),SEC-130.9,CROSS_REFERENCES,section
SEC-130.13(a)(1),SEC-130.9,CROSS_REFERENCES,section
SEC-130.13(a)(1),SEC-130.12,CROSS_REFERENCES,section
SEC-130.13(a)(1),SEC-130.10,CROSS_REFERENCES,section
SEC-130.13(a)(2),SEC-130.9,CROSS_REFERENCES,section
SEC-130.13(b),SEC-130.9,CROSS_REFERENCES,section
SEC-130.13(c),SEC-130.9,CROSS_REFERENCES,section
SEC-130.13(c),SEC-130.10,CROSS_REFERENCES,section
SUPP1-005,SEC-123.15,CROSS_REFERENCES,section
SUPP1-005,SEC-124.11,CROSS_REFERENCES,section
SUPP1-006,SEC-126.16,CROSS_REFERENCES,section
SUPP1-006,SEC-126.17,CROSS_REFERENCES,section
SUPP1-012,SEC-123.20,CROSS_REFERENCES,section
SUPP1-014,SEC-120.43,CROSS_REFERENCES,section
SUPP1-017,CAT-II,CROSS_REFERENCES,usml_category
SUPP1-018,CAT-X,CROSS_REFERENCES,usml_category
SUPP1-019,CAT-I,CROSS_REFERENCES,usml_category
SUPP1-021,CAT-X,CROSS_REFERENCES,usml_category
SUPP1-022,CAT-III,CROSS_REFERENCES,usml_category
SUPP1-028,CAT-IV,CROSS_REFERENCES,usml_category
SUPP1-029,CAT-IV,CROSS_REFERENCES,usml_category
SUPP1-030,CAT-V,CROSS_REFERENCES,usml_category
SUPP1-031,CAT-X,CROSS_REFERENCES,usml_category
SUPP1-035,SEC-126.16,CROSS_REFERENCES,section
SUPP1-035,CAT-V,CROSS_REFERENCES,usml_category
SUPP1-041,CAT-VI,CROSS_REFERENCES,usml_category
SUPP1-046,CAT-VIII,CROSS_REFERENCES,usml_category
SUPP1-047,CAT-VIII,CROSS_REFERENCES,usml_category
SUPP1-048,CAT-X,CROSS_REFERENCES,usml_category
SUPP1-049,CAT-VIII,CROSS_REFERENCES,usml_category
SUPP1-051,CAT-IX,CROSS_REFERENCES,usml_category
SUPP1-053,CAT-X,CROSS_REFERENCES,usml_category
SUPP1-058,CAT-X,CROSS_REFERENCES,usml_category
SUPP1-059,CAT-X,CROSS_REFERENCES,usml_category
SUPP1-061,SEC-125.4,CROSS_REFERENCES,section
SUPP1-061,SEC-126.5,CROSS_REFERENCES,section
SUPP1-061,CAT-X,CROSS_REFERENCES,usml_category
SUPP1-062,SEC-126.16,CROSS_REFERENCES,section
SUPP1-062,SEC-126.17,CROSS_REFERENCES,section
SUPP1-063,CAT-X,CROSS_REFERENCES,usml_category
SUPP1-064,CAT-XII,CROSS_REFERENCES,usml_category
SUPP1-065,CAT-X,CROSS_REFERENCES,usml_category
SUPP1-071,CAT-X,CROSS_REFERENCES,usml_category
SUPP1-072,CAT-XIV,CROSS_REFERENCES,usml_category
SUPP1-077,CAT-XV,CROSS_REFERENCES,usml_category
SUPP1-082,CAT-XV,CROSS_REFERENCES,usml_category
SUPP1-083,CAT-XV,CROSS_REFERENCES,usml_category
SUPP1-097,CAT-XX,CROSS_REFERENCES,usml_category
SUPP2-001,CAT-VIII,CROSS_REFERENCES,usml_category
SUPP2-003,SEC-120.43,CROSS_REFERENCES,section
SUPP2-004,CAT-II,CROSS_REFERENCES,usml_category
SUPP2-006,CAT-IV,CROSS_REFERENCES,usml_category
SUPP2-007,CAT-V,CROSS_REFERENCES,usml_category
SUPP2-008,CAT-VI,CROSS_REFERENCES,usml_category
SUPP2-008,CAT-XX,CROSS_REFERENCES,usml_category
SUPP2-010,CAT-X,CROSS_REFERENCES,usml_category
SUPP2-011,CAT-XI,CROSS_REFERENCES,usml_category
SUPP2-012,CAT-XI,CROSS_REFERENCES,usml_category
SUPP2-013,CAT-XI,CROSS_REFERENCES,usml_category
SUPP2-014,CAT-XI,CROSS_REFERENCES,usml_category
SUPP2-015,CAT-XI,CROSS_REFERENCES,usml_category
SUPP2-016,CAT-XI,CROSS_REFERENCES,usml_category
SUPP2-017,CAT-XI,CROSS_REFERENCES,usml_category
SUPP2-018,CAT-XI,CROSS_REFERENCES,usml_category
SUPP2-018,CAT-XIII,CROSS_REFERENCES,usml_category
SUPP2-019,CAT-XIII,CROSS_REFERENCES,usml_category
SUPP2-020,CAT-XIII,CROSS_REFERENCES,usml_category
SUPP2-021,CAT-XIV,CROSS_REFERENCES,usml_category
SUPP2-022,CAT-XV,CROSS_REFERENCES,usml_category
SUPP2-023,CAT-XVI,CROSS_REFERENCES,usml_category
SUPP2-024,CAT-XVIII,CROSS_REFERENCES,usml_category
SUPP2-025,CAT-XIX,CROSS_REFERENCES,usml_category
SUPP2-026,CAT-XX,CROSS_REFERENCES,usml_category
SUPP2-027,SEC-120.43,CROSS_REFERENCES,section
SUPP2-027,CAT-XX,CROSS_REFERENCES,usml_category
SUPP2-028,SEC-126.7,CROSS_REFERENCES,section
SUPP2-028,CAT-XXI,CROSS_REFERENCES,usml_category
