source_id,target_id,rel_type,source_document
stmt_cri_pr_aa_05_02,sub_dab22fa42a,IN_SUBCATEGORY,DTOP-OLD
stmt_cri_pr_aa_05_03,sub_dab22fa42a,IN_SUBCATEGORY,DTOP-OLD
stmt_cri_pr_aa_05_04,sub_dab22fa42a,IN_SUBCATEGORY,DTOP-OLD
stmt_cri_pr_ps_01_01,sub_831f74b0aa,IN_SUBCATEGORY,DTOP-OLD
stmt_cri_pr_ps_01_08,sub_831f74b0aa,IN_SUBCATEGORY,DTOP-OLD
stmt_cri_pr_ps_01_09,sub_831f74b0aa,IN_SUBCATEGORY,DTOP-OLD
stmt_cri_pr_ps_02_01,sub_8dd02410a5,IN_SUBCATEGORY,DTOP-OLD
stmt_cri_pr_ps_02_02,sub_8dd02410a5,IN_SUBCATEGORY,DTOP-OLD
stmt_cri_pr_ps_06_01,sub_c8339ce76b,IN_SUBCATEGORY,DTOP-OLD
stmt_cri_pr_ps_06_02,sub_c8339ce76b,IN_SUBCATEGORY,DTOP-OLD
stmt_cri_pr_ps_06_03,sub_c8339ce76b,IN_SUBCATEGORY,DTOP-OLD
stmt_cri_pr_ps_06_04,sub_c8339ce76b,IN_SUBCATEGORY,DTOP-OLD
stmt_cri_pr_ps_06_05,sub_c8339ce76b,IN_SUBCATEGORY,DTOP-OLD
stmt_cri_pr_ps_06_06,sub_c8339ce76b,IN_SUBCATEGORY,DTOP-OLD
stmt_cri_pr_ps_06_10,sub_c8339ce76b,IN_SUBCATEGORY,DTOP-OLD
stmt_cri_pr_ir_01_01,sub_e8f6721576,IN_SUBCATEGORY,DTOP-OLD
stmt_cri_pr_ir_01_02,sub_e8f6721576,IN_SUBCATEGORY,DTOP-OLD
stmt_cri_pr_ir_01_04,sub_e8f6721576,IN_SUBCATEGORY,DTOP-OLD
stmt_cri_pr_ir_01_06,sub_e8f6721576,IN_SUBCATEGORY,DTOP-OLD
stmt_cri_pr_ir_03_01,sub_83b5330459,IN_SUBCATEGORY,DTOP-OLD
