source_id,target_id,rel_type,citation,source_document
sra_s4_q1_o1,fw_hicp,CITES,"TV1 - Practice #2, 3",DTOP-OLD
sra_s4_q1_o2,fw_hipaa,CITES,§164.308(a)(3)(i),DTOP-OLD
sra_s4_q1_o2,fw_nist_csf,CITES,"PR.AT, PR.PS, PR.AA, PR.IR",DTOP-OLD
sra_s4_q1_o2,fw_hph_cpg,CITES,6,DTOP-OLD
sra_s4_q1_o2,fw_hicp,CITES,"TV1 - Practice #2, 3",DTOP-OLD
sra_s4_q1_o3,fw_hipaa,CITES,§164.308(a)(3)(i),DTOP-OLD
sra_s4_q1_o3,fw_nist_csf,CITES,"PR.AT, PR.PS, PR.AA, PR.IR",DTOP-OLD
sra_s4_q1_o3,fw_hph_cpg,CITES,6,DTOP-OLD
sra_s4_q1_o3,fw_hicp,CITES,"TV1 - Practice #2, 3",DTOP-OLD
sra_s4_q1_o4,fw_hipaa,CITES,§164.308(a)(3)(i),DTOP-OLD
sra_s4_q1_o4,fw_nist_csf,CITES,"PR.AT, PR.PS, PR.AA, PR.IR",DTOP-OLD
sra_s4_q1_o4,fw_hph_cpg,CITES,6,DTOP-OLD
sra_s4_q1_o4,fw_hicp,CITES,"TV1 - Practice #2, 3",DTOP-OLD
sra_s4_q2_o1,fw_hipaa,CITES,§164.308(a)(3)(i),DTOP-OLD
sra_s4_q2_o1,fw_nist_csf,CITES,"PR.AT, PR.PS, PR.AA, PR.IR",DTOP-OLD
sra_s4_q2_o1,fw_hph_cpg,CITES,"3, 6",DTOP-OLD
sra_s4_q2_o1,fw_hicp,CITES,"TV1 - Practice #2, 3",DTOP-OLD
sra_s4_q2_o2,fw_hipaa,CITES,§164.308(a)(3)(i),DTOP-OLD
sra_s4_q2_o2,fw_nist_csf,CITES,"PR.AT, PR.PS, PR.AA, PR.IR",DTOP-OLD
sra_s4_q2_o2,fw_hph_cpg,CITES,"3, 6",DTOP-OLD
sra_s4_q2_o2,fw_hicp,CITES,"TV1 - Practice #2, 3",DTOP-OLD
sra_s4_q2_o3,fw_hipaa,CITES,§164.308(a)(3)(i),DTOP-OLD
sra_s4_q2_o3,fw_nist_csf,CITES,"PR.AT, PR.PS, PR.AA, PR.IR",DTOP-OLD
sra_s4_q2_o3,fw_hph_cpg,CITES,"3, 6",DTOP-OLD
sra_s4_q2_o3,fw_hicp,CITES,"TV1 - Practice #2, 3",DTOP-OLD
sra_s4_q2_o4,fw_hipaa,CITES,§164.308(a)(3)(i),DTOP-OLD
sra_s4_q2_o4,fw_nist_csf,CITES,"PR.AT, PR.PS, PR.AA, PR.IR",DTOP-OLD
sra_s4_q2_o4,fw_hph_cpg,CITES,"3, 6",DTOP-OLD
sra_s4_q2_o4,fw_hicp,CITES,"TV1 - Practice #2, 3",DTOP-OLD
sra_s4_q2_o5,fw_hipaa,CITES,§164.308(a)(3)(i),DTOP-OLD
sra_s4_q2_o5,fw_nist_csf,CITES,"PR.AT, PR.PS, PR.AA, PR.IR",DTOP-OLD
sra_s4_q2_o5,fw_hph_cpg,CITES,"3, 6",DTOP-OLD
sra_s4_q2_o5,fw_hicp,CITES,"TV1 - Practice #2, 3",DTOP-OLD
sra_s4_q2_o6,fw_hipaa,CITES,§164.308(a)(3)(i),DTOP-OLD
sra_s4_q2_o6,fw_nist_csf,CITES,"PR.AT, PR.PS, PR.AA, PR.IR",DTOP-OLD
sra_s4_q2_o6,fw_hph_cpg,CITES,"3, 6",DTOP-OLD
sra_s4_q2_o6,fw_hicp,CITES,"TV1 - Practice #2, 3",DTOP-OLD
sra_s4_q2_o7,fw_hipaa,CITES,§164.308(a)(3)(i),DTOP-OLD
sra_s4_q2_o7,fw_nist_csf,CITES,"PR.AT, PR.PS, PR.AA, PR.IR",DTOP-OLD
sra_s4_q2_o7,fw_hph_cpg,CITES,"3, 6",DTOP-OLD
sra_s4_q2_o7,fw_hicp,CITES,"TV1 - Practice #2, 3",DTOP-OLD
sra_s4_q3_o1,fw_hipaa,CITES,§164.308(a)(4)(ii)(B) §164.308(a)(4)(ii)(C ),DTOP-OLD
sra_s4_q3_o1,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.PS",DTOP-OLD
sra_s4_q3_o1,fw_hph_cpg,CITES,6,DTOP-OLD
sra_s4_q3_o1,fw_hicp,CITES,TV1 - Practice # 3,DTOP-OLD
sra_s4_q3_o2,fw_hipaa,CITES,§164.308(a)(4)(ii)(B) §164.308(a)(4)(ii)(C ),DTOP-OLD
sra_s4_q3_o2,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.PS",DTOP-OLD
sra_s4_q3_o2,fw_hph_cpg,CITES,6,DTOP-OLD
sra_s4_q3_o2,fw_hicp,CITES,TV1 - Practice # 3,DTOP-OLD
sra_s4_q3_o3,fw_hipaa,CITES,§164.308(a)(4)(ii)(B) §164.308(a)(4)(ii)(C ),DTOP-OLD
sra_s4_q3_o3,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.PS",DTOP-OLD
sra_s4_q3_o3,fw_hph_cpg,CITES,6,DTOP-OLD
sra_s4_q3_o3,fw_hicp,CITES,TV1 - Practice # 3,DTOP-OLD
sra_s4_q3_o4,fw_hipaa,CITES,§164.308(a)(4)(ii)(B) §164.308(a)(4)(ii)(C ),DTOP-OLD
sra_s4_q3_o4,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.PS",DTOP-OLD
sra_s4_q3_o4,fw_hph_cpg,CITES,6,DTOP-OLD
sra_s4_q3_o4,fw_hicp,CITES,TV1 - Practice # 3,DTOP-OLD
sra_s4_q3_o5,fw_hipaa,CITES,§164.308(a)(4)(ii)(B) §164.308(a)(4)(ii)(C ),DTOP-OLD
sra_s4_q3_o5,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.PS",DTOP-OLD
sra_s4_q3_o5,fw_hph_cpg,CITES,6,DTOP-OLD
sra_s4_q3_o5,fw_hicp,CITES,TV1 - Practice # 3,DTOP-OLD
sra_s4_q4_o1,fw_hipaa,CITES,§164.502(b),DTOP-OLD
sra_s4_q4_o1,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.PS, GV.RM, PR.DS",DTOP-OLD
sra_s4_q4_o1,fw_hph_cpg,CITES,"3, 9",DTOP-OLD
sra_s4_q4_o1,fw_hicp,CITES,TV1 - Practice # 3,DTOP-OLD
sra_s4_q4_o2,fw_hipaa,CITES,§164.502(b),DTOP-OLD
sra_s4_q4_o2,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.PS, GV.RM, PR.DS",DTOP-OLD
sra_s4_q4_o2,fw_hph_cpg,CITES,"3, 9",DTOP-OLD
sra_s4_q4_o2,fw_hicp,CITES,TV1 - Practice # 3,DTOP-OLD
sra_s4_q4_o3,fw_hipaa,CITES,§164.502(b),DTOP-OLD
sra_s4_q4_o3,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.PS, GV.RM, PR.DS",DTOP-OLD
sra_s4_q4_o3,fw_hph_cpg,CITES,"3, 9",DTOP-OLD
sra_s4_q4_o3,fw_hicp,CITES,TV1 - Practice # 3,DTOP-OLD
sra_s4_q4_o4,fw_hipaa,CITES,§164.502(b),DTOP-OLD
sra_s4_q4_o4,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.PS, GV.RM, PR.DS",DTOP-OLD
sra_s4_q4_o4,fw_hph_cpg,CITES,"3, 9",DTOP-OLD
sra_s4_q4_o4,fw_hicp,CITES,TV1 - Practice # 3,DTOP-OLD
sra_s4_q5_o1,fw_hipaa,CITES,§164.312(a)(2)(i),DTOP-OLD
sra_s4_q5_o1,fw_nist_csf,CITES,"PR.AA, PR.IR, DE.CM",DTOP-OLD
sra_s4_q5_o1,fw_hph_cpg,CITES,"8, 9",DTOP-OLD
sra_s4_q5_o1,fw_hicp,CITES,TV1 - Practice # 3,DTOP-OLD
sra_s4_q5_o2,fw_hipaa,CITES,§164.312(a)(2)(i),DTOP-OLD
sra_s4_q5_o2,fw_nist_csf,CITES,"PR.AA, PR.IR, DE.CM",DTOP-OLD
sra_s4_q5_o2,fw_hph_cpg,CITES,"8, 9",DTOP-OLD
sra_s4_q5_o2,fw_hicp,CITES,TV1 - Practice # 3,DTOP-OLD
sra_s4_q5_o3,fw_hipaa,CITES,§164.312(a)(2)(i),DTOP-OLD
sra_s4_q5_o3,fw_nist_csf,CITES,"PR.AA, PR.IR, DE.CM",DTOP-OLD
sra_s4_q5_o3,fw_hph_cpg,CITES,"8, 9",DTOP-OLD
sra_s4_q5_o3,fw_hicp,CITES,TV1 - Practice # 3,DTOP-OLD
sra_s4_q5_o4,fw_hipaa,CITES,§164.312(a)(2)(i),DTOP-OLD
sra_s4_q5_o4,fw_nist_csf,CITES,"PR.AA, PR.IR, DE.CM",DTOP-OLD
sra_s4_q5_o4,fw_hph_cpg,CITES,"8, 9",DTOP-OLD
sra_s4_q5_o4,fw_hicp,CITES,TV1 - Practice # 3,DTOP-OLD
sra_s4_q6_o1,fw_hipaa,CITES,§164.308(a)(3)(i),DTOP-OLD
sra_s4_q6_o1,fw_nist_csf,CITES,"PR.AT, PR.AA, PR.IR, PR.PS",DTOP-OLD
sra_s4_q6_o1,fw_hph_cpg,CITES,9,DTOP-OLD
sra_s4_q6_o1,fw_hicp,CITES,"TV1 - Practice # 3,4",DTOP-OLD
sra_s4_q6_o2,fw_hipaa,CITES,§164.308(a)(3)(i),DTOP-OLD
sra_s4_q6_o2,fw_nist_csf,CITES,"PR.AT, PR.AA, PR.IR, PR.PS",DTOP-OLD
sra_s4_q6_o2,fw_hph_cpg,CITES,9,DTOP-OLD
sra_s4_q6_o2,fw_hicp,CITES,"TV1 - Practice # 3,4",DTOP-OLD
sra_s4_q6_o3,fw_hipaa,CITES,§164.308(a)(3)(i),DTOP-OLD
sra_s4_q6_o3,fw_nist_csf,CITES,"PR.AT, PR.AA, PR.IR, PR.PS",DTOP-OLD
sra_s4_q6_o3,fw_hph_cpg,CITES,9,DTOP-OLD
sra_s4_q6_o3,fw_hicp,CITES,"TV1 - Practice # 3,4",DTOP-OLD
sra_s4_q6_o4,fw_hipaa,CITES,§164.308(a)(3)(i),DTOP-OLD
sra_s4_q6_o4,fw_nist_csf,CITES,"PR.AT, PR.AA, PR.IR, PR.PS",DTOP-OLD
sra_s4_q6_o4,fw_hph_cpg,CITES,9,DTOP-OLD
sra_s4_q6_o4,fw_hicp,CITES,"TV1 - Practice # 3,4",DTOP-OLD
sra_s4_q7_o1,fw_hipaa,CITES,§164.308(a)(3)(i),DTOP-OLD
sra_s4_q7_o1,fw_nist_csf,CITES,"PR.AT, PR.PS, DE.CM",DTOP-OLD
sra_s4_q7_o1,fw_hph_cpg,CITES,"3, 8, 9",DTOP-OLD
sra_s4_q7_o1,fw_hicp,CITES,"TV1 - Practice # 3,4",DTOP-OLD
sra_s4_q7_o2,fw_hipaa,CITES,§164.308(a)(3)(i),DTOP-OLD
sra_s4_q7_o2,fw_nist_csf,CITES,"PR.AT, PR.PS, DE.CM",DTOP-OLD
sra_s4_q7_o2,fw_hph_cpg,CITES,"3, 8, 9",DTOP-OLD
sra_s4_q7_o2,fw_hicp,CITES,"TV1 - Practice # 3,4",DTOP-OLD
sra_s4_q7_o3,fw_hipaa,CITES,§164.308(a)(3)(i),DTOP-OLD
sra_s4_q7_o3,fw_nist_csf,CITES,"PR.AT, PR.PS, DE.CM",DTOP-OLD
sra_s4_q7_o3,fw_hph_cpg,CITES,"3, 8, 9",DTOP-OLD
sra_s4_q7_o3,fw_hicp,CITES,"TV1 - Practice # 3,4",DTOP-OLD
sra_s4_q7_o4,fw_hipaa,CITES,§164.308(a)(3)(i),DTOP-OLD
sra_s4_q7_o4,fw_nist_csf,CITES,"PR.AT, PR.PS, DE.CM",DTOP-OLD
sra_s4_q7_o4,fw_hph_cpg,CITES,"3, 8, 9",DTOP-OLD
sra_s4_q7_o4,fw_hicp,CITES,"TV1 - Practice # 3,4",DTOP-OLD
sra_s4_q8_o1,fw_hipaa,CITES,§164.312(a)(2)(iv),DTOP-OLD
sra_s4_q8_o1,fw_nist_csf,CITES,"PR.DS, PR.MA",DTOP-OLD
sra_s4_q8_o1,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q8_o1,fw_hicp,CITES,"TV1 - Practice # 1, 4",DTOP-OLD
sra_s4_q8_o2,fw_hipaa,CITES,§164.312(a)(2)(iv),DTOP-OLD
sra_s4_q8_o2,fw_nist_csf,CITES,"PR.DS, PR.MA",DTOP-OLD
sra_s4_q8_o2,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q8_o2,fw_hicp,CITES,"TV1 - Practice # 1, 4",DTOP-OLD
sra_s4_q8_o3,fw_hipaa,CITES,§164.312(a)(2)(iv),DTOP-OLD
sra_s4_q8_o3,fw_nist_csf,CITES,"PR.DS, PR.MA",DTOP-OLD
sra_s4_q8_o3,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q8_o3,fw_hicp,CITES,"TV1 - Practice # 1, 4",DTOP-OLD
sra_s4_q8_o4,fw_hipaa,CITES,§164.312(a)(2)(iv),DTOP-OLD
sra_s4_q8_o4,fw_nist_csf,CITES,"PR.DS, PR.MA",DTOP-OLD
sra_s4_q8_o4,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q8_o4,fw_hicp,CITES,"TV1 - Practice # 1, 4",DTOP-OLD
sra_s4_q9_o1,fw_hipaa,CITES,§164.312(e)(2)(ii),DTOP-OLD
sra_s4_q9_o1,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.DS, PR.PS",DTOP-OLD
sra_s4_q9_o1,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q9_o1,fw_hicp,CITES,"TV1 - Practice # 1, 4",DTOP-OLD
sra_s4_q9_o2,fw_hipaa,CITES,§164.312(e)(2)(ii),DTOP-OLD
sra_s4_q9_o2,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.DS, PR.PS",DTOP-OLD
sra_s4_q9_o2,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q9_o2,fw_hicp,CITES,"TV1 - Practice # 1, 4",DTOP-OLD
sra_s4_q9_o3,fw_hipaa,CITES,§164.312(e)(2)(ii),DTOP-OLD
sra_s4_q9_o3,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.DS, PR.PS",DTOP-OLD
sra_s4_q9_o3,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q9_o3,fw_hicp,CITES,"TV1 - Practice # 1, 4",DTOP-OLD
sra_s4_q9_o4,fw_hipaa,CITES,§164.312(e)(2)(ii),DTOP-OLD
sra_s4_q9_o4,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.DS, PR.PS",DTOP-OLD
sra_s4_q9_o4,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q9_o4,fw_hicp,CITES,"TV1 - Practice # 1, 4",DTOP-OLD
sra_s4_q9_o5,fw_hipaa,CITES,§164.312(e)(2)(ii),DTOP-OLD
sra_s4_q9_o5,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.DS, PR.PS",DTOP-OLD
sra_s4_q9_o5,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q9_o5,fw_hicp,CITES,"TV1 - Practice # 1, 4",DTOP-OLD
sra_s4_q10_o1,fw_hipaa,CITES,N/A,DTOP-OLD
sra_s4_q10_o1,fw_nist_csf,CITES,"GV.RR, GV.PO, GV.OV, PR.DS, PR.PS, ID.RA",DTOP-OLD
sra_s4_q10_o1,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q10_o1,fw_hicp,CITES,TV1 - Practice # 2,DTOP-OLD
sra_s4_q10_o2,fw_hipaa,CITES,N/A,DTOP-OLD
sra_s4_q10_o2,fw_nist_csf,CITES,"GV.RR, GV.PO, GV.OV, PR.DS, PR.PS, ID.RA",DTOP-OLD
sra_s4_q10_o2,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q10_o2,fw_hicp,CITES,TV1 - Practice # 2,DTOP-OLD
sra_s4_q10_o3,fw_hipaa,CITES,N/A,DTOP-OLD
sra_s4_q10_o3,fw_nist_csf,CITES,"GV.RR, GV.PO, GV.OV, PR.DS, PR.PS, ID.RA",DTOP-OLD
sra_s4_q10_o3,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q10_o3,fw_hicp,CITES,TV1 - Practice # 2,DTOP-OLD
sra_s4_q10_o4,fw_hipaa,CITES,N/A,DTOP-OLD
sra_s4_q10_o4,fw_nist_csf,CITES,"GV.RR, GV.PO, GV.OV, PR.DS, PR.PS, ID.RA",DTOP-OLD
sra_s4_q10_o4,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q10_o4,fw_hicp,CITES,TV1 - Practice # 2,DTOP-OLD
sra_s4_q11_o1,fw_hipaa,CITES,N/A,DTOP-OLD
sra_s4_q11_o1,fw_nist_csf,CITES,PR.DS,DTOP-OLD
sra_s4_q11_o1,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q11_o1,fw_hicp,CITES,TV1 - Practice # 2,DTOP-OLD
sra_s4_q11_o2,fw_hipaa,CITES,N/A,DTOP-OLD
sra_s4_q11_o2,fw_nist_csf,CITES,PR.DS,DTOP-OLD
sra_s4_q11_o2,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q11_o2,fw_hicp,CITES,TV1 - Practice # 2,DTOP-OLD
sra_s4_q11_o3,fw_hipaa,CITES,N/A,DTOP-OLD
sra_s4_q11_o3,fw_nist_csf,CITES,PR.DS,DTOP-OLD
sra_s4_q11_o3,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q11_o3,fw_hicp,CITES,TV1 - Practice # 2,DTOP-OLD
sra_s4_q12_o1,fw_hipaa,CITES,§164.312(e)(2)(ii),DTOP-OLD
sra_s4_q12_o1,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.DS, DE.CM, ID.RA, GV.RM",DTOP-OLD
sra_s4_q12_o1,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q12_o1,fw_hicp,CITES,TV1 - Practice # 2,DTOP-OLD
sra_s4_q12_o2,fw_hipaa,CITES,§164.312(e)(2)(ii),DTOP-OLD
sra_s4_q12_o2,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.DS, DE.CM, ID.RA, GV.RM",DTOP-OLD
sra_s4_q12_o2,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q12_o2,fw_hicp,CITES,TV1 - Practice # 2,DTOP-OLD
sra_s4_q12_o3,fw_hipaa,CITES,§164.312(e)(2)(ii),DTOP-OLD
sra_s4_q12_o3,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.DS, DE.CM, ID.RA, GV.RM",DTOP-OLD
sra_s4_q12_o3,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q12_o3,fw_hicp,CITES,TV1 - Practice # 2,DTOP-OLD
sra_s4_q12_o4,fw_hipaa,CITES,§164.312(e)(2)(ii),DTOP-OLD
sra_s4_q12_o4,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.DS, DE.CM, ID.RA, GV.RM",DTOP-OLD
sra_s4_q12_o4,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q12_o4,fw_hicp,CITES,TV1 - Practice # 2,DTOP-OLD
sra_s4_q13_o1,fw_hipaa,CITES,§164.312(e)(2)(ii),DTOP-OLD
sra_s4_q13_o1,fw_nist_csf,CITES,N/A,DTOP-OLD
sra_s4_q13_o1,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q13_o1,fw_hicp,CITES,TV1 - Practice # 1,DTOP-OLD
sra_s4_q13_o2,fw_hipaa,CITES,§164.312(e)(2)(ii),DTOP-OLD
sra_s4_q13_o2,fw_nist_csf,CITES,N/A,DTOP-OLD
sra_s4_q13_o2,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q13_o2,fw_hicp,CITES,TV1 - Practice # 1,DTOP-OLD
sra_s4_q13_o3,fw_hipaa,CITES,§164.312(e)(2)(ii),DTOP-OLD
sra_s4_q13_o3,fw_nist_csf,CITES,N/A,DTOP-OLD
sra_s4_q13_o3,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q13_o3,fw_hicp,CITES,TV1 - Practice # 1,DTOP-OLD
sra_s4_q13_o4,fw_hipaa,CITES,§164.312(e)(2)(ii),DTOP-OLD
sra_s4_q13_o4,fw_nist_csf,CITES,N/A,DTOP-OLD
sra_s4_q13_o4,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q13_o4,fw_hicp,CITES,TV1 - Practice # 1,DTOP-OLD
sra_s4_q13_o5,fw_hipaa,CITES,§164.312(e)(2)(ii),DTOP-OLD
sra_s4_q13_o5,fw_nist_csf,CITES,N/A,DTOP-OLD
sra_s4_q13_o5,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q13_o5,fw_hicp,CITES,TV1 - Practice # 1,DTOP-OLD
sra_s4_q14_o1,fw_hipaa,CITES,§164.312(e)(2)(ii),DTOP-OLD
sra_s4_q14_o1,fw_nist_csf,CITES,N/A,DTOP-OLD
sra_s4_q14_o1,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q14_o1,fw_hicp,CITES,"TV1 - Practice # 1, 4",DTOP-OLD
sra_s4_q14_o2,fw_hipaa,CITES,§164.312(e)(2)(ii),DTOP-OLD
sra_s4_q14_o2,fw_nist_csf,CITES,N/A,DTOP-OLD
sra_s4_q14_o2,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q14_o2,fw_hicp,CITES,"TV1 - Practice # 1, 4",DTOP-OLD
sra_s4_q14_o3,fw_hipaa,CITES,§164.312(e)(2)(ii),DTOP-OLD
sra_s4_q14_o3,fw_nist_csf,CITES,N/A,DTOP-OLD
sra_s4_q14_o3,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q14_o3,fw_hicp,CITES,"TV1 - Practice # 1, 4",DTOP-OLD
sra_s4_q14_o4,fw_hipaa,CITES,§164.312(e)(2)(ii),DTOP-OLD
sra_s4_q14_o4,fw_nist_csf,CITES,N/A,DTOP-OLD
sra_s4_q14_o4,fw_hph_cpg,CITES,5,DTOP-OLD
sra_s4_q14_o4,fw_hicp,CITES,"TV1 - Practice # 1, 4",DTOP-OLD
sra_s4_q15_o1,fw_hipaa,CITES,§164.312(a)(1),DTOP-OLD
sra_s4_q15_o1,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.DS, ID.RA, PR.PS, DE.CM",DTOP-OLD
sra_s4_q15_o1,fw_hph_cpg,CITES,"1, 16, 18, 20",DTOP-OLD
sra_s4_q15_o1,fw_hicp,CITES,"TV1 - Practice # 2, 7",DTOP-OLD
sra_s4_q15_o2,fw_hipaa,CITES,§164.312(a)(1),DTOP-OLD
sra_s4_q15_o2,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.DS, ID.RA, PR.PS, DE.CM",DTOP-OLD
sra_s4_q15_o2,fw_hph_cpg,CITES,"1, 16, 18, 20",DTOP-OLD
sra_s4_q15_o2,fw_hicp,CITES,"TV1 - Practice # 2, 7",DTOP-OLD
sra_s4_q15_o3,fw_hipaa,CITES,§164.312(a)(1),DTOP-OLD
sra_s4_q15_o3,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.DS, ID.RA, PR.PS, DE.CM",DTOP-OLD
sra_s4_q15_o3,fw_hph_cpg,CITES,"1, 16, 18, 20",DTOP-OLD
sra_s4_q15_o3,fw_hicp,CITES,"TV1 - Practice # 2, 7",DTOP-OLD
sra_s4_q16_o1,fw_hipaa,CITES,§164.312(a)(1),DTOP-OLD
sra_s4_q16_o1,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.DS, PR.PS, ID.RA, PR.MA, DE.CM",DTOP-OLD
sra_s4_q16_o1,fw_hph_cpg,CITES,"1, 18, 20",DTOP-OLD
sra_s4_q16_o1,fw_hicp,CITES,TV1 - Practice # 7,DTOP-OLD
sra_s4_q16_o2,fw_hipaa,CITES,§164.312(a)(1),DTOP-OLD
sra_s4_q16_o2,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.DS, PR.PS, ID.RA, PR.MA, DE.CM",DTOP-OLD
sra_s4_q16_o2,fw_hph_cpg,CITES,"1, 18, 20",DTOP-OLD
sra_s4_q16_o2,fw_hicp,CITES,TV1 - Practice # 7,DTOP-OLD
sra_s4_q16_o3,fw_hipaa,CITES,§164.312(a)(1),DTOP-OLD
sra_s4_q16_o3,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.DS, PR.PS, ID.RA, PR.MA, DE.CM",DTOP-OLD
sra_s4_q16_o3,fw_hph_cpg,CITES,"1, 18, 20",DTOP-OLD
sra_s4_q16_o3,fw_hicp,CITES,TV1 - Practice # 7,DTOP-OLD
sra_s4_q16_o4,fw_hipaa,CITES,§164.312(a)(1),DTOP-OLD
sra_s4_q16_o4,fw_nist_csf,CITES,"PR.AA, PR.IR, PR.DS, PR.PS, ID.RA, PR.MA, DE.CM",DTOP-OLD
sra_s4_q16_o4,fw_hph_cpg,CITES,"1, 18, 20",DTOP-OLD
sra_s4_q16_o4,fw_hicp,CITES,TV1 - Practice # 7,DTOP-OLD
sra_s4_q17_o1,fw_hipaa,CITES,§164.312(b),DTOP-OLD
sra_s4_q17_o1,fw_nist_csf,CITES,"PR.DS, DE.CM",DTOP-OLD
sra_s4_q17_o1,fw_hph_cpg,CITES,"14, 15, 16, 18, 20",DTOP-OLD
sra_s4_q17_o1,fw_hicp,CITES,TV1 - Practice # 3,DTOP-OLD
sra_s4_q17_o2,fw_hipaa,CITES,§164.312(b),DTOP-OLD
sra_s4_q17_o2,fw_nist_csf,CITES,"PR.DS, DE.CM",DTOP-OLD
sra_s4_q17_o2,fw_hph_cpg,CITES,"14, 15, 16, 18, 20",DTOP-OLD
sra_s4_q17_o2,fw_hicp,CITES,TV1 - Practice # 3,DTOP-OLD
sra_s4_q17_o3,fw_hipaa,CITES,§164.312(b),DTOP-OLD
sra_s4_q17_o3,fw_nist_csf,CITES,"PR.DS, DE.CM",DTOP-OLD
sra_s4_q17_o3,fw_hph_cpg,CITES,"14, 15, 16, 18, 20",DTOP-OLD
sra_s4_q17_o3,fw_hicp,CITES,TV1 - Practice # 3,DTOP-OLD
sra_s4_q18_o1,fw_hipaa,CITES,§164.312(b),DTOP-OLD
sra_s4_q18_o1,fw_nist_csf,CITES,"PR.DS, PR.MA, DE.AE, DE.CM, RS.AN",DTOP-OLD
sra_s4_q18_o1,fw_hph_cpg,CITES,"14, 15, 16, 18, 20",DTOP-OLD
sra_s4_q18_o1,fw_hicp,CITES,TV1 - Practice # 3,DTOP-OLD
sra_s4_q18_o2,fw_hipaa,CITES,§164.312(b),DTOP-OLD
sra_s4_q18_o2,fw_nist_csf,CITES,"PR.DS, PR.MA, DE.AE, DE.CM, RS.AN",DTOP-OLD
sra_s4_q18_o2,fw_hph_cpg,CITES,"14, 15, 16, 18, 20",DTOP-OLD
sra_s4_q18_o2,fw_hicp,CITES,TV1 - Practice # 3,DTOP-OLD
sra_s4_q18_o3,fw_hipaa,CITES,§164.312(b),DTOP-OLD
sra_s4_q18_o3,fw_nist_csf,CITES,"PR.DS, PR.MA, DE.AE, DE.CM, RS.AN",DTOP-OLD
sra_s4_q18_o3,fw_hph_cpg,CITES,"14, 15, 16, 18, 20",DTOP-OLD
sra_s4_q18_o3,fw_hicp,CITES,TV1 - Practice # 3,DTOP-OLD
sra_s4_q18_o4,fw_hipaa,CITES,§164.312(b),DTOP-OLD
sra_s4_q18_o4,fw_nist_csf,CITES,"PR.DS, PR.MA, DE.AE, DE.CM, RS.AN",DTOP-OLD
sra_s4_q18_o4,fw_hph_cpg,CITES,"14, 15, 16, 18, 20",DTOP-OLD
