answeroption_id,question_id,ordinal,text,education,reference,next,source_document
sra_s6_q6_o3,sra_s6_q6,3,No. We do not execute BAAs when we have business associates accessing ePHI.,Make sure all business associates who access ePHI have a fully executed BAA with your practice before being granted access. Include this requirement in your security policies and procedures.,"HIPAA: §164.308(b)(3) 
NIST CSF: PR.AA, PR.IR 
HPH CPG: 10 
HICP: N/A",Q7,DTOP-OLD
sra_s6_q7_o1,sra_s6_q7,1,"Our practice performs extra due diligence in the form of monitoring third-party connections to our information systems or other forms of access, in addition to including language for security compliance in our Business Associate Agreements (BAAs).","This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI.","HIPAA: N/A 
NIST CSF: PR.AT, RS.CO, DE.CM 
HPH CPG: 10, 12, 13 
HICP: N/A",Q12,DTOP-OLD
sra_s6_q7_o2,sra_s6_q7,2,We rely on the language of our BAAs to ensure that business associates are securing ePHI.,"Consider monitoring, auditing, or obtaining information from business associates to ensure the security of ePHI and include language about this in Business Associate Agreements.","HIPAA: N/A 
NIST CSF: PR.AT, RS.CO, DE.CM 
HPH CPG: 10, 12, 13 
HICP: N/A",Q8,DTOP-OLD
sra_s6_q7_o3,sra_s6_q7,3,We are not sure how to maintain awareness of our business associates' security practices.,"Consider monitoring, auditing, or obtaining information from business associates to ensure the security of ePHI and include language about this in Business Associate Agreements.","HIPAA: N/A 
NIST CSF: PR.AT, RS.CO, DE.CM 
HPH CPG: 10, 12, 13 
HICP: N/A",Q8,DTOP-OLD
sra_s6_q8_o1,sra_s6_q8,1,Yes. Our Business Associate Agreements include specifications on authorized use and disclosure of ePHI as well as other requirements as required by the Omnibus Rule updates to HIPAA.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI.","HIPAA: §164.314(a)(1)(i) 
NIST CSF: GV.RR, GV.PO, GV.OV 
HPH CPG: 10, 12, 13 
HICP: N/A",Q9,DTOP-OLD
sra_s6_q8_o2,sra_s6_q8,2,Yes. BAAs include specifications on authorized use and disclosure of ePHI.,Ensure all BAAs have been updated to meet the requirements of the HIPAA Security Rule and Omnibus Rule updates to HIPAA.,"HIPAA: §164.314(a)(1)(i) 
NIST CSF: GV.RR, GV.PO, GV.OV 
HPH CPG: 10, 12, 13 
HICP: N/A",Q9,DTOP-OLD
sra_s6_q8_o3,sra_s6_q8,3,No. We are not sure about what satisfactory assurances are included in our BAAs.,Ensure all BAAs have been updated to meet the requirements of the HIPAA Security Rule and Omnibus Rule updates to HIPAA.,"HIPAA: §164.314(a)(1)(i) 
NIST CSF: GV.RR, GV.PO, GV.OV 
HPH CPG: 10, 12, 13 
HICP: N/A",Q9,DTOP-OLD
sra_s6_q9_o1,sra_s6_q9,1,"In addition to language in our BAAs, our Business Associates provide specific assurances to us, including how they ensure subcontractors secure ePHI.","This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI.","HIPAA: §164.314(a)(2)(iii) 
NIST CSF: DE.AE, RS.CO 
HPH CPG: 10 
HICP: N/A",Q10,DTOP-OLD
sra_s6_q9_o2,sra_s6_q9,2,Our BAAs include language requiring the business associate to obtain satisfactory assurances from subcontractors as to how they protect ePHI.,Consider reviewing with your business associates how they manage security expectations for their subcontractors.,"HIPAA: §164.314(a)(2)(iii) 
NIST CSF: DE.AE, RS.CO 
HPH CPG: 10 
HICP: N/A",Q10,DTOP-OLD
sra_s6_q9_o3,sra_s6_q9,3,We are not sure how to obtain satisfactory assurances from subcontractors.,Ensure your practice can safeguard ePHI by ensuring the terms and conditions of your practice's BAAs outline appropriate requirements for your BAAs with subcontractors.,"HIPAA: §164.314(a)(2)(iii) 
NIST CSF: DE.AE, RS.CO 
HPH CPG: 10 
HICP: N/A",Q10,DTOP-OLD
sra_s6_q10_o1,sra_s6_q10,1,"Yes. Our BAAs describe requirements to provide satisfactory assurances for the protection of ePHI, obtain the same assurances from its subcontractors, and report security incidents (experienced by the Business Associate or its subcontractors) to our practice in a timely manner.","This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI. Make sure your point of contact with your business associate knows whom to contact at your organization to provide information about security incidents.","HIPAA: §164.314(a)(2)(i)( c) 
NIST CSF: ID.RA, DE.AE, RS.CO 
HPH CPG: 10, 13 
HICP: TV1 - Practice # 8",Q11,DTOP-OLD
sra_s6_q10_o2,sra_s6_q10,2,No. We are not sure how this requirement is described within our BAAs.,"Your practice may not be able to safeguard its information systems and ePHI if your practice's Business Associates are not required to provide satisfactory assurances for the protection of ePHI, obtain the same assurances from its subcontractors, and report security incidents (experienced by the Business Associate or its subcontractors) to you in a timely manner. Make sure your point of contact with your business associate knows whom to contact at your organization to provide information about security incidents.","HIPAA: §164.314(a)(2)(i)( c) 
NIST CSF: ID.RA, DE.AE, RS.CO 
HPH CPG: 10, 13 
HICP: TV1 - Practice # 8",Q11,DTOP-OLD
sra_s6_q11_o1,sra_s6_q11,1,We have reviewed all BAAs and have confirmed their compliance with the Omnibus Rule updates to HIPAA.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI.","HIPAA: §164.314(a)(1) 
NIST CSF: ID.AM, GV.OC, PR.AT, GV.RR, GV.PO, GV.OV 
HPH CPG: 10, 13 
HICP: N/A",Q12,DTOP-OLD
sra_s6_q11_o2,sra_s6_q11,2,We have reviewed all BAAs and are in the process of updating formerly out-of-date BAAs.,Update BAAs to reflect Omnibus Rule updates to HIPAA and HIPAA compliance.,"HIPAA: §164.314(a)(1) 
NIST CSF: ID.AM, GV.OC, PR.AT, GV.RR, GV.PO, GV.OV 
HPH CPG: 10, 13 
HICP: N/A",Q12,DTOP-OLD
sra_s6_q11_o3,sra_s6_q11,3,We assume all BAAs are up to date with the Omnibus Rule updates to HIPAA but have not reviewed the agreements to make sure.,All BAAs should be reviewed to ensure compliance with the Omnibus Rule updates to HIPAA and HIPAA compliance.,"HIPAA: §164.314(a)(1) 
NIST CSF: ID.AM, GV.OC, PR.AT, GV.RR, GV.PO, GV.OV 
HPH CPG: 10, 13 
HICP: N/A",Q12,DTOP-OLD
sra_s6_q11_o4,sra_s6_q11,4,We are not sure if our BAAs are up to date with Omnibus Rule requirements.,All BAAs should be reviewed to ensure compliance with the Omnibus Rule updates to HIPAA and HIPAA compliance.,"HIPAA: §164.314(a)(1) 
NIST CSF: ID.AM, GV.OC, PR.AT, GV.RR, GV.PO, GV.OV 
HPH CPG: 10, 13 
HICP: N/A",Q12,DTOP-OLD
sra_s6_q12_o1,sra_s6_q12,1,We maintain a current listing of all business associates with access to ePHI in addition to having Business Associate Agreements (BAAs) on file with any business associates with access to ePHI.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI.","HIPAA: §164.308(b)(1) 
NIST CSF: ID.AM, PR.AA, PR.IR, PR.DS 
HPH CPG: 10 
HICP: N/A",Q13,DTOP-OLD
sra_s6_q12_o2,sra_s6_q12,2,We maintain copies of fully executed BAAs on file for any business associates with access to ePHI.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI. Note that the Office for Civil Rights may request an inventory listing of your Business Associates in the event of an audit or investigation.","HIPAA: §164.308(b)(1) 
NIST CSF: ID.AM, PR.AA, PR.IR, PR.DS 
HPH CPG: 10 
HICP: N/A",Q13,DTOP-OLD
sra_s6_q12_o3,sra_s6_q12,3,We are not sure how these business associate relationships are documented.,Knowing who provides services to your practice and the nature of the services is an important component of your security plan. Note that the Office for Civil Rights may request an inventory listing of your Business Associates in the event of an audit or investigation.,"HIPAA: §164.308(b)(1) 
NIST CSF: ID.AM, PR.AA, PR.IR, PR.DS 
HPH CPG: 10 
HICP: N/A",Q13,DTOP-OLD
sra_s6_q13_o1,sra_s6_q13,1,Yes. We make sure to have BAAs in place with covered entities for which we are Business Associates as well as subcontractors to those covered entities who contract with us.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI.","HIPAA: §164.308(b)(2) 
NIST CSF: N/A 
HPH CPG: 10 
HICP: N/A",Q14,DTOP-OLD
sra_s6_q13_o2,sra_s6_q13,2,Yes. We make sure to have BAAs in place with covered entities for which we are Business Associates.,Make sure your practice has BAAs in place with covered entities for which your practice is a Business Associate as well as subcontractors to those covered entities who contract with your practice,"HIPAA: §164.308(b)(2) 
NIST CSF: N/A 
HPH CPG: 10 
HICP: N/A",Q14,DTOP-OLD
sra_s6_q13_o3,sra_s6_q13,3,No. We do not obtain assurances from business associates who access another covered entity's ePHI on our behalf.,Make sure your practice has BAAs in place with covered entities for which your practice is a Business Associate as well as subcontractors to those covered entities who contract with your practice,"HIPAA: §164.308(b)(2) 
NIST CSF: N/A 
HPH CPG: 10 
HICP: N/A",Q14,DTOP-OLD
sra_s6_q14_o1,sra_s6_q14,1,"Yes, contracts with vendors or BAs outline requirements to follow the HIPAA Rules as applicable to BAs with additional cybersecurity protocols.",This is the most effective of the options provided. The HIPAA Rules require a covered entity obtain satisfactory assurances from its business associates that it will appropriately safeguard PHI it receives or creates on behalf of the covered entity. Organizations could consider protocols within their business practice to include enhanced cybersecurity and supply chain requirements beyond those required by the HIPAA Rules that third parties can follow and how compliance with the requirements may be verified. Rules and protocols for information sharing between the organization and suppliers are detailed and included in contracts between the two.,"HIPAA: N/A 
NIST CSF: GV.SC 
HPH CPG: 13 
HICP: N/A",Q15,DTOP-OLD
sra_s6_q14_o2,sra_s6_q14,2,"No, contracts with vendors or BAs outline requirements to follow the HIPAA Rules as applicable to BAs without additional cybersecurity protocols.",The HIPAA Rules require a covered entity to obtain satisfactory assurances from its business associate that it will appropriately safeguard PHI it receives or creates on behalf of the covered entity. Organizations could consider protocols within their business practice to include enhanced cybersecurity and supply chain requirements beyond those required by the HIPAA Rules that third parties can follow and how compliance with the requirements may be verified. Rules and protocols for information sharing between the organization and suppliers are detailed and included in contracts between the two.,"HIPAA: N/A 
NIST CSF: GV.SC 
HPH CPG: 13 
HICP: N/A",Q15,DTOP-OLD
sra_s6_q15_o1,sra_s6_q15,1,The organization has developed a risk management program with policies and procedures that guide the implementation and monitoring of business associate and third-party vendor activities related to cybersecurity compliance.,"This is the most effective of the options provided. The organization could require business associate and third-party vendor to disclose cybersecurity features, functions, and known vulnerabilities of their products and services for the life of the product or the term of service. Contracts could require evidence of performing acceptable security practices through self-attestation, conformance to known standards, certifications, or inspections. Business associates and third-party vendors could be monitored to ensure they are fulfilling their security obligations throughout the relationship lifecycle.","HIPAA: N/A 
NIST CSF: GV.SC 
HPH CPG: 13 
HICP: N/A",END,DTOP-OLD
sra_s6_q15_o2,sra_s6_q15,2,The organization verifies business associate and third-party vendor status each year but does not perform evaluations.,"The organization could require business associates and third-party vendors to disclose cybersecurity features, functions, and known vulnerabilities of their products and services for the life of the product or the term of service. Contracts could require evidence of performing acceptable security practices through self-attestation, conformance to known standards, certifications, or inspections. Business associates and third-party vendors could be monitored to ensure they are fulfilling their security obligations throughout the relationship lifecycle.","HIPAA: N/A 
NIST CSF: GV.SC 
HPH CPG: 13 
HICP: N/A",END,DTOP-OLD
sra_s7_q1_o1,sra_s7_q1,1,"Yes. We have a response plan in place that includes policies and procedures to follow in the event of an emergency such as cyberattack, natural disaster, and power outages.","This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI. The contingency plan should be reviewed, tested, and updated periodically. As part of this you should determine what critical services and ePHI must be available during an emergency.","HIPAA: §164.308(a)(7)(i) 
NIST CSF: GV.OC, GV.RM, PR.AA, PR.IR, PR.PS, RS.MA 
HPH CPG: 7, 19 
HICP: TV1 - Practice # 8",Q2,DTOP-OLD
sra_s7_q1_o2,sra_s7_q1,2,No. We have no contingency plan in place at this time.,"Ensure your practice can operate effectively and efficiently under emergency by having a contingency plan. This should be included in your documented policies and procedures. The contingency plan should be reviewed, tested, and updated periodically. As part of this you should determine what critical services and ePHI must be available during an emergency.","HIPAA: §164.308(a)(7)(i) 
NIST CSF: GV.OC, GV.RM, PR.AA, PR.IR, PR.PS, RS.MA 
HPH CPG: 7, 19 
HICP: TV1 - Practice # 8",Q5,DTOP-OLD
sra_s7_q1_o3,sra_s7_q1,3,I don't know.,"Ensure your practice can operate effectively and efficiently under emergency by having a contingency plan. This should be included in your documented policies and procedures. The contingency plan should be reviewed, tested, and updated periodically. As part of this you should determine what critical services and ePHI must be available during an emergency.","HIPAA: §164.308(a)(7)(i) 
NIST CSF: GV.OC, GV.RM, PR.AA, PR.IR, PR.PS, RS.MA 
HPH CPG: 7, 19 
HICP: TV1 - Practice # 8",Q5,DTOP-OLD
sra_s7_q2_o1,sra_s7_q2,1,Yes.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI.","HIPAA: §164.308(a)(7)(i) 
NIST CSF: GV.OC, GV.RM, PR.AA, PR.IR, PR.PS, RS.MA 
HPH CPG: 7, 19 
HICP: N/A",Q3,DTOP-OLD
sra_s7_q2_o2,sra_s7_q2,2,No.,Your contingency plan should be documented in your policies and procedures.,"HIPAA: §164.308(a)(7)(i) 
NIST CSF: GV.OC, GV.RM, PR.AA, PR.IR, PR.PS, RS.MA 
HPH CPG: 7, 19 
HICP: N/A",Q4,DTOP-OLD
sra_s7_q2_o3,sra_s7_q2,3,I don't know.,Your contingency plan should be documented in your policies and procedures.,"HIPAA: §164.308(a)(7)(i) 
NIST CSF: GV.OC, GV.RM, PR.AA, PR.IR, PR.PS, RS.MA 
HPH CPG: 7, 19 
HICP: N/A",Q4,DTOP-OLD
sra_s7_q3_o1,sra_s7_q3,1,Yes.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI.","HIPAA: §164.308(a)(7)(i) 
NIST CSF: GV.OC, GV.RM, PR.AA, PR.IR, PR.PS, RS.MA, ID.IM 
HPH CPG: 7, 19 
HICP: N/A",Q4,DTOP-OLD
sra_s7_q3_o2,sra_s7_q3,2,"Yes, but only if there are changes in our practice.",Consider reviewing and updating your contingency plan on a periodic basis.,"HIPAA: §164.308(a)(7)(i) 
NIST CSF: GV.OC, GV.RM, PR.AA, PR.IR, PR.PS, RS.MA, ID.IM 
HPH CPG: 7, 19 
HICP: N/A",Q4,DTOP-OLD
sra_s7_q3_o3,sra_s7_q3,3,No.,Consider reviewing and updating your contingency plan on a periodic basis.,"HIPAA: §164.308(a)(7)(i) 
NIST CSF: GV.OC, GV.RM, PR.AA, PR.IR, PR.PS, RS.MA, ID.IM 
HPH CPG: 7, 19 
HICP: N/A",Q4,DTOP-OLD
sra_s7_q3_o4,sra_s7_q3,4,I don't know.,Consider reviewing and updating your contingency plan on a periodic basis.,"HIPAA: §164.308(a)(7)(i) 
NIST CSF: GV.OC, GV.RM, PR.AA, PR.IR, PR.PS, RS.MA, ID.IM 
HPH CPG: 7, 19 
HICP: N/A",Q4,DTOP-OLD
sra_s7_q4_o1,sra_s7_q4,1,"We periodically review the plans contents, perform tests of the plan, and record the results. We revise the plan as needed and document this in policy.","This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI.","HIPAA: §164.308(a)(7)(ii)(D) 
NIST CSF: ID.IM, ID.RA, PR.PS, GV.OC 
HPH CPG: 7, 19 
HICP: N/A",Q5,DTOP-OLD
sra_s7_q4_o2,sra_s7_q4,2,We periodically review the plan's contents but do not perform any tests or exercises of the plan's effectiveness.,Consider periodically testing the contingency plan for effectiveness. Maintain documentation of contingency plan testing and revisions in your policies and procedures.,"HIPAA: §164.308(a)(7)(ii)(D) 
NIST CSF: ID.IM, ID.RA, PR.PS, GV.OC 
HPH CPG: 7, 19 
HICP: N/A",Q5,DTOP-OLD
sra_s7_q4_o3,sra_s7_q4,3,"We periodically run tests or exercises of the plan's effectiveness, but we do not document these tests. We have not made updates to our contingency plan yet.",Consider maintaining documentation of contingency plan testing and revisions in your policies and procedures.,"HIPAA: §164.308(a)(7)(ii)(D) 
NIST CSF: ID.IM, ID.RA, PR.PS, GV.OC 
HPH CPG: 7, 19 
HICP: N/A",Q5,DTOP-OLD
sra_s7_q4_o4,sra_s7_q4,4,We do not review or test our contingency plan.,Consider periodically reviewing and testing the contingency plan for effectiveness. Maintain documentation of contingency plan testing and revisions in your policies and procedures.,"HIPAA: §164.308(a)(7)(ii)(D) 
NIST CSF: ID.IM, ID.RA, PR.PS, GV.OC 
HPH CPG: 7, 19 
HICP: N/A",Q5,DTOP-OLD
sra_s7_q4_o5,sra_s7_q4,5,I don't know.,Consider periodically reviewing and testing the contingency plan for effectiveness. Maintain documentation of contingency plan testing and revisions in your policies and procedures.,"HIPAA: §164.308(a)(7)(ii)(D) 
NIST CSF: ID.IM, ID.RA, PR.PS, GV.OC 
HPH CPG: 7, 19 
HICP: N/A",Q5,DTOP-OLD
sra_s7_q4_o6,sra_s7_q4,6,Other.,"Depending on what other actions your practice does to ensure your contingency plan is updated appropriately, you may want to consider periodically reviewing and testing the contingency plan for effectiveness. Maintain documentation of contingency plan testing and revisions in your policies and procedures.","HIPAA: §164.308(a)(7)(ii)(D) 
NIST CSF: ID.IM, ID.RA, PR.PS, GV.OC 
HPH CPG: 7, 19 
HICP: N/A",Q5,DTOP-OLD
sra_s7_q5_o1,sra_s7_q5,1,Yes and we have documented contingency plans for various types of emergencies.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI.","HIPAA: §164.308(a)(7)(i) 
NIST CSF: GV.OC, GV.RM, PR.AA, PR.IR, PR.PS, RS.MA, ID.RA 
HPH CPG: 7, 19 
HICP: N/A",Q6,DTOP-OLD
sra_s7_q5_o2,sra_s7_q5,2,No.,"You should consider all natural and man-made disasters that could affect the confidentiality, integrity, and availability of ePHI. You should also document how you would respond in these situations to maintain security of ePHI in your policies and procedures.","HIPAA: §164.308(a)(7)(i) 
NIST CSF: GV.OC, GV.RM, PR.AA, PR.IR, PR.PS, RS.MA, ID.RA 
HPH CPG: 7, 19 
HICP: N/A",Q8,DTOP-OLD
sra_s7_q5_o3,sra_s7_q5,3,I don't know.,"You should consider all natural and man-made disasters that could affect the confidentiality, integrity, and availability of ePHI. You should also document how you would respond in these situations to maintain security of ePHI in your policies and procedures.","HIPAA: §164.308(a)(7)(i) 
NIST CSF: GV.OC, GV.RM, PR.AA, PR.IR, PR.PS, RS.MA, ID.RA 
HPH CPG: 7, 19 
HICP: N/A",Q8,DTOP-OLD
sra_s7_q6_o1,sra_s7_q6,1,"We have considered natural disasters, such as wildfire, damaging winds, floods, hurricanes, tornadoes, or earthquakes.","You should consider infrastructure and man-made disasters that could affect the confidentiality, integrity, and availability of ePHI.","HIPAA: §164.308(a)(7)(i) 
NIST CSF: GV.OC, GV.RM, PR.AA, PR.IR, PR.PS, RS.MA, ID.RA 
HPH CPG: 7, 19 
HICP: N/A",Q7,DTOP-OLD
sra_s7_q6_o2,sra_s7_q6,2,"We have considered man-made disasters, such as vandalism, biochemical warfare, toxic emissions, or civil unrest/terrorism.","You should consider all infrastructure and natural disasters that could affect the confidentiality, integrity, and availability of ePHI.","HIPAA: §164.308(a)(7)(i) 
NIST CSF: GV.OC, GV.RM, PR.AA, PR.IR, PR.PS, RS.MA, ID.RA 
HPH CPG: 7, 19 
HICP: N/A",Q7,DTOP-OLD
sra_s7_q6_o3,sra_s7_q6,3,"We have considered infrastructure issues, such as power outages, road blocks, building hazards, network or data center outages, and cyberattacks such as ransomware.","You should consider all natural and man-made disasters that could affect the confidentiality, integrity, and availability of ePHI.","HIPAA: §164.308(a)(7)(i) 
NIST CSF: GV.OC, GV.RM, PR.AA, PR.IR, PR.PS, RS.MA, ID.RA 
HPH CPG: 7, 19 
HICP: N/A",Q7,DTOP-OLD
sra_s7_q6_o4,sra_s7_q6,4,All of the above.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI.","HIPAA: §164.308(a)(7)(i) 
NIST CSF: GV.OC, GV.RM, PR.AA, PR.IR, PR.PS, RS.MA, ID.RA 
HPH CPG: 7, 19 
HICP: N/A",Q7,DTOP-OLD
sra_s7_q6_o5,sra_s7_q6,5,Other.,"You should consider infrastructure, natural, and man-made disasters that could affect the confidentiality, integrity, and availability of ePHI.","HIPAA: §164.308(a)(7)(i) 
NIST CSF: GV.OC, GV.RM, PR.AA, PR.IR, PR.PS, RS.MA, ID.RA 
HPH CPG: 7, 19 
HICP: N/A",Q7,DTOP-OLD
sra_s7_q7_o1,sra_s7_q7,1,Yes.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI. Review and revise these documents based on testing and incident results.","HIPAA: §164.308(a)(7)(i) 
NIST CSF: GV.OC, GV.RM, PR.AA, PR.IR, PR.PS, RS.MA 
HPH CPG: 7, 19 
HICP: N/A",Q8,DTOP-OLD
sra_s7_q7_o2,sra_s7_q7,2,No.,"Consider all natural and man-made disasters that could affect the confidentiality, integrity, and availability of ePHI. Document and test how you would respond in these situations to maintain security of ePHI in your policies and procedures.","HIPAA: §164.308(a)(7)(i) 
NIST CSF: GV.OC, GV.RM, PR.AA, PR.IR, PR.PS, RS.MA 
HPH CPG: 7, 19 
HICP: N/A",Q8,DTOP-OLD
sra_s7_q7_o3,sra_s7_q7,3,I don't know.,"Consider all natural and man-made disasters that could affect the confidentiality, integrity, and availability of ePHI. Document and test how you would respond in these situations to maintain security of ePHI in your policies and procedures.","HIPAA: §164.308(a)(7)(i) 
NIST CSF: GV.OC, GV.RM, PR.AA, PR.IR, PR.PS, RS.MA 
HPH CPG: 7, 19 
HICP: N/A",Q8,DTOP-OLD
sra_s7_q8_o1,sra_s7_q8,1,Yes.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI.","HIPAA: §164.308(a)(6)(i) 
NIST CSF: DE.AE, RS.CO, RC.CO, PR.PS 
HPH CPG: 18, 19 
HICP: N/A",Q9,DTOP-OLD
sra_s7_q8_o2,sra_s7_q8,2,No.,"Your practice may not be able to safeguard its information systems, applications, and ePHI if it does not have policies and procedures designed to help prevent, detect, and respond to security incidents.","HIPAA: §164.308(a)(6)(i) 
NIST CSF: DE.AE, RS.CO, RC.CO, PR.PS 
HPH CPG: 18, 19 
HICP: N/A",Q9,DTOP-OLD
sra_s7_q8_o3,sra_s7_q8,3,I don't know.,"Your practice may not be able to safeguard its information systems, applications, and ePHI if it does not have policies and procedures designed to help prevent, detect, and respond to security incidents.","HIPAA: §164.308(a)(6)(i) 
NIST CSF: DE.AE, RS.CO, RC.CO, PR.PS 
HPH CPG: 18, 19 
HICP: N/A",Q9,DTOP-OLD
sra_s7_q9_o1,sra_s7_q9,1,We have a security incident response plan documented in our policies and procedures.,Consider testing the security incident response plan periodically using a documented process. The incident plan should cover broad categories of incidents to prepare for. Testing the incident plan is an effective means of preparation and training. Describe requirements for users to report suspicious activities in the organization and for the cybersecurity department to manage incident response.,"HIPAA: §164.308(a)(6)(i) 
NIST CSF: DE.AE, RS.CO, RC.CO, PR.PS, RS.IP 
HPH CPG: 7, 18, 19 
HICP: TV1 - Practice # 8",Q10,DTOP-OLD
sra_s7_q9_o2,sra_s7_q9,2,As part of training exercises we periodically test our security incident response plan.,Testing your incident response plan is an effective means of preparation and training. The incident plan should cover a range of categories to prepare for and should be documented in your policies and procedures. Also consider tracking security incident responses and outcomes and communicating them to the appropriate workforce members for security incident awareness and mitigation. Describe requirements for users to report suspicious activities in the organization and for the cybersecurity department to manage incident response.,"HIPAA: §164.308(a)(6)(i) 
NIST CSF: DE.AE, RS.CO, RC.CO, PR.PS, RS.IP 
HPH CPG: 7, 18, 19 
HICP: TV1 - Practice # 8",Q10,DTOP-OLD
sra_s7_q9_o3,sra_s7_q9,3,We track all security incident responses and outcomes and report them to our security officer. We then ensure proper mitigation procedures are followed in a timely manner.,Consider documenting your incident response plan in your policies and procedures and testing the plan periodically using a documented process. The incident plan should cover broad categories of incidents to prepare for. Testing the incident plan is an effective means of preparation and training. Describe requirements for users to report suspicious activities in the organization and for the cybersecurity department to manage incident response.,"HIPAA: §164.308(a)(6)(i) 
NIST CSF: DE.AE, RS.CO, RC.CO, PR.PS, RS.IP 
HPH CPG: 7, 18, 19 
HICP: TV1 - Practice # 8",Q10,DTOP-OLD
sra_s7_q9_o4,sra_s7_q9,4,We communicate recent security incident responses and outcomes to our workforce for additional security awareness and prevention.,Consider documenting your incident response plan in your policies and procedures and testing the plan periodically using a documented process. The incident plan should cover broad categories of incidents to prepare for. Testing the incident plan is an effective means of preparation and training. Describe requirements for users to report suspicious activities in the organization and for the cybersecurity department to manage incident response.,"HIPAA: §164.308(a)(6)(i) 
NIST CSF: DE.AE, RS.CO, RC.CO, PR.PS, RS.IP 
HPH CPG: 7, 18, 19 
HICP: TV1 - Practice # 8",Q10,DTOP-OLD
sra_s7_q9_o5,sra_s7_q9,5,All of the above.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI. Describe requirements for users to report suspicious activities in the organization and for the cybersecurity department to manage incident response.","HIPAA: §164.308(a)(6)(i) 
NIST CSF: DE.AE, RS.CO, RC.CO, PR.PS, RS.IP 
HPH CPG: 7, 18, 19 
HICP: TV1 - Practice # 8",Q10,DTOP-OLD
sra_s7_q9_o6,sra_s7_q9,6,"Our security incident response plan is tested as needed (for example, when activated in real-world situations) but not on a periodic basis.",Consider documenting your incident response plan in your policies and procedures and testing the plan periodically using a documented process. The incident plan should cover broad categories of incidents to prepare for. Testing the incident plan is an effective means of preparation and training. Describe requirements for users to report suspicious activities in the organization and for the cybersecurity department to manage incident response.,"HIPAA: §164.308(a)(6)(i) 
NIST CSF: DE.AE, RS.CO, RC.CO, PR.PS, RS.IP 
HPH CPG: 7, 18, 19 
HICP: TV1 - Practice # 8",Q10,DTOP-OLD
sra_s7_q9_o7,sra_s7_q9,7,We do not have a process for managing security incidents or an incident response testing plan.,"Develop an incident response plan that covers broad categories of incidents to prepare for. Ensure that security incident response, reporting, and mitigation procedures are followed by workforce members, are conducted in a timely manner, and their outcomes are properly documented and communicated to the appropriate workforce members. Also consider testing the plan to ensure its effectiveness. Describe requirements for users to report suspicious activities in the organization and for the cybersecurity department to manage incident response.","HIPAA: §164.308(a)(6)(i) 
NIST CSF: DE.AE, RS.CO, RC.CO, PR.PS, RS.IP 
HPH CPG: 7, 18, 19 
HICP: TV1 - Practice # 8",Q10,DTOP-OLD
sra_s7_q9_o8,sra_s7_q9,8,I don't know.,"Develop an incident response plan that covers broad categories of incidents to prepare for. Ensure that security incident response, reporting, and mitigation procedures are followed by workforce members, are conducted in a timely manner, and their outcomes are properly documented and communicated to the appropriate workforce members. Also consider testing the plan to ensure its effectiveness. Describe requirements for users to report suspicious activities in the organization and for the cybersecurity department to manage incident response.","HIPAA: §164.308(a)(6)(i) 
NIST CSF: DE.AE, RS.CO, RC.CO, PR.PS, RS.IP 
HPH CPG: 7, 18, 19 
HICP: TV1 - Practice # 8",Q10,DTOP-OLD
sra_s7_q9_o9,sra_s7_q9,9,Other.,"Consider developing an incident response plan that covers broad categories of incidents to prepare for. Ensure that security incident response, reporting, and mitigation procedures are followed by workforce members, are conducted in a timely manner, and their outcomes are properly documented and communicated to the appropriate workforce members. Also consider testing the plan to ensure its effectiveness. Describe requirements for users to report suspicious activities in the organization and for the cybersecurity department to manage incident response.","HIPAA: §164.308(a)(6)(i) 
NIST CSF: DE.AE, RS.CO, RC.CO, PR.PS, RS.IP 
HPH CPG: 7, 18, 19 
HICP: TV1 - Practice # 8",Q10,DTOP-OLD
sra_s7_q10_o1,sra_s7_q10,1,Yes.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI. Before an incident occurs, make sure you understand who will lead your incident investigation. Additionally, make sure you understand which personnel will support the leader during each phase of the investigation. At minimum, you should identify the top security expert who will provide direction to the supporting personnel.","HIPAA: §164.308(a)(6)(ii) 
NIST CSF: RC.CO, GV.RM, PR.PS, DE.AE, RS.MA, RS.CO, RS.AN, RS.MI, ID.AM, GV.RR, GV.PO, GV.OV 
HPH CPG: 7, 19 
HICP: TV1 - Practice # 8",Q11,DTOP-OLD
