source_id,target_id,rel_type,source_document
sra_s1_v1,thr_8e38ca4f59,HAS_THREAT,DTOP-OLD
sra_s1_v1,thr_b8132ee8ec,HAS_THREAT,DTOP-OLD
sra_s1_v1,thr_31ea173e84,HAS_THREAT,DTOP-OLD
sra_s1_v1,thr_1e6a8928d6,HAS_THREAT,DTOP-OLD
sra_s1_v1,thr_d8aa7940a5,HAS_THREAT,DTOP-OLD
sra_s1_v2,thr_2e21d9afd7,HAS_THREAT,DTOP-OLD
sra_s1_v2,thr_ec075a4a11,HAS_THREAT,DTOP-OLD
sra_s1_v2,thr_6f26600878,HAS_THREAT,DTOP-OLD
sra_s1_v2,thr_1a49ae52f8,HAS_THREAT,DTOP-OLD
sra_s1_v2,thr_dccaa33f3d,HAS_THREAT,DTOP-OLD
sra_s1_v2,thr_5149cc53e6,HAS_THREAT,DTOP-OLD
sra_s1_v2,thr_a8b908d96f,HAS_THREAT,DTOP-OLD
sra_s1_v3,thr_5149cc53e6,HAS_THREAT,DTOP-OLD
sra_s1_v3,thr_11d726641e,HAS_THREAT,DTOP-OLD
sra_s1_v3,thr_5d11437c4f,HAS_THREAT,DTOP-OLD
sra_s1_v3,thr_e6b4bc79d5,HAS_THREAT,DTOP-OLD
sra_s1_v4,thr_2e21d9afd7,HAS_THREAT,DTOP-OLD
sra_s1_v4,thr_6f26600878,HAS_THREAT,DTOP-OLD
sra_s1_v4,thr_9758bd6f00,HAS_THREAT,DTOP-OLD
sra_s1_v4,thr_3dab9dc987,HAS_THREAT,DTOP-OLD
sra_s1_v4,thr_ed35e7990e,HAS_THREAT,DTOP-OLD
sra_s1_v4,thr_014da02ae4,HAS_THREAT,DTOP-OLD
sra_s1_v5,thr_73511a85ad,HAS_THREAT,DTOP-OLD
sra_s1_v5,thr_a224af276c,HAS_THREAT,DTOP-OLD
sra_s1_v5,thr_643125ef24,HAS_THREAT,DTOP-OLD
sra_s2_v1,thr_e4f3d5b1b2,HAS_THREAT,DTOP-OLD
sra_s2_v1,thr_0955220687,HAS_THREAT,DTOP-OLD
sra_s2_v2,thr_5980683982,HAS_THREAT,DTOP-OLD
sra_s2_v2,thr_e1f7c855dd,HAS_THREAT,DTOP-OLD
sra_s2_v2,thr_dd0464d1e6,HAS_THREAT,DTOP-OLD
sra_s2_v2,thr_00263ff016,HAS_THREAT,DTOP-OLD
sra_s2_v2,thr_2542c1d8d4,HAS_THREAT,DTOP-OLD
sra_s2_v3,thr_4411b31a10,HAS_THREAT,DTOP-OLD
sra_s2_v3,thr_dceceb0046,HAS_THREAT,DTOP-OLD
sra_s2_v4,thr_14a0f53881,HAS_THREAT,DTOP-OLD
sra_s2_v4,thr_06625591cc,HAS_THREAT,DTOP-OLD
sra_s2_v4,thr_f434fe5f5b,HAS_THREAT,DTOP-OLD
sra_s3_v1,thr_886172f427,HAS_THREAT,DTOP-OLD
sra_s3_v1,thr_652318d8ff,HAS_THREAT,DTOP-OLD
sra_s3_v1,thr_000adfe5a9,HAS_THREAT,DTOP-OLD
sra_s3_v1,thr_00909e5917,HAS_THREAT,DTOP-OLD
sra_s3_v1,thr_2542c1d8d4,HAS_THREAT,DTOP-OLD
sra_s3_v1,thr_609628aff0,HAS_THREAT,DTOP-OLD
sra_s3_v1,thr_6f26600878,HAS_THREAT,DTOP-OLD
sra_s3_v2,thr_2e21d9afd7,HAS_THREAT,DTOP-OLD
sra_s3_v2,thr_b52d3c1a1d,HAS_THREAT,DTOP-OLD
sra_s3_v2,thr_5c34490daf,HAS_THREAT,DTOP-OLD
sra_s3_v2,thr_3cc1bb2e10,HAS_THREAT,DTOP-OLD
sra_s3_v2,thr_97f6a8d79f,HAS_THREAT,DTOP-OLD
sra_s3_v2,thr_c661d81313,HAS_THREAT,DTOP-OLD
sra_s3_v3,thr_2e21d9afd7,HAS_THREAT,DTOP-OLD
sra_s3_v3,thr_b52d3c1a1d,HAS_THREAT,DTOP-OLD
sra_s3_v3,thr_9ffc00b88c,HAS_THREAT,DTOP-OLD
sra_s3_v3,thr_3cc1bb2e10,HAS_THREAT,DTOP-OLD
sra_s3_v3,thr_8594b55b75,HAS_THREAT,DTOP-OLD
sra_s3_v3,thr_578d16ad1f,HAS_THREAT,DTOP-OLD
sra_s3_v4,thr_086fa0c650,HAS_THREAT,DTOP-OLD
sra_s3_v4,thr_14b5af2a3f,HAS_THREAT,DTOP-OLD
sra_s3_v4,thr_65f2ccd09d,HAS_THREAT,DTOP-OLD
sra_s4_v1,thr_83d400a669,HAS_THREAT,DTOP-OLD
sra_s4_v1,thr_461a893df7,HAS_THREAT,DTOP-OLD
sra_s4_v1,thr_65019b9b33,HAS_THREAT,DTOP-OLD
sra_s4_v1,thr_9b761daaad,HAS_THREAT,DTOP-OLD
sra_s4_v1,thr_c019419651,HAS_THREAT,DTOP-OLD
sra_s4_v2,thr_448639f4bf,HAS_THREAT,DTOP-OLD
sra_s4_v2,thr_d10a24a0ca,HAS_THREAT,DTOP-OLD
sra_s4_v3,thr_e1ef6299bf,HAS_THREAT,DTOP-OLD
sra_s4_v3,thr_4bd5ff6330,HAS_THREAT,DTOP-OLD
sra_s4_v3,thr_4478474277,HAS_THREAT,DTOP-OLD
sra_s4_v3,thr_8e4ee3e1aa,HAS_THREAT,DTOP-OLD
sra_s4_v4,thr_e1ef6299bf,HAS_THREAT,DTOP-OLD
sra_s4_v4,thr_7bf077bcaf,HAS_THREAT,DTOP-OLD
sra_s4_v4,thr_328b52d1f5,HAS_THREAT,DTOP-OLD
sra_s4_v5,thr_465f7b88c4,HAS_THREAT,DTOP-OLD
sra_s4_v5,thr_2a1a9bb74a,HAS_THREAT,DTOP-OLD
sra_s4_v5,thr_2b0cf87175,HAS_THREAT,DTOP-OLD
sra_s4_v6,thr_4f5dd81523,HAS_THREAT,DTOP-OLD
sra_s4_v6,thr_83d400a669,HAS_THREAT,DTOP-OLD
sra_s4_v6,thr_8e7e9005de,HAS_THREAT,DTOP-OLD
sra_s4_v6,thr_4478474277,HAS_THREAT,DTOP-OLD
sra_s4_v6,thr_8e4ee3e1aa,HAS_THREAT,DTOP-OLD
sra_s4_v7,thr_a930493b04,HAS_THREAT,DTOP-OLD
sra_s4_v7,thr_37531fdbf8,HAS_THREAT,DTOP-OLD
sra_s4_v7,thr_4f7f39ec80,HAS_THREAT,DTOP-OLD
sra_s4_v7,thr_e1ef6299bf,HAS_THREAT,DTOP-OLD
sra_s4_v7,thr_73dd166be6,HAS_THREAT,DTOP-OLD
sra_s4_v7,thr_8e4ee3e1aa,HAS_THREAT,DTOP-OLD
sra_s4_v8,thr_c46640f73a,HAS_THREAT,DTOP-OLD
sra_s4_v8,thr_65019b9b33,HAS_THREAT,DTOP-OLD
sra_s4_v8,thr_4928f9f937,HAS_THREAT,DTOP-OLD
sra_s4_v8,thr_37531fdbf8,HAS_THREAT,DTOP-OLD
sra_s4_v8,thr_6127056b33,HAS_THREAT,DTOP-OLD
sra_s4_v8,thr_a36aab569b,HAS_THREAT,DTOP-OLD
sra_s4_v8,thr_e1ef6299bf,HAS_THREAT,DTOP-OLD
sra_s4_v8,thr_73dd166be6,HAS_THREAT,DTOP-OLD
sra_s4_v8,thr_8e4ee3e1aa,HAS_THREAT,DTOP-OLD
sra_s4_v9,thr_6127056b33,HAS_THREAT,DTOP-OLD
sra_s4_v9,thr_be6fcecae8,HAS_THREAT,DTOP-OLD
sra_s4_v9,thr_8edfc7606f,HAS_THREAT,DTOP-OLD
sra_s4_v9,thr_6f20796cec,HAS_THREAT,DTOP-OLD
sra_s4_v10,thr_e1ef6299bf,HAS_THREAT,DTOP-OLD
sra_s4_v10,thr_8e4ee3e1aa,HAS_THREAT,DTOP-OLD
sra_s4_v10,thr_8e7e9005de,HAS_THREAT,DTOP-OLD
sra_s5_v1,thr_21f3104161,HAS_THREAT,DTOP-OLD
sra_s5_v1,thr_7838658173,HAS_THREAT,DTOP-OLD
sra_s5_v1,thr_bf98438ad6,HAS_THREAT,DTOP-OLD
sra_s5_v1,thr_6782d08605,HAS_THREAT,DTOP-OLD
sra_s5_v2,thr_cb82f71608,HAS_THREAT,DTOP-OLD
sra_s5_v2,thr_15ad7f99de,HAS_THREAT,DTOP-OLD
sra_s5_v2,thr_fcb0333e76,HAS_THREAT,DTOP-OLD
sra_s5_v2,thr_6f26600878,HAS_THREAT,DTOP-OLD
sra_s5_v2,thr_e1ef6299bf,HAS_THREAT,DTOP-OLD
sra_s5_v2,thr_73dd166be6,HAS_THREAT,DTOP-OLD
sra_s5_v2,thr_8e4ee3e1aa,HAS_THREAT,DTOP-OLD
sra_s5_v2,thr_d0132b2a39,HAS_THREAT,DTOP-OLD
sra_s5_v3,thr_7fb174926a,HAS_THREAT,DTOP-OLD
sra_s5_v3,thr_cb556789cb,HAS_THREAT,DTOP-OLD
sra_s5_v3,thr_3b1c28d79a,HAS_THREAT,DTOP-OLD
sra_s5_v3,thr_3e86951797,HAS_THREAT,DTOP-OLD
sra_s5_v4,thr_a33c3f6a3b,HAS_THREAT,DTOP-OLD
sra_s5_v4,thr_7e5e6b8513,HAS_THREAT,DTOP-OLD
sra_s5_v4,thr_834c3bddd3,HAS_THREAT,DTOP-OLD
sra_s5_v4,thr_11d726641e,HAS_THREAT,DTOP-OLD
sra_s5_v4,thr_dd0464d1e6,HAS_THREAT,DTOP-OLD
sra_s5_v4,thr_4acfa0cf2d,HAS_THREAT,DTOP-OLD
sra_s5_v4,thr_677b68301a,HAS_THREAT,DTOP-OLD
sra_s5_v4,thr_541bdbe5e4,HAS_THREAT,DTOP-OLD
sra_s5_v5,thr_e1ef6299bf,HAS_THREAT,DTOP-OLD
sra_s5_v5,thr_4928f9f937,HAS_THREAT,DTOP-OLD
sra_s5_v5,thr_7bf077bcaf,HAS_THREAT,DTOP-OLD
sra_s5_v5,thr_414a1bac0c,HAS_THREAT,DTOP-OLD
sra_s5_v5,thr_4416006326,HAS_THREAT,DTOP-OLD
sra_s5_v6,thr_b9c669eb81,HAS_THREAT,DTOP-OLD
sra_s5_v6,thr_331c6820a7,HAS_THREAT,DTOP-OLD
sra_s5_v6,thr_8e4ee3e1aa,HAS_THREAT,DTOP-OLD
sra_s5_v6,thr_e1ef6299bf,HAS_THREAT,DTOP-OLD
sra_s5_v6,thr_060716334c,HAS_THREAT,DTOP-OLD
sra_s5_v7,thr_d9d11f75e2,HAS_THREAT,DTOP-OLD
sra_s5_v7,thr_23ebfae78d,HAS_THREAT,DTOP-OLD
sra_s5_v7,thr_8cecb30945,HAS_THREAT,DTOP-OLD
sra_s5_v7,thr_11d726641e,HAS_THREAT,DTOP-OLD
sra_s5_v7,thr_4928f9f937,HAS_THREAT,DTOP-OLD
sra_s5_v7,thr_f80b1942c7,HAS_THREAT,DTOP-OLD
sra_s5_v7,thr_e585990430,HAS_THREAT,DTOP-OLD
sra_s5_v7,thr_541bdbe5e4,HAS_THREAT,DTOP-OLD
sra_s5_v7,thr_c8f4e83c5f,HAS_THREAT,DTOP-OLD
sra_s5_v7,thr_39f3cd47ce,HAS_THREAT,DTOP-OLD
sra_s5_v7,thr_6f20796cec,HAS_THREAT,DTOP-OLD
sra_s6_v1,thr_29e7bf494b,HAS_THREAT,DTOP-OLD
sra_s6_v1,thr_bcc3b44c3d,HAS_THREAT,DTOP-OLD
sra_s6_v1,thr_e9ee94225b,HAS_THREAT,DTOP-OLD
sra_s6_v1,thr_11d726641e,HAS_THREAT,DTOP-OLD
sra_s6_v1,thr_4928f9f937,HAS_THREAT,DTOP-OLD
sra_s6_v1,thr_dd0464d1e6,HAS_THREAT,DTOP-OLD
sra_s6_v1,thr_e585990430,HAS_THREAT,DTOP-OLD
sra_s6_v1,thr_c8f4e83c5f,HAS_THREAT,DTOP-OLD
sra_s6_v1,thr_6f20796cec,HAS_THREAT,DTOP-OLD
sra_s6_v2,thr_f6fd39b62d,HAS_THREAT,DTOP-OLD
sra_s6_v2,thr_7c67e24dd7,HAS_THREAT,DTOP-OLD
sra_s6_v2,thr_e086196f08,HAS_THREAT,DTOP-OLD
sra_s6_v2,thr_4178f7a69e,HAS_THREAT,DTOP-OLD
sra_s6_v2,thr_404fcf57db,HAS_THREAT,DTOP-OLD
sra_s6_v3,thr_8594b55b75,HAS_THREAT,DTOP-OLD
sra_s6_v3,thr_e3bd07797d,HAS_THREAT,DTOP-OLD
sra_s6_v3,thr_4f7a045bec,HAS_THREAT,DTOP-OLD
sra_s6_v3,thr_4928f9f937,HAS_THREAT,DTOP-OLD
sra_s6_v3,thr_59c6e8d519,HAS_THREAT,DTOP-OLD
sra_s6_v3,thr_00815c731d,HAS_THREAT,DTOP-OLD
sra_s6_v3,thr_8e4ee3e1aa,HAS_THREAT,DTOP-OLD
sra_s6_v3,thr_9ff1826025,HAS_THREAT,DTOP-OLD
sra_s6_v3,thr_e1ef6299bf,HAS_THREAT,DTOP-OLD
sra_s6_v4,thr_20af66a637,HAS_THREAT,DTOP-OLD
