statement_id_key,assessment,statement_id,description,subcategory,domain,subject_tags,in_md,in_csv,source_document
stmt_mat_hris_008,maturity,PR.PS-02.01,"The organization defines and implements controls to identify patches to technology assets, assess patch criticality and risk, test patches, and apply patches within risk/criticality-based target time frames.",PROTECT / Platform Security / Software Maintenance & Replacement,HRIS,"#application_security, #asset_management, #patch_management, #vulnerability_management",true,true,DTOP-OLD
stmt_mat_hris_009,maturity,PR.PS-02.02,The organization establishes standards and practices for ongoing application management to ensure that applications remain secure and continue to meet organizational needs.,PROTECT / Platform Security / Software Maintenance & Replacement,HRIS,"#application_security, #application_security_testing, #policy_management, #vulnerability_management",true,true,DTOP-OLD
stmt_mat_hris_010,maturity,PR.PS-06.01,"The organization implements Secure Systems Development Lifecycle processes for in-house software design, configuration, and development, employing best practices from secure-by-design methodologies (e.g., secure coding, code review, application security testing, etc.) during all phases of both traditional and agile projects.",PROTECT / Platform Security / Secure Systems Development Practices,HRIS,"#application_security, #application_security_testing, #secure_system_development, #security_baselines, #technology_development_lifecycle, #vulnerability_management",true,true,DTOP-OLD
stmt_mat_hris_011,maturity,PR.PS-06.02,"The architecture, design, coding, testing, and operationalization of system solutions address the unique security, resilience, technical, and operational characteristics of the target platform environment(s) (e.g., distributed system, mainframe, cloud, API, mobile, database, etc.)",PROTECT / Platform Security / Secure Systems Development Practices,HRIS,"#application_security, #architecture, #cryptography_management, #infrastructure_security, #mission_and_strategy, #resilience",true,true,DTOP-OLD
stmt_mat_hris_012,maturity,PR.PS-06.03,"Functional, operational, resilience, and security requirements for system development and implementation projects are documented, agreed to by relevant stakeholders, and tracked and managed through development, testing, assurance, acceptance, and delivery.",PROTECT / Platform Security / Secure Systems Development Practices,HRIS,"#application_security, #architecture, #infrastructure_security, #resilience, #secure_system_development, #security_baselines, #technology_development_lifecycle",true,true,DTOP-OLD
stmt_mat_hris_013,maturity,PR.PS-06.04,"Systems development and testing tools, processes, and environments employ security mechanisms to protect and improve the integrity and confidentiality of both the SDLC process and the resulting product (e.g., secured code repositories, segmented environments, automated builds, etc.)",PROTECT / Platform Security / Secure Systems Development Practices,HRIS,"#application_security, #application_security_testing, #architecture, #cryptography_management, #data_protection, #infrastructure_security, #secure_system_development, #security_baselines, #technology_development_lifecycle",true,true,DTOP-OLD
stmt_mat_hris_014,maturity,PR.PS-06.05,"A software security testing and validation strategy is developed and implemented in the development lifecycle of all software projects, defining testing requirements and plans; performing/automating testing, vulnerability scanning, and migration activities; and supporting code integrity verification (e.g., using digital signatures).",PROTECT / Platform Security / Secure Systems Development Practices,HRIS,"#application_security_testing, #cryptography_management, #patch_management, #penetration_testing, #secure_system_development, #technology_development_lifecycle, #vulnerability_management",true,true,DTOP-OLD
stmt_mat_hris_015,maturity,PR.PS-06.06,"The system development lifecycle remediates known critical vulnerabilities, and critical vulnerabilities discovered during testing, prior to production deployment.",PROTECT / Platform Security / Secure Systems Development Practices,HRIS,"#application_security_testing, #patch_management, #secure_system_development, #technology_development_lifecycle, #vulnerability_management",true,true,DTOP-OLD
stmt_mat_hris_016,maturity,GV.OC-01.01,"Technology and cybersecurity strategies, architectures, and programs are formally governed to align with and support the organization's mission, objectives, priorities, tactical initiatives, and risk profile.",GOVERN / Organizational Context / Organizational Mission,HRIS,"#architecture, #mission_and_strategy, #risk_management",true,true,DTOP-OLD
stmt_mat_hris_017,maturity,GV.OC-04.01,"The organization maintains an inventory of key internal assets, business functions, and external dependencies that includes mappings to other assets, business functions, and information flows.",GOVERN / Organizational Context / Stakeholder Service Expectations,HRIS,"#architecture, #asset_management, #data_flow, #dependency_management, #network_diagrams, #resilience",true,true,DTOP-OLD
stmt_mat_hris_018,maturity,GV.OC-05.03,"The organization defines objectives (e.g., Recovery Time Objective, Maximum Tolerable Downtime, Impact Tolerance) for the resumption of critical operations in alignment with business imperatives, stakeholder obligations, and critical infrastructure dependencies.",GOVERN / Organizational Context / Organizational Service Dependencies,HRIS,"#architecture, #asset_management, #business_impact_analysis, #critical_infrastructure, #data_backup, #data_flow, #data_integrity, #disaster_recovery, #network_diagrams, #resilience, #roles_and_responsibilities, #security_logging_monitoring_and_alerting, #technology_availability",true,true,DTOP-OLD
stmt_mat_hris_019,maturity,GV.OC-05.04,"Recovery point objectives to support data integrity are consistent with the organization's recovery time objectives, information flow dependencies between systems, and business obligations.",GOVERN / Organizational Context / Organizational Service Dependencies,HRIS,"#architecture, #data_backup, #data_flow, #data_integrity, #dependency_management, #disaster_recovery, #network_diagrams, #resilience",true,true,DTOP-OLD
stmt_mat_hris_020,maturity,GV.RM-08.04,"The organization integrates the use of technology architecture in its governance processes to support consistent approaches to security and technology design, integration of third party services, consideration and adoption of new technologies, and investment and procurement decisioning.",GOVERN / Risk Management Strategy  / Technology Assimilation & Implementations,HRIS,"#architecture, #mission_and_strategy",true,true,DTOP-OLD
stmt_mat_hris_021,maturity,GV.RM-08.05,"The technology architecture and associated management processes should be comprehensive (e.g., consider the full life cycle of infrastructure, applications, emerging technologies, and relevant data) and designed to achieve security and resilience commensurate with business needs.",GOVERN / Risk Management Strategy  / Technology Assimilation & Implementations,HRIS,"#architecture, #mission_and_strategy",true,true,DTOP-OLD
stmt_mat_hris_022,maturity,PR.PS-06.10,"The organization establishes policies and procedures for the secure design, configuration, modification, and operation of databases, data stores, and data analytics platforms consistent with the criticality of the data being managed.",PROTECT / Platform Security / Secure Systems Development Practices,HRIS,"#architecture, #data_protection, #policy_management, #security_baselines",true,true,DTOP-OLD
stmt_mat_hris_023,maturity,PR.IR-01.01,"Networks, systems, and external connections are segmented (e.g., using firewalls, software-defined networks, guest wireless networks, etc.) to implement defense-in-depth and access isolation principles.",PROTECT / Technology Infrastructure Resilience / Logical Access Protections,HRIS,"#architecture, #boundary_protection, #infrastructure_security, #network_diagrams, #network_segmentation",true,true,DTOP-OLD
stmt_mat_hris_024,maturity,PR.IR-01.02,"Network device configurations (e.g., firewall rules, ports, and protocols) are documented, reviewed and updated regularly and upon change to ensure alignment with network access, segmentation, traversal, and deny-all default requirements.",PROTECT / Technology Infrastructure Resilience / Logical Access Protections,HRIS,"#architecture, #boundary_protection, #endpoint_security, #infrastructure_security, #network_diagrams, #network_segmentation, #security_baselines",true,true,DTOP-OLD
stmt_mat_hris_025,maturity,PR.IR-01.04,"The organization controls access to its wireless networks and the information that these networks process by implementing appropriate mechanisms (e.g., strong authentication for authentication and transmission, preventing unauthorized devices from connecting to the internal networks, restricting unauthorized traffic, and segregating guest wireless networks).",PROTECT / Technology Infrastructure Resilience / Logical Access Protections,HRIS,"#architecture, #authentication, #authorization, #boundary_protection, #infrastructure_protection, #network_diagrams, #network_segmentation",true,true,DTOP-OLD
stmt_mat_hris_026,maturity,PR.IR-01.06,The organization's production and non-production environments and data are segregated and managed to prevent unauthorized access or changes to the information assets.,PROTECT / Technology Infrastructure Resilience / Logical Access Protections,HRIS,"#architecture, #data_protection, #encryption, #identity_and_access_management, #network_segmentation, #separation_of_duties",true,true,DTOP-OLD
stmt_mat_hris_027,maturity,PR.IR-03.01,"The organization implements mechanisms (e.g., failsafe, load balancing, hot swaps, redundant equipment, alternate services, backup facilities, etc.) to achieve resilience requirements in normal and adverse situations.",PROTECT / Technology Infrastructure Resilience / Resilience Measures,HRIS,"#architecture, #critical_infrastructure, #data_backup, #disaster_recovery, #hotswap, #incident_management, #resilience, #technology_availability",true,true,DTOP-OLD
stmt_mat_hris_028,maturity,PR.IR-04.01,Baseline measures of network and system utilization and transaction activity are captured to support capacity planning and anomalous activity detection.,PROTECT / Technology Infrastructure Resilience / Capacity Management,HRIS,"#architecture, #security_logging_monitoring_and_alerting",true,true,DTOP-OLD
stmt_mat_hris_029,maturity,GV.RM-09.02,"The resilience program ensures that the organization can continue operating critical business functions and deliver services to stakeholders, to include critical infrastructure partners, during adverse incidents and cyber attacks (e.g., propagation of malware or extended system outages).",GOVERN / Risk Management Strategy  / Business Continuity & Resilience Risk Management,HRIS,"#asset_inventory, #asset_management, #business_impact_analysis, #critical_infrastructure, #resilience, #security_logging_monitoring_and_alerting, #technology_availability, #threat_landscape",true,true,DTOP-OLD
stmt_mat_hris_030,maturity,GV.RR-02.03,"Resilience program roles and responsibilities are assigned to management across the organization to ensure risk assessment, planning, testing, and execution coverage for all critical business functions.","GOVERN / Roles, Responsibilities, and Authorities / Risk Management Roles & Responsibilities",HRIS,"#asset_inventory, #asset_management, #business_impact_analysis, #critical_infrastructure, #resilience, #review_assessment_and_testing, #risk_management, #roles_and_responsibilities, #technology_availability, #threat_management",true,true,DTOP-OLD
stmt_mat_hris_031,maturity,GV.OC-04.04,"The organization prioritizes the resilience design, planning, testing, and monitoring of systems and other key internal and external dependencies according to their criticality to the supported business functions, enterprise mission, and to the financial services sector.",GOVERN / Organizational Context / Stakeholder Service Expectations,HRIS,"#asset_management, #business_impact_analysis, #business_process, #critical_infrastructure, #dependency_management, #resilience, #security_logging_monitoring_and_alerting, #technology_availability",true,true,DTOP-OLD
stmt_mat_hris_032,maturity,GV.OC-05.01,"The organization identifies, assesses, and documents the key dependencies, interdependencies, and potential points of failure to support the delivery of critical services (e.g., systems, business processes, workforce, third parties, facilities, etc.)",GOVERN / Organizational Context / Organizational Service Dependencies,HRIS,"#asset_management, #business_impact_analysis, #business_process, #critical_infrastructure, #dependency_management, #staffing_and_resource_management, #supply_chain_management, #third_party_risk_management",true,true,DTOP-OLD
stmt_mat_hris_033,maturity,GV.OC-05.02,"The organization has prioritized its external dependencies according to their criticality to the supported enterprise mission, business functions, and to the financial services sector.",GOVERN / Organizational Context / Organizational Service Dependencies,HRIS,"#asset_management, #business_impact_analysis, #dependency_management, #supply_chain_management, #third_party_risk_management",true,true,DTOP-OLD
stmt_mat_hris_034,maturity,GV.RR-02.06,"Roles and responsibilities for the inventory, ownership, and custodianship of applications, data and other technology assets are established and maintained.","GOVERN / Roles, Responsibilities, and Authorities / Risk Management Roles & Responsibilities",HRIS,"#asset_management, #asset_ownership, #critical_infrastructure, #data_classification, #data_lifecycle, #data_protection, #roles_and_responsibilities",true,true,DTOP-OLD
stmt_mat_hris_035,maturity,PR.AA-06.01,"The organization manages, protects, and logs physical access to sensitive areas, devices, consoles, equipment, and network cabling and infrastructure.","PROTECT / Identity Management, Authentication, and Access Control / Physical Access",HRIS,"#asset_management, #facilities_management, #identity_and_access_management, #physical_access, #physical_infrastructure, #security_logging_monitoring_and_alerting",true,true,DTOP-OLD
stmt_mat_hris_036,maturity,PR.DS-11.01,"The organization defines and implements standards and procedures for configuring and performing backups and data replications, including defining backup requirements by data/application/infrastructure criticality, segregating (e.g., air-gapping) and securing backups, verifying backup integrity, and performing backup restoration testing.",PROTECT / Data Security / Data Backup,HRIS,"#asset_management, #critical_infrastructure, #data_backup, #data_integrity, #disaster_recovery, #policy_management, #resilience",true,true,DTOP-OLD
stmt_mat_hris_037,maturity,PR.PS-02.03,"Technology obsolescence, unsupported systems, and end-of-life decommissioning/replacements are addressed in a risk-based manner and actively planned for, funded, managed, and securely executed.",PROTECT / Platform Security / Software Maintenance & Replacement,HRIS,"#asset_management, #vulnerability_management",true,true,DTOP-OLD
stmt_mat_hris_038,maturity,GV.AU-01.01,"The organization has an independent audit function (i.e., internal audit group or external auditor) that follows generally accepted audit practices and approved audit policies and procedures.",GOVERN / Independent Audit Function / Independent Audit Compliance Assessment,HRIS,"#audit_planning_and_testing, #organizational_structure",true,true,DTOP-OLD
stmt_mat_hris_039,maturity,GV.AU-01.02,"The organization has an independent audit plan that provides for the evaluation of technology and cybersecurity risk, including compliance with the approved risk management framework, policies, and processes for technology, cybersecurity, and resilience; and how well the organization adapts to the evolving risk environment while remaining within its stated risk appetite and tolerance.",GOVERN / Independent Audit Function / Independent Audit Compliance Assessment,HRIS,"#audit_planning_and_testing, #risk_appetite_/_tolerance, #risk_oversight",true,true,DTOP-OLD
stmt_mat_hris_040,maturity,GV.AU-01.03,"The independent audit function tests technology management, cybersecurity, incident response, and resilience policies and controls.",GOVERN / Independent Audit Function / Independent Audit Compliance Assessment,HRIS,"#audit_planning_and_testing, #review_assessment_and_testing",true,true,DTOP-OLD
stmt_mat_hris_041,maturity,GV.AU-01.04,"The independent audit function evaluates and tests third-party risk management policies and controls, identifies weaknesses and gaps, and recommends improvements to senior management and the governing authority (e.g., the Board or one of its committees).",GOVERN / Independent Audit Function / Independent Audit Compliance Assessment,HRIS,"#audit_planning_and_testing, #board_or_committee_oversight, #metrics_and_reporting, #policy_management, #review_assessment_and_testing, #risk_management, #risk_oversight, #supply_chain_management, #third_party_risk_management",true,true,DTOP-OLD
stmt_mat_hris_042,maturity,GV.AU-01.05,An independent audit function assesses compliance with applicable laws and regulations.,GOVERN / Independent Audit Function / Independent Audit Compliance Assessment,HRIS,"#audit_planning_and_testing, #review_assessment_and_testing",true,true,DTOP-OLD
stmt_mat_hris_043,maturity,GV.AU-02.01,"A formal process is in place for the independent audit function to review and update its procedures and audit plans regularly or in response to changes in relevant standards, the technology environment, or the business environment.",GOVERN / Independent Audit Function / Independent Audit Procedures,HRIS,"#audit_planning_and_testing, #compliance, #industry_standards, #policy_management",true,true,DTOP-OLD
stmt_mat_hris_044,maturity,GV.AU-02.02,"A formal process is in place for the independent audit function to update its procedures and audit plans based on changes to the organization's risk appetite, risk tolerance, threat environment, and evolving risk profile.",GOVERN / Independent Audit Function / Independent Audit Procedures,HRIS,"#audit_planning_and_testing, #policy_management, #risk_appetite_/_tolerance",true,true,DTOP-OLD
stmt_mat_hris_045,maturity,GV.AU-03.01,The independent audit function reviews technology and cybersecurity practices and identifies weaknesses and gaps.,GOVERN / Independent Audit Function / Independent Audit Reporting,HRIS,#audit_planning_and_testing,true,true,DTOP-OLD
stmt_mat_hris_046,maturity,GV.AU-03.02,The independent audit function tracks identified issues and corrective actions from internal audits and independent testing/assessments to ensure timely resolution.,GOVERN / Independent Audit Function / Independent Audit Reporting,HRIS,#audit_planning_and_testing,true,true,DTOP-OLD
stmt_mat_hris_047,maturity,GV.AU-03.03,"The independent audit function reports to the governing authority (e.g., the Board or one of its committees) within the organization, including when its assessment differs from that of the organization, or when risk tolerance has been exceeded in any part of the organization.",GOVERN / Independent Audit Function / Independent Audit Reporting,HRIS,"#audit_planning_and_testing, #board_or_committee_oversight, #metrics_and_reporting, #review_assessment_and_testing, #risk_appetite_/_tolerance, #risk_management, #risk_oversight",true,true,DTOP-OLD
stmt_mat_hris_048,maturity,PR.AA-01.01,"Identities and credentials are actively managed or automated for authorized devices and users (e.g., removal of default and factory passwords, password strength requirements, automatic revocation of credentials under defined conditions, regular asset owner access review, etc.).","PROTECT / Identity Management, Authentication, and Access Control / Identity & Credential Management",HRIS,"#authentication, #authorization, #credential_management, #identity_and_access_management",true,true,DTOP-OLD
stmt_mat_hris_049,maturity,PR.AA-02.01,"The organization authenticates identity, validates the authorization level of a user before granting access to its systems, limits the use of an account to a single individual, and attributes activities to the user in logs and transactions.","PROTECT / Identity Management, Authentication, and Access Control / Identity Binding to Credentials",HRIS,"#authentication, #authorization, #credential_management, #identity_and_access_management, #security_logging_monitoring_and_alerting",true,true,DTOP-OLD
stmt_mat_hris_050,maturity,PR.AA-03.01,"Based on the risk level of a user access or a specific transaction, the organization defines and implements authentication requirements, which may include multi-factor or out-of-band authentication, and may adopt other real-time risk prevention or mitigation tactics.","PROTECT / Identity Management, Authentication, and Access Control / Authentication",HRIS,"#authentication, #authorization, #credential_management, #identity_and_access_management, #multi_factor_authentication, #risk_management",true,true,DTOP-OLD
stmt_mat_hris_051,maturity,PR.AA-03.02,"Decisions to authorize user access to devices and other assets are made with consideration of:  (1) Business need for the access; (2) The type of data being accessed (e.g., customer PII, public data); (3) The risk of the transaction (e.g., internal-to-internal, external-to-internal); (4) The organization's level of trust for the accessing agent (e.g., external application, internal user); and (5) The potential for harm.","PROTECT / Identity Management, Authentication, and Access Control / Authentication",HRIS,"#authentication, #authorization, #identity_and_access_management, #least_privileged_access, #privileged_access",true,false,DTOP-OLD
stmt_mat_hris_052,maturity,PR.AA-03.03,"The organization reduces fraudulent activity and protects reputational integrity through email verification mechanisms (e.g., DMARC, DKIM), call-back verification, secure file exchange facilities, out-of-band communications, customer outreach and education, and other tactics designed to thwart imposters and fraudsters.","PROTECT / Identity Management, Authentication, and Access Control / Authentication",HRIS,"#authentication, #fraud, #identity_and_access_management, #program_maturity",true,true,DTOP-OLD
stmt_mat_hris_053,maturity,PR.AA-04.01,"Access credential and authorization mechanisms for internal systems and across security perimeters (e.g., leveraging directory services, directory synchronization, single sign-on, federated access, credential mapping, etc.) are designed to maintain security, integrity, and authenticity.","PROTECT / Identity Management, Authentication, and Access Control / Identity Assertions",HRIS,"#authentication, #authorization, #credential_management, #identity_and_access_management",true,true,DTOP-OLD
stmt_mat_hris_054,maturity,PR.DS-01.01,"Data-at-rest is protected commensurate with the criticality and sensitivity of the information and in alignment with the data classification and protection policy (e.g., through the use of encryption, authentication, access control, segregation, masking, tokenization, and file integrity monitoring).",PROTECT / Data Security / Protection of Data at Rest,HRIS,"#authentication, #authorization, #critical_infrastructure, #data_classification, #data_integrity, #data_protection, #encryption, #identity_and_access_management, #obfuscation, #policy_management, #security_logging_monitoring_and_alerting, #separation_of_duties",true,true,DTOP-OLD
stmt_mat_hris_055,maturity,PR.DS-01.02,The organization implements data loss identification and prevention tools to monitor and protect against confidential data theft or destruction by an employee or an external actor.,PROTECT / Data Security / Protection of Data at Rest,HRIS,"#authentication, #authorization, #data_loss_prevention, #insider_threat, #security_logging_monitoring_and_alerting",true,true,DTOP-OLD
stmt_mat_hris_056,maturity,PR.DS-02.01,"Data-in-transit is protected commensurate with the criticality and sensitivity of the information and in alignment with the data classification and protection policy (e.g., through the use of encryption, authentication, access control, masking, tokenization, and alternate transit paths).",PROTECT / Data Security / Protection of Data in Transit,HRIS,"#authentication, #authorization, #critical_infrastructure, #data_classification, #data_integrity, #data_protection, #encryption, #identity_and_access_management, #obfuscation, #policy_management, #security_logging_monitoring_and_alerting",true,true,DTOP-OLD
stmt_mat_hris_057,maturity,PR.DS-10.01,"Data-in-use is protected commensurate with the criticality and sensitivity of the information and in alignment with the data classification and protection policy (e.g., through the use of encryption, authentication, access control, masking, tokenization, visual shielding, memory integrity monitoring, etc.)",PROTECT / Data Security / Protection of Data in Use,HRIS,"#authentication, #authorization, #critical_infrastructure, #data_classification, #data_integrity, #data_protection, #encryption, #identity_and_access_management, #obfuscation, #policy_management, #security_logging_monitoring_and_alerting",true,true,DTOP-OLD
stmt_mat_hris_058,maturity,PR.PS-01.04,"The organization documents its requirements for accurate and resilient time services (e.g., synchronization to a mandated or appropriate authoritative time source) and adopts best practice guidance in implementing and using these services for logging, event correlation, forensic analysis, authentication, transactional processing, and other purposes.",PROTECT / Platform Security / Configuration Management,HRIS,"#authentication, #resilience, #security_baselines, #security_logging_monitoring_and_alerting",true,true,DTOP-OLD
stmt_mat_hris_059,maturity,PR.PS-03.01,"The organization defines and implements controls for the on-site and remote maintenance and repair of the organization's technology assets (e.g., work must be performed by authorized personnel, use of approved procedures and tools, use of original or vendor-approved spare parts).",PROTECT / Platform Security / Hardware Maintenance,HRIS,"#authentication, #authorization, #identity_and_access_management, #infrastructure_security, #physical_security, #policy_management, #privileged_access, #remote_access",true,true,DTOP-OLD
stmt_mat_hris_060,maturity,PR.IR-01.05,"Remote access is carefully controlled (e.g., restricted to defined systems, access is actively managed (e.g., session timeouts, logging, forced disconnect, etc.), and encrypted connections with multi-factor authentication are used).",PROTECT / Technology Infrastructure Resilience / Logical Access Protections,HRIS,"#authentication, #authorization, #encryption, #identity_and_access_management, #multi_factor_authentication, #remote_access, #session_management",true,true,DTOP-OLD
stmt_mat_hris_061,maturity,PR.AA-01.02,"Physical and logical access to systems is permitted only for individuals who have a legitimate business requirement, have been authorized, and who are adequately trained and monitored.","PROTECT / Identity Management, Authentication, and Access Control / Identity & Credential Management",HRIS,"#authorization, #identity_and_access_management, #least_privileged_access, #physical_security, #training_and_awareness",true,true,DTOP-OLD
stmt_mat_hris_062,maturity,PR.AA-05.01,"The organization limits access privileges to the minimum necessary and with consideration of separation of duties (e.g., through role-based access control, asset owner access recertifications, etc.).","PROTECT / Identity Management, Authentication, and Access Control / Access Authorizations",HRIS,"#authorization, #least_privileged_access, #separation_of_duties",true,true,DTOP-OLD
stmt_mat_hris_063,maturity,PR.PS-01.02,The organization's systems are configured to provide only essential capabilities to implement the principle of least functionality.,PROTECT / Platform Security / Configuration Management,HRIS,"#authorization, #least_privileged_access, #separation_of_duties",true,true,DTOP-OLD
stmt_mat_hris_064,maturity,GV.RR-04.01,"The organization conducts (or causes the conduct of) background/screening checks on all personnel (employees and third party) upon hire/retention, at regular intervals throughout employment, and upon a change in role commensurate with their access to critical data and systems.","GOVERN / Roles, Responsibilities, and Authorities / Human Resource Practices",HRIS,"#background_checks, #business_impact_analysis, #critical_infrastructure, #fraud, #human_resources, #roles_and_responsibilities, #vendor_management",true,true,DTOP-OLD
stmt_mat_hris_065,maturity,GV.RR-04.03,"The organization integrates insider threat considerations into its human resource, risk management, and control programs to address the potential for malicious or unintentional harm by trusted employees or third parties.","GOVERN / Roles, Responsibilities, and Authorities / Human Resource Practices",HRIS,"#background_checks, #fraud, #insider_threat, #physical_access, #risk_management, #security_logging_monitoring_and_alerting",true,true,DTOP-OLD
stmt_mat_hris_066,maturity,GV.OC-03.02,"The organization implements and maintains a documented policy or policies that address customer data privacy that is approved by a designated officer or the organizationÕs appropriate governing body (e.g., the Board or one of its committees).","GOVERN / Organizational Context / Legal, Regulatory, & Contractual Requirements",HRIS,"#board_or_committee_oversight, #compliance, #policy_management",true,true,DTOP-OLD
stmt_mat_hris_067,maturity,GV.RM-01.01,"Technology and cybersecurity risk management strategies and frameworks are approved by the governing authority (e.g., the Board or one of its committees) and incorporated into the overall business strategy and enterprise risk management framework.",GOVERN / Risk Management Strategy / Risk Management Objectives Agreement,HRIS,"#board_or_committee_oversight, #enterprise_risk_management, #metrics_and_reporting, #mission_and_strategy, #risk_management, #risk_oversight",true,true,DTOP-OLD
stmt_mat_hris_068,maturity,GV.RM-02.01,"The governing authority (e.g., the Board or one of its committees) endorses and regularly reviews technology and cybersecurity risk appetite and is regularly informed about the status of, and material changes to, the organization's inherent risk profile.",GOVERN / Risk Management Strategy / Risk Appetite & Risk Tolerance Statements,HRIS,"#board_or_committee_oversight, #risk_appetite_/_tolerance, #risk_management, #risk_oversight, #roles_and_responsibilities, #threat_management",true,true,DTOP-OLD
stmt_mat_hris_069,maturity,GV.RM-04.01,"The governing authority (e.g., the Board or one of its committees) and senior management provide guidance, direction, and credible challenge in the design and implementation of risk management strategies, assessment of identified risks against risk appetite and risk tolerance, and in the selection of risk treatment approaches.",GOVERN / Risk Management Strategy / Risk Response Strategic Direction,HRIS,"#board_or_committee_oversight, #metrics_and_reporting, #review_assessment_and_testing, #risk_appetite_/_tolerance, #risk_management, #risk_oversight, #roles_and_responsibilities",true,true,DTOP-OLD
stmt_mat_hris_070,maturity,GV.RR-01.01,"The governing authority (e.g., the Board or one of its committees) oversees and holds senior management accountable for implementing the organizationÕs technology and cybersecurity risk management strategies and frameworks.","GOVERN / Roles, Responsibilities, and Authorities / Organizational Leadership Responsibility",HRIS,"#board_or_committee_oversight, #risk_management, #risk_oversight, #roles_and_responsibilities",true,true,DTOP-OLD
stmt_mat_hris_071,maturity,GV.RR-01.02,"The governing authority (e.g., the Board or one of its committees) regularly reviews, oversees, and holds senior management accountable for implementing the organizationÕs third-party risk management strategy and program and for managing the organization's ongoing risks associated with the aggregate and specific use of third parties.","GOVERN / Roles, Responsibilities, and Authorities / Organizational Leadership Responsibility",HRIS,"#board_or_committee_oversight, #dependency_management, #metrics_and_reporting, #risk_management, #risk_oversight, #supply_chain_management, #third_party_risk_management",true,true,DTOP-OLD
stmt_mat_hris_072,maturity,GV.RR-01.03,"The governing authority (e.g., the Board or one of its committees) regularly reviews, oversees, and holds senior management accountable for implementing the organizationÕs resilience strategy and program and for managing the organization's ongoing resilience risks.","GOVERN / Roles, Responsibilities, and Authorities / Organizational Leadership Responsibility",HRIS,"#board_or_committee_oversight, #resilience, #risk_oversight",true,true,DTOP-OLD
stmt_mat_hris_073,maturity,GV.PO-01.01,"Technology and cybersecurity policies are documented, maintained and approved by the governing authority (e.g., the Board or one of its committees) or a designated executive.","GOVERN / Policies, Processes, and Procedures / Establishment of Policies & Procedures",HRIS,"#board_or_committee_oversight, #policy_management",true,true,DTOP-OLD
stmt_mat_hris_074,maturity,GV.PO-01.02,"The accountable governing body, and applicable cybersecurity program and policies, for any given organizational unit, affiliate, or merged entity are clearly established, applied, and communicated.","GOVERN / Policies, Processes, and Procedures / Establishment of Policies & Procedures",HRIS,"#board_or_committee_oversight, #policy_management",true,true,DTOP-OLD
stmt_mat_hris_075,maturity,GV.PO-01.07,"The organization maintains documented business continuity and resilience program policies and procedures approved by the governing authority (e.g., the Board or one of its committees).","GOVERN / Policies, Processes, and Procedures / Establishment of Policies & Procedures",HRIS,"#board_or_committee_oversight, #policy_management, #resilience, #risk_oversight",true,true,DTOP-OLD
stmt_mat_hris_076,maturity,GV.PO-01.08,"The organization maintains documented third-party risk management program policies and procedures approved by the governing authority (e.g., the Board or one of its committees).","GOVERN / Policies, Processes, and Procedures / Establishment of Policies & Procedures",HRIS,"#board_or_committee_oversight, #policy_management, #risk_oversight, #supply_chain_management, #third_party_risk_management",true,true,DTOP-OLD
stmt_mat_hris_077,maturity,GV.OV-01.01,"The governing authority (e.g., the Board or one of its committees) regularly reviews and evaluates the organization's ability to manage its technology, cybersecurity, third-party, and resilience risks.",GOVERN / Oversight / Risk Management Strategy Outcomes Review,HRIS,"#board_or_committee_oversight, #risk_management, #risk_oversight, #roles_and_responsibilities",true,true,DTOP-OLD
stmt_mat_hris_078,maturity,GV.OV-01.02,"The designated Cybersecurity Officer (e.g., CISO) periodically reports to the appropriate governing authority (e.g., the Board or one of its committees) or equivalent governing body on the status of cybersecurity within the organization.",GOVERN / Oversight / Risk Management Strategy Outcomes Review,HRIS,"#board_or_committee_oversight, #ciso, #metrics_and_reporting",true,true,DTOP-OLD
stmt_mat_hris_079,maturity,GV.OV-03.01,"The organization develops, implements, and reports to management and the governing body (e.g., the Board or one of its committees) key technology and cybersecurity risk and performance indicators and metrics to measure, monitor, and report actionable indicators.",GOVERN / Oversight / Risk Management Performance Measurement,HRIS,"#board_or_committee_oversight, #metrics_and_reporting",true,true,DTOP-OLD
stmt_mat_hris_080,maturity,GV.OV-03.02,"Resilience program performance is measured and regularly reported to senior executives and the governing authority (e.g., the Board or one of its committees).",GOVERN / Oversight / Risk Management Performance Measurement,HRIS,"#board_or_committee_oversight, #metrics_and_reporting, #resilience",true,true,DTOP-OLD
stmt_mat_hris_081,maturity,GV.IR-01.02,"The independent risk management function has sufficient independence, stature, authority, resources, and access to the governing body (e.g., the Board or one of its committees), including reporting lines, to ensure consistency with the organization's risk management frameworks.",GOVERN / Independent Risk Management Function / Independent Risk Management Function,HRIS,"#board_or_committee_oversight, #enterprise_risk_management, #risk_management, #risk_oversight",true,true,DTOP-OLD
stmt_mat_hris_082,maturity,GV.IR-03.01,"The independent risk management function reports to the governing authority (e.g., the Board or one of its committees) and to the designated risk management officer within the organization on the implementation of the technology and cybersecurity risk management frameworks throughout the organization and its independent assessment of risk posture.",GOVERN / Independent Risk Management Function / Independent Risk Management Reporting,HRIS,"#board_or_committee_oversight, #enterprise_risk_management, #metrics_and_reporting, #risk_management, #risk_oversight",true,true,DTOP-OLD
