source_id,target_id,rel_type,statement_id,source_document
stmt_cri_pr_ps_05_03,stmt_mat_hris_125,ALSO_IN,PR.PS-05.03,DTOP-OLD
stmt_cri_pr_ps_05_03,stmt_mat_csp_069,ALSO_IN,PR.PS-05.03,DTOP-OLD
stmt_cri_pr_at_02_04,stmt_mat_idp_060,ALSO_IN,PR.AT-02.04,DTOP-OLD
stmt_cri_pr_at_02_04,stmt_mat_xdr_105,ALSO_IN,PR.AT-02.04,DTOP-OLD
stmt_cri_pr_at_02_04,stmt_mat_hris_141,ALSO_IN,PR.AT-02.04,DTOP-OLD
stmt_cri_pr_at_02_04,stmt_mat_csp_070,ALSO_IN,PR.AT-02.04,DTOP-OLD
stmt_cri_rc_rp_06_01,stmt_mat_csp_071,ALSO_IN,RC.RP-06.01,DTOP-OLD
stmt_cri_pr_ps_07_01,stmt_mat_idp_061,ALSO_IN,PR.PS-07.01,DTOP-OLD
stmt_cri_pr_ps_07_01,stmt_mat_xdr_113,ALSO_IN,PR.PS-07.01,DTOP-OLD
stmt_cri_pr_ps_07_01,stmt_mat_hris_144,ALSO_IN,PR.PS-07.01,DTOP-OLD
stmt_cri_pr_ps_07_01,stmt_mat_csp_072,ALSO_IN,PR.PS-07.01,DTOP-OLD
stmt_cri_pr_ir_01_03,stmt_mat_idp_062,ALSO_IN,PR.IR-01.03,DTOP-OLD
stmt_cri_pr_ir_01_03,stmt_mat_xdr_116,ALSO_IN,PR.IR-01.03,DTOP-OLD
stmt_cri_pr_ir_01_03,stmt_mat_hris_145,ALSO_IN,PR.IR-01.03,DTOP-OLD
stmt_cri_pr_ir_01_03,stmt_mat_csp_073,ALSO_IN,PR.IR-01.03,DTOP-OLD
stmt_cri_pr_at_02_08,stmt_mat_idp_063,ALSO_IN,PR.AT-02.08,DTOP-OLD
stmt_cri_pr_at_02_08,stmt_mat_xdr_120,ALSO_IN,PR.AT-02.08,DTOP-OLD
stmt_cri_pr_at_02_08,stmt_mat_hris_152,ALSO_IN,PR.AT-02.08,DTOP-OLD
stmt_cri_pr_at_02_08,stmt_mat_csp_074,ALSO_IN,PR.AT-02.08,DTOP-OLD
stmt_cri_pr_at_02_06,stmt_mat_idp_064,ALSO_IN,PR.AT-02.06,DTOP-OLD
stmt_cri_pr_at_02_06,stmt_mat_xdr_122,ALSO_IN,PR.AT-02.06,DTOP-OLD
stmt_cri_pr_at_02_06,stmt_mat_hris_156,ALSO_IN,PR.AT-02.06,DTOP-OLD
stmt_cri_pr_at_02_06,stmt_mat_csp_075,ALSO_IN,PR.AT-02.06,DTOP-OLD
stmt_cri_pr_ps_06_07,stmt_mat_idp_065,ALSO_IN,PR.PS-06.07,DTOP-OLD
stmt_cri_pr_ps_06_07,stmt_mat_xdr_123,ALSO_IN,PR.PS-06.07,DTOP-OLD
stmt_cri_pr_ps_06_07,stmt_mat_hris_157,ALSO_IN,PR.PS-06.07,DTOP-OLD
stmt_cri_pr_ps_06_07,stmt_mat_csp_076,ALSO_IN,PR.PS-06.07,DTOP-OLD
stmt_cri_pr_at_02_07,stmt_mat_idp_066,ALSO_IN,PR.AT-02.07,DTOP-OLD
stmt_cri_pr_at_02_07,stmt_mat_idp_076,ALSO_IN,PR.AT-02.07,DTOP-OLD
stmt_cri_pr_at_02_07,stmt_mat_xdr_126,ALSO_IN,PR.AT-02.07,DTOP-OLD
stmt_cri_pr_at_02_07,stmt_mat_xdr_144,ALSO_IN,PR.AT-02.07,DTOP-OLD
stmt_cri_pr_at_02_07,stmt_mat_hris_161,ALSO_IN,PR.AT-02.07,DTOP-OLD
stmt_cri_pr_at_02_07,stmt_mat_hris_174,ALSO_IN,PR.AT-02.07,DTOP-OLD
stmt_cri_pr_at_02_07,stmt_mat_csp_077,ALSO_IN,PR.AT-02.07,DTOP-OLD
stmt_cri_pr_at_02_07,stmt_mat_csp_087,ALSO_IN,PR.AT-02.07,DTOP-OLD
stmt_cri_pr_ps_01_03,stmt_mat_idp_067,ALSO_IN,PR.PS-01.03,DTOP-OLD
stmt_cri_pr_ps_01_03,stmt_mat_xdr_127,ALSO_IN,PR.PS-01.03,DTOP-OLD
stmt_cri_pr_ps_01_03,stmt_mat_hris_164,ALSO_IN,PR.PS-01.03,DTOP-OLD
stmt_cri_pr_ps_01_03,stmt_mat_csp_078,ALSO_IN,PR.PS-01.03,DTOP-OLD
stmt_cri_pr_ps_04_02,stmt_mat_idp_068,ALSO_IN,PR.PS-04.02,DTOP-OLD
stmt_cri_pr_ps_04_02,stmt_mat_xdr_128,ALSO_IN,PR.PS-04.02,DTOP-OLD
stmt_cri_pr_ps_04_02,stmt_mat_hris_165,ALSO_IN,PR.PS-04.02,DTOP-OLD
stmt_cri_pr_ps_04_02,stmt_mat_csp_079,ALSO_IN,PR.PS-04.02,DTOP-OLD
stmt_cri_pr_ps_06_08,stmt_mat_idp_069,ALSO_IN,PR.PS-06.08,DTOP-OLD
stmt_cri_pr_ps_06_08,stmt_mat_xdr_129,ALSO_IN,PR.PS-06.08,DTOP-OLD
stmt_cri_pr_ps_06_08,stmt_mat_hris_166,ALSO_IN,PR.PS-06.08,DTOP-OLD
stmt_cri_pr_ps_06_08,stmt_mat_csp_080,ALSO_IN,PR.PS-06.08,DTOP-OLD
stmt_cri_pr_at_02_01,stmt_mat_idp_070,ALSO_IN,PR.AT-02.01,DTOP-OLD
stmt_cri_pr_at_02_01,stmt_mat_xdr_130,ALSO_IN,PR.AT-02.01,DTOP-OLD
stmt_cri_pr_at_02_01,stmt_mat_hris_167,ALSO_IN,PR.AT-02.01,DTOP-OLD
stmt_cri_pr_at_02_01,stmt_mat_csp_081,ALSO_IN,PR.AT-02.01,DTOP-OLD
stmt_cri_pr_at_02_02,stmt_mat_idp_071,ALSO_IN,PR.AT-02.02,DTOP-OLD
stmt_cri_pr_at_02_02,stmt_mat_xdr_131,ALSO_IN,PR.AT-02.02,DTOP-OLD
stmt_cri_pr_at_02_02,stmt_mat_hris_168,ALSO_IN,PR.AT-02.02,DTOP-OLD
stmt_cri_pr_at_02_02,stmt_mat_csp_082,ALSO_IN,PR.AT-02.02,DTOP-OLD
stmt_cri_pr_at_02_05,stmt_mat_idp_072,ALSO_IN,PR.AT-02.05,DTOP-OLD
stmt_cri_pr_at_02_05,stmt_mat_xdr_132,ALSO_IN,PR.AT-02.05,DTOP-OLD
stmt_cri_pr_at_02_05,stmt_mat_hris_169,ALSO_IN,PR.AT-02.05,DTOP-OLD
stmt_cri_pr_at_02_05,stmt_mat_csp_083,ALSO_IN,PR.AT-02.05,DTOP-OLD
stmt_cri_pr_ps_07_02,stmt_mat_idp_073,ALSO_IN,PR.PS-07.02,DTOP-OLD
stmt_cri_pr_ps_07_02,stmt_mat_xdr_133,ALSO_IN,PR.PS-07.02,DTOP-OLD
stmt_cri_pr_ps_07_02,stmt_mat_hris_170,ALSO_IN,PR.PS-07.02,DTOP-OLD
stmt_cri_pr_ps_07_02,stmt_mat_csp_084,ALSO_IN,PR.PS-07.02,DTOP-OLD
stmt_cri_pr_at_01_01,stmt_mat_idp_074,ALSO_IN,PR.AT-01.01,DTOP-OLD
stmt_cri_pr_at_01_01,stmt_mat_xdr_138,ALSO_IN,PR.AT-01.01,DTOP-OLD
stmt_cri_pr_at_01_01,stmt_mat_hris_171,ALSO_IN,PR.AT-01.01,DTOP-OLD
stmt_cri_pr_at_01_01,stmt_mat_csp_085,ALSO_IN,PR.AT-01.01,DTOP-OLD
