start_id,end_id,relationship_type
HITRUST-00.a-OBJ,HITRUST-00.a-SPEC,HAS_SPECIFICATION
HITRUST-01.a-OBJ,HITRUST-01.a-SPEC,HAS_SPECIFICATION
HITRUST-01.b-OBJ,HITRUST-01.b-SPEC,HAS_SPECIFICATION
HITRUST-01.c-OBJ,HITRUST-01.c-SPEC,HAS_SPECIFICATION
HITRUST-01.d-OBJ,HITRUST-01.d-SPEC,HAS_SPECIFICATION
HITRUST-01.e-OBJ,HITRUST-01.e-SPEC,HAS_SPECIFICATION
HITRUST-01.f-OBJ,HITRUST-01.f-SPEC,HAS_SPECIFICATION
HITRUST-01.g-OBJ,HITRUST-01.g-SPEC,HAS_SPECIFICATION
HITRUST-01.h-OBJ,HITRUST-01.h-SPEC,HAS_SPECIFICATION
HITRUST-01.i-OBJ,HITRUST-01.i-SPEC,HAS_SPECIFICATION
HITRUST-01.j-OBJ,HITRUST-01.j-SPEC,HAS_SPECIFICATION
HITRUST-01.k-OBJ,HITRUST-01.k-SPEC,HAS_SPECIFICATION
HITRUST-01.l-OBJ,HITRUST-01.l-SPEC,HAS_SPECIFICATION
HITRUST-01.m-OBJ,HITRUST-01.m-SPEC,HAS_SPECIFICATION
HITRUST-01.n-OBJ,HITRUST-01.n-SPEC,HAS_SPECIFICATION
HITRUST-01.o-OBJ,HITRUST-01.o-SPEC,HAS_SPECIFICATION
HITRUST-01.p-OBJ,HITRUST-01.p-SPEC,HAS_SPECIFICATION
HITRUST-01.q-OBJ,HITRUST-01.q-SPEC,HAS_SPECIFICATION
HITRUST-01.r-OBJ,HITRUST-01.r-SPEC,HAS_SPECIFICATION
HITRUST-01.s-OBJ,HITRUST-01.s-SPEC,HAS_SPECIFICATION
HITRUST-01.t-OBJ,HITRUST-01.t-SPEC,HAS_SPECIFICATION
HITRUST-01.u-OBJ,HITRUST-01.u-SPEC,HAS_SPECIFICATION
HITRUST-01.v-OBJ,HITRUST-01.v-SPEC,HAS_SPECIFICATION
HITRUST-01.w-OBJ,HITRUST-01.w-SPEC,HAS_SPECIFICATION
HITRUST-01.x-OBJ,HITRUST-01.x-SPEC,HAS_SPECIFICATION
HITRUST-01.y-OBJ,HITRUST-01.y-SPEC,HAS_SPECIFICATION
HITRUST-02.a-OBJ,HITRUST-02.a-SPEC,HAS_SPECIFICATION
HITRUST-02.b-OBJ,HITRUST-02.b-SPEC,HAS_SPECIFICATION
HITRUST-02.c-OBJ,HITRUST-02.c-SPEC,HAS_SPECIFICATION
HITRUST-02.d-OBJ,HITRUST-02.d-SPEC,HAS_SPECIFICATION
HITRUST-02.e-OBJ,HITRUST-02.e-SPEC,HAS_SPECIFICATION
HITRUST-02.f-OBJ,HITRUST-02.f-SPEC,HAS_SPECIFICATION
HITRUST-02.g-OBJ,HITRUST-02.g-SPEC,HAS_SPECIFICATION
HITRUST-02.h-OBJ,HITRUST-02.h-SPEC,HAS_SPECIFICATION
HITRUST-02.i-OBJ,HITRUST-02.i-SPEC,HAS_SPECIFICATION
HITRUST-03.a-OBJ,HITRUST-03.a-SPEC,HAS_SPECIFICATION
HITRUST-03.b-OBJ,HITRUST-03.b-SPEC,HAS_SPECIFICATION
HITRUST-03.c-OBJ,HITRUST-03.c-SPEC,HAS_SPECIFICATION
HITRUST-03.d-OBJ,HITRUST-03.d-SPEC,HAS_SPECIFICATION
HITRUST-04.a-OBJ,HITRUST-04.a-SPEC,HAS_SPECIFICATION
HITRUST-04.b-OBJ,HITRUST-04.b-SPEC,HAS_SPECIFICATION
HITRUST-05.a-OBJ,HITRUST-05.a-SPEC,HAS_SPECIFICATION
HITRUST-05.b-OBJ,HITRUST-05.b-SPEC,HAS_SPECIFICATION
HITRUST-05.c-OBJ,HITRUST-05.c-SPEC,HAS_SPECIFICATION
HITRUST-05.d-OBJ,HITRUST-05.d-SPEC,HAS_SPECIFICATION
HITRUST-05.e-OBJ,HITRUST-05.e-SPEC,HAS_SPECIFICATION
HITRUST-05.f-OBJ,HITRUST-05.f-SPEC,HAS_SPECIFICATION
HITRUST-05.g-OBJ,HITRUST-05.g-SPEC,HAS_SPECIFICATION
HITRUST-05.h-OBJ,HITRUST-05.h-SPEC,HAS_SPECIFICATION
HITRUST-05.i-OBJ,HITRUST-05.i-SPEC,HAS_SPECIFICATION
HITRUST-05.j-OBJ,HITRUST-05.j-SPEC,HAS_SPECIFICATION
HITRUST-05.k-OBJ,HITRUST-05.k-SPEC,HAS_SPECIFICATION
HITRUST-06.a-OBJ,HITRUST-06.a-SPEC,HAS_SPECIFICATION
HITRUST-06.b-OBJ,HITRUST-06.b-SPEC,HAS_SPECIFICATION
HITRUST-06.c-OBJ,HITRUST-06.c-SPEC,HAS_SPECIFICATION
HITRUST-06.d-OBJ,HITRUST-06.d-SPEC,HAS_SPECIFICATION
HITRUST-06.e-OBJ,HITRUST-06.e-SPEC,HAS_SPECIFICATION
HITRUST-06.f-OBJ,HITRUST-06.f-SPEC,HAS_SPECIFICATION
HITRUST-06.g-OBJ,HITRUST-06.g-SPEC,HAS_SPECIFICATION
HITRUST-06.h-OBJ,HITRUST-06.h-SPEC,HAS_SPECIFICATION
HITRUST-06.i-OBJ,HITRUST-06.i-SPEC,HAS_SPECIFICATION
HITRUST-06.j-OBJ,HITRUST-06.j-SPEC,HAS_SPECIFICATION
HITRUST-07.a-OBJ,HITRUST-07.a-SPEC,HAS_SPECIFICATION
HITRUST-07.b-OBJ,HITRUST-07.b-SPEC,HAS_SPECIFICATION
HITRUST-07.c-OBJ,HITRUST-07.c-SPEC,HAS_SPECIFICATION
HITRUST-07.d-OBJ,HITRUST-07.d-SPEC,HAS_SPECIFICATION
HITRUST-07.e-OBJ,HITRUST-07.e-SPEC,HAS_SPECIFICATION
HITRUST-08.a-OBJ,HITRUST-08.a-SPEC,HAS_SPECIFICATION
HITRUST-08.b-OBJ,HITRUST-08.b-SPEC,HAS_SPECIFICATION
HITRUST-08.c-OBJ,HITRUST-08.c-SPEC,HAS_SPECIFICATION
HITRUST-08.d-OBJ,HITRUST-08.d-SPEC,HAS_SPECIFICATION
HITRUST-08.e-OBJ,HITRUST-08.e-SPEC,HAS_SPECIFICATION
HITRUST-08.f-OBJ,HITRUST-08.f-SPEC,HAS_SPECIFICATION
HITRUST-08.g-OBJ,HITRUST-08.g-SPEC,HAS_SPECIFICATION
HITRUST-08.h-OBJ,HITRUST-08.h-SPEC,HAS_SPECIFICATION
HITRUST-08.i-OBJ,HITRUST-08.i-SPEC,HAS_SPECIFICATION
HITRUST-08.j-OBJ,HITRUST-08.j-SPEC,HAS_SPECIFICATION
HITRUST-08.k-OBJ,HITRUST-08.k-SPEC,HAS_SPECIFICATION
HITRUST-08.l-OBJ,HITRUST-08.l-SPEC,HAS_SPECIFICATION
HITRUST-08.m-OBJ,HITRUST-08.m-SPEC,HAS_SPECIFICATION
HITRUST-09.a-OBJ,HITRUST-09.a-SPEC,HAS_SPECIFICATION
HITRUST-09.b-OBJ,HITRUST-09.b-SPEC,HAS_SPECIFICATION
HITRUST-09.c-OBJ,HITRUST-09.c-SPEC,HAS_SPECIFICATION
HITRUST-09.d-OBJ,HITRUST-09.d-SPEC,HAS_SPECIFICATION
HITRUST-09.e-OBJ,HITRUST-09.e-SPEC,HAS_SPECIFICATION
HITRUST-09.f-OBJ,HITRUST-09.f-SPEC,HAS_SPECIFICATION
HITRUST-09.g-OBJ,HITRUST-09.g-SPEC,HAS_SPECIFICATION
HITRUST-09.h-OBJ,HITRUST-09.h-SPEC,HAS_SPECIFICATION
HITRUST-09.i-OBJ,HITRUST-09.i-SPEC,HAS_SPECIFICATION
HITRUST-09.j-OBJ,HITRUST-09.j-SPEC,HAS_SPECIFICATION
HITRUST-09.k-OBJ,HITRUST-09.k-SPEC,HAS_SPECIFICATION
HITRUST-09.l-OBJ,HITRUST-09.l-SPEC,HAS_SPECIFICATION
HITRUST-09.m-OBJ,HITRUST-09.m-SPEC,HAS_SPECIFICATION
HITRUST-09.n-OBJ,HITRUST-09.n-SPEC,HAS_SPECIFICATION
HITRUST-09.o-OBJ,HITRUST-09.o-SPEC,HAS_SPECIFICATION
HITRUST-09.p-OBJ,HITRUST-09.p-SPEC,HAS_SPECIFICATION
HITRUST-09.q-OBJ,HITRUST-09.q-SPEC,HAS_SPECIFICATION
HITRUST-09.r-OBJ,HITRUST-09.r-SPEC,HAS_SPECIFICATION
HITRUST-09.s-OBJ,HITRUST-09.s-SPEC,HAS_SPECIFICATION
HITRUST-09.t-OBJ,HITRUST-09.t-SPEC,HAS_SPECIFICATION
HITRUST-09.u-OBJ,HITRUST-09.u-SPEC,HAS_SPECIFICATION
HITRUST-09.v-OBJ,HITRUST-09.v-SPEC,HAS_SPECIFICATION
HITRUST-09.w-OBJ,HITRUST-09.w-SPEC,HAS_SPECIFICATION
HITRUST-09.x-OBJ,HITRUST-09.x-SPEC,HAS_SPECIFICATION
HITRUST-09.y-OBJ,HITRUST-09.y-SPEC,HAS_SPECIFICATION
HITRUST-09.z-OBJ,HITRUST-09.z-SPEC,HAS_SPECIFICATION
HITRUST-09.aa-OBJ,HITRUST-09.aa-SPEC,HAS_SPECIFICATION
HITRUST-09.ab-OBJ,HITRUST-09.ab-SPEC,HAS_SPECIFICATION
HITRUST-09.ac-OBJ,HITRUST-09.ac-SPEC,HAS_SPECIFICATION
HITRUST-09.ad-OBJ,HITRUST-09.ad-SPEC,HAS_SPECIFICATION
HITRUST-09.ae-OBJ,HITRUST-09.ae-SPEC,HAS_SPECIFICATION
HITRUST-09.af-OBJ,HITRUST-09.af-SPEC,HAS_SPECIFICATION
HITRUST-10.a-OBJ,HITRUST-10.a-SPEC,HAS_SPECIFICATION
HITRUST-10.b-OBJ,HITRUST-10.b-SPEC,HAS_SPECIFICATION
HITRUST-10.c-OBJ,HITRUST-10.c-SPEC,HAS_SPECIFICATION
HITRUST-10.d-OBJ,HITRUST-10.d-SPEC,HAS_SPECIFICATION
HITRUST-10.e-OBJ,HITRUST-10.e-SPEC,HAS_SPECIFICATION
HITRUST-10.f-OBJ,HITRUST-10.f-SPEC,HAS_SPECIFICATION
HITRUST-10.g-OBJ,HITRUST-10.g-SPEC,HAS_SPECIFICATION
HITRUST-10.h-OBJ,HITRUST-10.h-SPEC,HAS_SPECIFICATION
HITRUST-10.i-OBJ,HITRUST-10.i-SPEC,HAS_SPECIFICATION
HITRUST-10.j-OBJ,HITRUST-10.j-SPEC,HAS_SPECIFICATION
HITRUST-10.k-OBJ,HITRUST-10.k-SPEC,HAS_SPECIFICATION
HITRUST-10.l-OBJ,HITRUST-10.l-SPEC,HAS_SPECIFICATION
HITRUST-10.m-OBJ,HITRUST-10.m-SPEC,HAS_SPECIFICATION
HITRUST-11.a-OBJ,HITRUST-11.a-SPEC,HAS_SPECIFICATION
HITRUST-11.b-OBJ,HITRUST-11.b-SPEC,HAS_SPECIFICATION
HITRUST-11.c-OBJ,HITRUST-11.c-SPEC,HAS_SPECIFICATION
HITRUST-11.d-OBJ,HITRUST-11.d-SPEC,HAS_SPECIFICATION
HITRUST-11.e-OBJ,HITRUST-11.e-SPEC,HAS_SPECIFICATION
HITRUST-12.a-OBJ,HITRUST-12.a-SPEC,HAS_SPECIFICATION
HITRUST-12.b-OBJ,HITRUST-12.b-SPEC,HAS_SPECIFICATION
HITRUST-12.c-OBJ,HITRUST-12.c-SPEC,HAS_SPECIFICATION
HITRUST-12.d-OBJ,HITRUST-12.d-SPEC,HAS_SPECIFICATION
HITRUST-12.e-OBJ,HITRUST-12.e-SPEC,HAS_SPECIFICATION
HITRUST-13.a-OBJ,HITRUST-13.a-SPEC,HAS_SPECIFICATION
HITRUST-13.b-OBJ,HITRUST-13.b-SPEC,HAS_SPECIFICATION
HITRUST-13.c-OBJ,HITRUST-13.c-SPEC,HAS_SPECIFICATION
HITRUST-13.d-OBJ,HITRUST-13.d-SPEC,HAS_SPECIFICATION
HITRUST-13.e-OBJ,HITRUST-13.e-SPEC,HAS_SPECIFICATION
HITRUST-13.f-OBJ,HITRUST-13.f-SPEC,HAS_SPECIFICATION
HITRUST-13.g-OBJ,HITRUST-13.g-SPEC,HAS_SPECIFICATION
HITRUST-13.h-OBJ,HITRUST-13.h-SPEC,HAS_SPECIFICATION
HITRUST-13.i-OBJ,HITRUST-13.i-SPEC,HAS_SPECIFICATION
HITRUST-13.j-OBJ,HITRUST-13.j-SPEC,HAS_SPECIFICATION
HITRUST-13.k-OBJ,HITRUST-13.k-SPEC,HAS_SPECIFICATION
HITRUST-13.l-OBJ,HITRUST-13.l-SPEC,HAS_SPECIFICATION
HITRUST-13.m-OBJ,HITRUST-13.m-SPEC,HAS_SPECIFICATION
HITRUST-13.n-OBJ,HITRUST-13.n-SPEC,HAS_SPECIFICATION
HITRUST-13.o-OBJ,HITRUST-13.o-SPEC,HAS_SPECIFICATION
HITRUST-13.p-OBJ,HITRUST-13.p-SPEC,HAS_SPECIFICATION
HITRUST-13.q-OBJ,HITRUST-13.q-SPEC,HAS_SPECIFICATION
HITRUST-13.r-OBJ,HITRUST-13.r-SPEC,HAS_SPECIFICATION
HITRUST-13.s-OBJ,HITRUST-13.s-SPEC,HAS_SPECIFICATION
HITRUST-13.t-OBJ,HITRUST-13.t-SPEC,HAS_SPECIFICATION
HITRUST-13.u-OBJ,HITRUST-13.u-SPEC,HAS_SPECIFICATION
