document_id,title,publisher,year,disclaimer,preparation_note,copyright,source_document
doc_mms_fraud_2003,Fraud and Abuse Compliance: Implementing a Compliance Plan (2003),Massachusetts Medical Society,2003,The information contained in this manual is intended to serve as a general resource and guide. It is not to be construed as legal advice. Attorneys with knowledge of the fraud and abuse laws should be consulted regarding the application of these laws to specific situations.,"This manual was prepared by Paul Shaw, Esq. of the law firm of Brown, Rudnick, Berlack Israels LLP in conjunction with the Massachusetts Medical Society's Office of the General Counsel and under the direction of the Massachusetts Medical Society's Department of Health Policy/Health Systems.",©2003 Massachusetts Medical Society. All rights reserved.,"Massachusetts Medical Society, Fraud and Abuse Compliance: Implementing a Compliance Plan (2003) (KB 2/USA/MAfraud.PDF)"
