document_id,title,issuer,jurisdiction,issue_date,instrument_type,status_statement,source_document
MAS-TRM-2021,Technology Risk Management Guidelines,Monetary Authority of Singapore,Singapore,January 2021,Guidelines,"These Guidelines provide general guidance, and are not intended to be comprehensive nor replace or override any legislative provisions.","MAS Technology Risk Management Guidelines, January 2021 (KB 2/Singapore/MAS Technology Risk Management Guidelines.pdf)"
