law_id,title,short_title,jurisdiction,promulgated_by,issue_date_hijri,issue_date_gregorian,place_of_issue,official_status_note,source_document
LAW-13-2016,Law No. (13) of 2016 on Protecting Personal Data Privacy,Law No.13 of 2016,State of Qatar,"Tamim Bin Hamad Al-Thani, Emir of the State of Qatar",03/02/1438 (AH),03/11/2016 (AD),Emiri Diwan,This document is not official and the official version of the law is the one published in the Official Gazette number 15 of year 2016 that is available on almeezan.qa,KB 2/Qatar/Qatar Personal Data Privacy Protection Law.pdf
