source_id,target_id,rel_type,chapter_number
LAW-13-2016,CH-1,HAS_CHAPTER,One
LAW-13-2016,CH-2,HAS_CHAPTER,Two
LAW-13-2016,CH-3,HAS_CHAPTER,Three
LAW-13-2016,CH-4,HAS_CHAPTER,Four
LAW-13-2016,CH-5,HAS_CHAPTER,Five
LAW-13-2016,CH-6,HAS_CHAPTER,Six
LAW-13-2016,CH-7,HAS_CHAPTER,Seven
LAW-13-2016,CH-8,HAS_CHAPTER,Eight
