source_id,target_id,rel_type,category
ART-16,SPC-ETHNIC_ORIGIN,CLASSIFIES_AS_SPECIAL_NATURE,ethnic origin
ART-16,SPC-CHILDREN,CLASSIFIES_AS_SPECIAL_NATURE,children
ART-16,SPC-HEALTH,CLASSIFIES_AS_SPECIAL_NATURE,health
ART-16,SPC-PHYSICAL_OR_PSYCHOLOGICAL_CONDITION,CLASSIFIES_AS_SPECIAL_NATURE,physical or psychological condition
ART-16,SPC-RELIGIOUS_CREEDS,CLASSIFIES_AS_SPECIAL_NATURE,religious creeds
ART-16,SPC-MARITAL_RELATIONS,CLASSIFIES_AS_SPECIAL_NATURE,marital relations
ART-16,SPC-CRIMINAL_OFFENSES,CLASSIFIES_AS_SPECIAL_NATURE,criminal offenses
