preamble_id,law_id,text,source_document
PRE-1,LAW-13-2016,"After having perused the Constitution, Telecommunications law promulgated by Decree-Law No. (34) of 2006, Electronic Transactions and Commerce law promulgated by Decree-Law No. (16) of 2010, Law No. (2) of 2011 on Official Statistics, as amended by law No. (4) of 2015, Cybercrimes Combatting law promulgated by Law No. (14) of 2014, Emiri Resolution No. (42) of 2014 on the Establishment of the Communications Regulatory Authority, Emiri resolution No. (8) of 2016 on the Organizational Structure of the Ministry of Transport and Communications, The proposal of the minister of transport and communications, and The draft law submitted by the Council of Ministers, and After consulting the Shura Council, Have decided the following Law,",KB 2/Qatar/Qatar Personal Data Privacy Protection Law.pdf
