source_id,target_id,rel_type,note
PEN-23,ART-4,PENALISES,
PEN-23,ART-8,PENALISES,
PEN-23,ART-9,PENALISES,
PEN-23,ART-10,PENALISES,
PEN-23,ART-11,PENALISES,
PEN-23,ART-12,PENALISES,
PEN-23,ART-14,PENALISES,
PEN-23,ART-15,PENALISES,
PEN-23,ART-22,PENALISES,
PEN-24,ART-13,PENALISES,
PEN-24,ART-16-P3,PENALISES,
PEN-24,ART-17,PENALISES,
PEN-25,LAW-13-2016,PENALISES,any of those crimes stipulated herein
