source_id,target_id,rel_type,context
LAW-13-2016,EXT-CONSTITUTION,REFERENCES_INSTRUMENT,preamble
LAW-13-2016,EXT-DL-34-2006,REFERENCES_INSTRUMENT,preamble
LAW-13-2016,EXT-DL-16-2010,REFERENCES_INSTRUMENT,preamble
LAW-13-2016,EXT-L-2-2011,REFERENCES_INSTRUMENT,preamble; Article (2)
LAW-13-2016,EXT-L-14-2014,REFERENCES_INSTRUMENT,preamble
LAW-13-2016,EXT-ER-42-2014,REFERENCES_INSTRUMENT,preamble
LAW-13-2016,EXT-ER-8-2016,REFERENCES_INSTRUMENT,preamble
ART-2,EXT-L-2-2011,REFERENCES_INSTRUMENT,as per provisions of the referred to law No (2) of 2011
