act_id,short_title,official_title,sr_number,date_of_adoption,last_amended,commencement_date,enacting_body,constitutional_basis,dispatch,as_reference,language_note,source_document
act_fadp,"Data Protection Act, FADP",Federal Act on Data Protection,235.1,25 September 2020,Last amended on 7 July 2025,1 September 2023,The Federal Assembly of the Swiss Confederation,"Articles 95 paragraph 1, 97 paragraph 1, 122 paragraph 1 and 173 paragraph 2 of the Federal Constitution",Federal Council dispatch dated 15 September 2017,AS 2022 491,English is not an official language of the Swiss Confederation. This translation is provided for information purposes only and has no legal force.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
