source_id,target_id,rel_type,table_reference
DOC-ECSF-UM,PC-01,DEFINES_PROFILE_COMPONENT,Table 1
DOC-ECSF-UM,PC-02,DEFINES_PROFILE_COMPONENT,Table 1
DOC-ECSF-UM,PC-03,DEFINES_PROFILE_COMPONENT,Table 1
DOC-ECSF-UM,PC-04,DEFINES_PROFILE_COMPONENT,Table 1
DOC-ECSF-UM,PC-05,DEFINES_PROFILE_COMPONENT,Table 1
DOC-ECSF-UM,PC-06,DEFINES_PROFILE_COMPONENT,Table 1
DOC-ECSF-UM,PC-07,DEFINES_PROFILE_COMPONENT,Table 1
DOC-ECSF-UM,PC-08,DEFINES_PROFILE_COMPONENT,Table 1
DOC-ECSF-UM,PC-09,DEFINES_PROFILE_COMPONENT,Table 1
