source_id,target_id,rel_type,statement
PC-09,EF-ECF,REFERS_TO_FRAMEWORK,"For each cybersecurity role, a set of applicable e-CF competences was selected at the application level as an incorporated element of the profile description for the role of cybersecurity professional."
