rule_id,citation,title,issuing_authority,authority_citation,publication,effective_date,implements,source_document
rule_16CFR312,16 CFR Part 312,PART 312—CHILDREN’S ONLINE PRIVACY PROTECTION RULE,Federal Trade Commission,15 U.S.C. 6501–6508,"Federal Register / Vol. 78, No. 12 / Thursday, January 17, 2013 / Rules and Regulations","The amended Rule will become effective on July 1, 2013.","Children’s Online Privacy Protection Act of 1998, (15 U.S.C. 6501, et seq.,)",KB 2/USA/Children's Online Privacy Protection Act.pdf
