odp_id,parent_id,parent_type,odp_text,source_document
PM-28-ITEM-c-ODP-1,PM-28-ITEM-c,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-30-ITEM-c-ODP-1,PM-30-ITEM-c,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-31-ITEM-a-ODP-1,PM-31-ITEM-a,ControlItem,[Assignment: organization-defined metrics],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-31-ITEM-b-ODP-1,PM-31-ITEM-b,ControlItem,[Assignment: organization-defined frequencies],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-31-ITEM-b-ODP-2,PM-31-ITEM-b,ControlItem,[Assignment: organization-defined frequencies],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-31-ITEM-f-ODP-1,PM-31-ITEM-f,ControlItem,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-31-ITEM-f-ODP-2,PM-31-ITEM-f,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-32-ODP-1,PM-32,Control,[Assignment: organization-defined systems or systems components],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-1-ITEM-a-ODP-1,PS-1-ITEM-a,ControlItem,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-1-ITEM-a1-ODP-1,PS-1-ITEM-a1,ControlItem,[Selection (one or more): Organization-level; Mission/business process-level; System- level],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-1-ITEM-b-ODP-1,PS-1-ITEM-b,ControlItem,[Assignment: organization-defined official],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-1-ITEM-c1-ODP-1,PS-1-ITEM-c1,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-1-ITEM-c1-ODP-2,PS-1-ITEM-c1,ControlItem,[Assignment: organization-defined events],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-1-ITEM-c2-ODP-1,PS-1-ITEM-c2,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-1-ITEM-c2-ODP-2,PS-1-ITEM-c2,ControlItem,[Assignment: organization-defined events],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-2-ITEM-c-ODP-1,PS-2-ITEM-c,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-3-ITEM-b-ODP-1,PS-3-ITEM-b,ControlItem,"[Assignment: organization-defined conditions requiring rescreening and, where rescreening is so indicated, the frequency of rescreening]",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-3(3)-ITEM-b-ODP-1,PS-3(3)-ITEM-b,ControlItem,[Assignment: organization-defined additional personnel screening criteria],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-3(4)-ODP-1,PS-3(4),ControlEnhancement,[Assignment: organization-defined information types],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-3(4)-ODP-2,PS-3(4),ControlEnhancement,[Assignment: organization-defined citizenship requirements],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-4-ITEM-a-ODP-1,PS-4-ITEM-a,ControlItem,[Assignment: organization-defined time period],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-4-ITEM-c-ODP-1,PS-4-ITEM-c,ControlItem,[Assignment: organization-defined information security topics],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-4(2)-ODP-1,PS-4(2),ControlEnhancement,[Assignment: organization-defined automated mechanisms],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-4(2)-ODP-2,PS-4(2),ControlEnhancement,[Selection (one or more): notify [Assignment: organization-defined personnel or roles] of individual termination actions; disable access to system resources],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-5-ITEM-b-ODP-1,PS-5-ITEM-b,ControlItem,[Assignment: organization-defined transfer or reassignment actions],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-5-ITEM-b-ODP-2,PS-5-ITEM-b,ControlItem,[Assignment: organization-defined time period following the formal transfer action],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-5-ITEM-d-ODP-1,PS-5-ITEM-d,ControlItem,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-5-ITEM-d-ODP-2,PS-5-ITEM-d,ControlItem,[Assignment: organization-defined time period],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-6-ITEM-b-ODP-1,PS-6-ITEM-b,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-6-ITEM-c2-ODP-1,PS-6-ITEM-c2,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-7-ITEM-d-ODP-1,PS-7-ITEM-d,ControlItem,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-7-ITEM-d-ODP-2,PS-7-ITEM-d,ControlItem,[Assignment: organization- defined time period],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-8-ITEM-b-ODP-1,PS-8-ITEM-b,ControlItem,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-8-ITEM-b-ODP-2,PS-8-ITEM-b,ControlItem,[Assignment: organization-defined time period],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-1-ITEM-a-ODP-1,PT-1-ITEM-a,ControlItem,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-1-ITEM-a1-ODP-1,PT-1-ITEM-a1,ControlItem,[Selection (one or more): Organization-level; Mission/business process-level; System- level],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-1-ITEM-b-ODP-1,PT-1-ITEM-b,ControlItem,[Assignment: organization-defined official],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-1-ITEM-c1-ODP-1,PT-1-ITEM-c1,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-1-ITEM-c1-ODP-2,PT-1-ITEM-c1,ControlItem,[Assignment: organization-defined events],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-1-ITEM-c2-ODP-1,PT-1-ITEM-c2,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-1-ITEM-c2-ODP-2,PT-1-ITEM-c2,ControlItem,[Assignment: organization-defined events],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-2-ITEM-a-ODP-1,PT-2-ITEM-a,ControlItem,[Assignment: organization-defined authority],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-2-ITEM-a-ODP-2,PT-2-ITEM-a,ControlItem,[Assignment: organization-defined processing],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-2-ITEM-b-ODP-1,PT-2-ITEM-b,ControlItem,[Assignment: organization-defined processing],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-2(1)-ODP-1,PT-2(1),ControlEnhancement,[Assignment: organization-defined authorized processing],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-2(1)-ODP-2,PT-2(1),ControlEnhancement,[Assignment: organization-defined elements of personally identifiable information],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-2(2)-ODP-1,PT-2(2),ControlEnhancement,[Assignment: organization-defined automated mechanisms],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-3-ITEM-a-ODP-1,PT-3-ITEM-a,ControlItem,[Assignment: organization-defined purpose(s)],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-3-ITEM-c-ODP-1,PT-3-ITEM-c,ControlItem,[Assignment: organization-defined processing],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-3-ITEM-d-ODP-1,PT-3-ITEM-d,ControlItem,[Assignment: organization-defined mechanisms],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-3-ITEM-d-ODP-2,PT-3-ITEM-d,ControlItem,[Assignment: organization-defined requirements],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-3(1)-ODP-1,PT-3(1),ControlEnhancement,[Assignment: organization-defined elements of personally identifiable information],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-3(1)-ODP-2,PT-3(1),ControlEnhancement,[Assignment: organization-defined processing purposes],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-3(2)-ODP-1,PT-3(2),ControlEnhancement,[Assignment: organization-defined automated mechanisms],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-4-ODP-1,PT-4,Control,[Assignment: organization-defined tools or mechanisms],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-4(1)-ODP-1,PT-4(1),ControlEnhancement,[Assignment: organization-defined mechanisms],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-4(2)-ODP-1,PT-4(2),ControlEnhancement,[Assignment: organization-defined consent mechanisms],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-4(2)-ODP-2,PT-4(2),ControlEnhancement,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-4(2)-ODP-3,PT-4(2),ControlEnhancement,[Assignment: organization-defined personally identifiable information processing],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-4(3)-ODP-1,PT-4(3),ControlEnhancement,[Assignment: organization-defined tools or mechanisms],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-5-ITEM-a-ODP-1,PT-5-ITEM-a,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-5-ITEM-e-ODP-1,PT-5-ITEM-e,ControlItem,[Assignment: organization-defined information],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-5(1)-ODP-1,PT-5(1),ControlEnhancement,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-6(1)-ODP-1,PT-6(1),ControlEnhancement,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-6(2)-ODP-1,PT-6(2),ControlEnhancement,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-7-ODP-1,PT-7,Control,[Assignment: organization-defined processing conditions],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-1-ITEM-a-ODP-1,RA-1-ITEM-a,ControlItem,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-1-ITEM-a1-ODP-1,RA-1-ITEM-a1,ControlItem,[Selection (one or more): Organization-level; Mission/business process-level; System- level],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-1-ITEM-b-ODP-1,RA-1-ITEM-b,ControlItem,[Assignment: organization-defined official],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-1-ITEM-c1-ODP-1,RA-1-ITEM-c1,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-1-ITEM-c1-ODP-2,RA-1-ITEM-c1,ControlItem,[Assignment: organization-defined events],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-1-ITEM-c2-ODP-1,RA-1-ITEM-c2,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-1-ITEM-c2-ODP-2,RA-1-ITEM-c2,ControlItem,[Assignment: organization-defined events],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-3-ITEM-c-ODP-1,RA-3-ITEM-c,ControlItem,[Selection: security and privacy plans; risk assessment report; [Assignment: organization-defined document]],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-3-ITEM-d-ODP-1,RA-3-ITEM-d,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-3-ITEM-e-ODP-1,RA-3-ITEM-e,ControlItem,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-3-ITEM-f-ODP-1,RA-3-ITEM-f,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-3(1)-ITEM-a-ODP-1,RA-3(1)-ITEM-a,ControlItem,"[Assignment: organization-defined systems, system components, and system services]",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-3(1)-ITEM-b-ODP-1,RA-3(1)-ITEM-b,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-3(3)-ODP-1,RA-3(3),ControlEnhancement,[Assignment: organization-defined means],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-3(4)-ODP-1,RA-3(4),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-3(4)-ODP-2,RA-3(4),ControlEnhancement,[Assignment: organization-defined advanced automation and analytics capabilities],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-5-ITEM-a-ODP-1,RA-5-ITEM-a,ControlItem,[Assignment: organization-defined frequency and/or randomly in accordance with organization-defined process],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-5-ITEM-d-ODP-1,RA-5-ITEM-d,ControlItem,[Assignment: organization-defined response times],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-5-ITEM-e-ODP-1,RA-5-ITEM-e,ControlItem,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-5(2)-ODP-1,RA-5(2),ControlEnhancement,[Selection (one or more): [Assignment: organization-defined frequency]; prior to a new scan; when new vulnerabilities are identified and reported],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-5(4)-ODP-1,RA-5(4),ControlEnhancement,[Assignment: organization-defined corrective actions],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-5(5)-ODP-1,RA-5(5),ControlEnhancement,[Assignment: organization-defined system components],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-5(5)-ODP-2,RA-5(5),ControlEnhancement,[Assignment: organization-defined vulnerability scanning activities],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-5(6)-ODP-1,RA-5(6),ControlEnhancement,[Assignment: organization- defined automated mechanisms],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-5(8)-ODP-1,RA-5(8),ControlEnhancement,[Assignment: organization-defined system],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-5(8)-ODP-2,RA-5(8),ControlEnhancement,[Assignment: organization-defined time period],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-6-ODP-1,RA-6,Control,[Assignment: organization- defined locations],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-6-ODP-2,RA-6,Control,[Selection (one or more): [Assignment: organization-defined frequency]; when the following events or indicators occur: [Assignment: organization-defined events or indicators]],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-9-ODP-1,RA-9,Control,"[Assignment: organization-defined systems, system components, or system services]",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-9-ODP-2,RA-9,Control,[Assignment: organization-defined decision points in the system development life cycle],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-10-ITEM-b-ODP-1,RA-10-ITEM-b,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
SA-1::a::ODP1,SA-1::a,ControlItem,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5
SA-1::a.1::ODP1,SA-1::a.1,ControlItem,[Selection (one or more): Organization-level; Mission/business process-level; System-level],NIST SP 800-53r5
SA-1::b::ODP1,SA-1::b,ControlItem,[Assignment: organization-defined official],NIST SP 800-53r5
SA-1::c.1::ODP1,SA-1::c.1,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5
SA-1::c.1::ODP2,SA-1::c.1,ControlItem,[Assignment: organization-defined events],NIST SP 800-53r5
SA-1::c.2::ODP1,SA-1::c.2,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5
SA-1::c.2::ODP2,SA-1::c.2,ControlItem,[Assignment: organization-defined events],NIST SP 800-53r5
SA-3::a::ODP1,SA-3::a,ControlItem,[Assignment: organization-defined system development life cycle],NIST SP 800-53r5
SA-4::ODP1,SA-4,Control,[Selection (one or more): standardized contract language; [Assignment: organization-defined contract language]],NIST SP 800-53r5
SA-4(2)::ODP1,SA-4(2),ControlEnhancement,[Selection (one or more): security-relevant external system interfaces; high-level design; low-level design; source code or hardware schematics; [Assignment: organization-defined design and implementation information]],NIST SP 800-53r5
SA-4(2)::ODP2,SA-4(2),ControlEnhancement,[Assignment: organization-defined level of detail],NIST SP 800-53r5
SA-4(3)::a::ODP1,SA-4(3)::a,ControlItem,[Assignment: organization-defined systems engineering methods],NIST SP 800-53r5
SA-4(3)::b::ODP1,SA-4(3)::b,ControlItem,[Assignment: organization-defined [Selection (one or more): systems security; privacy] engineering methods],NIST SP 800-53r5
SA-4(3)::c::ODP1,SA-4(3)::c,ControlItem,"[Assignment: organization-defined software development methods; testing, evaluation, assessment, verification, and validation methods; and quality control processes]",NIST SP 800-53r5
SA-4(5)::a::ODP1,SA-4(5)::a,ControlItem,[Assignment: organization-defined security configurations],NIST SP 800-53r5
SA-4(11)::ODP1,SA-4(11),ControlEnhancement,[Assignment: organization-defined Privacy Act requirements],NIST SP 800-53r5
SA-4(12)::b::ODP1,SA-4(12)::b,ControlItem,[Assignment: organization-defined time frame],NIST SP 800-53r5
SA-5::c::ODP1,SA-5::c,ControlItem,[Assignment: organization-defined actions],NIST SP 800-53r5
SA-5::d::ODP1,SA-5::d,ControlItem,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5
SA-8::ODP1,SA-8,Control,[Assignment: organization-defined systems security and privacy engineering principles],NIST SP 800-53r5
SA-8(2)::ODP1,SA-8(2),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(3)::ODP1,SA-8(3),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(4)::ODP1,SA-8(4),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(5)::ODP1,SA-8(5),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(6)::ODP1,SA-8(6),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(7)::ODP1,SA-8(7),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(8)::ODP1,SA-8(8),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(9)::ODP1,SA-8(9),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(10)::ODP1,SA-8(10),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(11)::ODP1,SA-8(11),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(12)::ODP1,SA-8(12),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(13)::ODP1,SA-8(13),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(14)::ODP1,SA-8(14),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(15)::ODP1,SA-8(15),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(16)::ODP1,SA-8(16),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(17)::ODP1,SA-8(17),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(18)::ODP1,SA-8(18),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(19)::ODP1,SA-8(19),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(20)::ODP1,SA-8(20),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(21)::ODP1,SA-8(21),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(22)::ODP1,SA-8(22),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(23)::ODP1,SA-8(23),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(24)::ODP1,SA-8(24),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(25)::ODP1,SA-8(25),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(26)::ODP1,SA-8(26),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(27)::ODP1,SA-8(27),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(28)::ODP1,SA-8(28),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(29)::ODP1,SA-8(29),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(30)::ODP1,SA-8(30),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(31)::ODP1,SA-8(31),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(32)::ODP1,SA-8(32),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SA-8(33)::ODP1,SA-8(33),ControlEnhancement,[Assignment: organization-defined processes],NIST SP 800-53r5
SA-9::a::ODP1,SA-9::a,ControlItem,[Assignment: organization-defined controls],NIST SP 800-53r5
SA-9::c::ODP1,SA-9::c,ControlItem,"[Assignment: organization-defined processes, methods, and techniques]",NIST SP 800-53r5
SA-9(1)::b::ODP1,SA-9(1)::b,ControlItem,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5
SA-9(2)::ODP1,SA-9(2),ControlEnhancement,[Assignment: organization-defined external system services],NIST SP 800-53r5
SA-9(3)::ODP1,SA-9(3),ControlEnhancement,"[Assignment: organization-defined security and privacy requirements, properties, factors, or conditions defining acceptable trust relationships]",NIST SP 800-53r5
SA-9(4)::ODP1,SA-9(4),ControlEnhancement,[Assignment: organization-defined external service providers],NIST SP 800-53r5
SA-9(4)::ODP2,SA-9(4),ControlEnhancement,[Assignment: organization-defined actions],NIST SP 800-53r5
SA-9(5)::ODP1,SA-9(5),ControlEnhancement,[Selection (one or more): information processing; information or data; system services],NIST SP 800-53r5
SA-9(5)::ODP2,SA-9(5),ControlEnhancement,[Assignment: organization-defined locations],NIST SP 800-53r5
SA-9(5)::ODP3,SA-9(5),ControlEnhancement,[Assignment: organization-defined requirements or conditions],NIST SP 800-53r5
SA-10::a::ODP1,SA-10::a,ControlItem,[Selection (one or more): design; development; implementation; operation; disposal],NIST SP 800-53r5
SA-10::b::ODP1,SA-10::b,ControlItem,[Assignment: organization-defined configuration items under configuration management],NIST SP 800-53r5
SA-10::e::ODP1,SA-10::e,ControlItem,[Assignment: organization-defined personnel],NIST SP 800-53r5
SA-10(7)::ODP1,SA-10(7),ControlEnhancement,[Assignment: organization-defined security and privacy representatives],NIST SP 800-53r5
SA-10(7)::ODP2,SA-10(7),ControlEnhancement,[Assignment: organization-defined configuration change management and control process],NIST SP 800-53r5
SA-11::b::ODP1,SA-11::b,ControlItem,[Selection (one or more): unit; integration; system; regression],NIST SP 800-53r5
SA-11::b::ODP2,SA-11::b,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5
SA-11::b::ODP3,SA-11::b,ControlItem,[Assignment: organization-defined depth and coverage],NIST SP 800-53r5
SA-11(2)::a::ODP1,SA-11(2)::a,ControlItem,"[Assignment: organization-defined information concerning impact, environment of operations, known or assumed threats, and acceptable risk levels]",NIST SP 800-53r5
SA-11(2)::b::ODP1,SA-11(2)::b,ControlItem,[Assignment: organization-defined tools and methods],NIST SP 800-53r5
SA-11(2)::c::ODP1,SA-11(2)::c,ControlItem,[Assignment: organization-defined breadth and depth of modeling and analyses],NIST SP 800-53r5
SA-11(2)::d::ODP1,SA-11(2)::d,ControlItem,[Assignment: organization-defined acceptance criteria],NIST SP 800-53r5
SA-11(3)::a::ODP1,SA-11(3)::a,ControlItem,[Assignment: organization-defined independence criteria],NIST SP 800-53r5
SA-11(4)::ODP1,SA-11(4),ControlEnhancement,[Assignment: organization-defined specific code],NIST SP 800-53r5
SA-11(4)::ODP2,SA-11(4),ControlEnhancement,"[Assignment: organization-defined processes, procedures, and/or techniques]",NIST SP 800-53r5
SA-11(5)::a::ODP1,SA-11(5)::a,ControlItem,[Assignment: organization-defined breadth and depth of testing],NIST SP 800-53r5
SA-11(5)::b::ODP1,SA-11(5)::b,ControlItem,[Assignment: organization-defined constraints],NIST SP 800-53r5
SA-11(7)::ODP1,SA-11(7),ControlEnhancement,[Assignment: organization-defined breadth and depth of testing and evaluation],NIST SP 800-53r5
SA-15::b::ODP1,SA-15::b,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5
SA-15::b::ODP2,SA-15::b,ControlItem,[Assignment: organization-defined security and privacy requirements],NIST SP 800-53r5
SA-15(1)::b::ODP1,SA-15(1)::b,ControlItem,[Selection (one or more): [Assignment: organization-defined frequency]; [Assignment: organization-defined program review milestones]; upon delivery],NIST SP 800-53r5
SA-15(3)::a::ODP1,SA-15(3)::a,ControlItem,[Assignment: organization-defined decision points in the system development life cycle],NIST SP 800-53r5
SA-15(3)::b::ODP1,SA-15(3)::b,ControlItem,[Assignment: organization-defined breadth and depth of criticality analysis],NIST SP 800-53r5
