source_section_id,relationship_type,target_requirement_id
313.4,HASREQUIREMENT,GLBA-313.4-R1
313.10,HASREQUIREMENT,GLBA-313.10-R1
314.4,HASREQUIREMENT,GLBA-314.4-R1
314.4,HASREQUIREMENT,GLBA-314.4-R2
314.4,HASREQUIREMENT,GLBA-314.4-R3
