regulation_id,celex_number,short_name,official_title,adopted_date,oj_reference,entry_into_force,repeals,legal_basis,source_document
REG-910-2014,Regulation (EU) No 910/2014,eIDAS Regulation,Regulation (EU) No 910/2014 of the European Parliament and of the Council of 23 July 2014 on electronic identification and trust services for electronic transactions in the internal market and repealing Directive 1999/93/EC,23 July 2014,"OJ L 257, 28.8.2014, p. 73",,Directive 1999/93/EC,"Treaty on the Functioning of the European Union, and in particular Article 114 thereof",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
