assurance_level_id,level_name,criteria_text,defined_in_article_id,provision_reference,source_document
AL-low,low,"assurance level low shall refer to an electronic identification means in the context of an electronic identification scheme, which provides a limited degree of confidence in the claimed or asserted identity of a person, and is characterised with reference to technical specifications, standards and procedures related thereto, including technical controls, the purpose of which is to decrease the risk of misuse or alteration of the identity;",ART-8,2(a),KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
AL-substantial,substantial,"assurance level substantial shall refer to an electronic identification means in the context of an electronic identification scheme, which provides a substantial degree of confidence in the claimed or asserted identity of a person, and is characterised with reference to technical specifications, standards and procedures related thereto, including technical controls, the purpose of which is to decrease substantially the risk of misuse or alteration of the identity;",ART-8,2(b),KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
AL-high,high,"assurance level high shall refer to an electronic identification means in the context of an electronic identification scheme, which provides a higher degree of confidence in the claimed or asserted identity of a person than electronic identification means with the assurance level substantial, and is characterised with reference to technical specifications, standards and procedures related thereto, including technical controls, the purpose of which is to prevent misuse or alteration of the identity.",ART-8,2(c),KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
