bill_clause_id,bill_section_id,bill_proposed_section_id,path,kind,label,quoted_matter,text,source_document
BILL-3(1),BILL-SEC-3,,(1),paragraph,1,no,"(1) ADDITIONAL CYBERSECURITY PROCEDURE.—The term ‘‘additional cybersecurity procedure’’ has the meaning given the term in section 3552(b) of title 44, United States Code, as amended by this Act.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-3(2),BILL-SEC-3,,(2),paragraph,2,no,"(2) AGENCY.—The term ‘‘agency’’ has the meaning given the term in section 3502 of title 44, United States Code.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-3(3),BILL-SEC-3,,(3),paragraph,3,no,(3) APPROPRIATE CONGRESSIONAL COMMITTEES.—The term ‘‘appropriate congressional committees’’ means—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-3(3)(A),BILL-SEC-3,,(3)(A),subparagraph,A,no,(A) the Committee on Homeland Security and Governmental Affairs of the Senate;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-3(3)(B),BILL-SEC-3,,(3)(B),subparagraph,B,no,(B) the Committee on Oversight and Reform of the House of Representatives; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-3(3)(C),BILL-SEC-3,,(3)(C),subparagraph,C,no,(C) the Committee on Homeland Security of the House of Representatives.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-3(4),BILL-SEC-3,,(4),paragraph,4,no,(4) DIRECTOR.—The term ‘‘Director’’ means the Director of the Office of Management and Budget.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-3(5),BILL-SEC-3,,(5),paragraph,5,no,"(5) INCIDENT.—The term ‘‘incident’’ has the meaning given the term in section 3552(b) of title 44, United States Code.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-3(6),BILL-SEC-3,,(6),paragraph,6,no,"(6) PENETRATION TEST.—The term ‘‘penetration test’’ has the meaning given the term in section 3552(b) of title 44, United States Code, as amended by this Act.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-3(7),BILL-SEC-3,,(7),paragraph,7,no,(7) THREAT HUNTING.—The term ‘‘threat hunting’’ means proactively and iteratively searching for threats to systems that evade detection by automated threat detection systems.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-3(8),BILL-SEC-3,,(8),paragraph,8,no,"(8) VERIFICATION SPECIFICATION.—The term ‘‘verification specification’’ means a specification developed under section 11331(f) of title 40, United States Code, as amended by this Act.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a),BILL-SEC-101,,(a),subsection,a,no,"(a) SUBCHAPTER I AMENDMENTS.—Subchapter I of chapter 35 of title 44, United States Code, is amended—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(1),BILL-SEC-101,,(a)(1),paragraph,1,no,(1) in section 3504—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(1)(A),BILL-SEC-101,,(a)(1)(A),subparagraph,A,no,"(A) in subsection (a)(1)(B)(v), by striking ‘‘confidentiality, security, disclosure, and sharing of information’’ and inserting ‘‘disclosure, sharing of information, and, in consultation with the Director of the Cybersecurity and Infrastructure Security Agency, confidentiality and security’’;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(1)(B),BILL-SEC-101,,(a)(1)(B),subparagraph,B,no,"(B) in subsection (b)(2)(B), by inserting ‘‘in coordination with the Director of the Cybersecurity and Infrastructure Security Agency’’ after ‘‘standards for security’’;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(1)(C),BILL-SEC-101,,(a)(1)(C),subparagraph,C,no,"(C) in subsection (g), by striking paragraph (1) and inserting the following:","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(1)#2,BILL-SEC-101,,(a)(1),paragraph,1,yes,(1) with respect to information collected or maintained by or for agencies—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(1)(A)#2,BILL-SEC-101,,(a)(1)(A),subparagraph,A,yes,"(A) develop and oversee the implementation of policies, principles, standards, and guidelines on privacy, disclosure, and sharing of the information; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(1)(B)#2,BILL-SEC-101,,(a)(1)(B),subparagraph,B,yes,"(B) in consultation with the Director of the Cybersecurity and Infrastructure Security Agency, develop and oversee policies, principles, standards, and guidelines on confidentiality and security of the information; and’’; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(1)(D),BILL-SEC-101,,(a)(1)(D),subparagraph,D,no,(D) in subsection (h)(1)—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(1)(D)(i),BILL-SEC-101,,(a)(1)(D)(i),clause,i,no,(i) in the matter preceding subparagraph (A)—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(1)(D)(i)(I),BILL-SEC-101,,(a)(1)(D)(i)(I),subclause,I,no,"(I) by inserting ‘‘the Director of the Cybersecurity and Infrastructure Security Agency,’’ before ‘‘the Director’’; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(1)(D)(i)(II),BILL-SEC-101,,(a)(1)(D)(i)(II),subclause,II,no,(II) by inserting a comma before ‘‘and the Administrator’’; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(1)(D)(ii),BILL-SEC-101,,(a)(1)(D)(ii),clause,ii,no,"(ii) in subparagraph (A), by inserting ‘‘security and’’ after ‘‘information technology’’;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(2),BILL-SEC-101,,(a)(2),paragraph,2,no,(2) in section 3505—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(2)(A),BILL-SEC-101,,(a)(2)(A),subparagraph,A,no,(A) in paragraph (3) of the first subsection designated as subsection (c)—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(2)(A)(i),BILL-SEC-101,,(a)(2)(A)(i),clause,i,no,(i) in subparagraph (B)—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(2)(A)(i)(I),BILL-SEC-101,,(a)(2)(A)(i)(I),subclause,I,no,(I) by inserting ‘‘and the Director of the Cybersecurity and Infrastructure Security Agency’’ after ‘‘Comptroller General’’; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(2)(A)(i)(II),BILL-SEC-101,,(a)(2)(A)(i)(II),subclause,II,no,(II) by striking ‘‘and’’ at the end;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(2)(A)(ii),BILL-SEC-101,,(a)(2)(A)(ii),clause,ii,no,"(ii) in subparagraph (C)(v), by striking the period at the end and inserting ‘‘; and’’; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(2)(A)(iii),BILL-SEC-101,,(a)(2)(A)(iii),clause,iii,no,(iii) by adding at the end the following:,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(2)(D),BILL-SEC-101,,(a)(2)(D),subparagraph,D,yes,"(D) maintained on a continual basis through the use of automation, machine-readable data, and scanning.’’; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(2)(B),BILL-SEC-101,,(a)(2)(B),subparagraph,B,no,(B) by striking the second subsection designated as subsection (c);,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(3),BILL-SEC-101,,(a)(3),paragraph,3,no,(3) in section 3506—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(3)(A),BILL-SEC-101,,(a)(3)(A),subparagraph,A,no,(A) in subsection (b)—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(3)(A)(i),BILL-SEC-101,,(a)(3)(A)(i),clause,i,no,"(i) in paragraph (1)(C), by inserting ‘‘, availability’’ after ‘‘integrity’’; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(3)(A)(ii),BILL-SEC-101,,(a)(3)(A)(ii),clause,ii,no,"(ii) in paragraph (4), by inserting ‘‘the Director of the Cybersecurity and Infrastructure Security Agency,’’ after ‘‘General Services,’’; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(3)(B),BILL-SEC-101,,(a)(3)(B),subparagraph,B,no,"(B) in subsection (h)(3), by inserting ‘‘security,’’ after ‘‘efficiency,’’;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(4),BILL-SEC-101,,(a)(4),paragraph,4,no,(4) in section 3513—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(4)(A),BILL-SEC-101,,(a)(4)(A),subparagraph,A,no,"(A) in subsection (a), by inserting ‘‘the Director of the Cybersecurity and Infrastructure Security Agency,’’ before ‘‘the Administrator of General Services’’;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(4)(B),BILL-SEC-101,,(a)(4)(B),subparagraph,B,no,(B) by redesignating subsection (c) as subsection (d); and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(4)(C),BILL-SEC-101,,(a)(4)(C),subparagraph,C,no,(C) by inserting after subsection (b) the following:,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c),BILL-SEC-101,,(c),subsection,c,yes,(c) Each agency providing a written plan under subsection (b) shall provide any portion of the written plan addressing information security or cybersecurity to the Director of the Cybersecurity and Infrastructure Security Agency.’’; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(5),BILL-SEC-101,,(c)(5),paragraph,5,no,(5) in section 3520A(b)—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(5)(A),BILL-SEC-101,,(c)(5)(A),subparagraph,A,no,"(A) in paragraph (1), by striking ‘‘, protection’’;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(5)(B),BILL-SEC-101,,(c)(5)(B),subparagraph,B,no,"(B) by redesignating paragraphs (2), (3), (4), and (5) as paragraphs (3), (4), (5), and (6), respectively; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(5)(C),BILL-SEC-101,,(c)(5)(C),subparagraph,C,no,(C) by inserting after paragraph (1) the following:,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2),BILL-SEC-101,,(c)(2),paragraph,2,yes,"(2) in consultation with the Director of the Cybersecurity and Infrastructure Security Agency, establish Governmentwide best practices for the protection of data;’’.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b),BILL-SEC-101,,(b),subsection,b,no,(b) SUCHAPTER II DEFINITIONS.—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(1),BILL-SEC-101,,(b)(1),paragraph,1,no,"(1) IN GENERAL.—Section 3552(b) of title 44, United States Code, is amended—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(1)(A),BILL-SEC-101,,(b)(1)(A),subparagraph,A,no,"(A) by redesignating paragraphs (1), (2), (3), (4), (5), (6), and (7) as paragraphs (2), (3), (4), (5), (6), (9), and (11), respectively;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(1)(B),BILL-SEC-101,,(b)(1)(B),subparagraph,B,no,"(B) by inserting before paragraph (2), as so redesignated, the following:","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(1)#2,BILL-SEC-101,,(b)(1),paragraph,1,yes,"(1) The term ‘additional cybersecurity procedure’ means a process, procedure, or other activity that is established in excess of the information security standards promulgated under section 11331(b) of title 40 to increase the security and reduce the cybersecurity risk of agency systems, such as continuous threat hunting, increased network segmentation, endpoint detection and response, or persistent penetration testing.’’;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(1)(C),BILL-SEC-101,,(b)(1)(C),subparagraph,C,no,"(C) by inserting after paragraph (6), as so redesignated, the following:","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(7),BILL-SEC-101,,(b)(7),paragraph,7,yes,(7) The term ‘high value asset’ means information or an information system that the head of an agency determines so critical to the agency that the loss or corruption of the information or the loss of access to the information system would have a serious impact on the ability of the agency to perform the mission of the agency or conduct business.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(8),BILL-SEC-101,,(b)(8),paragraph,8,yes,(8) The term ‘major incident’ has the meaning given the term in guidance issued by the Director under section 3598(a).’’;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(8)(D),BILL-SEC-101,,(b)(8)(D),subparagraph,D,no,"(D) by inserting after paragraph (9), as so redesignated, the following:","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(10),BILL-SEC-101,,(b)(10),paragraph,10,yes,(10) The term ‘penetration test’ means a specialized type of assessment that—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(10)(A),BILL-SEC-101,,(b)(10)(A),subparagraph,A,yes,(A) is conducted on an information system or a component of an information system; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(10)(B),BILL-SEC-101,,(b)(10)(B),subparagraph,B,yes,"(B) emulates an attack or other exploitation capability of a potential adversary, typically under specific constraints, in order to identify any vulnerabilities of an information system or a component of an information system that could be exploited.’’; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(10)(E),BILL-SEC-101,,(b)(10)(E),subparagraph,E,no,"(E) by inserting after paragraph (11), as so redesignated, the following:","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(12),BILL-SEC-101,,(b)(12),paragraph,12,yes,(12) The term ‘shared service’ means a business or mission function that is provided for use by multiple organizations within or between agencies.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(13),BILL-SEC-101,,(b)(13),paragraph,13,yes,(13) The term ‘verification specification’ means a specification developed under section 11331(f) of title 40.’’.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2),BILL-SEC-101,,(b)(2),paragraph,2,no,(2) CONFORMING AMENDMENTS.—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2)(A),BILL-SEC-101,,(b)(2)(A),subparagraph,A,no,(A) HOMELAND SECURITY ACT OF 2002.— Section 1001(c)(1)(A) of the Homeland Security Act of 2002 (6 U.S.C. 511(1)(A)) is amended by striking ‘‘section 3552(b)(5)’’ and inserting ‘‘section 3552(b)’’.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2)(B),BILL-SEC-101,,(b)(2)(B),subparagraph,B,no,(B) TITLE 10.—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2)(B)(i),BILL-SEC-101,,(b)(2)(B)(i),clause,i,no,"(i) SECTION 2222.—Section 2222(i)(8) of title 10, United States Code, is amended by striking ‘‘section 3552(b)(6)(A)’’ and inserting ‘‘section 3552(b)(9)(A)’’.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2)(B)(ii),BILL-SEC-101,,(b)(2)(B)(ii),clause,ii,no,"(ii) SECTION 2223.—Section 2223(c)(3) of title 10, United States Code, is amended by striking ‘‘section 3552(b)(6)’’ and inserting ‘‘section 3552(b)’’.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2)(B)(iii),BILL-SEC-101,,(b)(2)(B)(iii),clause,iii,no,"(iii) SECTION 2315.—Section 2315 of title 10, United States Code, is amended by striking ‘‘section 3552(b)(6)’’ and inserting ‘‘section 3552(b)’’.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2)(B)(iv),BILL-SEC-101,,(b)(2)(B)(iv),clause,iv,no,"(iv) SECTION 2339A.—Section 2339a(e)(5) of title 10, United States Code, is amended by striking ‘‘section 3552(b)(6)’’ and inserting ‘‘section 3552(b)’’.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2)(C),BILL-SEC-101,,(b)(2)(C),subparagraph,C,no,(C) HIGH-PERFORMANCE COMPUTING ACT OF 1991.—Section 207(a) of the High-Performance Computing Act of 1991 (15 U.S.C. 5527(a)) is amended by striking ‘‘section 3552(b)(6)(A)(i)’’ and inserting ‘‘section 3552(b)(9)(A)(i)’’.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2)(D),BILL-SEC-101,,(b)(2)(D),subparagraph,D,no,(D) INTERNET OF THINGS CYBERSECURITY IMPROVEMENT ACT OF 2020.—Section 3(5) of the Internet of Things Cybersecurity Improvement Act of 2020 (15 U.S.C. 278g–3a) is amended by striking ‘‘section 3552(b)(6)’’ and inserting ‘‘section 3552(b)’’.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2)(E),BILL-SEC-101,,(b)(2)(E),subparagraph,E,no,(E) NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2013.—Section 933(e)(1)(B) of the National Defense Authorization Act for Fiscal Year 2013 (10 U.S.C. 2224 note) is amended by striking ‘‘section 3542(b)(2)’’ and inserting ‘‘section 3552(b)’’.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2)(F),BILL-SEC-101,,(b)(2)(F),subparagraph,F,no,(F) IKE SKELTON NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2011.—The Ike Skelton National Defense Authorization Act for Fiscal Year 2011 (Public Law 111–383) is amended—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2)(F)(i),BILL-SEC-101,,(b)(2)(F)(i),clause,i,no,"(i) in section 806(e)(5) (10 U.S.C. 2304 note), by striking ‘‘section 3542(b)’’ and inserting ‘‘section 3552(b)’’;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2)(F)(ii),BILL-SEC-101,,(b)(2)(F)(ii),clause,ii,no,"(ii) in section 931(b)(3) (10 U.S.C. 2223 note), by striking ‘‘section 3542(b)(2)’’ and inserting ‘‘section 3552(b)’’; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2)(F)(iii),BILL-SEC-101,,(b)(2)(F)(iii),clause,iii,no,"(iii) in section 932(b)(2) (10 U.S.C. 2224 note), by striking ‘‘section 3542(b)(2)’’ and inserting ‘‘section 3552(b)’’.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2)(G),BILL-SEC-101,,(b)(2)(G),subparagraph,G,no,(G) E-GOVERNMENT ACT OF 2002.—Section 301(c)(1)(A) of the E-Government Act of 2002 (44 U.S.C. 3501 note) is amended by striking ‘‘section 3542(b)(2)’’ and inserting ‘‘section 3552(b)’’.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2)(H),BILL-SEC-101,,(b)(2)(H),subparagraph,H,no,(H) NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY ACT.—Section 20 of the National Institute of Standards and Technology Act (15 U.S.C. 278g–3) is amended—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2)(H)(i),BILL-SEC-101,,(b)(2)(H)(i),clause,i,no,"(i) in subsection (a)(2), by striking ‘‘section 3552(b)(5)’’ and inserting ‘‘section 3552(b)’’; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2)(H)(ii),BILL-SEC-101,,(b)(2)(H)(ii),clause,ii,no,(ii) in subsection (f)—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2)(I),BILL-SEC-101,,(b)(2)(I),subparagraph,I,no,"(I) in paragraph (3), by striking ‘‘section 3532(1)’’ and inserting ‘‘section 3552(b)’’; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2)(I)(II),BILL-SEC-101,,(b)(2)(I)(II),subclause,II,no,"(II) in paragraph (5), by striking ‘‘section 3532(b)(2)’’ and inserting ‘‘section 3552(b)’’.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)#2,BILL-SEC-101,,(c),subsection,c,no,"(c) SUBCHAPTER II AMENDMENTS.—Subchapter II of chapter 35 of title 44, United States Code, is amended—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(1),BILL-SEC-101,,(c)(1),paragraph,1,no,(1) in section 3551—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(1)(A),BILL-SEC-101,,(c)(1)(A),subparagraph,A,no,"(A) by redesignating paragraphs (3), (4), (5), and (6) as paragraphs (4), (5), (6), and (7), respectively;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(1)(B),BILL-SEC-101,,(c)(1)(B),subparagraph,B,no,(B) by inserting after paragraph (2) the following:,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3),BILL-SEC-101,,(c)(3),paragraph,3,yes,(3) recognize the role of the Cybersecurity and Infrastructure Security Agency as the lead cybersecurity entity for operational coordination across the Federal Government;’’;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)(C),BILL-SEC-101,,(c)(3)(C),subparagraph,C,no,"(C) in paragraph (5), as so redesignated, by striking ‘‘diagnose and improve’’ and inserting ‘‘integrate, deliver, diagnose, and improve’’;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)(D),BILL-SEC-101,,(c)(3)(D),subparagraph,D,no,"(D) in paragraph (6), as so redesignated, by striking ‘‘and’’ at the end; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)(E),BILL-SEC-101,,(c)(3)(E),subparagraph,E,no,(E) by adding at the end the following:,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(8),BILL-SEC-101,,(c)(8),paragraph,8,yes,"(8) recognize that each agency has specific mission requirements and, at times, unique cybersecurity requirements to meet the mission of the agency;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(9),BILL-SEC-101,,(c)(9),paragraph,9,yes,"(9) recognize that each agency does not have the same resources to secure agency systems, and an agency should not be expected to have the capability to secure the systems of the agency from advanced adversaries alone; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(10),BILL-SEC-101,,(c)(10),paragraph,10,yes,(10) recognize that—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(10)(A),BILL-SEC-101,,(c)(10)(A),subparagraph,A,yes,(A) a holistic Federal cybersecurity model is necessary to account for differences between the missions and capabilities of agencies; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(10)(B),BILL-SEC-101,,(c)(10)(B),subparagraph,B,yes,(B) in accounting for the differences described in subparagraph (A) and ensuring overall Federal cybersecurity—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(10)(B)(i),BILL-SEC-101,,(c)(10)(B)(i),clause,i,yes,(i) the Office of Management and Budget is the leader for policy development and oversight of Federal cybersecurity;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(10)(B)(ii),BILL-SEC-101,,(c)(10)(B)(ii),clause,ii,yes,(ii) the Cybersecurity and Infrastructure Security Agency is the leader for implementing operations at agencies; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
