bill_clause_id,bill_section_id,bill_proposed_section_id,path,kind,label,quoted_matter,text,source_document
BILL-101(c)(2)#7,BILL-SEC-101,BILL-USC-3597,(c)(2),paragraph,2,yes,(2) the quantitative and qualitative analyses of compromises developed under subsection (b)(2) on an agency-by-agency basis and comprehensively; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)#6,BILL-SEC-101,BILL-USC-3597,(c)(3),paragraph,3,yes,(3) an annex for each agency that includes the total number of compromises of the agency and categorizes those compromises by the items described in paragraphs (1) through (4) of subsection (a).,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(d)#5,BILL-SEC-101,BILL-USC-3597,(d),subsection,d,yes,(d) PUBLICATION.—A version of each report submitted under subsection (c) shall be made publicly available on the website of the Cybersecurity and Infrastructure Security Agency during the year in which the report is submitted.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(e)#3,BILL-SEC-101,BILL-USC-3597,(e),subsection,e,yes,(e) INFORMATION PROVIDED BY AGENCIES.—The analysis required under subsection (b) and each report submitted under subsection (c) shall utilize information provided by agencies pursuant to section 3594(d).,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(f)#3,BILL-SEC-101,BILL-USC-3597,(f),subsection,f,yes,"(f) REQUIREMENT TO ANONYMIZE INFORMATION.—In publishing the public report required under subsection (d), the Director of the Cybersecurity and Infrastructure Security Agency shall sufficiently anonymize and compile information such that no specific incidents of an agency can be identified, except with the concurrence of the Director of the Office of Management and Budget and in consultation with the impacted agency.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)#9,BILL-SEC-101,BILL-USC-3598,(a),subsection,a,yes,"(a) IN GENERAL.—Not later than 90 days after the date of enactment of the Federal Information Security Management Act of 2021, the Director, in coordination with the Director of the Cybersecurity and Infrastructure Security Agency, shall develop and promulgate guidance on the definition of the term ‘major incident’ for the purposes of subchapter II and this subchapter.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)#9,BILL-SEC-101,BILL-USC-3598,(b),subsection,b,yes,"(b) REQUIREMENTS.—With respect to the guidance issued under subsection (a), the definition of the term ‘major incident’ shall—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(1)#10,BILL-SEC-101,BILL-USC-3598,(b)(1),paragraph,1,yes,"(1) include, with respect to any information collected or maintained by or on behalf of an agency or an information system used or operated by an agency or by a contractor of an agency or another organization on behalf of an agency—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(1)(A)#3,BILL-SEC-101,BILL-USC-3598,(b)(1)(A),subparagraph,A,yes,"(A) any incident the head of the agency determines is likely to have an impact on the national security, homeland security, or economic security of the United States;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(1)(B)#3,BILL-SEC-101,BILL-USC-3598,(b)(1)(B),subparagraph,B,yes,"(B) any incident the head of the agency determines is likely to have an impact on the operations of the agency, a component of the agency, or the Federal Government, including an impact on the efficiency or effectiveness of agency information systems;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(1)(C)#3,BILL-SEC-101,BILL-USC-3598,(b)(1)(C),subparagraph,C,yes,"(C) any incident that the head of an agency, in consultation with the Chief Privacy Officer of the agency, determines involves a high risk incident in accordance with the guidance issued under subsection (c)(1);","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(1)(D)#2,BILL-SEC-101,BILL-USC-3598,(b)(1)(D),subparagraph,D,yes,"(D) any incident that involves the unauthorized disclosure of personally identifiable information of not less than 500 individuals, regardless of the risk level determined under the guidance issued under subsection (c)(1);","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(1)(E)#2,BILL-SEC-101,BILL-USC-3598,(b)(1)(E),subparagraph,E,yes,(E) any incident the head of the agency determines involves a high value asset owned or operated by the agency; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(1)(F)#2,BILL-SEC-101,BILL-USC-3598,(b)(1)(F),subparagraph,F,yes,(F) any other type of incident determined appropriate by the Director;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2)#9,BILL-SEC-101,BILL-USC-3598,(b)(2),paragraph,2,yes,(2) stipulate that every agency shall be considered to have experienced a major incident if the Director of the Cybersecurity and Infrastructure Security Agency determines that an incident that occurs at not less than 2 agencies—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2)(A)#4,BILL-SEC-101,BILL-USC-3598,(b)(2)(A),subparagraph,A,yes,"(A) is enabled by a common technical root cause, such as a supply chain compromise, a common software or hardware vulnerability; or","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2)(B)#4,BILL-SEC-101,BILL-USC-3598,(b)(2)(B),subparagraph,B,yes,(B) is enabled by the related activities of a common actor; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(3)#5,BILL-SEC-101,BILL-USC-3598,(b)(3),paragraph,3,yes,"(3) stipulate that, in determining whether an incident constitutes a major incident because that incident—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(3)(A),BILL-SEC-101,BILL-USC-3598,(b)(3)(A),subparagraph,A,yes,"(A) is any incident described in paragraph (1), the head of an agency shall consult with the Director of the Cybersecurity and Infrastructure Security Agency;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(3)(B),BILL-SEC-101,BILL-USC-3598,(b)(3)(B),subparagraph,B,yes,"(B) is an incident described in paragraph (1)(A), the head of the agency shall consult with the National Cyber Director; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(3)(C),BILL-SEC-101,BILL-USC-3598,(b)(3)(C),subparagraph,C,yes,"(C) is an incident described in subparagraph (C) or (D) of paragraph (1), the head of the agency shall consult with—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(3)(C)(i),BILL-SEC-101,BILL-USC-3598,(b)(3)(C)(i),clause,i,yes,(i) the Privacy and Civil Liberties Oversight Board; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(3)(C)(ii),BILL-SEC-101,BILL-USC-3598,(b)(3)(C)(ii),clause,ii,yes,(ii) the Executive Director of the Federal Trade Commission.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)#9,BILL-SEC-101,BILL-USC-3598,(c),subsection,c,yes,(c) GUIDANCE ON RISK TO INDIVIDUALS.—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(1)#7,BILL-SEC-101,BILL-USC-3598,(c)(1),paragraph,1,yes,"(1) IN GENERAL.—Not later than 90 days after the date of enactment of the Federal Information Security Modernization Act of 2021, the Director, in coordination with the Director of the Cybersecurity and Infrastructure Security Agency, the Privacy and Civil Liberties Oversight Board, and the Executive Director of the Federal Trade Commission, shall develop and issue guidance to agencies that establishes a risk-based framework for determining the level of risk that an incident involving personally identifiable information could result in substantial harm, physical harm, embarrassment, or unfairness to an individual.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)#8,BILL-SEC-101,BILL-USC-3598,(c)(2),paragraph,2,yes,(2) RISK LEVELS AND CONSIDERATIONS.—The risk-based framework included in the guidance issued under paragraph (1) shall—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(A)#4,BILL-SEC-101,BILL-USC-3598,(c)(2)(A),subparagraph,A,yes,"(A) include a range of risk levels, including a high risk level; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(B)#4,BILL-SEC-101,BILL-USC-3598,(c)(2)(B),subparagraph,B,yes,(B) consider—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(B)(i)#2,BILL-SEC-101,BILL-USC-3598,(c)(2)(B)(i),clause,i,yes,(i) any personally identifiable information that was exposed as a result of an incident;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(B)(ii)#2,BILL-SEC-101,BILL-USC-3598,(c)(2)(B)(ii),clause,ii,yes,(ii) the circumstances under which the exposure of personally identifiable information of an individual occurred; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(B)(iii)#2,BILL-SEC-101,BILL-USC-3598,(c)(2)(B)(iii),clause,iii,yes,"(iii) whether an independent evaluation of the information affected by an incident determines that the information is unreadable, including, as appropriate, instances in which the information is—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(B)(iii)(I)#2,BILL-SEC-101,BILL-USC-3598,(c)(2)(B)(iii)(I),subclause,I,yes,(I) encrypted; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(B)(iii)(II)#2,BILL-SEC-101,BILL-USC-3598,(c)(2)(B)(iii)(II),subclause,II,yes,(II) determined by the Director of the Cybersecurity and Infrastructure Security Agency to be of sufficiently low risk of exposure.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)#7,BILL-SEC-101,BILL-USC-3598,(c)(3),paragraph,3,yes,(3) APPROVAL.—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)(A)#4,BILL-SEC-101,BILL-USC-3598,(c)(3)(A),subparagraph,A,yes,"(A) IN GENERAL.—The guidance issued under paragraph (1) shall include a process by which the Director, jointly with the Director of the Cybersecurity and Infrastructure Security Agency and the Attorney General, may approve the designation of an incident that would be considered high risk as lower risk if information exposed by the incident is unreadable, as described in paragraph (2)(B)(iii).","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)(B)#3,BILL-SEC-101,BILL-USC-3598,(c)(3)(B),subparagraph,B,yes,(B) DOCUMENTATION.—The Director shall report any approval of an incident granted by the Director under subparagraph (A) to—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)(B)(i)#2,BILL-SEC-101,BILL-USC-3598,(c)(3)(B)(i),clause,i,yes,(i) the head of the agency that experienced the incident;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)(B)(ii),BILL-SEC-101,BILL-USC-3598,(c)(3)(B)(ii),clause,ii,yes,(ii) the inspector general of the agency that experienced the incident; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)(B)(iii),BILL-SEC-101,BILL-USC-3598,(c)(3)(B)(iii),clause,iii,yes,(iii) the Director of the Cybersecurity and Infrastructure Security Agency.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(d)#6,BILL-SEC-101,BILL-USC-3598,(d),subsection,d,yes,"(d) EVALUATION AND UPDATES.—Not later than 2 years after the date of enactment of the Federal Information Security Modernization Act of 2021, and not less frequently than every 2 years thereafter, the Director shall submit to the Committee on Homeland Security and Governmental Affairs of the Senate and the Committee on Oversight and Reform of the House of Representatives an evaluation, which shall include—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(d)(1)#3,BILL-SEC-101,BILL-USC-3598,(d)(1),paragraph,1,yes,"(1) an update, if necessary, to the guidance issued under subsections (a) and (c);","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(d)(2)#2,BILL-SEC-101,BILL-USC-3598,(d)(2),paragraph,2,yes,(2) the definition of the term ‘major incident’ included in the guidance issued under subsection (a);,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(d)(3),BILL-SEC-101,BILL-USC-3598,(d)(3),paragraph,3,yes,"(3) an explanation of, and the analysis that led to, the definition described in paragraph (2); and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(d)(4),BILL-SEC-101,BILL-USC-3598,(d)(4),paragraph,4,yes,(4) an assessment of any additional datasets or risk evaluation criteria that should be included in the risk-based framework included in the guidance issued under subsection (c)(1).’’.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(d)(2)#3,BILL-SEC-101,BILL-USC-3598,(d)(2),paragraph,2,no,"(2) CLERICAL AMENDMENT.—The table of sections for chapter 35 of title 44, United States Code, is amended by adding at the end the following: ‘‘SUBCHAPTER IV—FEDERAL SYSTEM INCIDENT RESPONSE ‘‘3591. Definitions. ‘‘3592. Notification of high risk exposure after major incident. ‘‘3593. Congressional notifications and reports. ‘‘3594. Government information sharing and incident response. ‘‘3595. Responsibilities of contractors and grant recipients. ‘‘3596. Training. ‘‘3597. Analysis and report on Federal incidents. ‘‘3598. Major incident guidance.’’.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(a),BILL-SEC-102,,(a),subsection,a,no,"(a) INFORMATION TECHNOLOGY MODERNIZATION CENTERS OF EXCELLENCE PROGRAM ACT.—Section 2(c)(4)(A)(ii) of the Information Technology Modernization Centers of Excellence Program Act (40 U.S.C. 11301 note) is amended by striking the period at the end and inserting ‘‘, which shall be provided in coordination with the Director of the Cybersecurity and Infrastructure Security Agency.’’.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(b),BILL-SEC-102,,(b),subsection,b,no,(b) MODERNIZING GOVERNMENT TECHNOLOGY.— Subtitle G of title X of Division A of the National Defense Authorization Act for Fiscal Year 2018 (40 U.S.C. 11301 note) is amended—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(b)(1),BILL-SEC-102,,(b)(1),paragraph,1,no,(1) in section 1077(b)—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(b)(1)(A),BILL-SEC-102,,(b)(1)(A),subparagraph,A,no,"(A) in paragraph (5)(A), by inserting ‘‘improving the cybersecurity of systems and’’ before ‘‘cost savings activities’’; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(b)(1)(B),BILL-SEC-102,,(b)(1)(B),subparagraph,B,no,(B) in paragraph (7)—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(b)(1)(B)(i),BILL-SEC-102,,(b)(1)(B)(i),clause,i,no,"(i) in the paragraph heading, by striking ‘‘CIO’’ and inserting ‘‘CIO’’;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(b)(1)(B)(ii),BILL-SEC-102,,(b)(1)(B)(ii),clause,ii,no,(ii) by striking ‘‘In evaluating projects’’ and inserting the following:,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(b)(1)(A)#2,BILL-SEC-102,,(b)(1)(A),subparagraph,A,yes,(A) CONSIDERATION OF GUIDANCE.—In evaluating projects’’;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(b)(1)(A)(iii),BILL-SEC-102,,(b)(1)(A)(iii),clause,iii,no,"(iii) in subparagraph (A), as so designated, by striking ‘‘under section 1094(b)(1)’’ and inserting ‘‘guidance issued by the Director’’; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(b)(1)(A)(iv),BILL-SEC-102,,(b)(1)(A)(iv),clause,iv,no,(iv) by adding at the end the following:,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(b)(1)(B)#2,BILL-SEC-102,,(b)(1)(B),subparagraph,B,yes,"(B) CONSULTATION.—In using funds under paragraph (3)(A), the Chief Information Officer of the covered agency shall consult with the Director of the Cybersecurity and Infrastructure Security Agency.’’; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(b)(2),BILL-SEC-102,,(b)(2),paragraph,2,no,(2) in section 1078—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(b)(2)(A),BILL-SEC-102,,(b)(2)(A),subparagraph,A,no,(A) by striking subsection (a) and inserting the following:,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(a)#2,BILL-SEC-102,,(a),subsection,a,yes,(a) DEFINITIONS.—In this section:,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(a)(1),BILL-SEC-102,,(a)(1),paragraph,1,yes,"(1) AGENCY.—The term ‘agency’ has the meaning given the term in section 551 of title 5, United States Code.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(a)(2),BILL-SEC-102,,(a)(2),paragraph,2,yes,"(2) HIGH VALUE ASSET.—The term ‘high value asset’ has the meaning given the term in section 3552 of title 44, United States Code.’’;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(a)(2)(B),BILL-SEC-102,,(a)(2)(B),subparagraph,B,no,"(B) in subsection (b), by adding at the end the following:","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(a)(8),BILL-SEC-102,,(a)(8),paragraph,8,yes,(8) PROPOSAL EVALUATION.—The Director shall—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(a)(8)(A),BILL-SEC-102,,(a)(8)(A),subparagraph,A,yes,(A) give consideration for the use of amounts in the Fund to improve the security of high value assets; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(a)(8)(B),BILL-SEC-102,,(a)(8)(B),subparagraph,B,yes,"(B) require that any proposal for the use of amounts in the Fund includes a cybersecurity plan, including a chain risk management plan, to be reviewed by the member of the Technology Modernization Board described in subsection (c)(5)(C).’’; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(a)(8)(C),BILL-SEC-102,,(a)(8)(C),subparagraph,C,no,(C) in subsection (c)—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(a)(8)(C)(i),BILL-SEC-102,,(a)(8)(C)(i),clause,i,no,"(i) in paragraph (2)(A)(i), by inserting ‘‘, including a consideration of the impact on high value assets’’ after ‘‘operational risks’’;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(a)(8)(C)(ii),BILL-SEC-102,,(a)(8)(C)(ii),clause,ii,no,(ii) in paragraph (5)—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(a)(8)(C)(ii)(I),BILL-SEC-102,,(a)(8)(C)(ii)(I),subclause,I,no,"(I) in subparagraph (A), by striking ‘‘and’’ at the end;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(a)(8)(C)(ii)(II),BILL-SEC-102,,(a)(8)(C)(ii)(II),subclause,II,no,"(II) in subparagraph (B), by striking the period at the end and inserting ‘‘and’’; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(a)(8)(C)(ii)(III),BILL-SEC-102,,(a)(8)(C)(ii)(III),subclause,III,no,(III) by adding at the end the following:,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(a)(8)(C)#2,BILL-SEC-102,,(a)(8)(C),subparagraph,C,yes,"(C) a senior official from the Cybersecurity and Infrastructure Security Agency of the Department of Homeland Security, appointed by the Director.’’; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(a)(8)(C)(iii),BILL-SEC-102,,(a)(8)(C)(iii),clause,iii,no,"(iii) in paragraph (6)(A), by striking ‘‘shall be—’’ and all that follows through ‘‘4 employees’’ and inserting ‘‘shall be 4 employees’’.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(c),BILL-SEC-102,,(c),subsection,c,no,"(c) SUBCHAPTER I.—Subchapter I of subtitle III of title 40, United States Code, is amended—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(c)(1),BILL-SEC-102,,(c)(1),paragraph,1,no,(1) in section 11302—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(c)(1)(A),BILL-SEC-102,,(c)(1)(A),subparagraph,A,no,"(A) in subsection (b), by striking ‘‘use, security, and disposal of’’ and inserting ‘‘use, and disposal, and, in coordination with the Director of the Cybersecurity and Infrastructure Security Agency, promote and improve the security, of’’;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(c)(1)(B),BILL-SEC-102,,(c)(1)(B),subparagraph,B,no,(B) in subsection (c)—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(c)(1)(B)(i),BILL-SEC-102,,(c)(1)(B)(i),clause,i,no,"(i) in paragraph (2), by inserting ‘‘in consultation with the Director of the Cybersecurity and Infrastructure Security Agency’’ before ‘‘, and results of’’;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(c)(1)(B)(ii),BILL-SEC-102,,(c)(1)(B)(ii),clause,ii,no,(ii) in paragraph (3)—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(c)(1)(B)(ii)(I),BILL-SEC-102,,(c)(1)(B)(ii)(I),subclause,I,no,"(I) in subparagraph (A), by striking ‘‘, and performance’’ and inserting ‘‘security, and performance’’; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(c)(1)(B)(ii)(II),BILL-SEC-102,,(c)(1)(B)(ii)(II),subclause,II,no,(II) in subparagraph (C)—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(c)(1)(B)(ii)(II)(aa),BILL-SEC-102,,(c)(1)(B)(ii)(II)(aa),item,aa,no,(aa) by striking ‘‘For each major’’ and inserting the following:,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(c)(1)(B)(i)#2,BILL-SEC-102,,(c)(1)(B)(i),clause,i,yes,(i) IN GENERAL.—For each major’’; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(c)(1)(B)(i)(bb),BILL-SEC-102,,(c)(1)(B)(i)(bb),item,bb,no,(bb) by adding at the end the following:,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(c)(1)(B)(ii)#2,BILL-SEC-102,,(c)(1)(B)(ii),clause,ii,yes,"(ii) CYBERSECURITY.—In categorizing an investment according to risk under clause (i), the Chief Information Officer of the covered agency shall consult with the Director of the Cybersecurity and Infrastructure Security Agency on the cybersecurity or supply chain risk.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(c)(1)(B)(iii),BILL-SEC-102,,(c)(1)(B)(iii),clause,iii,yes,"(iii) SECURITY RISK GUIDANCE.— The Director, in coordination with the Director of the Cybersecurity and Infrastructure Security Agency, shall issue guidance for the categorization of an investment under clause (i) according to the cybersecurity or supply chain risk.’’; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(c)(1)(B)(iii)#2,BILL-SEC-102,,(c)(1)(B)(iii),clause,iii,no,(iii) in paragraph (4)—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(c)(1)(B)(iii)(I),BILL-SEC-102,,(c)(1)(B)(iii)(I),subclause,I,no,(I) in subparagraph (A)—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(c)(1)(B)(iii)(I)(aa),BILL-SEC-102,,(c)(1)(B)(iii)(I)(aa),item,aa,no,"(aa) in clause (ii), by striking ‘‘and’’ at the end;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(c)(1)(B)(iii)(I)(bb),BILL-SEC-102,,(c)(1)(B)(iii)(I)(bb),item,bb,no,"(bb) in clause (iii), by striking the period at the end and inserting ‘‘; and’’; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(c)(1)(B)(iii)(I)(cc),BILL-SEC-102,,(c)(1)(B)(iii)(I)(cc),item,cc,no,(cc) by adding at the end the following:,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-102(c)(1)(B)(iv),BILL-SEC-102,,(c)(1)(B)(iv),clause,iv,yes,"(iv) in consultation with the Director of the Cybersecurity and Infrastructure Security Agency, the cybersecurity risks of the investment.’’; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
