source_id,target_id,rel_type
ITA2000-SUBLEG,GSR-788E,CONTAINS
ITA2000-SUBLEG,GSR-789E,CONTAINS
ITA2000-SUBLEG,GSR-790E,CONTAINS
ITA2000-SUBLEG,GSR-791E,CONTAINS
GSR-789E,RS-CA,CONTAINS
GSR-791E,RS-CRAT,CONTAINS
RS-CA,CA-R1,CONTAINS
CA-R1,CA-R1-1,CONTAINS
CA-R1,CA-R1-2,CONTAINS
RS-CA,CA-R2,CONTAINS
CA-R2,CA-R2-a,CONTAINS
CA-R2,CA-R2-b,CONTAINS
CA-R2,CA-R2-c,CONTAINS
CA-R2,CA-R2-d,CONTAINS
CA-R2,CA-R2-e,CONTAINS
CA-R2,CA-R2-f,CONTAINS
CA-R2,CA-R2-g,CONTAINS
CA-R2,CA-R2-h,CONTAINS
CA-R2,CA-R2-i,CONTAINS
CA-R2,CA-R2-j,CONTAINS
CA-R2,CA-R2-k,CONTAINS
CA-R2,CA-R2-l,CONTAINS
CA-R2-l,CA-R2-l-i,CONTAINS
CA-R2-l,CA-R2-l-ii,CONTAINS
CA-R2,CA-R2-m,CONTAINS
RS-CA,CA-R3,CONTAINS
CA-R3,CA-R3-a,CONTAINS
CA-R3,CA-R3-b,CONTAINS
RS-CA,CA-R4,CONTAINS
RS-CA,CA-R5,CONTAINS
CA-R5,CA-R5-i,CONTAINS
CA-R5,CA-R5-ii,CONTAINS
CA-R5-ii,CA-R5-ii-a,CONTAINS
CA-R5-ii,CA-R5-ii-b,CONTAINS
RS-CA,CA-R6,CONTAINS
RS-CA,CA-R7,CONTAINS
CA-R7,CA-R7-a,CONTAINS
CA-R7,CA-R7-b,CONTAINS
CA-R7,CA-R7-c,CONTAINS
CA-R7,CA-R7-d,CONTAINS
CA-R7,CA-R7-e,CONTAINS
CA-R7,CA-R7-f,CONTAINS
RS-CA,CA-R8,CONTAINS
CA-R8,CA-R8-1,CONTAINS
CA-R8-1,CA-R8-1-a,CONTAINS
CA-R8-1,CA-R8-1-b,CONTAINS
CA-R8-1-b,CA-R8-1-b-i,CONTAINS
CA-R8-1-b,CA-R8-1-b-ii,CONTAINS
CA-R8-1-b-ii,CA-R8-1-b-ii-i,CONTAINS
CA-R8-1-b-ii,CA-R8-1-b-ii-ii,CONTAINS
CA-R8-1,CA-R8-1-c,CONTAINS
CA-R8-1-c,CA-R8-1-c-i,CONTAINS
CA-R8-1-c,CA-R8-1-c-ii,CONTAINS
CA-R8-1-c-ii,CA-R8-1-c-ii-i,CONTAINS
CA-R8-1-c-ii,CA-R8-1-c-ii-ii,CONTAINS
CA-R8-1,CA-R8-1-d,CONTAINS
CA-R8-1-d,CA-R8-1-d-i,CONTAINS
CA-R8-1-d,CA-R8-1-d-ii,CONTAINS
CA-R8-1-d,CA-R8-1-d-iii,CONTAINS
CA-R8-1-d,CA-R8-1-d-iv,CONTAINS
CA-R8-1-d,CA-R8-1-d-ga,CONTAINS
CA-R8-1-d,CA-R8-1-d-v,CONTAINS
CA-R8,CA-R8-2,CONTAINS
CA-R8-2,CA-R8-2-1,CONTAINS
CA-R8,CA-R8-3,CONTAINS
CA-R8-3,CA-R8-3-a,CONTAINS
CA-R8-3,CA-R8-3-b,CONTAINS
CA-R8-3,CA-R8-3-c,CONTAINS
CA-R8-3,CA-R8-3-d,CONTAINS
CA-R8-3,CA-R8-3-e,CONTAINS
RS-CA,CA-R9,CONTAINS
RS-CA,CA-R10,CONTAINS
CA-R10,CA-R10-i,CONTAINS
CA-R10,CA-R10-ii,CONTAINS
CA-R10-ii,CA-R10-ii-a,CONTAINS
CA-R10-ii,CA-R10-ii-b,CONTAINS
CA-R10-ii,CA-R10-ii-c,CONTAINS
CA-R10-ii,CA-R10-ii-d,CONTAINS
CA-R10-ii,CA-R10-ii-e,CONTAINS
CA-R10-ii,CA-R10-ii-f,CONTAINS
CA-R10-ii,CA-R10-ii-g,CONTAINS
CA-R10-ii,CA-R10-ii-h,CONTAINS
CA-R10-ii,CA-R10-ii-i,CONTAINS
RS-CA,CA-R11,CONTAINS
CA-R11,CA-R11-1,CONTAINS
CA-R11,CA-R11-2,CONTAINS
CA-R11,CA-R11-3,CONTAINS
RS-CA,CA-R12,CONTAINS
CA-R12,CA-R12-1,CONTAINS
CA-R12,CA-R12-2,CONTAINS
RS-CA,CA-R13,CONTAINS
CA-R13,CA-R13-1,CONTAINS
CA-R13,CA-R13-2,CONTAINS
RS-CA,CA-R14,CONTAINS
CA-R14,CA-R14-1,CONTAINS
CA-R14,CA-R14-2,CONTAINS
RS-CA,CA-R15,CONTAINS
CA-R15,CA-R15-1,CONTAINS
CA-R15,CA-R15-2,CONTAINS
CA-R15,CA-R15-3,CONTAINS
RS-CA,CA-R16,CONTAINS
CA-R16,CA-R16-1,CONTAINS
CA-R16,CA-R16-2,CONTAINS
CA-R16-2,CA-R16-2-a,CONTAINS
CA-R16-2,CA-R16-2-b,CONTAINS
RS-CA,CA-R17,CONTAINS
CA-R17,CA-R17-i,CONTAINS
CA-R17,CA-R17-ii,CONTAINS
CA-R17,CA-R17-iii,CONTAINS
CA-R17,CA-R17-iv,CONTAINS
CA-R17,CA-R17-v,CONTAINS
CA-R17,CA-R17-vi,CONTAINS
CA-R17,CA-R17-vii,CONTAINS
CA-R17,CA-R17-viii,CONTAINS
CA-R17,CA-R17-ix,CONTAINS
RS-CA,CA-R18,CONTAINS
RS-CA,CA-R19,CONTAINS
CA-R19,CA-R19-1,CONTAINS
CA-R19,CA-R19-2,CONTAINS
CA-R19,CA-R19-3,CONTAINS
RS-CA,CA-R20,CONTAINS
CA-R20,CA-R20-a,CONTAINS
CA-R20,CA-R20-b,CONTAINS
CA-R20,CA-R20-c,CONTAINS
CA-R20,CA-R20-d,CONTAINS
RS-CA,CA-R21,CONTAINS
CA-R21,CA-R21-a,CONTAINS
CA-R21,CA-R21-b,CONTAINS
CA-R21,CA-R21-c,CONTAINS
CA-R21,CA-R21-d,CONTAINS
