instrument_id,title,jurisdiction,issuing_authority,date,gazette,source_document
ITA2000-SUBLEG,"Information Technology Act, 2000 (21 of 2000) — commencement notification, rules and Cyber Regulation Advisory Committee constitution",India,"Government of India, Ministry of Information Technology","17th October, 2000","Gazette of India, Extraordinary, Part II, Section 3, Sub-section (i)",KB 2/India/Information Technology Act 2000.pdf
