committee_id,name,constituted_under,notification_id,source_document
CRAC,Cyber Regulation Advisory Committee,"section 88 of the Information Technology Act, 2000 (21 of 2000)",GSR-790E,KB 2/India/Information Technology Act 2000.pdf
