directive_id,title,reference_number,issuing_body,authority,implements_instrument,source_document
GAID2024,Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024,NDPC/NDP ACT-GAID/001/2024,Nigeria Data Protection Commission,"PURSUANT TO SECTION 37 OF THE 1999 CONSTITUTION OF THE FEDERAL REPUBLIC OF NIGERIA, SECTIONS 1(A), 6(C) & 62 OF THE NIGERIA DATA PROTECTION ACT 2023 AND ALL OTHER POWERS ENABLING THE COMMISSION IN THAT BEHALF.","Nigeria Data Protection Act, 2023","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
