schedule_id,title,enabling_provision,instrument,source_document
ACT-SCH,SCHEDULE — SUPPLEMENTARY PROVISIONS RELATING TO PROCEEDINGS OF THE COUNCIL,Section 8(3),Nigeria Data Protection Act 2023,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
