benefit_id,label,text,slide_id,source_document
ben_do_once,"DO ONCE, USE MANY TIMES",Doing security authorizations right the first time allows agencies to re-use work and eliminate duplicative efforts,slide_03,KB 2/USA/FedRAMP.pdf
ben_transparency,TRANSPARENCY,"Increased collaboration and creation of a community among the US Government and vendors that did not exist before, establishing the first government-wide FISMA program",slide_03,KB 2/USA/FedRAMP.pdf
ben_validated,VALIDATED WORK,FedRAMP validates security authorizations to ensure that there is uniformity among security packages,slide_03,KB 2/USA/FedRAMP.pdf
ben_central,CENTRAL SHARING,Centralized repository where agencies can request access to security packages for expedient authorizations,slide_03,KB 2/USA/FedRAMP.pdf
