source_id,title,url,host,verbatim,template_count,first_accessed,last_accessed,source_document
src_46284a0f83c3,10 Scenarios to Use in Your Next Cyber Security Tabletop Exercise - LGMS Global,https://lgms.global/blog/tabletop-exercise-scenarios/,lgms.global,"10 Scenarios to Use in Your Next Cyber Security Tabletop Exercise - LGMS Global, accessed December 28, 2025, <https://lgms.global/blog/tabletop-exercise-scenarios/>",1,2025-12-28,2025-12-28,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_4642211c4d6e,"Executive Order 14028, Improving the Nation's Cybersecurity | NIST",https://www.nist.gov/itl/executive-order-14028-improving-nations-cybersecurity,www.nist.gov,"Executive Order 14028, Improving the Nation's Cybersecurity | NIST, accessed on December 14, 2025, <https://www.nist.gov/itl/executive-order-14028-improving-nations-cybersecurity>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_46ba3f066c7b,EU AI Act Readiness Checklist for CIOs and CISOs | Intelance,https://www.intelance.co.uk/eu-ai-act-readiness-checklist/,www.intelance.co.uk,"EU AI Act Readiness Checklist for CIOs and CISOs | Intelance, accessed on December 14, 2025, <https://www.intelance.co.uk/eu-ai-act-readiness-checklist/>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_46dc0d2909af,Governance Committee Charter Template - BoardEffect,https://www.boardeffect.com/blog/governance-committee-charter-template/,www.boardeffect.com,"Governance Committee Charter Template - BoardEffect, accessed December 28, 2025, <https://www.boardeffect.com/blog/governance-committee-charter-template/>",1,2025-12-28,2025-12-28,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_46e9fbf33836,Cloud Controls Matrix | CSA - Cloud Security Alliance,https://cloudsecurityalliance.org/research/cloud-controls-matrix,cloudsecurityalliance.org,"Cloud Controls Matrix | CSA - Cloud Security Alliance, accessed on December 14, 2025, <https://cloudsecurityalliance.org/research/cloud-controls-matrix>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_4733f1f324e0,How to Connect AWS Direct Connect and Microsoft Azure ExpressRoute - Megaport,https://www.megaport.com/blog/how-to-connect-aws-direct-connect-and-microsoft-azure-expressroute/,www.megaport.com,"How to Connect AWS Direct Connect and Microsoft Azure ExpressRoute - Megaport, accessed on December 14, 2025, <https://www.megaport.com/blog/how-to-connect-aws-direct-connect-and-microsoft-azure-expressroute/>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_47531b159ce0,How to Optimize Cloud Usage - The FinOps Foundation,https://www.finops.org/wg/how-to-optimize-cloud-usage/,www.finops.org,"How to Optimize Cloud Usage - The FinOps Foundation, accessed on December 14, 2025, <https://www.finops.org/wg/how-to-optimize-cloud-usage/>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_4762b984b8e1,Protecting the Attorney-Client Privilege During Corporate Internal Investigations,https://www.butzel.com/alert-protecting-the-attorney-client-privilege-during-corporate-internal-investigations,www.butzel.com,"Protecting the Attorney-Client Privilege During Corporate Internal Investigations, accessed December 28, 2025, <https://www.butzel.com/alert-protecting-the-attorney-client-privilege-during-corporate-internal-investigations>",1,2025-12-28,2025-12-28,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_4899cc913213,AI Maturity Model: A Roadmap for Security - Darktrace,https://www.darktrace.com/blog/introducing-the-ai-maturity-model-for-cybersecurity,www.darktrace.com,"AI Maturity Model: A Roadmap for Security - Darktrace, accessed on December 14, 2025, <https://www.darktrace.com/blog/introducing-the-ai-maturity-model-for-cybersecurity>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_48c6b506ff69,NIST Cybersecurity Center Outlines Roadmap for Secure Migration - The Quantum Insider,https://thequantuminsider.com/2025/09/19/nist-cybersecurity-center-outlines-roadmap-for-secure-migration/,thequantuminsider.com,"NIST Cybersecurity Center Outlines Roadmap for Secure Migration - The Quantum Insider, accessed on December 14, 2025, <https://thequantuminsider.com/2025/09/19/nist-cybersecurity-center-outlines-roadmap-for-secure-migration/>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_490c6e187f8f,Joint Technical Standards on major incident reporting | European Banking Authority,https://www.eba.europa.eu/activities/single-rulebook/regulatory-activities/operational-resilience/joint-technical-standards-major-incident-reporting,www.eba.europa.eu,"Joint Technical Standards on major incident reporting | European Banking Authority, accessed December 14, 2025, <https://www.eba.europa.eu/activities/single-rulebook/regulatory-activities/operational-resilience/joint-technical-standards-major-incident-reporting>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_4a177bbba80b,Cyber Incident Response Checklist: What to Do in the First 24 Hours - 3B Data Security,https://3bdatasecurity.com/3bds-blog/cyber-incident-response-checklist-what-to-do-in-the-first-24-hours/,3bdatasecurity.com,"Cyber Incident Response Checklist: What to Do in the First 24 Hours - 3B Data Security, accessed December 28, 2025, <https://3bdatasecurity.com/3bds-blog/cyber-incident-response-checklist-what-to-do-in-the-first-24-hours/>",1,2025-12-28,2025-12-28,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_4b12f7c611e3,Microsoft cloud security benchmark v2 - Endpoint Security,https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-v2-endpoint-security,learn.microsoft.com,"Microsoft cloud security benchmark v2 - Endpoint Security, accessed on December 14, 2025, <https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-v2-endpoint-security>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_4c10f07d4071,Network Infrastructure Security Guide - DoD,https://media.defense.gov/2022/Jun/15/2003018261/-1/-1/0/CTR_NSA_NETWORK_INFRASTRUCTURE_SECURITY_GUIDE_20220615.PDF,media.defense.gov,"Network Infrastructure Security Guide - DoD, accessed on December 14, 2025, <https://media.defense.gov/2022/Jun/15/2003018261/-1/-1/0/CTR_NSA_NETWORK_INFRASTRUCTURE_SECURITY_GUIDE_20220615.PDF>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_4c5cc456c6c5,ISO 42001 Annex A Control A.6 Explained | ISMS.online,https://www.isms.online/iso-42001/annex-a-controls/a-6-ai-system-life-cycle/,www.isms.online,"ISO 42001 Annex A Control A.6 Explained | ISMS.online, accessed on December 14, 2025, <https://www.isms.online/iso-42001/annex-a-controls/a-6-ai-system-life-cycle/>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_4c62273fa75d,"Post Quantum Cryptography Readiness Strategy For Today | by Valdez Ladd | Nov, 2025",https://medium.com/@oracle_43885/post-quantum-cryptography-readiness-strategy-for-today-fdf5732b7cae,medium.com,"Post Quantum Cryptography Readiness Strategy For Today | by Valdez Ladd | Nov, 2025, accessed on December 14, 2025, <https://medium.com/@oracle_43885/post-quantum-cryptography-readiness-strategy-for-today-fdf5732b7cae>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_4d47cec57fe5,AI agents spark new identity security fears for 2026,https://itbrief.co.uk/story/ai-agents-spark-new-identity-security-fears-for-2026,itbrief.co.uk,"AI agents spark new identity security fears for 2026, accessed on December 14, 2025, <https://itbrief.co.uk/story/ai-agents-spark-new-identity-security-fears-for-2026>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_4d78cf2688ff,"RACI Chart Guide: Roles, Examples, and Best Practices - TeamGantt",https://www.teamgantt.com/blog/raci-chart-definition-tips-and-example,www.teamgantt.com,"RACI Chart Guide: Roles, Examples, and Best Practices - TeamGantt, accessed December 28, 2025, <https://www.teamgantt.com/blog/raci-chart-definition-tips-and-example>",1,2025-12-28,2025-12-28,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_4dec1e6590ab,Data Center Tiers: What Are They and Why Are They Important? – BMC Software | Blogs,https://www.bmc.com/blogs/data-center-tiers-important/,www.bmc.com,"Data Center Tiers: What Are They and Why Are They Important? – BMC Software | Blogs, accessed on December 14, 2025, <https://www.bmc.com/blogs/data-center-tiers-important/>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_4e0046014c8b,"Digital Operational Resilience Act (DORA), Article 26",https://www.digital-operational-resilience-act.com/Article_26.html,www.digital-operational-resilience-act.com,"Digital Operational Resilience Act (DORA), Article 26, accessed December 14, 2025, <https://www.digital-operational-resilience-act.com/Article_26.html>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_4e7af152b0ba,What Is CSPM (and CNAPP)? Cloud Security Posture Management Explained - Aikido,https://www.aikido.dev/blog/what-is-cspm-cnapp-cloud-security-posture-management,www.aikido.dev,"What Is CSPM (and CNAPP)? Cloud Security Posture Management Explained - Aikido, accessed on December 14, 2025, <https://www.aikido.dev/blog/what-is-cspm-cnapp-cloud-security-posture-management>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_4f3600d82ab0,Understanding LLM01:2025 Prompt Injection | by @ro0taddict | Medium,https://rodelllemit.medium.com/understanding-llm01-2025-prompt-injection-llm-apps-8f04e5d4f825,rodelllemit.medium.com,"Understanding LLM01:2025 Prompt Injection | by @ro0taddict | Medium, accessed on December 14, 2025, <https://rodelllemit.medium.com/understanding-llm01-2025-prompt-injection-llm-apps-8f04e5d4f825>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_50702143d36a,What is Zero Trust? | Microsoft Learn,https://learn.microsoft.com/en-us/security/zero-trust/zero-trust-overview,learn.microsoft.com,"What is Zero Trust? | Microsoft Learn, accessed December 14, 2025, <https://learn.microsoft.com/en-us/security/zero-trust/zero-trust-overview>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_5110af80a8bf,SANS Acceptable Use Policy Guidance,https://www.sans.org/information-security-policy/,www.sans.org,"SANS Acceptable Use Policy Guidance, accessed March 9, 2026, <https://www.sans.org/information-security-policy/>",4,2026-03-09,2026-03-09,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_51367d4fd0c7,DORA Digest March 2024 | Thomas Murray,https://thomasmurray.com/dora-digest/dora-digest-march-2024,thomasmurray.com,"DORA Digest March 2024 | Thomas Murray, accessed December 14, 2025, <https://thomasmurray.com/dora-digest/dora-digest-march-2024>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_52a7be9b6534,What is CNAPP (Cloud Native Application Protection Platform)? - Orca Security,https://orca.security/resources/blog/what-is-cnapp/,orca.security,"What is CNAPP (Cloud Native Application Protection Platform)? - Orca Security, accessed on December 14, 2025, <https://orca.security/resources/blog/what-is-cnapp/>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_52bb4ac4bd03,"Quick Guide to SPIFFE, SPIRE, and M2M | by Mike Vincent | Medium",https://mike-vincent.medium.com/quick-guide-to-spiffe-spire-and-m2m-93c768162f14,mike-vincent.medium.com,"Quick Guide to SPIFFE, SPIRE, and M2M | by Mike Vincent | Medium, accessed December 14, 2025, <https://mike-vincent.medium.com/quick-guide-to-spiffe-spire-and-m2m-93c768162f14>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_52ec19ecf03d,NIST SP 800-34 Rev. 1 Contingency Planning Guide,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,csrc.nist.gov,"NIST SP 800-34 Rev. 1 Contingency Planning Guide, accessed March 9, 2026, <https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final>",14,2026-03-09,2026-03-09,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_5301036ee27e,Integrating the NIST AI RMF and ISO 42001: A Practical Guide - FairNow AI,https://fairnow.ai/map-nist-ai-rmf-iso-42001/,fairnow.ai,"Integrating the NIST AI RMF and ISO 42001: A Practical Guide - FairNow AI, accessed on December 14, 2025, <https://fairnow.ai/map-nist-ai-rmf-iso-42001/>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_535078ed1cb8,Tier Classification System - Uptime Institute,https://uptimeinstitute.com/tiers,uptimeinstitute.com,"Tier Classification System - Uptime Institute, accessed on December 14, 2025, <https://uptimeinstitute.com/tiers>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_544a2e4dbf83,15 KPIs & Metrics to Measure the Success of Your TPRM Program - UpGuard,https://www.upguard.com/blog/kpis-to-measure-tprm,www.upguard.com,"15 KPIs & Metrics to Measure the Success of Your TPRM Program - UpGuard, accessed December 28, 2025, <https://www.upguard.com/blog/kpis-to-measure-tprm>",1,2025-12-28,2025-12-28,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_54823154374c,ISO/IEC 42001:2023 AI Management System,https://www.iso.org/standard/81230.html,www.iso.org,"ISO/IEC 42001:2023 AI Management System, accessed March 9, 2026, <https://www.iso.org/standard/81230.html>",4,2026-03-09,2026-03-09,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_55792c7391a9,Vendor Risk Management Checklist (Updated 2025) - UpGuard,https://www.upguard.com/blog/vendor-risk-management-checklist,www.upguard.com,"Vendor Risk Management Checklist (Updated 2025) - UpGuard, accessed December 28, 2025, <https://www.upguard.com/blog/vendor-risk-management-checklist>",1,2025-12-28,2025-12-28,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_55e905e1a8a2,NIST SP 800-40 Rev. 4 (Enterprise Patch Management),https://csrc.nist.gov/publications/detail/sp/800-40/rev-4/final,csrc.nist.gov,"NIST SP 800-40 Rev. 4 (Enterprise Patch Management), accessed March 9, 2026, <https://csrc.nist.gov/publications/detail/sp/800-40/rev-4/final>",14,2026-03-09,2026-03-09,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_560f8367a51b,11 examples of holding statements for crisis comms | Workshop,https://useworkshop.com/blog/11-examples-of-holding-statements/,useworkshop.com,"11 examples of holding statements for crisis comms | Workshop, accessed December 28, 2025, <https://useworkshop.com/blog/11-examples-of-holding-statements/>",1,2025-12-28,2025-12-28,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_568d7a8ec056,Crypto-Transition and Agility - NIST Computer Security Resource Center,https://csrc.nist.gov/csrc/media/Presentations/2024/cryptographic-agility-and-transition-rd-and-plans/Chen-Day2-Crypto-Agility_and%2BTransition_R_and_D_Plans.pdf,csrc.nist.gov,"Crypto-Transition and Agility - NIST Computer Security Resource Center, accessed December 14, 2025, <https://csrc.nist.gov/csrc/media/Presentations/2024/cryptographic-agility-and-transition-rd-and-plans/Chen-Day2-Crypto-Agility_and%2BTransition_R_and_D_Plans.pdf>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_56ba2a761896,"How To Simplify Security, Response, and Compliance in Salesforce",https://www.salesforce.com/blog/how-to-simplify-salesforce-security/,www.salesforce.com,"How To Simplify Security, Response, and Compliance in Salesforce, accessed December 28, 2025, <https://www.salesforce.com/blog/how-to-simplify-salesforce-security/>",1,2025-12-28,2025-12-28,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_57d1091c826e,Policy & Governance FinOps Framework Capability,https://www.finops.org/framework/capabilities/policy-governance/,www.finops.org,"Policy & Governance FinOps Framework Capability, accessed on December 14, 2025, <https://www.finops.org/framework/capabilities/policy-governance/>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_59ca7ae9a4c2,NIST Cybersecurity Framework 2.0: Resource & Overview Guide,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1299.pdf,nvlpubs.nist.gov,"NIST Cybersecurity Framework 2.0: Resource & Overview Guide, accessed December 13, 2025, <https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1299.pdf>",1,2025-12-13,2025-12-13,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_5a8993e3938f,Standardization landscape for privacy: Part 1 — The NIST Privacy Framework | IAPP,https://iapp.org/news/a/standardization-landscape-for-privacy-part-1-the-nist-privacy-framework,iapp.org,"Standardization landscape for privacy: Part 1 — The NIST Privacy Framework | IAPP, accessed December 14, 2025, <https://iapp.org/news/a/standardization-landscape-for-privacy-part-1-the-nist-privacy-framework>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_5bee582043c4,What Is Fourth-Party Visibility and Why It's Critical for TPRM - SecurityScorecard,https://securityscorecard.com/blog/what-is-fourth-party-visibility-and-why-its-critical-for-tprm/,securityscorecard.com,"What Is Fourth-Party Visibility and Why It's Critical for TPRM - SecurityScorecard, accessed December 14, 2025, <https://securityscorecard.com/blog/what-is-fourth-party-visibility-and-why-its-critical-for-tprm/>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_5cbaca58e18a,Sample Letter of Compliance.pdf - Federal Aviation Administration,https://www.faa.gov/sites/faa.gov/files/Sample%20Letter%20of%20Compliance.pdf,www.faa.gov,"Sample Letter of Compliance.pdf - Federal Aviation Administration, accessed December 28, 2025, <https://www.faa.gov/sites/faa.gov/files/Sample%20Letter%20of%20Compliance.pdf>",1,2025-12-28,2025-12-28,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_5d8eaa7d50bd,How to Respond When Your Customers Require an SBOM (and Even Write It Into the Contract!) - Anchore,https://anchore.com/blog/how-to-respond-when-your-customers-require-an-sbom/,anchore.com,"How to Respond When Your Customers Require an SBOM (and Even Write It Into the Contract!) - Anchore, accessed December 14, 2025, <https://anchore.com/blog/how-to-respond-when-your-customers-require-an-sbom/>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_5dc196ba85f5,Physical security of a data center - International Society of Automation (ISA),https://www.isa.org/intech-home/2020/march-april/departments/physical-security-of-a-data-center,www.isa.org,"Physical security of a data center - International Society of Automation (ISA), accessed on December 14, 2025, <https://www.isa.org/intech-home/2020/march-april/departments/physical-security-of-a-data-center>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_5dc74ecdddf2,Cloud Maturity Model | Explore - Commvault,https://www.commvault.com/explore/cloud-maturity-model,www.commvault.com,"Cloud Maturity Model | Explore - Commvault, accessed on December 14, 2025, <https://www.commvault.com/explore/cloud-maturity-model>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_5fa55e7cd697,HIPAA Security Rule (45 CFR Part 164 Subpart C),https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/subpart-C,www.ecfr.gov,"HIPAA Security Rule (45 CFR Part 164 Subpart C), accessed March 9, 2026, <https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/subpart-C>",11,2026-03-09,2026-03-09,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_6011257e7578,EU Digital Operational Resilience Act (DORA) & Third-Party Risk Management | Mitratech,https://mitratech.com/resource-hub/blog/dora-digital-operational-resilience-act/,mitratech.com,"EU Digital Operational Resilience Act (DORA) & Third-Party Risk Management | Mitratech, accessed December 28, 2025, <https://mitratech.com/resource-hub/blog/dora-digital-operational-resilience-act/>",1,2025-12-28,2025-12-28,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_601b9d2e5ff0,ISO 22301:2019 Business Continuity Management,https://www.iso.org/standard/75106.html,www.iso.org,"ISO 22301:2019 Business Continuity Management, accessed March 9, 2026, <https://www.iso.org/standard/75106.html>",13,2026-03-09,2026-03-09,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_60fbadf26077,1.1 Clean Desk Guideline - Information Technology Services at Highline College,https://its.highline.edu/it-security/policy/1-1-clean-desk-guideline/,its.highline.edu,"1.1 Clean Desk Guideline - Information Technology Services at Highline College, accessed on December 14, 2025, <https://its.highline.edu/it-security/policy/1-1-clean-desk-guideline/>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_61a6eb15167f,Best Practices for QA Testing Tamper-Evident Features Before Launch,https://marijuanapackaging.com/blogs/resources/best-practices-for-qa-testing-tamper-evident-features-before-launch,marijuanapackaging.com,"Best Practices for QA Testing Tamper-Evident Features Before Launch, accessed December 14, 2025, <https://marijuanapackaging.com/blogs/resources/best-practices-for-qa-testing-tamper-evident-features-before-launch>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_61ed0cbfd774,Cyber Incident Response Checklist - Delinea,https://delinea.com/blog/cyber-incident-response-checklist,delinea.com,"Cyber Incident Response Checklist - Delinea, accessed December 28, 2025, <https://delinea.com/blog/cyber-incident-response-checklist>",1,2025-12-28,2025-12-28,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_621b95a7f31e,Microsoft 365 Security Best Practices and How to Implement Them - CoreView,https://www.coreview.com/blog/microsoft-365-security-best-practices-and-how-to-implement-them,www.coreview.com,"Microsoft 365 Security Best Practices and How to Implement Them - CoreView, accessed December 28, 2025, <https://www.coreview.com/blog/microsoft-365-security-best-practices-and-how-to-implement-them>",1,2025-12-28,2025-12-28,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_62aced038452,LLM04:2025 Data and Model Poisoning - Indusface,https://www.indusface.com/learning/llm042025-data-and-model-poisoning/?amp,www.indusface.com,"LLM04:2025 Data and Model Poisoning - Indusface, accessed on December 14, 2025, <https://www.indusface.com/learning/llm042025-data-and-model-poisoning/?amp>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_6383b6e259f0,Actions and decisions log template - BW Risk Portal,https://bw.riskportal.app/resources/template-action-and-decision-log,bw.riskportal.app,"Actions and decisions log template - BW Risk Portal, accessed December 28, 2025, <https://bw.riskportal.app/resources/template-action-and-decision-log>",1,2025-12-28,2025-12-28,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_63fa772fbbb3,"Response to NIST SP 800-161, “DRAFT Supply Chain Risk Management Practices for Federal Information Systems and Organizations”",https://www.itic.org/dotAsset/3c7c3566-893b-4bf7-8415-98d87a7bc53d.pdf,www.itic.org,"Response to NIST SP 800-161, “DRAFT Supply Chain Risk Management Practices for Federal Information Systems and Organizations”, accessed December 14, 2025, <https://www.itic.org/dotAsset/3c7c3566-893b-4bf7-8415-98d87a7bc53d.pdf>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_641ff2430570,ISO/IEC 27001:2022,https://www.iso.org/standard/27001,www.iso.org,"ISO/IEC 27001:2022, accessed March 9, 2026, <https://www.iso.org/standard/27001>",11,2026-03-09,2026-03-09,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_64c951e99f15,DDoS mitigation best practices - Fastly,https://www.fastly.com/learning/security/ddos-mitigation-best-practices,www.fastly.com,"DDoS mitigation best practices - Fastly, accessed on December 14, 2025, <https://www.fastly.com/learning/security/ddos-mitigation-best-practices>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_652d49add8fc,EHR implementation: The go or no-go decision - BerryDunn,https://www.berrydunn.com/news-detail/ehr-implementation-the-go-or-no-go-decision,www.berrydunn.com,"EHR implementation: The go or no-go decision - BerryDunn, accessed December 28, 2025, <https://www.berrydunn.com/news-detail/ehr-implementation-the-go-or-no-go-decision>",1,2025-12-28,2025-12-28,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_66923878f230,What is Fourth Party Risk and How to Manage it - ProcessUnity,https://www.processunity.com/resources/blogs/fourth-party-risk-management/,www.processunity.com,"What is Fourth Party Risk and How to Manage it - ProcessUnity, accessed December 14, 2025, <https://www.processunity.com/resources/blogs/fourth-party-risk-management/>",2,2025-12-14,2025-12-28,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_672f2fd6ccb5,Conquer DORA Compliance: Real Challenges and Strategies from the Eviden Frontlines,https://internationalbanker.com/finance/conquer-dora-compliance-real-challenges-and-strategies-from-the-eviden-frontlines/,internationalbanker.com,"Conquer DORA Compliance: Real Challenges and Strategies from the Eviden Frontlines, accessed December 14, 2025, <https://internationalbanker.com/finance/conquer-dora-compliance-real-challenges-and-strategies-from-the-eviden-frontlines/>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_6743bc052e00,Security+: Basic forensic procedures (SY0-401) [DECOMMISSIONED ARTICLE] - Infosec,https://www.infosecinstitute.com/resources/retired/security-plus-basic-forensic-procedures-sy0-401/,www.infosecinstitute.com,"Security+: Basic forensic procedures (SY0-401) [DECOMMISSIONED ARTICLE] - Infosec, accessed December 28, 2025, <https://www.infosecinstitute.com/resources/retired/security-plus-basic-forensic-procedures-sy0-401/>",1,2025-12-28,2025-12-28,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_676b19aefb99,ENISA Threat Landscape,https://www.enisa.europa.eu/publications/enisa-threat-landscape-2023,www.enisa.europa.eu,"ENISA Threat Landscape, accessed March 9, 2026, <https://www.enisa.europa.eu/publications/enisa-threat-landscape-2023>",13,2026-03-09,2026-03-09,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_68b03c990dd2,"SP 800-190, Application Container Security Guide | CSRC",https://csrc.nist.gov/pubs/sp/800/190/final,csrc.nist.gov,"SP 800-190, Application Container Security Guide | CSRC, accessed on December 14, 2025, <https://csrc.nist.gov/pubs/sp/800/190/final>",1,2025-12-14,2025-12-14,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_68b6a490c0c2,NIST Special Publication 800-63-4,https://pages.nist.gov/800-63-4/sp800-63.html,pages.nist.gov,"NIST Special Publication 800-63-4, accessed December 13, 2025, <https://pages.nist.gov/800-63-4/sp800-63.html>",1,2025-12-13,2025-12-13,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
src_68b6c1b2fcd2,Crisis Management Plan Checklist | Manifestly Checklists,https://www.manifest.ly/use-cases/transportation/crisis-management-plan-checklist,www.manifest.ly,"Crisis Management Plan Checklist | Manifestly Checklists, accessed December 28, 2025, <https://www.manifest.ly/use-cases/transportation/crisis-management-plan-checklist>",1,2025-12-28,2025-12-28,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
