artifacttype_id,code,template_count,source_document
artifacttype_dtm,DTM,1,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
artifacttype_dts,DTS,1,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
artifacttype_plb,PLB,4,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
artifacttype_pol,POL,13,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
artifacttype_prc,PRC,5,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
artifacttype_prg,PRG,7,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
