source_id,target_id,rel_type,division_number
part_4,div_4_1,HAS_DIVISION,1
part_4,div_4_2,HAS_DIVISION,2
part_9,div_9_1,HAS_DIVISION,1
part_9,div_9_2,HAS_DIVISION,2
part_9,div_9_3,HAS_DIVISION,3
