act_id,citation,edition,revision_note,consolidation_note,long_title,commencement,source_document
PDPA2012,Personal Data Protection Act 2012,2020 REVISED EDITION,This revised edition incorporates all amendments up to and including 1 December 2021 and comes into operation on 31 December 2021.,Informal Consolidation – version in force from 5/12/2025,"An Act to govern the collection, use and disclosure of personal data by organisations, and to establish the Do Not Call Register and to provide for its administration, and for matters connected therewith.","[2 January 2013: Parts I, II, VIII, IX (except sections 36 to 38, 41 and 43 to 48) and X (except section 67(1)), and the First, Seventh and Ninth Schedules ; 2 December 2013: Sections 36, 37, 38 and 41 ; 2 January 2014: Sections 43 to 48 and 67(1) and the Eighth Schedule ; 2 July 2014: Parts III to VII, and the Second to Sixth Schedules ]",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
