clause_id,section_id,parent_id,clause_type,label,number,text,source_document
s_48K(1)(d),s_48K,s_48K(1),paragraph,d,48K(1)(d),"(d) subject to subsections (2) and (3), specifying the time within which written representations may be made to the Commission with respect to the proposed action.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48K(2),s_48K,s_48K,subsection,2,48K(2),"(2) Where the Commission intends to impose a financial penalty under section 48J(1) on an organisation or a person, the time specified in the notice within which written representations may be made to the Commission must be at least 14 days after the date the notice is served on that organisation or person.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48K(3),s_48K,s_48K,subsection,3,48K(3),"(3) The Commission may, on written application by the organisation or person concerned (whether before, on or after the expiry of the time specified in the notice), extend the time for the organisation or person to make written representations to the Commission if the Commission is satisfied that the extension should be granted by reason of exceptional circumstances in the particular case.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48K(4),s_48K,s_48K,subsection,4,48K(4),"(4) The Commission may decide to give the direction under section 48I or impose the financial penalty under section 48J(1), as the case may be —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48K(4)(a),s_48K,s_48K(4),paragraph,a,48K(4)(a),(a) after considering any written representation made to the Commission pursuant to the notice mentioned in subsection (1); or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48K(4)(b),s_48K,s_48K(4),paragraph,b,48K(4)(b),"(b) upon the expiry of the time specified in the notice under subsection (1)(d), or as extended by the Commission under subsection (3), where no representation is so made or any written representation made is subsequently withdrawn.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48K(5),s_48K,s_48K,subsection,5,48K(5),"(5) Subsection (1) does not apply where the organisation or person (as the case may be) has died, is adjudged bankrupt, has been dissolved or wound up or has otherwise ceased to exist.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48K(6),s_48K,s_48K,subsection,6,48K(6),"(6) Where the Commission decides to give the direction under section 48I or impose the financial penalty under section 48J(1) (as the case may be), the Commission must serve a notice of the decision on the following persons:",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48K(6)(a),s_48K,s_48K(6),paragraph,a,48K(6)(a),(a) the organisation or person concerned;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48K(6)(b),s_48K,s_48K(6),paragraph,b,48K(6)(b),"(b) the complainant whose complaint against the organisation or person concerned resulted in the giving of the direction or the imposition of the financial penalty (as the case may be), if any.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48K(7),s_48K,s_48K,subsection,7,48K(7),(7) A direction given under section 48I or the imposition of a financial penalty under section 48J(1) takes effect only when the Commission serves the notice in subsection (6)(a) on the organisation or person concerned.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48K(8),s_48K,s_48K,subsection,8,48K(8),"(8) Where the Commission imposes a financial penalty under section 48J(1) on an organisation or a person, the written notice issued by the Commission to the organisation or person must specify the date before which the financial penalty is to be paid, being a date not earlier than 28 days after the notice is issued.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48K(9),s_48K,s_48K,subsection,9,48K(9),"(9) The Commission may, on written application by an organisation or a person on whom a financial penalty under section 48J(1) is imposed —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48K(9)(a),s_48K,s_48K(9),paragraph,a,48K(9)(a),(a) extend the time for the organisation or person to pay the financial penalty; or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48K(9)(b),s_48K,s_48K(9),paragraph,b,48K(9)(b),(b) allow the financial penalty to be paid by instalments.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48K(10),s_48K,s_48K,subsection,10,48K(10),"(10) The interest payable — must be at such rate as the Commission may direct, which must not exceed the rate prescribed in the Rules of Court in respect of judgment debts.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48K(10)(a),s_48K,s_48K(10),paragraph,a,48K(10)(a),(a) on the outstanding amount of any financial penalty imposed under section 48J(1); and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48K(10)(b),s_48K,s_48K(10),paragraph,b,48K(10)(b),"(b) for payment by instalments (as the Commission may allow) of any financial penalty imposed under section 48J(1),",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48L(1),s_48L,s_48L,subsection,1,48L(1),"(1) Without affecting sections 48I, 48J(1) and 50(1), where the Commission has reasonable grounds to believe that — the organisation or person concerned may give, and the Commission may accept, a written voluntary undertaking.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48L(1)(a),s_48L,s_48L(1),paragraph,a,48L(1)(a),"(a) an organisation has not complied, is not complying or is likely not to comply with any provision of Part 3, 4, 5, 6, 6A or 6B; or",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48L(1)(b),s_48L,s_48L(1),paragraph,b,48L(1)(b),"(b) a person has not complied, is not complying or is likely not to comply with any provision of Part 9 or section 48B(1),",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48L(2),s_48L,s_48L,subsection,2,48L(2),"(2) Without limiting the matters to which the voluntary undertaking may relate, the voluntary undertaking may include any of the following undertakings by the organisation or person concerned:",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48L(2)(a),s_48L,s_48L(2),paragraph,a,48L(2)(a),(a) an undertaking to take specified action within a specified time;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48L(2)(b),s_48L,s_48L(2),paragraph,b,48L(2)(b),(b) an undertaking to refrain from taking specified action;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48L(2)(c),s_48L,s_48L(2),paragraph,c,48L(2)(c),(c) an undertaking to publicise the voluntary undertaking.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48L(3),s_48L,s_48L,subsection,3,48L(3),"(3) Subject to subsection (4), the Commission may, after accepting the voluntary undertaking and with the agreement of the organisation or person who gave the voluntary undertaking —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48L(3)(a),s_48L,s_48L(3),paragraph,a,48L(3)(a),(a) vary the terms of any undertaking included in the voluntary undertaking; or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48L(3)(b),s_48L,s_48L(3),paragraph,b,48L(3)(b),"(b) include, in the voluntary undertaking, any additional undertaking mentioned in subsection (2).",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48L(4),s_48L,s_48L,subsection,4,48L(4),(4) Where an organisation or a person fails to comply with any undertaking in a voluntary undertaking —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48L(4)(a),s_48L,s_48L(4),paragraph,a,48L(4)(a),(a) the Commission may give the organisation or person concerned any direction that the Commission thinks fit in the circumstances to ensure the compliance of the organisation or person with that undertaking; and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48L(4)(b),s_48L,s_48L(4),paragraph,b,48L(4)(b),"(b) section 48K(1), (3), (4), (5), (6) and (7) applies to the direction given under paragraph (a) as if the direction were given under section 48I.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48L(5),s_48L,s_48L,subsection,5,48L(5),"(5) In addition, where an organisation or a person fails to comply with an undertaking mentioned in subsection (2)(c), the Commission may publicise the voluntary undertaking in accordance with the undertaking, and recover the costs and expenses so incurred from the organisation or person as a debt due to the Commission.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48M(1),s_48M,s_48M,subsection,1,48M(1),(1) For the purposes of enforcing a direction or written notice mentioned in subsection (2) —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48M(1)(a),s_48M,s_48M(1),paragraph,a,48M(1)(a),(a) the Commission may apply for the direction or written notice (as the case may be) to be registered in a District Court in accordance with the Rules of Court; and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48M(1)(b),s_48M,s_48M(1),paragraph,b,48M(1)(b),(b) the District Court is to register the direction or written notice in accordance with the Rules of Court.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48M(2),s_48M,s_48M,subsection,2,48M(2),(2) Subsection (1) applies to any of the following:,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48M(2)(a),s_48M,s_48M(2),paragraph,a,48M(2)(a),"(a) a direction made by the Commission under section 48H(2), 48I or 48L(4);",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48M(2)(b),s_48M,s_48M(2),paragraph,b,48M(2)(b),(b) a written notice by the Commission for the payment of any sum comprising —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48M(2)(b)(i),s_48M,s_48M(2)(b),subparagraph,i,48M(2)(b)(i),(i) a financial penalty imposed under section 48J(1); and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48M(2)(b)(ii),s_48M,s_48M(2)(b),subparagraph,ii,48M(2)(b)(ii),(ii) any interest payable under section 48K(10) on that financial penalty.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48M(3),s_48M,s_48M,subsection,3,48M(3),"(3) From the date of registration of a direction or written notice under subsection (1), the direction or written notice (as the case may be) has the same force and effect, and all proceedings may be taken on the direction or written notice (as the case may be), for the purposes of enforcement, as if it had been an order originally obtained in the District Court which has power to enforce it accordingly.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48M(4),s_48M,s_48M,subsection,4,48M(4),"(4) A District Court may, for the purpose of enforcing a direction in accordance with subsection (3), make any order —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48M(4)(a),s_48M,s_48M(4),paragraph,a,48M(4)(a),(a) to secure compliance with the direction; or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48M(4)(b),s_48M,s_48M(4),paragraph,b,48M(4)(b),"(b) to require any person to do anything to remedy, mitigate or eliminate any effects arising from — (b) which would not have occurred had the direction been",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48M(4)(b)(i),s_48M,s_48M(4)(b),subparagraph,i,48M(4)(b)(i),"(i) anything done which ought not, under the direction, to have been done; or",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48M(4)(b)(ii),s_48M,s_48M(4)(b),subparagraph,ii,48M(4)(b)(ii),"(ii) anything not done which ought, under the direction, to have been done, complied with.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48M(5),s_48M,s_48M,subsection,5,48M(5),(5) A District Court has jurisdiction to enforce a written notice in accordance with subsection (3) regardless of the amount of the sum mentioned in subsection (2)(b).,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48N(1),s_48N,s_48N,subsection,1,48N(1),(1) An organisation or a person (including any individual who is a complainant) aggrieved by — may make a written application to the Commission to reconsider the direction or decision in accordance with this section.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48N(1)(a),s_48N,s_48N(1),paragraph,a,48N(1)(a),"(a) any direction made by the Commission under section 48G(2), 48I(1) or (2) or 48L(4); or",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48N(1)(b),s_48N,s_48N(1),paragraph,b,48N(1)(b),"(b) any direction or decision made under section 48H(2),",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48N(2),s_48N,s_48N,subsection,2,48N(2),(2) An organisation or a person aggrieved by a financial penalty imposed by the Commission under section 48J(1) on the organisation or person may make a written application to the Commission to reconsider the decision to impose the financial penalty or the amount of the financial penalty so imposed in accordance with this section.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48N(3),s_48N,s_48N,subsection,3,48N(3),"(3) Unless the Commission decides otherwise in any particular case, an application for reconsideration does not suspend the effect of the direction or decision to be reconsidered except in the case of an application for reconsideration under subsection (2).",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48N(4),s_48N,s_48N,subsection,4,48N(4),(4) The application for reconsideration —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48N(4)(a),s_48N,s_48N(4),paragraph,a,48N(4)(a),"(a) subject to subsection (5), must be submitted to the Commission within the prescribed period;",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48N(4)(b),s_48N,s_48N(4),paragraph,b,48N(4)(b),(b) must be made in the form and manner required by the Commission; and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48N(4)(c),s_48N,s_48N(4),paragraph,c,48N(4)(c),(c) must set out the grounds on which the applicant is requesting the reconsideration.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48N(5),s_48N,s_48N,subsection,5,48N(5),"(5) The Commission may, on written application by the organisation or person concerned (whether before, on or after the expiry of the prescribed period mentioned in subsection (4)(a)), extend the time for the organisation or person to make the application for reconsideration if the Commission is satisfied that the extension should be granted by reason of exceptional circumstances in the particular case.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48N(6),s_48N,s_48N,subsection,6,48N(6),"(6) If an application for reconsideration is made in accordance with this section, the Commission must —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48N(6)(a),s_48N,s_48N(6),paragraph,a,48N(6)(a),(a) reconsider the direction or decision;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48N(6)(b),s_48N,s_48N(6),paragraph,b,48N(6)(b),(b) take any of the following actions as the Commission thinks fit:,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48N(6)(b)(i),s_48N,s_48N(6)(b),subparagraph,i,48N(6)(b)(i),"(i) affirm, revoke or vary the direction or decision;",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48N(6)(b)(ii),s_48N,s_48N(6)(b),subparagraph,ii,48N(6)(b)(ii),"(ii) affirm or revoke, or vary the amount of, the financial penalty; and",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48N(6)(c),s_48N,s_48N(6),paragraph,c,48N(6)(c),(c) notify the applicant in writing of the result of the reconsideration.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48N(7),s_48N,s_48N,subsection,7,48N(7),(7) There is to be no application for reconsideration of a decision made under subsection (6)(b).,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48O(1),s_48O,s_48O,subsection,1,48O(1),(1) A person who suffers loss or damage directly as a result of a contravention — has a right of action for relief in civil proceedings in a court.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48O(1)(a),s_48O,s_48O(1),paragraph,a,48O(1)(a),"(a) by an organisation of any provision of Part 4, 5, 6, 6A or 6B; or",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48O(1)(b),s_48O,s_48O(1),paragraph,b,48O(1)(b),"(b) by a person of any provision of Division 3 of Part 9 or section 48B(1),",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48O(2),s_48O,s_48O,subsection,2,48O(2),"(2) If the Commission has made a decision under this Act in respect of a contravention specified in subsection (1), an action accruing under subsection (1) may not be brought in respect of that contravention until after the decision has become final as a result of there being no further right of appeal.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48O(3),s_48O,s_48O,subsection,3,48O(3),(3) The court may grant to the claimant in an action under subsection (1) all or any of the following:,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48O(3)(a),s_48O,s_48O(3),paragraph,a,48O(3)(a),(a) relief by way of injunction or declaration;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48O(3)(b),s_48O,s_48O(3),paragraph,b,48O(3)(b),(b) damages;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48O(3)(c),s_48O,s_48O(3),paragraph,c,48O(3)(c),(c) any other relief as the court thinks fit.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48P(1),s_48P,s_48P,subsection,1,48P(1),(1) There is established a Data Protection Appeal Panel.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48P(2),s_48P,s_48P,subsection,2,48P(2),(2) The Minister must appoint the members of the Appeal Panel.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48P(3),s_48P,s_48P,subsection,3,48P(3),(3) The Chairperson of the Appeal Panel must be appointed by the Minister from among the members of the Appeal Panel.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48P(4),s_48P,s_48P,subsection,4,48P(4),"(4) For the purpose of hearing any appeal under section 48Q, the Chairperson of the Appeal Panel may nominate a Data Protection Appeal Committee comprising 3 or more members of the Appeal Panel.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48P(5),s_48P,s_48P,subsection,5,48P(5),"(5) The Seventh Schedule has effect with respect to the Appeal Panel, Appeal Committees and their members and the proceedings of Appeal Committees, as the case may be.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48Q(1),s_48Q,s_48Q,subsection,1,48Q(1),"(1) An organisation or a person (including an individual who is a complainant) aggrieved by — may, within the prescribed period, appeal to the Chairperson of the Appeal Panel against that direction or decision.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48Q(1)(a),s_48Q,s_48Q(1),paragraph,a,48Q(1)(a),"(a) any direction made by the Commission under section 48G(2), 48I(1) or (2) or 48L(4);",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48Q(1)(b),s_48Q,s_48Q(1),paragraph,b,48Q(1)(b),(b) any direction or decision made by the Commission under section 48H(2); or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48Q(1)(c),s_48Q,s_48Q(1),paragraph,c,48Q(1)(c),"(c) any decision made by the Commission under section 48N(6)(b),",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48Q(2),s_48Q,s_48Q,subsection,2,48Q(2),"(2) An organisation or a person aggrieved by a financial penalty imposed by the Commission under section 48J(1) on the organisation or person may, within the prescribed period, appeal to the Chairperson of the Appeal Panel against the decision to impose the financial penalty or the amount of the financial penalty so imposed.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48Q(3),s_48Q,s_48Q,subsection,3,48Q(3),"(3) Where an application for reconsideration has been made under section 48N, every appeal in respect of the same direction or decision which is the subject of the application for reconsideration is deemed to be withdrawn.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48Q(4),s_48Q,s_48Q,subsection,4,48Q(4),"(4) Unless the Appeal Committee decides otherwise in any particular case, the making of an appeal under this section does not suspend the effect of the direction or decision to which the appeal relates except in the case of an appeal under subsection (2).",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48Q(5),s_48Q,s_48Q,subsection,5,48Q(5),"(5) An Appeal Committee hearing an appeal may confirm, vary or set aside the direction or decision which is the subject of the appeal and, in particular, may —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48Q(5)(a),s_48Q,s_48Q(5),paragraph,a,48Q(5)(a),(a) remit the matter to the Commission;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48Q(5)(b),s_48Q,s_48Q(5),paragraph,b,48Q(5)(b),"(b) impose or revoke, or vary the amount of, a financial penalty;",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48Q(5)(c),s_48Q,s_48Q(5),paragraph,c,48Q(5)(c),"(c) give any direction, or take any other step, that the Commission could itself have given or taken; or",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48Q(5)(d),s_48Q,s_48Q(5),paragraph,d,48Q(5)(d),(d) make any other direction or decision that the Commission could itself have made.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48Q(6),s_48Q,s_48Q,subsection,6,48Q(6),"(6) A direction or decision of an Appeal Committee on an appeal has the same effect, and may be enforced in the same manner, as a direction or decision of the Commission, except that there is to be no application for further reconsideration under section 48N and no further appeal under this section from the direction or decision of the Appeal Committee.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48Q(7),s_48Q,s_48Q,subsection,7,48Q(7),"(7) If an Appeal Committee confirms the direction or decision which is the subject of the appeal, it may nevertheless set aside any finding of fact on which the direction or decision was based.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48R(1),s_48R,s_48R,subsection,1,48R(1),"(1) An appeal against, or with respect to, a direction or decision of an Appeal Committee lies to the General Division of the High Court —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48R(1)(a),s_48R,s_48R(1),paragraph,a,48R(1)(a),(a) on a point of law arising from the direction or decision of the Appeal Committee; or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48R(1)(b),s_48R,s_48R(1),paragraph,b,48R(1)(b),(b) from any direction of the Appeal Committee as to the amount of a financial penalty.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48R(2),s_48R,s_48R,subsection,2,48R(2),(2) An appeal under this section may be made within the prescribed time only at the instance of —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48R(2)(a),s_48R,s_48R(2),paragraph,a,48R(2)(a),(a) the organisation or person aggrieved by the direction or decision of the Appeal Committee;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48R(2)(b),s_48R,s_48R(2),paragraph,b,48R(2)(b),"(b) if the decision relates to a complaint, the complainant; or",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48R(2)(c),s_48R,s_48R(2),paragraph,c,48R(2)(c),(c) the Commission.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48R(3),s_48R,s_48R,subsection,3,48R(3),(3) The General Division of the High Court is to hear and determine any appeal under this section and may —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48R(3)(a),s_48R,s_48R(3),paragraph,a,48R(3)(a),"(a) confirm, modify or reverse the direction or decision of the Appeal Committee; and",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48R(3)(b),s_48R,s_48R(3),paragraph,b,48R(3)(b),"(b) make any further or other order on the appeal, whether as to costs or otherwise, as the General Division of the High Court thinks fit.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48R(4),s_48R,s_48R,subsection,4,48R(4),(4) There is such further right of appeal from decisions of the General Division of the High Court under this section as exists in the case of decisions made by the General Division of the High Court in the exercise of its original civil jurisdiction.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_49(1),s_49,s_49,subsection,1,49(1),(1) The Commission may issue written advisory guidelines indicating the manner in which the Commission will interpret the provisions of this Act.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_49(2),s_49,s_49,subsection,2,49(2),"(2) Guidelines issued under this section may be varied, amended or revoked by the Commission.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
