source_id,target_id,rel_type,ordinal
PDPA2012,sch_1,HAS_SCHEDULE,1
PDPA2012,sch_2,HAS_SCHEDULE,2
PDPA2012,sch_3,HAS_SCHEDULE,3
PDPA2012,sch_4,HAS_SCHEDULE,4
PDPA2012,sch_5,HAS_SCHEDULE,5
PDPA2012,sch_6,HAS_SCHEDULE,6
PDPA2012,sch_7,HAS_SCHEDULE,7
PDPA2012,sch_8,HAS_SCHEDULE,8
PDPA2012,sch_9,HAS_SCHEDULE,9
PDPA2012,sch_10,HAS_SCHEDULE,10
PDPA2012,sch_11,HAS_SCHEDULE,11
