framework_id,name,full_name,version,publication_date,status,total_controls,description
ISO27002_2022,ISO/IEC 27002:2022,"Information security, cybersecurity and privacy protection — Information security controls",2022,2022-02-15,Active,93,Reference set of generic information security controls including implementation guidance
