instrument_id,title,parent_act,jurisdiction,issuing_authority,date_signed,enabling_provision,short_title_and_commencement,source_document
inst_amendment_2025,"Amendment of the Regulations relating to the Protection of Personal Information, 2018","Protection of Personal Information Act, 2013 (Act No. 4 of 2013)",South Africa,Information Regulator,21 January 2025,"The Information Regulator has, in accordance with section 113(3) of the Protection of Personal Information Act, 2013 (Act 4 of 2013), amended Regulations relating to the Protection of Personal Information Act: Regulations as per: GG 42110, RG 10897, GoN 1383, 14 Dec 2018, in the Schedule.","These Regulations shall be called the amendment to Regulations relating to the Protection of Personal Information, 2018 and shall commence on a date to be determined by the Regulator by proclamation in the Government Gazette.","Protection of Personal Information Act, 2013 (Act 4 of 2013): Amendment of the Regulations relating to the Protection of Personal Information, 2018 (tabled 21 January 2025) [KB 2/Africa/Protection of Personal Information Act.pdf]"
