clause_id,article_id,parent_clause_id,label,level,text,source_document
art_34_2,art_34,,(2),paragraph,Processing of Personal Data with a high potential risk under section (1) includes:,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_34_2_a,art_34,art_34_2,a.,letter,automated decision making which has a legal impact or has a significant impact on the Personal Data Subject;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_34_2_b,art_34,art_34_2,b.,letter,processing of special category Personal Data;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_34_2_c,art_34,art_34_2,c.,letter,processing of large-scale Personal Data;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_34_2_d,art_34,art_34_2,d.,letter,"processing of Personal Data for systematic evaluation, scoring, or monitoring of a Personal Data Subject;",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_34_2_e,art_34,art_34_2,e.,letter,processing of Personal Data for the matching or combining a group of data;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_34_2_f,art_34,art_34_2,f.,letter,the use of new technology in the processing of Personal Data; and/or,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_34_2_g,art_34,art_34_2,g.,letter,processing of Personal Data that restricts the exercise of the rights of the Personal Data Subject.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_34_3,art_34,,(3),paragraph,Ancillary provisions for assessment of the impact of Personal Data Protection must be stipulated by Regulation of the Government.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_35_a,art_35,,a.,letter,preparing and taking technical and operational measures to protect Personal Data from disruption of the processing of Personal Data that is against the law and regulations; and,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_35_b,art_35,,b.,letter,"determining the extent of security of Personal Data, bearing in mind the nature and risks of the Personal Data duly protected in the processing of Personal Data.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_39_1,art_39,,(1),paragraph,A Personal Data Controller must protect Personal Data from unauthorized access.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_39_2,art_39,,(2),paragraph,"Protection under section (1) must be provided via the security system for the Personal Data being processed and/or by processing the Personal Data through use of a reliable, safe, and responsible electronic system.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_39_3,art_39,,(3),paragraph,Prevention under section (2) must be comply with the law and regulations.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_40_1,art_40,,(1),paragraph,A Personal Data Controller must cease the processing of Personal Data if the Personal Data Subject withdraws consent for its processing.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_40_2,art_40,,(2),paragraph,The processing of Personal Data under section (1) shall cease within 3 x 24 (three periods of twenty-four) hours of receipt of a request for withdrawal of consent for the processing of Personal Data by the Personal Data Controller.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_41_1,art_41,,(1),paragraph,A Personal Data Controller must postpone and restrict all or any part of the processing of Personal Data within 3 x 24 (three periods of twenty-four) hours of receipt of a request for postponement and restriction of the processing of Personal Data by the Personal Data Controller.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_41_2,art_41,,(2),paragraph,Postponement and restriction of the processing of Personal Data under section (1) shall be exempt if:,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_41_2_a,art_41,art_41_2,a.,letter,law and regulations do not permit postponement and restriction of the processing of Personal Data ;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_41_2_b,art_41,art_41_2,b.,letter,it jeopardizes the safety of other parties; and/or,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_41_2_c,art_41,art_41_2,c.,letter,a Personal Data Subject is bound by a written agreement with a Personal Data Controller in which postponement and restriction of the processing of Personal Data are not permitted.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_41_3,art_41,,(3),paragraph,A Personal Data Controller must notify the Personal Data Subject that the processing of Personal Data has been delayed and restricted.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_42_1,art_42,,(1),paragraph,A Personal Data Controller must cease the processing of Personal Data if:,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_42_1_a,art_42,art_42_1,a.,letter,its retention period has lapsed;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_42_1_b,art_42,art_42_1,b.,letter,the purpose for which the Personal Data is processed has been achieved; or,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_42_1_c,art_42,art_42_1,c.,letter,a request is made by the Personal Data Subject.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_42_2,art_42,,(2),paragraph,The processing of Personal Data under section (1) must cease in accordance with law and regulations.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_43_1,art_43,,(1),paragraph,A Personal Data Controller must erase Personal Data when:,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_43_1_a,art_43,art_43_1,a.,letter,the Personal Data is no longer be required to achieve the purpose for which it is processed;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_43_1_b,art_43,art_43_1,b.,letter,the Personal Data Subject has withdrawn consent to the processing of the Personal Data;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_43_1_c,art_43,art_43_1,c.,letter,there is a request from the Personal Data Subject; or,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_43_1_d,art_43,art_43_1,d.,letter,the Personal Data has been acquired and/or processed unlawfully.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_43_2,art_43,,(2),paragraph,Personal Data under section (1) shall be erased under laws and regulations.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_44_1,art_44,,(1),paragraph,A Personal Data Controller must destroy Personal Data when:,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_44_1_a,art_44,art_44_1,a.,letter,its retention period has lapsed and is labeled: “destroyed in accordance with the record retention schedule”;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_44_1_b,art_44,art_44_1,b.,letter,there is a request from the Personal Data Subject;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_44_1_c,art_44,art_44_1,c.,letter,it is not the subject of an unresolved legal dispute; and/or,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_44_1_d,art_44,art_44_1,d.,letter,the Personal Data has been acquired and/or processed unlawfully.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_44_2,art_44,,(2),paragraph,Personal Data under section (1) shall be destroyed in accordance with law and regulations.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_46_1,art_46,,(1),paragraph,"In the event of failure of Personal Data Protection, a Personal Data Controller must deliver a written notice within 3 x 24 (three periods of twenty-four) hours to:",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_46_1_a,art_46,art_46_1,a.,letter,the Personal Data Subject; and,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_46_1_b,art_46,art_46_1,b.,letter,the institution.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_46_2,art_46,,(2),paragraph,A written notice under section (1) must contain at least:,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_46_2_a,art_46,art_46_2,a.,letter,the compromised Personal Data;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_46_2_b,art_46,art_46_2,b.,letter,when and how the Personal Data was compromised; and,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_46_2_c,art_46,art_46_2,c.,letter,efforts of the Personal Data Controller to handle and recover the compromised Personal Data.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_46_3,art_46,,(3),paragraph,"A Personal Data Controller must, in certain cases, notify the public of the failure of Personal Data Protection.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_48_1,art_48,,(1),paragraph,"A Personal Data Controller who is a legal entity and enters into a merger, demerger, acquisition, consolidation, or dissolution of legal entity must send a notice of transfer of Personal Data to the Personal Data Subject.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_48_2,art_48,,(2),paragraph,"Transfer of Personal Data under section (1) must be notified before and after the conclusion of a merger, demerger, acquisition, consolidation, or dissolution of a legal entity.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_48_3,art_48,,(3),paragraph,"If a Personal Data Controller who is a legal entity dissolves itself or is dissolved, the Personal Data must be stored, transferred, erased, or destroyed in accordance with law and regulations.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_48_4,art_48,,(4),paragraph,"Notice of the storage, transfer, erasure, or destruction of Personal Data under section (3) must be sent to the Personal Data Subject.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_48_5,art_48,,(5),paragraph,"Ancillary provisions for procedures for sending a notice under section (1), section (2), and section (4) shall be stipulated by Regulation of the Government.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_50_1,art_50,,(1),paragraph,"Obligations on a Personal Data Controller under Articles 30, 32, 36, 42, 43 (1) (a) through (c), 44 (1) (b), 45, and 46 (1) (a) shall be exempt when in:",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_50_1_a,art_50,art_50_1,a.,letter,the interest of the national defense and security;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_50_1_b,art_50,art_50_1,b.,letter,the interest of law enforcement;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_50_1_c,art_50,art_50_1,c.,letter,the public interest in the scope of the administration of the state; or,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_50_1_d,art_50,art_50_1,d.,letter,"the interests of supervision of the financial sector, monetary sector, financial system, and financial system stability for state administration.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_50_2,art_50,,(2),paragraph,Exemptions under section (1) shall apply only to enforce Laws.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_51_1,art_51,,(1),paragraph,"When a Personal Data Controller appoints a Personal Data Processor, the Personal Data Processor must process the Personal Data in accordance with the instructions of the Personal Data Controller.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_51_2,art_51,,(2),paragraph,Personal Data under section (1) must be processed in accordance with this Law.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_51_3,art_51,,(3),paragraph,The processing of Personal Data under section (1) shall be the responsibility of the Personal Data Controller.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_51_4,art_51,,(4),paragraph,A Personal Data Processor may involve another Personal Data Processor to process Personal Data.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_51_5,art_51,,(5),paragraph,A Personal Data Processor must obtain written approval from the Personal Data Controller before involving another Personal Data Processor under section (4).,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_51_6,art_51,,(6),paragraph,"Where a Personal Data Processor processes Personal Data other than in accordance with the instructions and objectives given by the Personal Data Controller, the processing of Personal Data shall be the responsibility of the Personal Data Processor.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_53_1,art_53,,(1),paragraph,A Personal Data Controller and a Personal Data Processor must appoint an official or officer that protects Personal Data where:,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_53_1_a,art_53,art_53_1,a.,letter,the processing of Personal Data is in the public interest;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_53_1_b,art_53,art_53_1,b.,letter,"the core activity of the Personal Data Controller has characteristics, scope and/or purposes in which large-scale regular and systematic monitoring of Personal Data is necessary; and",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_53_1_c,art_53,art_53_1,c.,letter,"the core activity of the Personal Data Controller comprises large-scale processing of Personal Data in special categories, and/or Personal Data relating to criminal offenses.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_53_2,art_53,,(2),paragraph,"An official or officer that protects Personal Data under section (1) must be appointed solely on the basis of their professionalism, legal knowledge, Personal Data Protection practice, and capability to complete their tasks.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_53_3,art_53,,(3),paragraph,An official or officer that protects Personal Data under section (2) may be from within and/or outside the Personal Data Controller’s or Personal Data Processor’s work organization.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_54_1,art_54,,(1),paragraph,"An official or officer that protects Personal Data must have, at least, the following duties:",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_54_1_a,art_54,art_54_1,a.,letter,to inform and advise the Personal Data Controller or Personal Data Processor on compliance with this Law;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_54_1_b,art_54,art_54_1,b.,letter,to monitor and ensure compliance with this Law and the policies of the Personal Data Controller or the Personal Data Processor;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_54_1_c,art_54,art_54_1,c.,letter,to offer advice on the assessment of the impact of Personal Data Protection and to monitor performance of the Personal Data Controller and the Personal Data Processor; and,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_54_1_d,art_54,art_54_1,d.,letter,to ensure coordination and act as a contact person in respect of issues that concern the processing of Personal Data.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_54_2,art_54,,(2),paragraph,"In the performance of duties under section (1), an official or officer that protects Personal Data must be aware of the risks inherent in the processing of Personal Data by taking into account the characteristics, scope, context, and purposes of such processing.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_54_3,art_54,,(3),paragraph,Ancillary provisions for officials or officers that protect Personal Data shall be stipulated by Regulation of the Government.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_55_1,art_55,,(1),paragraph,A Personal Data Controller may transfer Personal Data to another Personal Data Controller within the jurisdiction of the State of the Republic of Indonesia.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_55_2,art_55,,(2),paragraph,A Personal Data Controller who transfers and receives transferred Personal Data must protect that Personal Data under this Law.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_56_1,art_56,,(1),paragraph,A Personal Data Controller may transfer Personal Data to a Personal Data Controller or a Personal Data Processor outside the jurisdiction of the Republic of Indonesia under this Law.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_56_2,art_56,,(2),paragraph,"In transferring Personal Data under section (1), a Personal Data Controller must ensure that the country of domicile of the Personal Data Controller and/or the Personal Data Processor who receives transferred Personal Data has a Personal Data Protection level equal to or higher than the one regulated by this Law.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_56_3,art_56,,(3),paragraph,"If the provision of section (2) is not met, the Personal Data Controller must ensure that adequate and binding Personal Data Protection protocols apply.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_56_4,art_56,,(4),paragraph,"If the provisions of section (2) and section (3) are not met, the Personal Data Controller must obtain approval from the Personal Data Subject.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_56_5,art_56,,(5),paragraph,Ancillary provisions for transfer of Personal Data shall be stipulated by Regulation of the Government.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_57_1,art_57,,(1),paragraph,"A breach of Articles 20 (1), 21, 24, 25 (2), 26 (3), 27, 28, 29, 30, 31, 32 (1), 33, 34 (1), 35, 36, 37, 38, 39 (1), 40 (1), 41 (1) and (3), 42 (1), 43 (1), 44 (1), 45, 46 (1) and (3), 47, 48 (1), 49, 51 (1) and (5), 52, 53 (1), 55 (2), and 56 (2) through (4) shall be liable to the imposition of administrative sanctions.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_57_2,art_57,,(2),paragraph,Administrative sanctions under section (1) shall include:,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_57_2_a,art_57,art_57_2,a.,letter,written warning;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_57_2_b,art_57,art_57_2,b.,letter,suspension of processing of Personal Data;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_57_2_c,art_57,art_57_2,c.,letter,erasure or destruction of Personal Data; and/or,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_57_2_d,art_57,art_57_2,d.,letter,administrative fines.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_57_3,art_57,,(3),paragraph,"An administrative sanction imposed as an administrative fine under section (2) (d) shall not exceed 2 (two) percent of the annual income, or annual revenue attributable to the various amounts received in breach of the regulation.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_57_4,art_57,,(4),paragraph,Administrative sanctions under section (2) shall be imposed by the institution.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_57_5,art_57,,(5),paragraph,Ancillary provisions for procedures for imposition of administrative sanctions under section (3) shall be governed by Regulation of the Government.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_58_1,art_58,,(1),paragraph,The Government shall participate in the organization of Personal Data Protection under this Law.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_58_2,art_58,,(2),paragraph,Personal Data Protection under section (1) shall be organized by the institution.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_58_3,art_58,,(3),paragraph,The institution under section (2) shall be established by the President.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_58_4,art_58,,(4),paragraph,The institution under section (2) shall be responsible to the President.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_58_5,art_58,,(5),paragraph,Ancillary provisions for the institution under section (2) shall be stipulated by Regulation of the President.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_59_a,art_59,,a.,letter,"formalize and adopt policies and strategies on Personal Data Protection to serve as guidelines for Personal Data Subjects, Personal Data Controllers, and Personal Data Processors;",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_59_b,art_59,,b.,letter,supervise the implementation of Personal Data Protection;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_59_c,art_59,,c.,letter,enforce administrative law against violation of this Law; and,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_59_d,art_59,,d.,letter,facilitate the settlement of disputes out of court.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_60_a,art_60,,a.,letter,formalize and adopt policies in the field of Personal Data Protection;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_60_b,art_60,,b.,letter,monitor compliance of the Personal Data Controller;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_60_c,art_60,,c.,letter,impose administrative sanction for breach of Personal Data Protection committed by the Personal Data Controller and/or the Personal Data Processor;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_60_d,art_60,,d.,letter,assist law enforcement officers in handling alleged criminal offenses of Personal Data under this Law;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_60_e,art_60,,e,letter,cooperate with other country's Personal Data Protection institutions in order to resolve cross-border alleged criminal offenses of Personal Data Protection;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_60_f,art_60,,f.,letter,assess compliance with the requirements for transfer of Personal Data outside the jurisdiction of the Republic of Indonesia;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_60_g,art_60,,g.,letter,give orders to act on the results of monitoring of a Personal Data Controller and/or the Personal Data Processor;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_60_h,art_60,,h.,letter,publish results of the monitoring of Personal Data Protection under laws and regulations;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
