clause_id,article_id,parent_clause_id,label,level,text,source_document
art_60_i,art_60,,i.,letter,receive complaints and/or reports on the alleged breaches of Personal Data Protection;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_60_j,art_60,,j.,letter,"examine and trace complaints, reports, and/or results of monitoring of the alleged breaches of Personal Data Protection;",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_60_k,art_60,,k.,letter,summon Any Person and/or Public Body involved in an alleged breach of Personal Data Protection to appear and order their attendance;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_60_l,art_60,,l.,letter,"seek statements, data, Information, and documents from Any Person and/or Public Body involved in an alleged breach of Personal Data Protection;",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_60_m,art_60,,m.,letter,summon experts to appear and order their attendance for the examination and tracing of an alleged breach of Personal Data Protection;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_60_n,art_60,,n.,letter,"examine and trace an electronic system, facility, space, and/or places used by the Personal Data Controller and/or the Personal Data Processor, including to gain access to data and/or to appoint a third party; and",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_60_o,art_60,,o.,letter,seek legal assistance from the prosecutor's office to settle disputes over Personal Data Protection.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_62_1,art_62,,(1),paragraph,International cooperation shall be carried out between the Government and the governments of other states or International Organizations engaged in Personal Data Protection.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_62_2,art_62,,(2),paragraph,International cooperation within the scope of this Law shall be implemented under law and regulations and the principles of international law.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_63_1,art_63,,(1),paragraph,The public may participate directly or indirectly to promote the implementation of Personal Data Protection.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_63_2,art_63,,(2),paragraph,"The public may, under section (1), participate through education, training, advocacy, awareness programs, and/or supervision in accordance with law and regulations.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_64_1,art_64,,(1),paragraph,"A dispute over Personal Data Protection shall be settled through arbitration, courts, or other alternative dispute resolution tribunals in accordance with law and regulations.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_64_2,art_64,,(2),paragraph,"Procedural law applicable to settlement of disputes, and/or the judicial process for Personal Data Protection under section (1) shall be implemented in accordance with the applicable procedural law under law and regulation.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_64_3,art_64,,(3),paragraph,Lawful means of proof shall in this Law include:,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_64_3_a,art_64,art_64_3,a.,letter,mean of proof/evidence as provided for in the procedural law; and,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_64_3_b,art_64,art_64_3,b.,letter,other mean of proof/evidence in the form of electronic information and/or electronic documents under law and regulations.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_64_4,art_64,,(4),paragraph,"Where it is necessary to protect Personal Data, a trial shall be held in closed court.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_65_1,art_65,,(1),paragraph,Any Person is prohibited from unlawfully acquiring or collecting Personal Data other than their own with intent to benefit themselves or other persons to cause harm to a Personal Data Subject.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_65_2,art_65,,(2),paragraph,Any Person is prohibited from unlawfully disclosing Personal Data other than their own.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_65_3,art_65,,(3),paragraph,Any Person is prohibited from unlawfully using Personal Data other than their own.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_67_1,art_67,,(1),paragraph,"Any Person who intentionally or unlawfully acquires or collects Personal Data other than their own with intent to benefit themselves or other persons to cause harm to a Personal Data Subject under Article 65 (1) shall be sentenced to imprisonment of up to 5 (five) years and/or a fine of up to Rp5,000,000,000.00 (five billion rupiah).",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_67_2,art_67,,(2),paragraph,"Any Person who intentionally or unlawfully discloses Personal Data other than their own under Article 65 section (2) shall be sentenced to imprisonment of up to 4 (four) years and/or a fine of up to Rp4,000,000,000.00 (four billion rupiah).",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_67_3,art_67,,(3),paragraph,"Any Person who intentionally or unlawfully uses Personal Data other than their own under Article 65 section (3) shall be sentenced to imprisonment of up to 5 (five) years and/or a fine of up to Rp5,000,000,000.00 (five billion rupiah).",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_70_1,art_70,,(1),paragraph,"Where a criminal offense under Articles 67 and 68 is committed by a Corporation, the sentence may be imposed on its management, controlling shareholders, management, beneficial owners, and/or the Corporation.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_70_2,art_70,,(2),paragraph,The only sentence that may be imposed on a Corporation shall be a fine.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_70_3,art_70,,(3),paragraph,A fine imposed on a Corporation shall not exceed 10 (ten) times the maximum fine that could be imposed.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_70_4,art_70,,(4),paragraph,"In addition to a fine under section (2), a Corporation may be imposed with an additional penalty of:",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_70_4_a,art_70,art_70_4,a.,letter,seizure of profits and/or assets acquired or the proceeds from a criminal offense;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_70_4_b,art_70,art_70_4,b.,letter,suspension of whole or part of the Corporation's business;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_70_4_c,art_70,art_70_4,c.,letter,a permanent prohibition on engaging in specified acts;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_70_4_d,art_70,art_70_4,d.,letter,closure of all or part of the place of business or activities of the Corporation;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_70_4_e,art_70,art_70_4,e.,letter,compulsory fulfilment of ignored obligations;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_70_4_f,art_70,art_70_4,f.,letter,payment of compensation;,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_70_4_g,art_70,art_70_4,g.,letter,revocation of license; and/or,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_70_4_h,art_70,art_70_4,h.,letter,dissolution of the Corporation.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_71_1,art_71,,(1),paragraph,"Where a court imposes a fine, the convicted person shall be given a period of 1 (one) month from a final and binding decision to pay the fine.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_71_2,art_71,,(2),paragraph,"Where there is a valid reason, the period under section (1) may be extended for up to 1 (one) month.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_71_3,art_71,,(3),paragraph,"If a convicted person fails to pay the fine within the period under sections (1) or (2), the assets or income of the convicted person may be seized and auctioned off by the prosecutor to pay the unpaid fine.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_71_4,art_71,,(4),paragraph,"If the seized and auctioned assets or income under section (3) are insufficient, or seizure and an auction are impracticable, the unpaid fine shall be commuted to imprisonment for a term not exceeding the term imposed on a person convicted of an equivalent criminal offense.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_71_5,art_71,,(5),paragraph,"The term of imprisonment under section (4), as held by the judge, shall be stated in the court decision.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_72_1,art_72,,(1),paragraph,"Where seizure and auction of assets or income under Article 71 section (4) is taken against a convicted Corporation and are insufficient to cover the fine, the Corporation shall be penalized instead with suspension of all or part of the Corporation's business activities for a period not exceeding 5 (five) years.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_72_2,art_72,,(2),paragraph,"The period of suspension of all or part of the Corporation’s business activities under section (1), as determined by the judge, shall be stated in the court decision.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_1_1,art_1,,1.,number,"Personal Data means data relating to an identified or identifiable individual, wherein an identifiable individual is a person who can be identified, either independently or in a combination with other information, directly or indirectly, through an electronic or nonelectronic system.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_1_2,art_1,,2.,number,Personal Data Protection means a comprehensive effort to protect Personal Data in all stages of processing in order to guarantee the constitutional rights of the Personal Data subject.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_1_3,art_1,,3.,number,"Information means any description, statement, idea, or sign containing value, meaning, or message, associated with data, facts, or the description thereof, which is visible, audible, or readable, as conveyed in various packages and formats that keep abreast of the development of electronic or nonelectronic information and communications technology.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_1_4,art_1,,4.,number,"Personal Data Controller means a person, public body, and international organization that acts individually or collectively to define the purposes, and controls the processing of Personal Data.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_1_5,art_1,,5.,number,"Personal Data Processor means a person, public body, and international organization that acts individually or collectively to process Personal Data on behalf of the Personal Data Controller.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_1_6,art_1,,6.,number,Personal Data Subject means an individual to whom Personal Data is attached.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_1_7,art_1,,7.,number,Any Person means an individual or a Corporation.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_1_8,art_1,,8.,number,"Corporation means an organized group of persons and/or assets, whether incorporated or unincorporated.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_1_9,art_1,,9.,number,"Public Body means the executive, the legislature, the judiciary, and other bodies whose main functions and duties are related to the administration of the state, and whose funding is partly or wholly sourced from the State Budget and/or the Regional Budget, or non-governmental organizations to the extent the whole or any part of the fund is sourced from the State Budget and/or the Regional Budget, the public and/or foreign donations.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_1_10,art_1,,10.,number,International Organization means an organization that is recognized as the subject of international law and has the capacity to enter into an international agreement.,UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
art_1_11,art_1,,11.,number,"Central Government, hereinafter referred to as the Government, means the President of the Republic of Indonesia with the power of the Government of the State of the Republic of Indonesia vested in him/her under the 1945 Constitution of the Republic of Indonesia.",UU No. 27 of 2022 on Personal Data Protection (Indonesia) - English translation by Wishnu Basuki; KB 2/Indonesia/Personal Data Protection Law.pdf
