source_id,target_id,rel_type,citation
C005_S001,HB_FFIEC_Information_Security_Booklet_page_8,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 8"
C005_S002,HB_FFIEC_Information_Security_Booklet_page_12,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 12"
C005_S003,HB_FFIEC_Information_Security_Booklet_page_13,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 13"
C006_S001,HB_FFIEC_Audit_Booklet_page_4,MAPS_TO_IT_HANDBOOK,"FFIEC Audit Booklet, page 4"
C006_S002,HB_FFIEC_Audit_Booklet_page_1,MAPS_TO_IT_HANDBOOK,"FFIEC Audit Booklet, page 1"
C006_S003,HB_FFIEC_Operations_Booklet_page_29,MAPS_TO_IT_HANDBOOK,"FFIEC Operations Booklet, page 29"
C006_S004,HB_FFIEC_Information_Security_Booklet_page_6,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 6"
C007_S001,HB_FFIEC_Information_Security_Booklet_page_7,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 7"
C008_S001,HB_FFIEC_Information_Security_Booklet_page_66,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 66"
C008_S002,HB_FFIEC_Information_Security_Booklet_page_66,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 66"
C008_S003,HB_FFIEC_Information_Security_Booklet_page_7,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 7"
C009_S001,HB_FFIEC_Information_Security_Booklet_page_7,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 7"
C010_S001,HB_FFIEC_E_Banking_Work_Program_page_28,MAPS_TO_IT_HANDBOOK,"FFIEC E-Banking Work Program, page 28"
C010_S002,HB_FFIEC_Information_Security_Booklet_page_83,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 83"
C010_S003,HB_FFIEC_Information_Security_Booklet_page_4,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 4"
C011_S001,HB_FFIEC_Information_Security_Booklet_page_79,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 79"
C011_S002,HB_FFIEC_Information_Security_Booklet_page_83,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 83"
C012_S001,HB_FFIEC_Information_Security_Booklet_page_83,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 83"
C012_S003,HB_FFIEC_Information_Security_Booklet_page_84,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 84"
C013_S001,HB_FFIEC_Information_Security_Booklet_page_33,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 33"
C013_S002,HB_FFIEC_Information_Security_Booklet_page_46,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 46"
C013_S003,HB_FFIEC_Information_Security_Booklet_page_50,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 50"
C013_S004,HB_FFIEC_Information_Security_Booklet_page_78,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 78"
C013_S005,HB_FFIEC_Information_Security_Booklet_page_56,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 56"
C013_S006,HB_FFIEC_Information_Security_Booklet_page_50,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 50"
C013_S007,HB_FFIEC_Information_Security_Booklet_page_56,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 56"
C013_S008,HB_FFIEC_Information_Security_Booklet_page_41,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 41"
C013_S009,HB_FFIEC_Information_Security_Booklet_page_23,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 23"
C013_S010,HB_FFIEC_Information_Security_Booklet_page_40,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 40"
C014_S001,HB_FFIEC_Information_Security_Booklet_page_19,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 19"
C014_S002,HB_FFIEC_Information_Security_Booklet_page_19,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 19"
C014_S003,HB_FFIEC_Information_Security_Booklet_page_19,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 19"
C014_S004,HB_FFIEC_Information_Security_Booklet_page_18,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 18"
C014_S005,HB_FFIEC_Information_Security_Booklet_page_18,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 18"
C014_S006,HB_FFIEC_Information_Security_Booklet_page_21,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 21"
C014_S007,HB_FFIEC_Information_Security_Booklet_page_66,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 66"
C014_S008,HB_FFIEC_Information_Security_Booklet_page_61,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 61"
C014_S009,HB_FFIEC_Information_Security_Booklet_page_21,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 21"
C014_S010,HB_FFIEC_Information_Security_Booklet_page_64,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 64"
C014_S011,HB_FFIEC_Information_Security_Booklet_page_47,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 47"
C014_S012,HB_FFIEC_Information_Security_Booklet_page_21,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 21"
C014_S013,HB_FFIEC_Information_Security_Booklet_page_51,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 51"
C014_S014,HB_FFIEC_Information_Security_Booklet_page_51,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 51"
C014_S015,HB_FFIEC_Information_Security_Booklet_page_45,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 45"
C014_S016,HB_FFIEC_Information_Security_Booklet_page_25,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 25"
C014_S017,HB_FFIEC_Information_Security_Booklet_page_19,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 19"
C014_S018,HB_FFIEC_Information_Security_Booklet_page_66,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 66"
C016_S001,HB_FFIEC_Information_Security_Booklet_page_56,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 56"
C016_S002,HB_FFIEC_Information_Security_Booklet_page_59,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 59"
C016_S003,HB_FFIEC_Development_and_Acquisition_Booklet_page_2,MAPS_TO_IT_HANDBOOK,"FFIEC Development and Acquisition Booklet, page 2"
C016_S004,HB_FFIEC_Development_and_Acquisition_Booklet_page_39,MAPS_TO_IT_HANDBOOK,"FFIEC Development and Acquisition Booklet, page 39"
C017_S001,HB_FFIEC_Information_Security_Booklet_page_61,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 61"
C017_S002,HB_FFIEC_Information_Security_Booklet_page_55,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 55"
C017_S003,HB_FFIEC_Information_Security_Booklet_page_82,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 82"
C017_S004,HB_FFIEC_Information_Security_Booklet_page_39,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 39"
C018_S001,HB_FFIEC_Information_Security_Booklet_page_32,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 32"
C018_S002,HB_FFIEC_Wholesale_Payments_Booklet_page_12,MAPS_TO_IT_HANDBOOK,"FFIEC Wholesale Payments Booklet, page 12"
C018_S003,HB_FFIEC_Information_Security_Booklet_page_73,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 73"
C018_S004,HB_FFIEC_Outsourcing_Booklet_page_26,MAPS_TO_IT_HANDBOOK,"FFIEC Outsourcing Booklet, page 26"
C018_S005,HB_FFIEC_Information_Security_Booklet_page_19,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 19"
C019_S001,HB_FFIEC_Information_Security_Booklet_page_77,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 77"
C019_S002,HB_FFIEC_Information_Security_Booklet_page_78,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 78"
C019_S004,HB_FFIEC_Information_Security_Booklet_page_83,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 83"
C019_S005,HB_FFIEC_Information_Security_Booklet_page_47,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 47"
C020_S001,HB_FFIEC_Information_Security_Booklet_page_62,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 62"
C020_S002,HB_FFIEC_Operations_Booklet_page_22,MAPS_TO_IT_HANDBOOK,"FFIEC Operations Booklet, page 22"
C020_S003,HB_FFIEC_Development_and_Acquisition_Booklet_page_50,MAPS_TO_IT_HANDBOOK,"FFIEC Development and Acquisition Booklet, page 50"
C021_S001,HB_FFIEC_Information_Security_Booklet_page_87,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 87"
C022_S001,HB_FFIEC_Information_Security_Booklet_page_9,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 9"
C022_S002,HB_FFIEC_Information_Security_Booklet_page_17,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 17"
C022_S003,HB_FFIEC_Information_Security_Booklet_page_9,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 9"
C022_S004,HB_FFIEC_Information_Security_Booklet_page_10,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 10"
C023_S001,HB_FFIEC_Information_Security_Booklet_page_69,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 69"
C023_S002,HB_FFIEC_Outsourcing_Booklet_page_19,MAPS_TO_IT_HANDBOOK,"FFIEC Outsourcing Booklet, page 19"
C023_S003,HB_FFIEC_Outsourcing_Booklet_page_6,MAPS_TO_IT_HANDBOOK,"FFIEC Outsourcing Booklet, page 6"
C024_S001,HB_FFIEC_Information_Security_Booklet_page_7,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 7"
C024_S002,HB_FFIEC_Information_Security_Booklet_page_12,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 12"
C024_S003,HB_FFIEC_Information_Security_Booklet_page_12,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 12"
C024_S004,HB_FFIEC_Outsourcing_Booklet_page_12,MAPS_TO_IT_HANDBOOK,"FFIEC Outsourcing Booklet, page 12"
C024_S005,HB_FFIEC_E_Banking_Booklet_page_22,MAPS_TO_IT_HANDBOOK,"FFIEC E-Banking Booklet, page 22"
C024_S006,HB_FFIEC_Outsourcing_Booklet_page_15,MAPS_TO_IT_HANDBOOK,"FFIEC Outsourcing Booklet, page 15"
C025_S001,HB_FFIEC_Outsourcing_Booklet_page_3,MAPS_TO_IT_HANDBOOK,"FFIEC Outsourcing Booklet, page 3"
C025_S002,HB_FFIEC_Information_Security_Booklet_page_86,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 86"
C025_S003,HB_FFIEC_Outsourcing_Booklet_page_19,MAPS_TO_IT_HANDBOOK,"FFIEC Outsourcing Booklet, page 19"
C026_S001,HB_FFIEC_Business_Continuity_Planning_Booklet_page_4,MAPS_TO_IT_HANDBOOK,"FFIEC Business Continuity Planning Booklet, page 4"
C026_S002,HB_FFIEC_Information_Security_Booklet_page_83,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 83"
C026_S003,HB_FFIEC_Information_Security_Booklet_page_84,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 84"
C026_S004,HB_FFIEC_Information_Security_Booklet_page_84,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 84"
C026_S005,HB_FFIEC_Business_Continuity_Planning_Booklet_page_4,MAPS_TO_IT_HANDBOOK,"FFIEC Business Continuity Planning Booklet, page 4"
C026_S006,HB_FFIEC_Information_Security_Booklet_page_71,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 71"
C027_S001,HB_FFIEC_Information_Security_Booklet_page_71,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 71"
C027_S002,HB_FFIEC_Business_Continuity_Planning_Booklet_page_J_6,MAPS_TO_IT_HANDBOOK,"FFIEC Business Continuity Planning Booklet, page J-6"
C027_S003,HB_FFIEC_Business_Continuity_Planning_Booklet_page_J_7,MAPS_TO_IT_HANDBOOK,"FFIEC Business Continuity Planning Booklet, page J-7"
C028_S001,HB_FFIEC_Information_Security_Booklet_page_43,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 43"
C028_S002,HB_FFIEC_Information_Security_Booklet_page_86,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 86"
C028_S003,HB_FFIEC_Information_Security_Booklet_page_84,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 84"
C029_S001,HB_FFIEC_Information_Security_Booklet_page_84,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 84"
C030_S001,HB_FFIEC_Information_Security_Booklet_page_83,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 83"
C030_S002,HB_FFIEC_Information_Security_Booklet_page_84,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 84"
C030_S003,HB_FFIEC_Information_Security_Booklet_page_5,MAPS_TO_IT_HANDBOOK,"FFIEC Information Security Booklet, page 5"
C030_S004,HB_FFIEC_Operations_Booklet_page_28,MAPS_TO_IT_HANDBOOK,"FFIEC Operations Booklet, page 28"
