source_id,target_id,rel_type,mention_count
1798.100(e),EXT:1798.81.5,CITES_EXTERNAL,1
1798.140(v)(1)(B),EXT:1798.80,CITES_EXTERNAL,1
1798.150(a)(1),EXT:1798.81.5,CITES_EXTERNAL,1
1798.150(b),EXT:1798.81.5,CITES_EXTERNAL,1
