source_id,target_id,rel_type
E8MM,GS-01,HAS_GUIDANCE_SECTION
E8MM,GS-02,HAS_GUIDANCE_SECTION
E8MM,GS-03,HAS_GUIDANCE_SECTION
E8MM,GS-04,HAS_GUIDANCE_SECTION
E8MM,GS-05,HAS_GUIDANCE_SECTION
E8MM,GS-06,HAS_GUIDANCE_SECTION
