source_id,target_id,rel_type,level
SOX-S110-5-A,SOX-S110-5-A-i,HAS_PROVISION,clause
SOX-S110-5-A,SOX-S110-5-A-ii,HAS_PROVISION,clause
SOX-S110-5,SOX-S110-5-B,HAS_PROVISION,subparagraph
SOX-S110-5-B,SOX-S110-5-B-i,HAS_PROVISION,clause
SOX-S110-5-B,SOX-S110-5-B-ii,HAS_PROVISION,clause
SOX-S110,SOX-S110-6,HAS_PROVISION,paragraph
SOX-S201,SOX-S201-a,HAS_PROVISION,subsection
SOX-S201,SOX-S201-b,HAS_PROVISION,subsection
SOX-S207,SOX-S207-a,HAS_PROVISION,subsection
SOX-S207,SOX-S207-b,HAS_PROVISION,subsection
SOX-S207,SOX-S207-c,HAS_PROVISION,subsection
SOX-S208,SOX-S208-a,HAS_PROVISION,subsection
SOX-S208,SOX-S208-b,HAS_PROVISION,subsection
SOX-S208,SOX-S208-l,HAS_PROVISION,subsection
SOX-S302,SOX-S302-a,HAS_PROVISION,subsection
SOX-S302-a,SOX-S302-a-1,HAS_PROVISION,paragraph
SOX-S302-a,SOX-S302-a-2,HAS_PROVISION,paragraph
SOX-S302-a,SOX-S302-a-3,HAS_PROVISION,paragraph
SOX-S302-a,SOX-S302-a-4,HAS_PROVISION,paragraph
SOX-S302-a-4,SOX-S302-a-4-A,HAS_PROVISION,subparagraph
SOX-S302-a-4,SOX-S302-a-4-B,HAS_PROVISION,subparagraph
SOX-S302-a-4,SOX-S302-a-4-C,HAS_PROVISION,subparagraph
SOX-S302-a-4,SOX-S302-a-4-D,HAS_PROVISION,subparagraph
SOX-S302-a,SOX-S302-a-5,HAS_PROVISION,paragraph
SOX-S302-a-5,SOX-S302-a-5-A,HAS_PROVISION,subparagraph
SOX-S302-a-5,SOX-S302-a-5-B,HAS_PROVISION,subparagraph
SOX-S302-a,SOX-S302-a-6,HAS_PROVISION,paragraph
SOX-S302,SOX-S302-b,HAS_PROVISION,subsection
SOX-S302,SOX-S302-c,HAS_PROVISION,subsection
SOX-S303,SOX-S303-a,HAS_PROVISION,subsection
SOX-S303,SOX-S303-b,HAS_PROVISION,subsection
SOX-S303,SOX-S303-c,HAS_PROVISION,subsection
SOX-S303,SOX-S303-d,HAS_PROVISION,subsection
SOX-S303-d,SOX-S303-d-1,HAS_PROVISION,paragraph
SOX-S303-d,SOX-S303-d-2,HAS_PROVISION,paragraph
SOX-S304,SOX-S304-a,HAS_PROVISION,subsection
SOX-S304-a,SOX-S304-a-1,HAS_PROVISION,paragraph
SOX-S304-a,SOX-S304-a-2,HAS_PROVISION,paragraph
SOX-S304,SOX-S304-b,HAS_PROVISION,subsection
SOX-S306,SOX-S306-a,HAS_PROVISION,subsection
SOX-S306-a,SOX-S306-a-1,HAS_PROVISION,paragraph
SOX-S306-a,SOX-S306-a-2,HAS_PROVISION,paragraph
SOX-S306-a-2,SOX-S306-a-2-A,HAS_PROVISION,subparagraph
SOX-S306-a-2,SOX-S306-a-2-B,HAS_PROVISION,subparagraph
SOX-S306-a,SOX-S306-a-3,HAS_PROVISION,paragraph
SOX-S306-a,SOX-S306-a-4,HAS_PROVISION,paragraph
SOX-S306-a-4,SOX-S306-a-4-A,HAS_PROVISION,subparagraph
SOX-S306-a-4,SOX-S306-a-4-B,HAS_PROVISION,subparagraph
SOX-S306-a-4-B,SOX-S306-a-4-B-i,HAS_PROVISION,clause
SOX-S306-a-4-B-i,SOX-S306-a-4-B-i-I,HAS_PROVISION,subclause
SOX-S306-a-4-B-i,SOX-S306-a-4-B-i-II,HAS_PROVISION,subclause
SOX-S306-a-4-B,SOX-S306-a-4-B-ii,HAS_PROVISION,clause
SOX-S306-a,SOX-S306-a-5,HAS_PROVISION,paragraph
SOX-S306-a,SOX-S306-a-6,HAS_PROVISION,paragraph
SOX-S306,SOX-S306-b,HAS_PROVISION,subsection
SOX-S306-b,SOX-S306-b-1,HAS_PROVISION,paragraph
SOX-S306-b,SOX-S306-b-2,HAS_PROVISION,paragraph
SOX-S306-b,SOX-S306-b-3,HAS_PROVISION,paragraph
SOX-S306-b,SOX-S306-b-3~2,HAS_PROVISION,paragraph
SOX-S306-b-3~2,SOX-S306-b-3-A,HAS_PROVISION,subparagraph
SOX-S306-b-3~2,SOX-S306-b-3-B,HAS_PROVISION,subparagraph
SOX-S306,SOX-S306-c,HAS_PROVISION,subsection
SOX-S307,SOX-S307-1,HAS_PROVISION,paragraph
SOX-S307,SOX-S307-2,HAS_PROVISION,paragraph
SOX-S308,SOX-S308-a,HAS_PROVISION,subsection
SOX-S308,SOX-S308-b,HAS_PROVISION,subsection
SOX-S308,SOX-S308-c,HAS_PROVISION,subsection
SOX-S308-c,SOX-S308-c-1,HAS_PROVISION,paragraph
SOX-S308-c-1,SOX-S308-c-1-A,HAS_PROVISION,subparagraph
SOX-S308-c-1,SOX-S308-c-1-B,HAS_PROVISION,subparagraph
SOX-S308-c,SOX-S308-c-2,HAS_PROVISION,paragraph
SOX-S401,SOX-S401-a,HAS_PROVISION,subsection
SOX-S401,SOX-S401-b,HAS_PROVISION,subsection
SOX-S401-b,SOX-S401-b-1,HAS_PROVISION,paragraph
SOX-S401-b,SOX-S401-b-2,HAS_PROVISION,paragraph
SOX-S401,SOX-S401-c,HAS_PROVISION,subsection
SOX-S401-c,SOX-S401-c-1,HAS_PROVISION,paragraph
SOX-S401-c-1,SOX-S401-c-1-A,HAS_PROVISION,subparagraph
SOX-S401-c-1,SOX-S401-c-1-B,HAS_PROVISION,subparagraph
SOX-S401-c,SOX-S401-c-2,HAS_PROVISION,paragraph
SOX-S401-c-2,SOX-S401-c-2-A,HAS_PROVISION,subparagraph
SOX-S401-c-2,SOX-S401-c-2-B,HAS_PROVISION,subparagraph
SOX-S401-c-2,SOX-S401-c-2-C,HAS_PROVISION,subparagraph
SOX-S401-c-2,SOX-S401-c-2-D,HAS_PROVISION,subparagraph
SOX-S401-c-2,SOX-S401-c-2-E,HAS_PROVISION,subparagraph
SOX-S403,SOX-S403-a,HAS_PROVISION,subsection
SOX-S403,SOX-S403-b,HAS_PROVISION,subsection
SOX-S404,SOX-S404-a,HAS_PROVISION,subsection
SOX-S404-a,SOX-S404-a-1,HAS_PROVISION,paragraph
SOX-S404-a,SOX-S404-a-2,HAS_PROVISION,paragraph
SOX-S404,SOX-S404-b,HAS_PROVISION,subsection
SOX-S404,SOX-S404-c,HAS_PROVISION,subsection
SOX-S406,SOX-S406-a,HAS_PROVISION,subsection
SOX-S406,SOX-S406-b,HAS_PROVISION,subsection
SOX-S406,SOX-S406-c,HAS_PROVISION,subsection
SOX-S406-c,SOX-S406-c-1,HAS_PROVISION,paragraph
SOX-S406-c,SOX-S406-c-2,HAS_PROVISION,paragraph
SOX-S406-c,SOX-S406-c-3,HAS_PROVISION,paragraph
SOX-S406,SOX-S406-d,HAS_PROVISION,subsection
SOX-S406-d,SOX-S406-d-1,HAS_PROVISION,paragraph
SOX-S406-d,SOX-S406-d-2,HAS_PROVISION,paragraph
SOX-S407,SOX-S407-a,HAS_PROVISION,subsection
SOX-S407,SOX-S407-b,HAS_PROVISION,subsection
SOX-S407-b,SOX-S407-b-1,HAS_PROVISION,paragraph
SOX-S407-b,SOX-S407-b-2,HAS_PROVISION,paragraph
SOX-S407-b-2,SOX-S407-b-2-A,HAS_PROVISION,subparagraph
SOX-S407-b-2,SOX-S407-b-2-B,HAS_PROVISION,subparagraph
SOX-S407-b,SOX-S407-b-3,HAS_PROVISION,paragraph
SOX-S407-b,SOX-S407-b-4,HAS_PROVISION,paragraph
SOX-S407,SOX-S407-c,HAS_PROVISION,subsection
SOX-S407-c,SOX-S407-c-1,HAS_PROVISION,paragraph
SOX-S407-c,SOX-S407-c-2,HAS_PROVISION,paragraph
SOX-S408,SOX-S408-a,HAS_PROVISION,subsection
SOX-S408,SOX-S408-b,HAS_PROVISION,subsection
SOX-S408-b,SOX-S408-b-1,HAS_PROVISION,paragraph
SOX-S408-b,SOX-S408-b-2,HAS_PROVISION,paragraph
SOX-S408-b,SOX-S408-b-3,HAS_PROVISION,paragraph
SOX-S408-b,SOX-S408-b-4,HAS_PROVISION,paragraph
SOX-S408-b,SOX-S408-b-5,HAS_PROVISION,paragraph
SOX-S408-b,SOX-S408-b-6,HAS_PROVISION,paragraph
SOX-S408,SOX-S408-c,HAS_PROVISION,subsection
SOX-S501,SOX-S501-a,HAS_PROVISION,subsection
SOX-S501,SOX-S501-c,HAS_PROVISION,subsection
SOX-S701,SOX-S701-a,HAS_PROVISION,subsection
SOX-S701-a,SOX-S701-a-1,HAS_PROVISION,paragraph
SOX-S701-a-1,SOX-S701-a-1-A,HAS_PROVISION,subparagraph
SOX-S701-a-1,SOX-S701-a-1-B,HAS_PROVISION,subparagraph
SOX-S701-a-1,SOX-S701-a-1-C,HAS_PROVISION,subparagraph
SOX-S701-a,SOX-S701-a-2,HAS_PROVISION,paragraph
SOX-S701-a-2,SOX-S701-a-2-A,HAS_PROVISION,subparagraph
SOX-S701-a-2,SOX-S701-a-2-B,HAS_PROVISION,subparagraph
SOX-S701-a-2,SOX-S701-a-2-C,HAS_PROVISION,subparagraph
SOX-S701-a-2,SOX-S701-a-2-D,HAS_PROVISION,subparagraph
SOX-S701-a,SOX-S701-a-3,HAS_PROVISION,paragraph
SOX-S701,SOX-S701-b,HAS_PROVISION,subsection
SOX-S701-b,SOX-S701-b-1,HAS_PROVISION,paragraph
SOX-S701-b,SOX-S701-b-2,HAS_PROVISION,paragraph
SOX-S701-b,SOX-S701-b-3,HAS_PROVISION,paragraph
SOX-S701-b,SOX-S701-b-4,HAS_PROVISION,paragraph
SOX-S701,SOX-S701-c,HAS_PROVISION,subsection
SOX-S702,SOX-S702-a,HAS_PROVISION,subsection
SOX-S702-a,SOX-S702-a-1,HAS_PROVISION,paragraph
SOX-S702-a,SOX-S702-a-2,HAS_PROVISION,paragraph
SOX-S702-a-2,SOX-S702-a-2-A,HAS_PROVISION,subparagraph
SOX-S702-a-2,SOX-S702-a-2-B,HAS_PROVISION,subparagraph
SOX-S702-a-2,SOX-S702-a-2-C,HAS_PROVISION,subparagraph
SOX-S702-a-2,SOX-S702-a-2-D,HAS_PROVISION,subparagraph
SOX-S702-a-2,SOX-S702-a-2-E,HAS_PROVISION,subparagraph
SOX-S702-a-2,SOX-S702-a-2-F,HAS_PROVISION,subparagraph
SOX-S702,SOX-S702-b,HAS_PROVISION,subsection
SOX-S703,SOX-S703-a,HAS_PROVISION,subsection
SOX-S703-a,SOX-S703-a-1,HAS_PROVISION,paragraph
SOX-S703-a-1,SOX-S703-a-1-A,HAS_PROVISION,subparagraph
SOX-S703-a-1,SOX-S703-a-1-B,HAS_PROVISION,subparagraph
SOX-S703-a,SOX-S703-a-2,HAS_PROVISION,paragraph
SOX-S703-a-2,SOX-S703-a-2-A,HAS_PROVISION,subparagraph
SOX-S703-a-2,SOX-S703-a-2-B,HAS_PROVISION,subparagraph
SOX-S703-a-2,SOX-S703-a-2-C,HAS_PROVISION,subparagraph
SOX-S703-a-2,SOX-S703-a-2-D,HAS_PROVISION,subparagraph
SOX-S703-a,SOX-S703-a-3,HAS_PROVISION,paragraph
SOX-S703,SOX-S703-b,HAS_PROVISION,subsection
SOX-S704,SOX-S704-a,HAS_PROVISION,subsection
SOX-S704,SOX-S704-b,HAS_PROVISION,subsection
SOX-S705,SOX-S705-a,HAS_PROVISION,subsection
SOX-S705-a,SOX-S705-a-1,HAS_PROVISION,paragraph
SOX-S705-a,SOX-S705-a-2,HAS_PROVISION,paragraph
SOX-S705-a,SOX-S705-a-3,HAS_PROVISION,paragraph
SOX-S705,SOX-S705-b,HAS_PROVISION,subsection
SOX-S804,SOX-S804-a,HAS_PROVISION,subsection
SOX-S804,SOX-S804-b,HAS_PROVISION,subsection
SOX-S804,SOX-S804-c,HAS_PROVISION,subsection
SOX-S805,SOX-S805-a,HAS_PROVISION,subsection
SOX-S805-a,SOX-S805-a-1,HAS_PROVISION,paragraph
SOX-S805-a,SOX-S805-a-2,HAS_PROVISION,paragraph
SOX-S805-a-2,SOX-S805-a-2-A,HAS_PROVISION,subparagraph
SOX-S805-a-2-A,SOX-S805-a-2-A-i,HAS_PROVISION,clause
SOX-S805-a-2-A,SOX-S805-a-2-A-ii,HAS_PROVISION,clause
SOX-S805-a-2-A,SOX-S805-a-2-A-iii,HAS_PROVISION,clause
SOX-S805-a-2,SOX-S805-a-2-B,HAS_PROVISION,subparagraph
SOX-S805-a,SOX-S805-a-3,HAS_PROVISION,paragraph
SOX-S805-a,SOX-S805-a-4,HAS_PROVISION,paragraph
SOX-S805-a,SOX-S805-a-5,HAS_PROVISION,paragraph
SOX-S805,SOX-S805-b,HAS_PROVISION,subsection
SOX-S905,SOX-S905-a,HAS_PROVISION,subsection
SOX-S905,SOX-S905-b,HAS_PROVISION,subsection
SOX-S905-b,SOX-S905-b-1,HAS_PROVISION,paragraph
SOX-S905-b,SOX-S905-b-2,HAS_PROVISION,paragraph
SOX-S905-b,SOX-S905-b-3,HAS_PROVISION,paragraph
SOX-S905-b,SOX-S905-b-4,HAS_PROVISION,paragraph
SOX-S905-b,SOX-S905-b-5,HAS_PROVISION,paragraph
SOX-S905-b,SOX-S905-b-6,HAS_PROVISION,paragraph
SOX-S905,SOX-S905-c,HAS_PROVISION,subsection
SOX-S1104,SOX-S1104-a,HAS_PROVISION,subsection
SOX-S1104-a,SOX-S1104-a-1,HAS_PROVISION,paragraph
SOX-S1104-a,SOX-S1104-a-2,HAS_PROVISION,paragraph
SOX-S1104-a,SOX-S1104-a-3,HAS_PROVISION,paragraph
SOX-S1104,SOX-S1104-b,HAS_PROVISION,subsection
SOX-S1104-b,SOX-S1104-b-1,HAS_PROVISION,paragraph
SOX-S1104-b,SOX-S1104-b-2,HAS_PROVISION,paragraph
SOX-S1104-b,SOX-S1104-b-3,HAS_PROVISION,paragraph
SOX-S1104-b,SOX-S1104-b-4,HAS_PROVISION,paragraph
SOX-S1104-b,SOX-S1104-b-5,HAS_PROVISION,paragraph
SOX-S1104-b,SOX-S1104-b-6,HAS_PROVISION,paragraph
SOX-S1104-b,SOX-S1104-b-7,HAS_PROVISION,paragraph
SOX-S1104,SOX-S1104-c,HAS_PROVISION,subsection
