directive_id,name,official_title,adoption_date,transposition_deadline,effective_date,publication_date,legal_basis,repeals,oj_reference,text_eea_relevance,primary_objective
NIS2-EU-2022-2555,NIS 2 Directive (EU) 2022/2555,Directive (EU) 2022/2555 on measures for a high common level of cybersecurity across the Union,2022-12-14,2024-10-17,2024-10-18,2022-12-27,Article 114 TFEU,Directive (EU) 2016/1148 (NIS 1),OJ L 333/80,TRUE,Achieving a high common level of cybersecurity across the Union to improve the functioning of the internal market
