article_id,article_number,article_name,legal_citation,jurisdiction,parent_title_id,regional_standard_regulation_id
ARTICLE-1,1,Colorado Consumer Protection Act,C.R.S. Article 1 Title 6,Colorado,TITLE-6,CPA 1.0
