source_catalogue_id,target_category_id,relationship_type,inclusion_date,is_mandatory
ISA-002,CAT-01,HAS_CATEGORY,,true
ISA-002,CAT-02,HAS_CATEGORY,,true
ISA-002,CAT-03,HAS_CATEGORY,,true
ISA-002,CAT-04,HAS_CATEGORY,,true
ISA-002,CAT-05,HAS_CATEGORY,,true
