source_catalogue_id,target_category_id,relationship_type,inclusion_date,is_mandatory
ISA-6.0,CAT-01,HAS_CATEGORY,2024-01-01,true
ISA-6.0,CAT-02,HAS_CATEGORY,2024-01-01,true
ISA-6.0,CAT-03,HAS_CATEGORY,2024-01-01,true
ISA-6.0,CAT-04,HAS_CATEGORY,2024-01-01,true
ISA-6.0,CAT-05,HAS_CATEGORY,2024-01-01,true
ISA-6.0,CAT-06,HAS_CATEGORY,2024-01-01,true
ISA-6.0,CAT-07,HAS_CATEGORY,2024-01-01,true
