source_id,target_id,rel_type,value,catalogs,source_document
BCD-02.2,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-02.3,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-02.4,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-03,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-03.1,wt_3,HAS_WEIGHTING,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-03.2,wt_1,HAS_WEIGHTING,1,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-04,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-04.1,wt_3,HAS_WEIGHTING,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-04.2,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-05,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-06,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-06.1,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-06.2,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-07,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-08,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-08.1,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-08.2,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-09,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-09.1,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-09.2,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-09.3,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-09.4,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-09.5,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-10,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-10.1,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-10.2,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-10.3,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-10.4,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-11,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-11.1,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-11.10,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-11.2,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-11.3,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-11.4,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-11.5,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-11.6,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-11.7,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-11.8,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-11.9,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-12,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-12.1,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-12.2,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-12.3,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-12.4,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-13,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-13.1,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-14,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-15,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-16,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CAP-01,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CAP-02,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CAP-03,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CAP-04,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CAP-05,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CAP-06,wt_1,HAS_WEIGHTING,1,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-01,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-01.1,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-02,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-02.1,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-02.2,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-02.3,wt_3,HAS_WEIGHTING,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-02.4,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-02.5,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-02.6,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-02.7,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-02.8,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-02.9,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-03,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-03.1,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-03.2,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-03.3,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-03.4,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-04,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-04.1,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-04.2,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-05,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-05.1,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-05.2,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-06,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-06.1,wt_3,HAS_WEIGHTING,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-07,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-08,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-08.1,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-01,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-02,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-02.1,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-02.2,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-02.3,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-02.4,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-02.5,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-03,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-04,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-04.1,wt_3,HAS_WEIGHTING,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-04.2,wt_3,HAS_WEIGHTING,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-04.3,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-04.4,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-04.5,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-05,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-06,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-06.1,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-07,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-07.1,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-01,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-01.1,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-01.2,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-02,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-03,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-04,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-05,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-06,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-06.1,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-06.2,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-06.3,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-06.4,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-07,wt_4,HAS_WEIGHTING,4,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-08,wt_4,HAS_WEIGHTING,4,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-09,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-10,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-11,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-12,wt_3,HAS_WEIGHTING,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-13,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-13.1,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-13.2,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-14,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-01,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-01.1,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-01.2,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-01.3,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-01.4,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-01.5,wt_1,HAS_WEIGHTING,1,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-02,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-02.1,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-02.2,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-02.3,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-03,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-03.1,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-03.2,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-03.3,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-04,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-05,wt_2,HAS_WEIGHTING,2,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-05.1,wt_2,HAS_WEIGHTING,2,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-05.2,wt_2,HAS_WEIGHTING,2,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-06,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-07,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-07.1,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-08,wt_2,HAS_WEIGHTING,2,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-08.1,wt_2,HAS_WEIGHTING,2,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-01,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-01.1,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-01.2,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-01.3,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-01.4,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-01.5,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-02,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-03,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-04,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-05,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-05.1,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-05.2,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-05.3,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-06,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-07,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-08,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-08.1,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.1,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.2,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.3,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.4,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.5,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.6,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.7,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-10,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-11,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-12,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01.1,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01.2,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01.3,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01.4,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-02,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-02.1,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-03,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
