source_id,target_id,rel_type,size,catalogs,source_document
CRY-05.1,sol_medium_business_7dc21837f1,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-05.3,sol_enterprise_64aba3a585,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-05.3,sol_large_business_4720dd8333,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-05.3,sol_medium_business_d82e762e39,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-07,sol_enterprise_b49e6431f8,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-07,sol_large_business_80825e6cc5,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-07,sol_medium_business_866d9395a1,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-08,sol_enterprise_c3803ef65b,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-08,sol_large_business_879ccf86a5,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-08,sol_medium_business_69c1796c9a,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09,sol_enterprise_27fd4a8fec,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09,sol_large_business_773d5b4a86,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09,sol_medium_business_6d16d70160,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.1,sol_enterprise_27fd4a8fec,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.1,sol_large_business_773d5b4a86,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.1,sol_medium_business_6d16d70160,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.2,sol_enterprise_27fd4a8fec,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.2,sol_large_business_773d5b4a86,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.2,sol_medium_business_6d16d70160,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.3,sol_enterprise_27fd4a8fec,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.3,sol_large_business_773d5b4a86,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.3,sol_medium_business_6d16d70160,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.4,sol_enterprise_27fd4a8fec,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.4,sol_large_business_773d5b4a86,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.4,sol_medium_business_6d16d70160,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.5,sol_enterprise_27fd4a8fec,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.5,sol_large_business_773d5b4a86,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.5,sol_medium_business_6d16d70160,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.6,sol_enterprise_27fd4a8fec,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.6,sol_large_business_773d5b4a86,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.6,sol_medium_business_6d16d70160,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.7,sol_enterprise_27fd4a8fec,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.7,sol_large_business_773d5b4a86,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.7,sol_medium_business_6d16d70160,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-10,sol_enterprise_27fd4a8fec,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-10,sol_large_business_773d5b4a86,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-10,sol_medium_business_6d16d70160,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-11,sol_enterprise_27fd4a8fec,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-11,sol_large_business_773d5b4a86,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-11,sol_medium_business_6d16d70160,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-12,sol_enterprise_27fd4a8fec,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-12,sol_large_business_773d5b4a86,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-12,sol_medium_business_6d16d70160,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01,sol_enterprise_ae93258322,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01,sol_large_business_7ce63e7ff7,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01,sol_medium_business_cf5ae42a14,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01.1,sol_enterprise_35f829de96,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01.1,sol_large_business_6b55d20c31,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01.1,sol_medium_business_4e99774fac,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01.2,sol_enterprise_c301724831,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01.2,sol_large_business_d523b1e8dd,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01.2,sol_medium_business_cf5ae42a14,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01.3,sol_enterprise_8299d39ac8,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01.3,sol_large_business_2b3c686f3c,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01.3,sol_medium_business_cc62e72090,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01.4,sol_enterprise_c301724831,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01.4,sol_large_business_d523b1e8dd,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01.4,sol_medium_business_cf5ae42a14,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-02,sol_enterprise_42635651cb,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-02,sol_large_business_62c41088b0,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-02,sol_medium_business_efc75a7bda,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-02.1,sol_enterprise_42635651cb,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-02.1,sol_large_business_62c41088b0,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-02.1,sol_medium_business_efc75a7bda,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-03,sol_enterprise_c301724831,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-03,sol_large_business_d523b1e8dd,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-03,sol_medium_business_cf5ae42a14,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-03.1,sol_enterprise_ef3b323019,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-03.1,sol_large_business_5c51b339aa,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-03.1,sol_medium_business_0578c1c903,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-03.2,sol_enterprise_42635651cb,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-03.2,sol_large_business_62c41088b0,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-03.2,sol_medium_business_efc75a7bda,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-04,sol_enterprise_5669573b12,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-04,sol_large_business_a18beb63ee,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-04,sol_medium_business_bdba28cbea,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-04.1,sol_enterprise_5669573b12,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-04.1,sol_large_business_a18beb63ee,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-04.1,sol_medium_business_bdba28cbea,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05,sol_enterprise_bb87eda2ad,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05,sol_large_business_e9cbfb1c1b,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05,sol_medium_business_7de1ec9720,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.11,sol_enterprise_02dd2abe3a,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.11,sol_large_business_eb55b56fc5,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.11,sol_medium_business_cd9950220b,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06,sol_enterprise_dd2c4b6896,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06,sol_large_business_fc2099d92a,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06,sol_medium_business_d0d481cadd,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06.1,sol_enterprise_c3789a580e,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06.1,sol_large_business_79c1fbfa54,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06.1,sol_medium_business_d0d481cadd,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06.2,sol_enterprise_c3c7a454de,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06.2,sol_large_business_7e1de46ac1,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06.2,sol_medium_business_313cc9a9fa,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06.4,sol_enterprise_76c2ee0f56,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06.4,sol_large_business_7326e776f9,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06.4,sol_medium_business_d5c65b6e84,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06.5,sol_enterprise_8a8b32d3c8,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06.5,sol_large_business_4677148d88,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06.5,sol_medium_business_c315644afc,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-07,sol_enterprise_9ec2ae7aa9,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-07,sol_large_business_ece0a7576e,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-07,sol_medium_business_e549303a70,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-07.1,sol_enterprise_e865cea38a,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-07.1,sol_large_business_7c896bf632,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-07.1,sol_medium_business_bbeb958286,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-07.2,sol_enterprise_dad8a1abc1,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-07.2,sol_large_business_cf9128c7eb,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-07.2,sol_medium_business_65db6eaa73,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-08,sol_enterprise_5218ed7be9,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-08,sol_large_business_fa70e430d5,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-08,sol_medium_business_9541a3738d,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09,sol_enterprise_5218ed7be9,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09,sol_large_business_fa70e430d5,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09,sol_medium_business_9541a3738d,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09.1,sol_enterprise_6f34ff6e6b,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09.1,sol_large_business_7c77e82d7a,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09.1,sol_medium_business_a1a4607d22,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09.3,sol_enterprise_e2e233a079,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09.3,sol_large_business_91ffda127e,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09.3,sol_medium_business_c3735b3780,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09.4,sol_enterprise_9eb1734e3c,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09.4,sol_large_business_89c4251593,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09.4,sol_medium_business_899a6c450d,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09.5,sol_enterprise_f4a708a553,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09.5,sol_large_business_af1df2601c,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09.5,sol_medium_business_8f782c643d,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-10,sol_enterprise_8a8b32d3c8,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-10,sol_large_business_4677148d88,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-10,sol_medium_business_c315644afc,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-11,sol_enterprise_654279d4ce,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-11,sol_large_business_df4dcca766,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-11,sol_medium_business_2087942396,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-12,sol_enterprise_a9d224cee5,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-12,sol_large_business_d0c946ebf5,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-12,sol_medium_business_18fd40ab9d,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-13,sol_enterprise_c05bc5cafb,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-13,sol_large_business_b5d3964fe6,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-13,sol_medium_business_50b5ca4146,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-13.1,sol_enterprise_6e2c906431,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-13.1,sol_large_business_0ebb793fa7,HAS_POSSIBLE_SOLUTION,Large Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-13.1,sol_medium_business_1219b89742,HAS_POSSIBLE_SOLUTION,Medium Business,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-13.2,sol_enterprise_f37b9ea938,HAS_POSSIBLE_SOLUTION,Enterprise,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
