source_id,target_id,rel_type,catalogs,source_document
dom_ai_emerging_technology_security,AAT-01,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-01.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-01.2,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-01.3,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-01.4,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-02,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-02.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-02.2,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-02.3,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-02.4,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-03,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-03.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-03.2,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-04,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-04.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-04.2,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-04.3,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-04.4,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-05,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-06,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-07,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-07.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-07.2,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-07.3,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-08,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-09,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-09.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-10,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-10.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
