source_id,target_id,rel_type,catalogs,source_document
dom_ai_emerging_technology_security,AAT-10.10,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-10.11,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-10.12,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-10.13,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-10.14,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-10.15,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-10.16,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-10.17,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-10.18,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-10.19,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-10.2,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-10.3,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-10.4,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-10.5,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-10.6,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-10.7,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-10.8,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-10.9,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-11,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-11.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-11.2,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-11.3,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-11.4,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-12,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-12.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-12.2,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-12.3,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-12.4,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-13,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-13.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-14,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-14.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-14.2,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-15,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-15.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-15.2,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-16,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-16.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-16.10,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-16.11,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-16.12,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-16.13,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-16.14,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-16.2,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-16.3,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-16.4,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-16.5,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-16.6,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-16.7,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-16.8,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-16.9,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-17,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-17.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-17.2,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-17.3,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-17.4,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-17.5,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-18,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-18.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-19,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-19.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-19.2,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-19.3,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-19.4,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-19.5,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-19.6,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-19.7,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-19.8,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-20,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-20.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-20.2,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-20.3,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-21,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-22,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-22.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-22.2,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-22.3,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-22.4,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-22.5,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-22.6,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-22.7,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-22.8,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-23,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-24,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-25,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-25.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-26,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-26.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-26.2,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-26.3,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-26.4,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-27,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-27.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-28,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-28.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-28.2,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-28.3,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-29,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-29.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-29.10,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-29.11,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-29.12,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-29.13,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-29.14,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-29.15,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-29.16,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-29.17,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-29.18,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-29.19,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-29.2,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-29.20,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-29.21,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-29.22,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-29.23,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-29.3,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-29.4,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-29.5,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-29.6,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-29.7,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-29.8,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-29.9,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-30,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-30.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-30.2,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-31,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-32,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AAT-32.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,AST-31.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,BCD-16,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,CRY-13,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,DCH-23.7,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,EMB-19,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,IAC-29.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,IAO-02.2,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,PES-17,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_ai_emerging_technology_security,RSK-09.2,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_application_product_security,PRM-05,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_application_product_security,PRM-07,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_application_product_security,SAT-03.8,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_application_product_security,TDA-01.1,HAS_CONTROL,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
