source_id,target_id,rel_type,function_name,catalogs,source_document
CPL-07.1,csf_respond,MAPS_TO_FUNCTION,Respond,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-08,csf_govern,MAPS_TO_FUNCTION,Govern,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CPL-08.1,csf_govern,MAPS_TO_FUNCTION,Govern,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-01,csf_govern,MAPS_TO_FUNCTION,Govern,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-01.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-01.2,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-01.3,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-01.4,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-01.5,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-02,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-03,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-04,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-05,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-05.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-05.2,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-05.3,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-06,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-07,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-08,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-08.1,csf_recover,MAPS_TO_FUNCTION,Recover,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.2,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.3,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.4,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.5,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.6,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-09.7,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-10,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-11,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CRY-12,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01,csf_govern,MAPS_TO_FUNCTION,Govern,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01.2,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01.3,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-01.4,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-02,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-02.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-03,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-03.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-03.2,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-03.3,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-04,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-04.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.10,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.11,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.2,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.3,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.4,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.5,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.6,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.7,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.8,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.9,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06.2,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06.3,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06.4,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06.5,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-07,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-07.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-07.2,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-08,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09.2,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09.3,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09.4,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09.5,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-10,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-10.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-10.2,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-11,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-12,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-13,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-13.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-13.2,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-13.3,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-13.4,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-14,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-14.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-14.2,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-14.3,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-15,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-16,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-17,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-18,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-18.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-18.2,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-18.3,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-19,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-20,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-21,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-22,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-22.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-22.2,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-22.3,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-23,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-23.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-23.2,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-23.3,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-23.4,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-23.5,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-23.6,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-23.7,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-23.8,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-23.9,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-24,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-24.1,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-25,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-25.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-26,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-27,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-01,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-02,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-03,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-04,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-05,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-06,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-07,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-08,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-09,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-10,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-11,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-12,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-13,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-14,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-15,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-16,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-17,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-18,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-19,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-01,csf_govern,MAPS_TO_FUNCTION,Govern,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-02,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-03,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-03.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-03.2,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-04,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-04.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-04.2,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-04.3,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-04.4,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-04.5,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-04.6,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-04.7,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-05,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-06,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-06.1,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-06.2,csf_respond,MAPS_TO_FUNCTION,Respond,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-06.3,csf_respond,MAPS_TO_FUNCTION,Respond,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-06.4,csf_respond,MAPS_TO_FUNCTION,Respond,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-06.5,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-06.6,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-06.7,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-07,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-08,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-08.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-08.2,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-09,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-10,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-11,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-12,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-13,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-13.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-13.2,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-13.3,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-13.4,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
