source_id,target_id,rel_type,catalogs,source_document
fd_access_and_interaction_management,risk_account_takeover_via_social_engineering,HAS_RISK,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
fd_access_and_interaction_management,risk_federation_and_sso_trust_failures,HAS_RISK,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
fd_access_and_interaction_management,risk_insufficient_customer_identity_protections_ciam,HAS_RISK,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
fd_access_and_interaction_management,risk_insufficient_session_control,HAS_RISK,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
fd_access_and_interaction_management,risk_token_theft_and_replay,HAS_RISK,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
fd_acquisition_supply_chain,risk_counterfeit_or_tampered_hardware,HAS_RISK,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
fd_acquisition_supply_chain,risk_lack_of_ai_model_provenance,HAS_RISK,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
fd_acquisition_supply_chain,risk_open_source_governance_failure,HAS_RISK,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
fd_acquisition_supply_chain,risk_software_supply_chain_compromise,HAS_RISK,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
fd_acquisition_supply_chain,risk_third_party_cybersecurity_exposure,HAS_RISK,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
