clause_id,label,level,citation,text,section_id,parent_id,parent_type,source_document
SEC-34-d,d.,1,Section 34(d),"Right to rectification. The data subject has the right to dispute the inaccuracy or error in the personal data and have the personal information controller correct it immediately and accordingly, unless the request is vexatious or otherwise unreasonable. If the personal data has been corrected, the personal information controller shall ensure the accessibility of both the new and the retracted information and the simultaneous receipt of the new and the retracted information by the intended recipients thereof: Provided, That recipients or third parties who have previously received such processed personal data shall be informed of its inaccuracy and its rectification, upon reasonable request of the data subject.",SEC-34,SEC-34,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-34-e,e.,1,Section 34(e),"Right to Erasure or Blocking. The data subject shall have the right to suspend, withdraw or order the blocking, removal or destruction of his or her personal data from the personal information controller’s filing system.",SEC-34,SEC-34,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-34-e-1,1.,2,Section 34(e)(1),This right may be exercised upon discovery and substantial proof of any of the following:,SEC-34,SEC-34-e,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-34-e-1-a,(a),3,Section 34(e)(1)(a),"The personal data is incomplete, outdated, false, or unlawfully obtained;",SEC-34,SEC-34-e-1,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-34-e-1-b,(b),3,Section 34(e)(1)(b),The personal data is being used for purpose not authorized by the data subject;,SEC-34,SEC-34-e-1,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-34-e-1-c,(c),3,Section 34(e)(1)(c),The personal data is no longer necessary for the purposes for which they were collected;,SEC-34,SEC-34-e-1,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-34-e-1-d,(d),3,Section 34(e)(1)(d),"The data subject withdraws consent or objects to the processing, and there is no other legal ground or overriding legitimate interest for the processing;",SEC-34,SEC-34-e-1,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-34-e-1-e,(e),3,Section 34(e)(1)(e),"The personal data concerns private information that is prejudicial to data subject, unless justified by freedom of speech, of expression, or of the press or otherwise authorized;",SEC-34,SEC-34-e-1,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-34-e-1-f,(f),3,Section 34(e)(1)(f),The processing is unlawful;,SEC-34,SEC-34-e-1,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-34-e-1-g,(g),3,Section 34(e)(1)(g),The personal information controller or personal information processor violated the rights of the data subject.,SEC-34,SEC-34-e-1,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-34-e-2,2.,2,Section 34(e)(2),The personal information controller may notify third parties who have previously received such processed personal information.,SEC-34,SEC-34-e,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-34-f,f.,1,Section 34(f),"Right to damages. The data subject shall be indemnified for any damages sustained due to such inaccurate, incomplete, outdated, false, unlawfully obtained or unauthorized use of personal data, taking into account any violation of his or her rights and freedoms as data subject.",SEC-34,SEC-34,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-38-a,a.,1,Section 38(a),"The Commission and affected data subjects shall be notified by the personal information controller within seventy-two (72) hours upon knowledge of, or when there is reasonable belief by the personal information controller or personal information processor that, a personal data breach requiring notification has occurred.",SEC-38,SEC-38,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-38-b,b.,1,Section 38(b),"Notification of personal data breach shall be required when sensitive personal information or any other information that may, under the circumstances, be used to enable identity fraud are reasonably believed to have been acquired by an unauthorized person, and the personal information controller or the Commission believes that such unauthorized acquisition is likely to give rise to a real risk of serious harm to any affected data subject.",SEC-38,SEC-38,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-38-c,c.,1,Section 38(c),"Depending on the nature of the incident, or if there is delay or failure to notify, the Commission may investigate the circumstances surrounding the personal data breach. Investigations may include on-site examination of systems and procedures.",SEC-38,SEC-38,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-40-a,a.,1,Section 40(a),"In evaluating if notification is unwarranted, the Commission may take into account compliance by the personal information controller with this section and existence of good faith in the acquisition of personal data.",SEC-40,SEC-40,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-40-b,b.,1,Section 40(b),"The Commission may exempt a personal information controller from notification where, in its reasonable judgment, such notification would not be in the public interest, or in the interest of the affected data subjects.",SEC-40,SEC-40,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-40-c,c.,1,Section 40(c),The Commission may authorize postponement of notification where it may hinder the progress of a criminal investigation related to a serious breach.,SEC-40,SEC-40,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-41-a,a.,1,Section 41(a),"The personal information controller shall notify the Commission by submitting a report, whether written or electronic, containing the required contents of notification. The report shall also include the name of a designated representative of the personal information controller, and his or her contact details.",SEC-41,SEC-41,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-41-b,b.,1,Section 41(b),"All security incidents and personal data breaches shall be documented through written reports, including those not covered by the notification requirements. In the case of personal data breaches, a report shall include the facts surrounding an incident, the effects of such incident, and the remedial actions taken by the personal information controller. In other security incidents not involving personal data, a report containing aggregated data shall constitute sufficient documentation. These reports shall be made available when requested by the Commission. A general summary of the reports shall be submitted to the Commission annually.",SEC-41,SEC-41,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-44-a,a.,1,Section 44(a),"The contract or legal act shall set out the subject-matter and duration of the processing, the nature and purpose of the processing, the type of personal data and categories of data subjects, the obligations and rights of the personal information controller, and the geographic location of the processing under the subcontracting agreement.",SEC-44,SEC-44,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-44-b,b.,1,Section 44(b),"The contract or other legal act shall stipulate, in particular, that the personal information processor shall:",SEC-44,SEC-44,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-44-b-1,1.,2,Section 44(b)(1),"Process the personal data only upon the documented instructions of the personal information controller, including transfers of personal data to another country or an international organization, unless such transfer is authorized by law;",SEC-44,SEC-44-b,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-44-b-2,2.,2,Section 44(b)(2),Ensure that an obligation of confidentiality is imposed on persons authorized to process the personal data;,SEC-44,SEC-44-b,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-44-b-3,3.,2,Section 44(b)(3),"Implement appropriate security measures and comply with the Act, these Rules, and other issuances of the Commission;",SEC-44,SEC-44-b,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-44-b-4,4.,2,Section 44(b)(4),"Not engage another processor without prior instruction from the personal information controller: Provided, that any such arrangement shall ensure that the same obligations for data protection under the contract or legal act are implemented, taking into account the nature of the processing;",SEC-44,SEC-44-b,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-44-b-5,5.,2,Section 44(b)(5),"Assist the personal information controller, by appropriate technical and organizational measures and to the extent possible, fulfill the obligation to respond to requests by data subjects relative to the exercise of their rights;",SEC-44,SEC-44-b,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-44-b-6,6.,2,Section 44(b)(6),"Assist the personal information controller in ensuring compliance with the Act, these Rules, other relevant laws, and other issuances of the Commission, taking into account the nature of processing and the information available to the personal information processor;",SEC-44,SEC-44-b,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-44-b-7,7.,2,Section 44(b)(7),"At the choice of the personal information controller, delete or return all personal data to the personal information controller after the end of the provision of services relating to the processing: Provided, that this includes deleting existing copies unless storage is authorized by the Act or another law;",SEC-44,SEC-44-b,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-44-b-8,8.,2,Section 44(b)(8),"Make available to the personal information controller all information necessary to demonstrate compliance with the obligations laid down in the Act, and allow for and contribute to audits, including inspections, conducted by the personal information controller or another auditor mandated by the latter;",SEC-44,SEC-44-b,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-44-b-9,9.,2,Section 44(b)(9),"Immediately inform the personal information controller if, in its opinion, an instruction infringes the Act, these Rules, or any other issuance of the Commission.",SEC-44,SEC-44-b,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-46-a,a.,1,Section 46(a),"Registration of personal data processing systems operating in the country that involves accessing or requiring sensitive personal information of at least one thousand (1,000) individuals, including the personal data processing system of contractors, and their personnel, entering into contracts with government agencies;",SEC-46,SEC-46,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-46-b,b.,1,Section 46(b),Notification of automated processing operations where the processing becomes the sole basis of making decisions that would significantly affect the data subject;,SEC-46,SEC-46,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-46-c,c.,1,Section 46(c),Annual report of the summary of documented security incidents and personal data breaches;,SEC-46,SEC-46,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-46-d,d.,1,Section 46(d),Compliance with other requirements that may be provided in other issuances of the Commission.,SEC-46,SEC-46,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-47-a,a.,1,Section 47(a),The contents of registration shall include:,SEC-47,SEC-47,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-47-a-1,1.,2,Section 47(a)(1),"The name and address of the personal information controller or personal information processor, and of its representative, if any, including their contact details;",SEC-47,SEC-47-a,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-47-a-2,2.,2,Section 47(a)(2),"The purpose or purposes of the processing, and whether processing is being done under an outsourcing or subcontracting agreement;",SEC-47,SEC-47-a,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-47-a-3,3.,2,Section 47(a)(3),"A description of the category or categories of data subjects, and of the data or categories of data relating to them;",SEC-47,SEC-47-a,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-47-a-4,4.,2,Section 47(a)(4),The recipients or categories of recipients to whom the data might be disclosed;,SEC-47,SEC-47-a,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-47-a-5,5.,2,Section 47(a)(5),Proposed transfers of personal data outside the Philippines;,SEC-47,SEC-47-a,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-47-a-6,6.,2,Section 47(a)(6),A general description of privacy and security measures for data protection;,SEC-47,SEC-47-a,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-47-a-7,7.,2,Section 47(a)(7),Brief description of the data processing system;,SEC-47,SEC-47-a,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-47-a-8,8.,2,Section 47(a)(8),"Copy of all policies relating to data governance, data privacy, and information security;",SEC-47,SEC-47-a,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-47-a-9,9.,2,Section 47(a)(9),Attestation to all certifications attained that are related to information and communications processing; and,SEC-47,SEC-47-a,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-47-a-10,10.,2,Section 47(a)(10),"Name and contact details of the compliance or data protection officer, which shall immediately be updated in case of changes.",SEC-47,SEC-47-a,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-47-b,b.,1,Section 47(b),The procedure for registration shall be in accordance with these Rules and other issuances of the Commission.,SEC-47,SEC-47,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-48-a,a.,1,Section 48(a),The notification shall include the following information:,SEC-48,SEC-48,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-48-a-1,1.,2,Section 48(a)(1),Purpose of processing;,SEC-48,SEC-48-a,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-48-a-2,2.,2,Section 48(a)(2),Categories of personal data to undergo processing;,SEC-48,SEC-48-a,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-48-a-3,3.,2,Section 48(a)(3),Category or categories of data subject;,SEC-48,SEC-48-a,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-48-a-4,4.,2,Section 48(a)(4),Consent forms or manner of obtaining consent;,SEC-48,SEC-48-a,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-48-a-5,5.,2,Section 48(a)(5),The recipients or categories of recipients to whom the data are to be disclosed;,SEC-48,SEC-48-a,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-48-a-6,6.,2,Section 48(a)(6),The length of time the data are to be stored;,SEC-48,SEC-48-a,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-48-a-7,7.,2,Section 48(a)(7),Methods and logic utilized for automated processing;,SEC-48,SEC-48-a,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-48-a-8,8.,2,Section 48(a)(8),Decisions relating to the data subject that would be made on the basis of processed data or that would significantly affect the rights and freedoms of data subject; and,SEC-48,SEC-48-a,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-48-a-9,9.,2,Section 48(a)(9),Names and contact details of the compliance or data protection officer.,SEC-48,SEC-48-a,Clause,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-48-b,b.,1,Section 48(b),No decision with legal effects concerning a data subject shall be made solely on the basis of automated processing without the consent of the data subject.,SEC-48,SEC-48,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-49-a,a.,1,Section 49(a),"Compliance by a personal information controller or personal information processor with the Act, these Rules, and other issuances of the Commission;",SEC-49,SEC-49,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-49-b,b.,1,Section 49(b),Compliance by a personal information controller or personal information processor with the requirement of establishing adequate safeguards for data privacy and security;,SEC-49,SEC-49,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-49-c,c.,1,Section 49(c),"Any data sharing agreement, outsourcing contract, and similar contracts involving the processing of personal data, and its implementation;",SEC-49,SEC-49,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-49-d,d.,1,Section 49(d),Any off-site or online access to sensitive personal data in government allowed by a head of agency;,SEC-49,SEC-49,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-49-e,e.,1,Section 49(e),"Processing of personal data for research purposes, public functions, or commercial activities;",SEC-49,SEC-49,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-49-f,f.,1,Section 49(f),Any reported violation of the rights and freedoms of data subjects;,SEC-49,SEC-49,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-49-g,g.,1,Section 49(g),"Other matters necessary to ensure the effective implementation and administration of the Act, these Rules, and other issuances of the Commission.",SEC-49,SEC-49,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-50-a,a.,1,Section 50(a),"A personal information controller shall be accountable for complying with the requirements of the Act, these Rules, and other issuances of the Commission. It shall use contractual or other reasonable means to provide a comparable level of protection to the personal data while it is being processed by a personal information processor or third party.",SEC-50,SEC-50,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-50-b,b.,1,Section 50(b),A personal information controller shall designate an individual or individuals who are accountable for its compliance with the Act. The identity of the individual or individuals so designated shall be made known to a data subject upon request.,SEC-50,SEC-50,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-51-a,a.,1,Section 51(a),"Any natural or juridical person, or other body involved in the processing of personal data, who fails to comply with the Act, these Rules, and other issuances of the Commission, shall be liable for such violation, and shall be subject to its corresponding sanction, penalty, or fine, without prejudice to any civil or criminal liability, as may be applicable.",SEC-51,SEC-51,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-51-b,b.,1,Section 51(b),"In cases where a data subject files a complaint for violation of his or her rights as data subject, and for any injury suffered as a result of the processing of his or her personal data, the Commission may award indemnity on the basis of the applicable provisions of the New Civil Code.",SEC-51,SEC-51,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-51-c,c.,1,Section 51(c),"In case of criminal acts and their corresponding personal penalties, the person who committed the unlawful act or omission shall be recommended for prosecution by the Commission based on substantial evidence. If the offender is a corporation, partnership, or any juridical person, the responsible officers, as the case may be, who participated in, or by their gross negligence, allowed the commission of the crime, shall be recommended for prosecution by the Commission based on substantial evidence.",SEC-51,SEC-51,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-52-a,a.,1,Section 52(a),"A penalty of imprisonment ranging from one (1) year to three (3) years and a fine of not less than Five hundred thousand pesos (Php500,000.00) but not more than Two million pesos (Php2,000,000.00) shall be imposed on persons who process personal information without the consent of the data subject, or without being authorized under the Act or any existing law.",SEC-52,SEC-52,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-52-b,b.,1,Section 52(b),"A penalty of imprisonment ranging from three (3) years to six (6) years and a fine of not less than Five hundred thousand pesos (Php500,000.00) but not more than Four million pesos (Php4,000,000.00) shall be imposed on persons who process sensitive personal information without the consent of the data subject, or without being authorized under the Act or any existing law.",SEC-52,SEC-52,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-53-a,a.,1,Section 53(a),"A penalty of imprisonment ranging from one (1) year to three (3) years and a fine of not less than Five hundred thousand pesos (Php500,000.00) but not more than Two million pesos (Php2,000,000.00) shall be imposed on persons who, due to negligence, provided access to personal information without being authorized under the Act or any existing law.",SEC-53,SEC-53,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-53-b,b.,1,Section 53(b),"A penalty of imprisonment ranging from three (3) years to six (6) years and a fine of not less than Five hundred thousand pesos (Php500,000.00) but not more than Four million pesos (Php4,000,000.00) shall be imposed on persons who, due to negligence, provided access to sensitive personal information without being authorized under the Act or any existing law.",SEC-53,SEC-53,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-54-a,a.,1,Section 54(a),"A penalty of imprisonment ranging from six (6) months to two (2) years and a fine of not less than One hundred thousand pesos (Php100,000.00) but not more than Five hundred thousand pesos (Php500,000.00) shall be imposed on persons who knowingly or negligently dispose, discard, or abandon the personal information of an individual in an area accessible to the public or has otherwise placed the personal information of an individual in its container for trash collection.",SEC-54,SEC-54,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-54-b,b.,1,Section 54(b),"A penalty of imprisonment ranging from one (1) year to three (3) years and a fine of not less than One hundred thousand pesos (Php100,000.00) but not more than One million pesos (Php1,000,000.00) shall be imposed on persons who knowingly or negligently dispose, discard or abandon the sensitive personal information of an individual in an area accessible to the public or has otherwise placed the sensitive personal information of an individual in its container for trash collection.",SEC-54,SEC-54,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-55-a,a.,1,Section 55(a),"A penalty of imprisonment ranging from one (1) year and six (6) months to five (5) years and a fine of not less than Five hundred thousand pesos (Php500,000.00) but not more than One million pesos (Php1,000,000.00) shall be imposed on persons processing personal information for purposes not authorized by the data subject, or otherwise authorized under the Act or under existing laws.",SEC-55,SEC-55,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-55-b,b.,1,Section 55(b),"A penalty of imprisonment ranging from two (2) years to seven (7) years and a fine of not less than Five hundred thousand pesos (Php500,000.00) but not more than Two million pesos (Php2,000,000.00) shall be imposed on persons processing sensitive personal information for purposes not authorized by the data subject, or otherwise authorized under the Act or under existing laws.",SEC-55,SEC-55,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-59-a,a.,1,Section 59(a),"Any personal information controller or personal information processor, or any of its officials, employees, or agents, who discloses to a third party personal information not covered by the immediately preceding section without the consent of the data subject, shall be subject to imprisonment ranging from one (1) year to three (3) years and a fine of not less than Five hundred thousand pesos (Php500,000.00) but not more than One million pesos (Php1,000,000.00).",SEC-59,SEC-59,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
SEC-59-b,b.,1,Section 59(b),"Any personal information controller or personal information processor, or any of its officials, employees or agents, who discloses to a third party sensitive personal information not covered by the immediately preceding section without the consent of the data subject, shall be subject to imprisonment ranging from three (3) years to five (5) years and a fine of not less than Five hundred thousand pesos (Php500,000.00) but not more than Two million pesos (Php2,000,000.00).",SEC-59,SEC-59,Section,KB 2/Philippines/IRR-of-the-DPA.pdf
