instrument_id,title,short_title,issuing_body,promulgated,effectivity,instrument_type,implements,act_text_in_kb,preamble,signatories,source_document
PH-DPA-IRR-2016,"IMPLEMENTING RULES AND REGULATIONS OF REPUBLIC ACT NO. 10173, KNOWN AS THE “DATA PRIVACY ACT OF 2012”",Implementing Rules and Regulations of the Data Privacy Act of 2012,National Privacy Commission,"Promulgated: August 24, 2016",These Rules shall take effect fifteen (15) days after its publication in the Official Gazette.,Implementing Rules and Regulations (subordinate legislation),"Republic Act No. 10173, also known as the Data Privacy Act of 2012",NO - the Data Privacy Act of 2012 (RA 10173) itself is NOT present in this knowledge base; only these IRR are. References to sections of the Act are recorded as external references.,"Pursuant to the mandate of the National Privacy Commission to administer and implement the provisions of the Data Privacy Act of 2012, and to monitor and ensure compliance of the country with international standards set for data protection, the following rules and regulations are hereby promulgated to effectively implement the provisions of the Act:","Approved: (Sgd.) RAYMUND E. LIBORO Privacy Commissioner (Sgd.) IVY D. PATDU (Sgd.) DAMIAN DOMINGO O. Deputy Privacy Commissioner MAPA Deputy Privacy Commissioner Promulgated: August 24, 2016",KB 2/Philippines/IRR-of-the-DPA.pdf
