source_id,target_id,rel_type,clause_id
SEC-34,RIGHT-a,GRANTS_RIGHT,SEC-34-a
SEC-34,RIGHT-b,GRANTS_RIGHT,SEC-34-b
SEC-34,RIGHT-c,GRANTS_RIGHT,SEC-34-c
SEC-34,RIGHT-d,GRANTS_RIGHT,SEC-34-d
SEC-34,RIGHT-e,GRANTS_RIGHT,SEC-34-e
SEC-34,RIGHT-f,GRANTS_RIGHT,SEC-34-f
SEC-36,RIGHT-portability,GRANTS_RIGHT,
