instrument_id,title,jurisdiction,promulgator,document_number,adoption_date,promulgation_date,effective_date,chapter_count,article_count,language,source_document
DSL,Data Security Law of the People's Republic of China,National (People's Republic of China),Standing Committee of the National People's Congress,Order of the President of the People's Republic of China No. 84,2021-06-10,2021-06-10,2021-09-01,7,55,English translation,KB 2/China/Data Security Law of China.pdf
